name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"120,949,000","29,873,000","31,299,000","30,594,000","29,183,000","29,468,000","32,537,000","28,983,000","29,070,000","31,768,000","34,581,000","36,573,000","29,783,000"
	OperatingRevenue,"120,949,000","29,873,000","31,299,000","30,594,000","29,183,000","29,468,000","32,537,000","28,983,000","29,070,000","31,768,000","34,581,000","36,573,000","29,783,000"
OperatingExpense,"33,767,000","9,676,000","6,461,000","10,153,000","7,197,000","9,087,000","12,966,000","7,707,000","7,853,000","9,093,000","8,725,000","5,373,000","4,794,000"
	SellingGeneralAndAdministration,"28,549,000","7,929,000","5,655,000","7,546,000","7,139,000","6,379,000","9,523,000","8,359,000","7,544,000","5,471,000","6,021,000","5,076,000","5,018,000"
		GeneralAndAdministrativeExpense,"28,549,000","7,929,000","5,655,000","7,546,000","7,139,000","6,379,000","9,523,000","8,359,000","7,544,000","5,471,000","6,021,000","5,076,000","5,018,000"
			SalariesAndWages,"16,725,000","5,078,000","3,839,000","4,025,000","3,669,000","3,560,000","6,109,000","5,160,000","3,044,000","3,193,000","794,000","1,925,000","1,928,000"
			OtherGandA,"11,824,000","2,851,000","1,816,000","3,521,000","3,470,000","2,819,000","3,414,000","3,199,000","4,500,000","2,278,000","5,227,000","3,151,000","3,090,000"
	ProvisionForDoubtfulAccounts,"5,218,000","1,747,000","806,000","2,607,000","58,000","2,708,000","3,443,000","-652,000","309,000","3,622,000","2,704,000","297,000","-224,000"
	OtherOperatingExpenses,"1,783,000",,,,,,,"-652,000","309,000","3,622,000","2,704,000","297,000","-224,000"
OperatingIncome,"87,182,000","20,197,000","24,838,000","20,441,000","21,986,000","20,381,000","19,571,000","21,276,000","21,217,000","22,675,000","25,856,000","31,200,000","24,989,000"
NetNonOperatingInterestIncomeExpense,"-5,155,000","-2,115,000","-1,601,000",,,,,,,,,,
	InterestExpenseNonOperating,"5,155,000","2,115,000","1,601,000",,,,,,,,,,
OtherIncomeExpense,,"-8,000","652,000","1,244,000","-3,734,000",,"398,000","1,948,000","-1,458,000","4,604,000",,,
	GainOnSaleOfSecurity,,"-8,000","652,000","1,244,000","-3,734,000",,"398,000","1,948,000","-1,458,000","4,604,000",,,
	SpecialIncomeCharges,,,,,,,"0",,,,,,
		RestructuringAndMergernAcquisition,,,,,,,"0",,,,,,
		WriteOff,,,,,,,"998,000",,,,,,
PretaxIncome,"80,181,000","18,074,000","22,170,000","21,685,000","18,252,000","20,381,000","19,969,000","23,224,000","19,759,000","27,279,000","25,856,000","31,200,000","24,989,000"
TaxProvision,"0","0","0","0","0","0","0","0","0","0","0","0","0"
NetIncomeCommonStockholders,"80,181,000","18,074,000","22,170,000","21,685,000","18,252,000","20,381,000","19,969,000","23,224,000","19,759,000","27,279,000","25,856,000","31,200,000","24,989,000"
	NetIncome,"80,181,000","18,074,000","22,170,000","21,685,000","18,252,000","20,381,000","19,969,000","23,224,000","19,759,000","27,279,000","25,856,000","31,200,000","24,989,000"
		NetIncomeIncludingNoncontrollingInterests,"80,181,000","18,074,000","22,170,000","21,685,000","18,252,000","20,381,000","19,969,000","23,224,000","19,759,000","27,279,000","25,856,000","31,200,000","24,989,000"
			NetIncomeContinuousOperations,"80,181,000","18,074,000","22,170,000","21,685,000","18,252,000","20,381,000","19,969,000","23,224,000","19,759,000","27,279,000","25,856,000","31,200,000","24,989,000"
DilutedNIAvailtoComStockholders,"80,181,000","18,074,000","22,170,000","21,685,000","18,252,000","20,381,000","19,969,000","23,224,000","19,759,000","27,279,000","25,856,000","31,200,000","24,989,000"
BasicEPS,,"0.14","0.17","0.16","0.14","0.15","0.17","0.18","0.15","0.21","0.196","0.236","0.189"
DilutedEPS,,"0.14","0.17","0.16","0.14","0.15","0.17","0.18","0.15","0.21","0.196","0.236","0.189"
BasicAverageShares,,"132,769,876","132,698,177","132,658,661","132,585,116","132,550,227","132,537,228","132,282,252","132,165,005","132,111,329","132,014,635","132,014,635","132,014,635"
DilutedAverageShares,,"132,836,771","132,784,274","132,752,471","132,646,389","132,678,812","132,667,837","132,316,746","132,165,005","132,336,315","132,014,635","132,014,635","132,014,635"
TotalExpenses,"33,767,000","9,676,000","6,461,000","10,153,000","7,197,000","9,087,000","12,966,000","7,707,000","7,853,000","9,093,000","8,725,000","5,373,000","4,794,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"80,181,000","18,074,000","22,170,000","21,685,000","18,252,000","20,381,000","19,969,000","23,224,000","19,759,000","27,279,000","25,856,000","31,200,000","24,989,000"
NormalizedIncome,"82,027,000","18,082,000","21,518,000","20,441,000","21,986,000","20,381,000","19,571,000","21,276,000","21,217,000","22,675,000","25,856,000","31,200,000","24,989,000"
InterestExpense,"5,155,000","2,115,000","1,601,000",,,,,,,,,,
NetInterestIncome,"-5,155,000","-2,115,000","-1,601,000",,,,,,,,,,
