name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
OperatingCashFlow,"75,300,000","-273,700,000","438,400,000","4,400,000","-93,800,000","71,000,000","22,400,000","21,000,000","-48,400,000","-4,700,000","124,800,000","175,600,000","179,400,000","197,600,000","228,900,000","345,400,000","335,700,000","579,700,000","466,900,000","239,600,000","90,700,000","214,000,000","224,000,000","155,000,000","7,200,000","-439,000,000","76,200,000","-34,200,000","-59,800,000","3,400,000","86,500,000","174,800,000","21,200,000","54,100,000","178,400,000","212,600,000","59,700,000","271,700,000","223,600,000","616,000,000","280,000,000","395,500,000","442,700,000","574,900,000","395,000,000","220,600,000","203,300,000","427,400,000","292,400,000","164,000,000","389,900,000","428,600,000","39,200,000","190,200,000","593,200,000","428,200,000","205,369,000","58,931,000","-176,975,000","266,800,000","-20,433,000","246,973,000","161,428,000","220,893,000","164,353,000","49,052,000","280,590,000","168,575,000","155,667,000","97,927,000","131,255,000","70,471,000","71,327,000","10,707,000","73,083,000","16,962,000","41,265,000","57,551,000","22,610,000","148,055,000","39,124,000","21,415,000","87,120,000","-31,911,000","51,416,000","19,142,000","68,164,000","13,258,000","216,445,000"
	CashFlowFromContinuingOperatingActivities,"94,100,000","-272,500,000","440,200,000","18,500,000","-92,100,000","74,100,000","24,700,000","23,000,000","-31,100,000","-1,600,000","127,600,000","179,200,000","197,800,000","200,800,000","233,100,000","364,600,000","338,500,000","580,700,000","471,300,000","253,400,000","91,300,000","222,200,000","235,000,000","169,700,000","11,300,000","-438,900,000","80,900,000","-9,600,000","-57,600,000","5,200,000","95,200,000","188,700,000","30,200,000","126,900,000","202,500,000","211,700,000","78,400,000","287,500,000","226,100,000","644,000,000","298,300,000","431,400,000","464,000,000","575,900,000","397,400,000","220,800,000","208,600,000","428,800,000","295,700,000","170,600,000","389,300,000","441,600,000","2,800,000","219,800,000","628,600,000","454,500,000","223,791,000","75,709,000","-203,137,000","266,800,000","-20,433,000","246,973,000","161,428,000","220,893,000","164,353,000","49,052,000","280,590,000","168,575,000","155,667,000","97,927,000","131,255,000","70,471,000","71,327,000","10,707,000","73,083,000","16,962,000","41,265,000","57,551,000","22,610,000","148,055,000","39,124,000","21,415,000","87,120,000","-31,911,000","51,416,000","19,142,000","68,164,000","13,258,000","216,445,000"
		NetIncomeFromContinuingOperations,"305,300,000","-119,800,000","507,700,000","-59,600,000","-23,000,000","-77,700,000","-120,400,000","-64,800,000","-1,545,300,000","-129,300,000","-290,200,000","-74,300,000","42,900,000","133,300,000","233,500,000","83,900,000","120,000,000","208,300,000","378,000,000","233,700,000","101,400,000","-195,500,000","-186,200,000","-95,600,000","-230,800,000","-161,700,000","-497,900,000","-144,400,000","-1,007,200,000","-164,400,000","-478,800,000","-154,000,000","-72,000,000","-44,300,000","-401,100,000","24,000,000","101,400,000","-10,300,000","-991,300,000","122,800,000","215,300,000","182,300,000","254,400,000","283,500,000","293,000,000","179,600,000","215,700,000","237,600,000","214,700,000","137,100,000","113,500,000","116,200,000","87,700,000","140,500,000","293,300,000","369,600,000","233,435,000","57,165,000","35,815,000","32,272,000","107,692,000","88,506,000","175,033,000","142,008,000","153,434,000","130,222,000","162,169,000","113,340,000","95,254,000","51,890,000","67,889,000","43,437,000","41,481,000","22,580,000","22,215,000","21,518,000","-1,304,000","-11,081,000","29,672,000","29,035,000","24,497,000","22,315,000","-23,544,000","9,906,000","127,697,000","-934,000","-11,233,000","-8,470,000","151,031,000"
		OperatingGainsLosses,"-277,000,000","-46,500,000","-128,300,000","-72,400,000","-29,800,000","-9,100,000","-9,800,000","12,200,000","-2,500,000","-6,700,000","6,900,000","14,700,000","-52,400,000","-8,300,000","-144,900,000","-62,000,000","-34,900,000","-85,200,000","-142,900,000","-37,700,000","-29,500,000","-7,100,000","20,400,000","87,900,000","-14,500,000","-5,400,000","-12,400,000","6,600,000","700,000","5,200,000","30,700,000","-21,900,000","-4,300,000","-35,100,000","30,900,000","11,000,000","-9,900,000","31,700,000","29,900,000","31,400,000","25,000,000","40,200,000","-9,500,000","36,100,000","-19,400,000","12,000,000","-109,300,000","3,000,000","-3,600,000","-16,800,000","40,500,000","-24,400,000","-6,600,000","4,900,000","4,000,000","-1,300,000","-44,330,000","-62,070,000","67,157,000","-28,453,000","-103,040,000","-25,882,000","-24,445,000","-31,757,000","-64,815,000","-6,934,000","-5,421,000","-55,453,000","-23,560,000","-39,597,000","-17,769,000","-2,099,000","-1,517,000","-307,000","-54,154,000","-3,294,000","21,316,000","24,660,000","-9,714,000","3,082,000","1,030,000","3,361,000","28,333,000","-4,395,000",,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,700,000","-25,700,000","-4,000,000","-14,600,000","-6,700,000","-1,400,000","-7,300,000","-7,000,000","-2,800,000","-10,100,000","-3,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-400,000","-3,300,000","500,000","1,000,000","1,400,000","2,900,000","-7,800,000","-3,900,000","-2,200,000","900,000","1,700,000","1,100,000","1,300,000","1,100,000","1,200,000","1,500,000","4,400,000","2,000,000","4,300,000","4,200,000","-9,300,000","27,600,000","43,200,000","82,000,000","-7,200,000","-17,800,000","0","-100,000","-4,100,000","-10,700,000","-30,200,000","-31,900,000","-33,900,000","-40,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-127,700,000","-44,700,000","-70,700,000","-15,800,000","3,500,000","900,000","34,400,000","10,600,000","6,000,000","9,100,000","-59,000,000","20,700,000","-9,700,000","-3,500,000","-3,700,000","-17,200,000","-25,200,000","-22,000,000","-22,800,000","-10,500,000","-15,700,000","-15,000,000","-28,800,000","2,900,000","700,000","9,000,000","3,600,000","5,300,000","3,900,000","3,100,000","63,600,000","15,800,000","21,600,000","6,600,000","4,600,000","2,600,000","15,400,000","17,600,000","10,700,000","21,200,000","6,600,000","22,700,000","10,200,000","3,200,000","2,800,000","3,000,000","3,800,000","2,700,000","-6,400,000","1,600,000","46,400,000","12,000,000","6,600,000","4,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"-105,700,000","-17,100,000","-52,900,000","-15,800,000","-19,900,000","-10,000,000","-31,600,000","8,000,000","-6,500,000","-8,600,000","63,500,000","-6,000,000","-43,800,000","-4,400,000","-144,000,000","-25,500,000","-15,700,000","-34,600,000","-41,300,000","-31,000,000","-4,000,000","3,100,000","11,800,000","4,900,000","5,700,000","5,200,000","8,800,000","9,300,000","13,100,000","12,900,000","12,800,000","8,100,000","10,200,000","9,000,000","29,000,000","12,500,000","17,900,000","16,700,000","28,700,000","10,400,000","21,800,000","21,500,000","25,800,000","34,600,000","3,500,000","13,000,000","-98,500,000","7,000,000","4,200,000","-11,100,000","1,100,000","-33,600,000","-3,100,000","4,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"313,300,000","72,900,000","85,400,000","77,900,000","77,100,000","68,300,000","79,500,000","72,200,000","88,300,000","106,000,000","121,600,000","141,500,000","165,400,000","172,500,000","175,900,000","169,600,000","163,900,000","169,600,000","178,800,000","194,500,000","148,300,000","119,900,000","119,900,000","117,800,000","115,900,000","111,800,000","141,600,000","136,000,000","147,100,000","147,500,000","171,800,000","163,600,000","163,100,000","157,200,000","197,500,000","186,400,000","185,700,000","170,700,000","192,700,000","168,500,000","157,300,000","144,900,000","154,400,000","113,700,000","105,300,000","108,800,000","113,600,000","116,700,000","105,100,000","105,500,000","99,700,000","106,200,000","102,000,000","97,300,000","121,500,000","100,500,000","95,224,000","95,676,000","38,816,000","114,726,000","110,171,000","105,031,000","116,371,000","92,376,000","93,094,000","82,779,000","85,454,000","78,871,000","80,979,000","77,748,000","69,400,000","72,259,000","75,091,000","61,739,000","59,770,000","63,080,000","61,308,000","58,336,000","58,366,000","61,398,000","60,881,000","61,536,000","59,745,000","62,212,000","75,274,000","35,609,000","60,809,000","60,467,000","63,333,000"
			DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121,500,000","100,500,000","95,224,000","95,676,000","38,816,000","114,726,000","110,171,000","105,031,000","116,371,000","92,376,000","93,094,000","82,779,000","85,454,000","78,871,000","80,979,000","77,748,000","69,400,000","72,259,000","75,091,000","61,739,000","59,770,000","63,080,000","61,308,000","58,336,000","58,366,000","61,398,000","60,881,000","61,536,000","59,745,000","62,212,000",,,,,
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93,598,000","94,002,000","37,142,000","113,054,000","108,501,000","102,862,000","114,107,000","90,664,000","91,475,000","80,964,000","83,693,000","77,159,000","79,309,000","75,953,000","67,167,000","70,132,000","73,020,000","59,840,000","57,547,000","61,224,000","59,518,000","56,047,000","55,998,000","59,098,000","58,640,000","58,677,000","56,748,000","59,324,000",,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,626,000","1,674,000","1,674,000","1,672,000","1,670,000","2,169,000","2,264,000","1,712,000","1,619,000","1,815,000","1,761,000","1,712,000","1,670,000","1,795,000","2,233,000","2,127,000","2,071,000","1,899,000","2,223,000","1,856,000","1,790,000","2,289,000","2,368,000","2,300,000","2,241,000","2,859,000","2,997,000","2,888,000",,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,626,000","1,674,000","1,674,000","1,672,000","1,670,000","2,169,000","2,264,000","1,712,000","1,619,000","1,815,000","1,761,000","1,712,000","1,670,000","1,795,000","2,233,000","2,127,000","2,071,000","1,899,000","2,223,000","1,856,000","1,790,000","2,289,000","2,368,000","2,300,000","2,241,000","2,859,000","2,997,000","2,888,000",,,,,
		DeferredTax,"-13,500,000","-6,400,000","14,500,000","-21,200,000","-400,000","-400,000","27,700,000","600,000","2,900,000","-3,400,000","39,800,000","-100,000","-300,000","0","18,000,000","17,000,000","-200,000","700,000","-101,200,000","3,200,000","-1,600,000","-262,300,000","-47,600,000","28,000,000","-17,500,000","-49,400,000","-53,900,000","35,900,000","-86,000,000","-3,600,000","276,200,000","69,600,000","-44,000,000","-69,900,000","-172,800,000","-56,000,000","-157,500,000","-47,800,000","160,000,000","-47,200,000","-115,700,000","300,000","131,500,000","27,100,000","-1,400,000","23,400,000","-106,900,000","108,900,000","19,900,000","49,800,000","31,500,000","45,500,000","43,900,000","10,200,000","-1,100,000","-34,300,000","-26,425,000","28,925,000","-208,026,000","7,407,000","1,636,000","-2,461,000","-114,490,000","-23,649,000","-38,240,000","-12,864,000","-53,368,000","16,707,000","10,447,000","1,252,000","-7,652,000","2,912,000","-19,722,000","-7,463,000","2,169,000","-8,264,000","-29,052,000","-13,112,000","-44,064,000","-841,000","-1,003,000","4,585,000","997,000","4,121,000","41,176,000","1,379,000","-6,043,000","-4,717,000","-141,512,000"
			DeferredIncomeTax,"-13,500,000","-6,400,000","14,500,000","-21,200,000","-400,000","-400,000","27,700,000","600,000","2,900,000","-3,400,000","39,800,000","-100,000","-300,000","0","18,000,000","17,000,000","-200,000","700,000","-101,200,000","3,200,000","-1,600,000","-262,300,000","-47,600,000","28,000,000","-17,500,000","-49,400,000","-53,900,000","35,900,000","-86,000,000","-3,600,000","276,200,000","69,600,000","-44,000,000","-69,900,000","-172,800,000","-56,000,000","-157,500,000","-47,800,000","160,000,000","-47,200,000","-115,700,000","300,000","131,500,000","27,100,000","-1,400,000","23,400,000","-106,900,000","108,900,000","19,900,000","49,800,000","31,500,000","45,500,000","43,900,000","10,200,000","-1,100,000","-34,300,000","-26,425,000","28,925,000","-208,026,000","7,407,000","1,636,000","-2,461,000","-114,490,000","-23,649,000","-38,240,000","-12,864,000","-53,368,000","16,707,000","10,447,000","1,252,000","-7,652,000","2,912,000","-19,722,000","-7,463,000","2,169,000","-8,264,000","-29,052,000","-13,112,000","-44,064,000","-841,000","-1,003,000","4,585,000","997,000","4,121,000","41,176,000","1,379,000","-6,043,000","-4,717,000","-141,512,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000","2,000,000","1,900,000","2,000,000","1,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,"0","0",,,"69,300,000","0",,,"250,200,000",,,,"0",,,"0","0","0","0","30,500,000","230,700,000","0","0","17,200,000","377,000,000","0",,,"154,400,000","0",,,"506,800,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,"0",,,"58,500,000","0","0","24,700,000","17,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,"-25,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
