name,ttm,03/31/2022,12/31/2021,06/30/2021,03/31/2021,12/31/2020,03/31/2020
TotalRevenue,"0","0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0"
OperatingExpense,"55,890,821","29,863,024","13,763,594","6,405,553","5,190,101","3,416,113","1,762,885"
	SellingGeneralAndAdministration,"49,923,550","28,105,549","12,207,073","4,926,154","4,472,096","2,742,653","1,565,410"
		GeneralAndAdministrativeExpense,"46,837,402","27,632,746","9,754,283","4,926,154","4,248,421","2,713,112","1,511,411"
			SalariesAndWages,"12,346,542","4,762,181","3,529,972",,"1,170,733","1,234,961","786,844"
			RentAndLandingFees,"2,059,912","559,583","459,535",,"379,236","356,168","250,586"
			OtherGandA,"32,430,948","22,310,982","5,764,776","4,926,154","2,698,452","1,121,983","473,981"
		SellingAndMarketingExpense,"3,086,148","472,803","2,452,790",,"223,675","29,541","53,999"
	ResearchAndDevelopment,"4,293,494","1,183,437","1,157,323","1,479,399","538,271","518,023","2,000"
	DepreciationAmortizationDepletionIncomeStatement,"1,108,032","302,859","307,699",,"114,904","108,427","181,340"
		DepreciationAndAmortizationInIncomeStatement,"1,108,032","302,859","307,699",,"114,904","108,427","181,340"
	OtherTaxes,"341,510","210,697","72,279",,"6,375","5,130","4,520"
	OtherOperatingExpenses,"224,235","60,482","19,220",,"58,455","41,880","9,615"
OperatingIncome,"-55,890,821","-29,863,024","-13,763,594","-6,405,553","-5,190,101","-3,416,113","-1,762,885"
NetNonOperatingInterestIncomeExpense,"-40,788,563","-2,120,515","-22,438,945","-8,845,849","-4,092,759","-2,406,330","-5,677,689"
	InterestExpenseNonOperating,"39,228,602","2,120,515","22,438,945","8,339,195","4,092,759","2,406,330","5,677,689"
	TotalOtherFinanceCost,,,,"506,654",,,
OtherIncomeExpense,"-2,304,299","-589,846","-261,399",,"-14,910","825,993",
	SpecialIncomeCharges,"-2,304,299","-589,846","-261,399","0","-14,910","825,993",
		OtherSpecialCharges,"2,304,299","589,846","261,399",,"14,910","-825,993",
		GainOnSaleOfPPE,,,,"0",,,
PretaxIncome,"-98,983,683","-32,573,385","-36,463,938","-15,251,402","-9,297,770","-4,996,450","-7,440,574"
NetIncomeCommonStockholders,"-98,983,683","-32,573,385","-36,463,938","-15,251,402","-9,297,770","-4,996,450","-7,440,574"
	NetIncome,"-98,983,683","-32,573,385","-36,463,938","-15,251,402","-9,297,770","-4,996,450","-7,440,574"
		NetIncomeIncludingNoncontrollingInterests,"-98,983,683","-32,573,385","-36,463,938","-15,251,402","-9,297,770","-4,996,450","-7,440,574"
			NetIncomeContinuousOperations,"-98,983,683","-32,573,385","-36,463,938","-15,251,402","-9,297,770","-4,996,450","-7,440,574"
DilutedNIAvailtoComStockholders,"-98,983,683","-32,573,385","-36,463,938","-15,251,402","-9,297,770","-4,996,450","-7,440,574"
BasicEPS,,"-0.63","-2.09","-0.652","-0.397","-0.213","-0.318"
DilutedEPS,,"-0.634","-2.09","-0.652","-0.397","-0.213","-0.318"
BasicAverageShares,,"51,392,988","17,471,173","23,407,067","23,407,067","23,407,067","23,407,067"
DilutedAverageShares,,"51,392,988","17,471,173","23,407,067","23,407,067","23,407,067","23,407,067"
TotalOperatingIncomeAsReported,"-58,228,533","-30,452,870","-14,058,407","-6,405,553","-5,215,011","-3,470,701","-1,762,885"
RentExpenseSupplemental,"2,059,912","559,583","459,535",,"379,236","356,168","250,586"
TotalExpenses,"55,890,821","29,863,024","13,763,594","6,405,553","5,190,101","3,416,113","1,762,885"
NetIncomeFromContinuingAndDiscontinuedOperation,"-98,983,683","-32,573,385","-36,463,938","-15,251,402","-9,297,770","-4,996,450","-7,440,574"
NormalizedIncome,"-96,679,384","-31,983,539","-36,202,539","-15,251,402","-9,282,860","-5,822,443","-7,440,574"
InterestExpense,"39,228,602","2,120,515","22,438,945","8,339,195","4,092,759","2,406,330","5,677,689"
NetInterestIncome,"-40,788,563","-2,120,515","-22,438,945","-8,845,849","-4,092,759","-2,406,330","-5,677,689"
EBIT,"-59,755,081","-30,452,870","-14,024,993","-6,912,207","-5,205,011","-2,590,120","-1,762,885"
EBITDA,"-58,647,049"
ReconciledDepreciation,"1,105,970","300,797","307,699","114,990","114,904","108,427","181,340"
NetIncomeFromContinuingOperationNetMinorityInterest,"-98,983,683","-32,573,385","-36,463,938","-15,251,402","-9,297,770","-4,996,450","-7,440,574"
TotalUnusualItemsExcludingGoodwill,"-2,304,299","-589,846","-261,399","0","-14,910","825,993",
TotalUnusualItems,"-2,304,299","-589,846","-261,399","0","-14,910","825,993",
NormalizedEBITDA,"-56,342,750","-29,560,165","-13,455,895","-6,912,207","-5,075,197","-3,307,686","-1,581,545"
TaxRateForCalcs,"0","0","0","0","0","0","0"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0"
