name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
OperatingCashFlow,"14,918,000","-17,005,000","-7,674,000","38,358,000","1,239,000","-14,792,000","13,343,000","13,043,000","6,527,000","-47,136,000"
	CashFlowFromContinuingOperatingActivities,"14,918,000","-17,005,000","-7,674,000","38,358,000","1,239,000","-14,792,000","13,343,000","13,043,000","6,527,000","-47,136,000"
		NetIncomeFromContinuingOperations,"-29,582,000","-10,149,000","-11,281,000","9,994,000","-18,146,000","-8,652,000","-4,031,000","5,221,000","-15,997,000","3,700,000"
		OperatingGainsLosses,,,"0","0","9,804,000","954,000","380,000","-9,000","-9,000","263,000"
			GainLossOnInvestmentSecurities,,,"0","0","9,804,000","954,000","380,000","-9,000","-9,000","263,000"
		DepreciationAmortizationDepletion,"9,684,000","2,817,000","2,427,000","2,266,000","2,174,000","2,131,000","1,763,000","1,768,000","1,747,000","1,516,000"
			DepreciationAndAmortization,"9,684,000","2,817,000","2,427,000","2,266,000","2,174,000","2,131,000","1,763,000","1,768,000","1,747,000","1,516,000"
		DeferredTax,"89,000","-53,000","19,000","-10,000","133,000","4,000","12,000","-9,000","17,000","-8,555,000"
			DeferredIncomeTax,"89,000","-53,000","19,000","-10,000","133,000","4,000","12,000","-9,000","17,000","-8,555,000"
		AssetImpairmentCharge,"79,000","20,000","75,000","10,000","-26,000","106,000","-95,000","95,000","237,000","0"
		StockBasedCompensation,"14,059,000","5,495,000","3,390,000","2,778,000","2,396,000","10,364,000","984,000","1,036,000","989,000","835,000"
		OtherNonCashItems,"2,617,000","83,000","180,000","687,000","1,667,000","226,000","1,004,000","1,085,000","4,120,000","-168,000"
		ChangeInWorkingCapital,"8,168,000","-15,218,000","-2,484,000","22,633,000","3,237,000","-19,925,000","13,326,000","3,856,000","15,423,000","-44,727,000"
			ChangeInReceivables,"-13,030,000","9,423,000","-7,091,000","-6,963,000","-8,399,000","14,419,000","-9,147,000","-3,299,000","-4,612,000","9,069,000"
				ChangesInAccountReceivables,"-1,423,000","-839,000","879,000","-1,338,000","-125,000","-3,000","2,318,000","-1,902,000","91,000","-2,062,000"
			ChangeInPrepaidAssets,"-5,912,000","262,000","-444,000","407,000","-6,137,000","-1,680,000","-761,000","131,000","-2,036,000","-1,174,000"
			ChangeInPayablesAndAccruedExpense,"31,602,000","-19,989,000","4,774,000","29,150,000","17,667,000","-29,045,000","22,693,000","7,037,000","21,965,000","-51,305,000"
				ChangeInPayable,"31,602,000","-19,989,000","4,774,000","29,150,000","17,667,000","-29,045,000","22,693,000","7,037,000","21,965,000","-51,305,000"
					ChangeInAccountPayable,"8,537,000","-3,615,000","327,000","7,806,000","4,019,000","-922,000","3,126,000","1,893,000","743,000","-93,000"
			ChangeInOtherCurrentLiabilities,"-4,585,000","-4,909,000","538,000","-499,000","285,000","-3,362,000","204,000","12,000","-20,000","-806,000"
			ChangeInOtherWorkingCapital,"93,000","-5,000","-261,000","538,000","-179,000","-257,000","337,000","-25,000","126,000","-511,000"
InvestingCashFlow,"-62,748,000","-1,307,000","-57,566,000","-1,766,000","-2,109,000","-1,473,000","-329,000","-551,000","-728,000","-79,934,000"
	CashFlowFromContinuingInvestingActivities,"-62,748,000","-1,307,000","-57,566,000","-1,766,000","-2,109,000","-1,473,000","-329,000","-551,000","-728,000","-79,934,000"
		NetPPEPurchaseAndSale,"-6,518,000","-1,307,000","-1,455,000","-1,766,000","-1,990,000","-1,473,000","-329,000","-551,000","-728,000","-533,000"
			PurchaseOfPPE,"-6,518,000","-1,307,000","-1,455,000","-1,766,000","-1,990,000","-1,473,000","-329,000","-551,000","-728,000","-533,000"
