name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"68,540,000","21,332,000","17,807,000","15,603,000","13,798,000","11,932,000","11,450,000","9,652,000","7,117,000","5,508,000","3,602,000","4,786,000","5,632,000","5,785,000"
	OperatingRevenue,"67,491,000","20,756,000","17,727,000","15,444,000","13,798,000","11,742,000","11,286,000","9,433,000","7,117,000","5,516,000","3,902,000","4,891,000","5,792,000","6,006,000"
CostOfRevenue,"7,785,000","2,932,000","1,801,000","1,737,000","1,315,000","950,000","1,225,000","624,000","434,000","285,000","260,000","293,000","252,000","308,000"
GrossProfit,"60,755,000","18,400,000","16,006,000","13,866,000","12,483,000","10,982,000","10,225,000","9,028,000","6,683,000","5,223,000","3,342,000","4,493,000","5,380,000","5,477,000"
OperatingExpense,"51,721,000","15,170,000","13,635,000","11,850,000","11,066,000","9,066,000","8,805,000","8,801,000","4,962,000","5,326,000","3,532,000","3,616,000","3,640,000","3,797,000"
	SellingGeneralAndAdministration,"15,863,000","4,190,000","3,906,000","3,776,000","3,991,000","3,137,000","3,499,000","4,109,000","1,846,000","2,980,000","1,175,000","956,000","939,000","1,093,000"
		GeneralAndAdministrativeExpense,"15,863,000","4,190,000","3,906,000","3,776,000","3,991,000","3,137,000","3,499,000","4,109,000","1,846,000","2,980,000","1,175,000","956,000","939,000","1,093,000"
			OtherGandA,"15,863,000","4,190,000","3,906,000","3,776,000","3,991,000","3,137,000","3,499,000","4,109,000","1,846,000","2,980,000","1,175,000","956,000","939,000","1,093,000"
	DepreciationAmortizationDepletionIncomeStatement,"35,858,000","10,980,000","9,729,000","8,074,000","7,075,000","5,929,000","5,306,000","4,692,000","3,116,000","2,346,000","2,357,000","2,660,000","2,701,000","2,704,000"
		DepreciationAndAmortizationInIncomeStatement,"35,858,000","10,980,000","9,729,000","8,074,000","7,075,000","5,929,000","5,306,000","4,692,000","3,116,000","2,346,000","2,357,000","2,660,000","2,701,000","2,704,000"
OperatingIncome,"9,034,000","3,230,000","2,371,000","2,016,000","1,417,000","1,916,000","1,420,000","227,000","1,721,000","-103,000","-190,000","877,000","1,740,000","1,680,000"
NetNonOperatingInterestIncomeExpense,"-3,964,000","-1,169,000","-1,007,000","-895,000","-894,000","-905,000","-926,000","-1,018,000","-1,098,000","-1,699,000","-2,363,000","-2,449,000","-2,781,000","-3,119,000"
	InterestExpenseNonOperating,"3,964,000","1,169,000","1,007,000","895,000","894,000","905,000","926,000","1,018,000","1,098,000",,,"2,449,000",,
	TotalOtherFinanceCost,,,,,,,,,,"1,699,000",,,,"3,119,000"
OtherIncomeExpense,"-595,000","-4,000","740,000","1,823,000","-3,153,000","-220,000","4,016,000","-1,550,000","-1,028,000","250,000","-969,000","-1,168,000","2,307,000","-1,637,000"
	GainOnSaleOfSecurity,,"161,000","545,000","1,955,000","497,000",,"5,143,000","54,000","1,016,000",,"-127,000","1,674,000","2,307,000","1,792,000"
	SpecialIncomeCharges,"-4,184,000","-165,000","-236,000","-132,000","-3,650,000","-220,000","-1,117,000","-1,604,000","-2,044,000","250,000","-842,000","-2,842,000","0","-3,429,000"
		RestructuringAndMergernAcquisition,"714,000","165,000","236,000","132,000","181,000","151,000","200,000","1,241,000","634,000",,,"3,000",,
		ImpairmentOfCapitalAssets,"3,470,000","0","0","0","3,469,000","69,000","917,000","363,000","1,410,000","0","918,000","2,839,000","0","3,429,000"
		OtherSpecialCharges,,,,,,,"0",,,"-250,000",,,,
		GainOnSaleOfPPE,"2,813,000",,,,,,,,"1,016,000","250,000",,,"2,307,000","1,792,000"
	OtherNonOperatingIncomeExpenses,,,,,,,"-10,000",,"0","250,000",,,,
PretaxIncome,"4,475,000","2,057,000","2,104,000","2,944,000","-2,630,000","791,000","4,510,000","-2,341,000","-405,000","-1,552,000","-3,522,000","-2,740,000","1,266,000","-3,076,000"
TaxProvision,"100,000","91,000","9,000","0","0","50,000",,,"0",,,,,
NetIncomeCommonStockholders,"4,287,000","1,942,000","2,033,000","2,848,000","-2,536,000","701,000","4,229,000","-2,114,000","-300,000","-1,127,000","-3,522,000","-2,740,000","1,266,000","-3,076,000"
	NetIncome,"4,287,000","1,942,000","2,033,000","2,848,000","-2,536,000","701,000","4,229,000","-2,078,000","-294,000","-1,127,000","-3,522,000","-2,740,000","1,266,000","-3,076,000"
		NetIncomeIncludingNoncontrollingInterests,"4,375,000","1,966,000","2,095,000","2,944,000","-2,630,000","741,000","4,510,000","-2,341,000","-405,000","-1,552,000","-3,522,000","-2,740,000","1,266,000","-3,076,000"
			NetIncomeContinuousOperations,"4,375,000","1,966,000","2,095,000","2,944,000","-2,630,000","741,000","4,510,000","-2,341,000","-405,000","-1,552,000","-3,522,000","-2,740,000","1,266,000","-3,076,000"
		MinorityInterests,"-88,000","-24,000","-62,000","-96,000","94,000","-40,000","-281,000","263,000","111,000","425,000","0","0","0","0"
	PreferredStockDividends,,,,,,,"0","36,000","6,000",,,,,
DilutedNIAvailtoComStockholders,"4,391,000","1,942,000","2,137,000","2,848,000","-2,536,000","701,000","3,711,000","-2,114,000","-300,000","-1,127,000","-3,522,000","-2,740,000","1,266,000","-3,076,000"
BasicEPS,,"0.04",,"0.07","-0.07","0.02",,"-0.11","-0.019","-0.046",,"-0.113",,"-0.127"
DilutedEPS,,"0.04",,"0.07","-0.07","0.02",,"-0.11","-0.019","-0.046",,"-0.113",,"-0.127"
BasicAverageShares,,"44,415,807",,"39,559,605","38,018,588","28,348,975",,"18,825,389","15,788,056","24,297,645",,"24,297,645",,"24,297,645"
DilutedAverageShares,,"45,600,810",,"41,333,579","38,018,588","30,052,940",,"18,825,389","15,788,056","24,297,645",,"24,297,645",,"24,297,645"
TotalExpenses,"59,506,000","18,102,000","15,436,000","13,587,000","12,381,000","10,016,000","10,030,000","9,425,000","5,396,000","5,611,000","3,792,000","3,909,000","3,892,000","4,105,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"4,287,000","1,942,000","2,033,000","2,848,000","-2,536,000","701,000","4,229,000","-2,078,000","-294,000","-1,127,000","-3,522,000","-2,740,000","1,266,000","-3,076,000"
NormalizedIncome,"5,290,072.626","1,945,823.043","1,725,321.768","1,025,000","617,000","907,093.552","1,290,020","-528,000","734,000","-1,377,000","-2,553,000","-1,572,000","-418,110","-1,439,000"
InterestExpense,"3,964,000","1,169,000","1,007,000","895,000","894,000","905,000","926,000","1,018,000","1,098,000",,,"2,449,000",,
NetInterestIncome,"-3,964,000","-1,169,000","-1,007,000","-895,000","-894,000","-905,000","-926,000","-1,018,000","-1,098,000","-1,699,000","-2,363,000","-2,449,000","-2,781,000","-3,119,000"
EBIT,"8,439,000","3,226,000","3,111,000","3,839,000","-1,736,000","1,696,000","5,436,000","-1,323,000","693,000","-103,000","381,000","-291,000","2,410,000","1,680,000"
EBITDA,"44,297,000"
ReconciledCostOfRevenue,"7,785,000","2,932,000","1,801,000","1,737,000","1,315,000","950,000","1,225,000","625,000","434,000","285,000","260,000","293,000","253,000","307,000"
ReconciledDepreciation,"35,858,000","10,980,000","9,729,000","8,074,000","7,075,000","5,929,000","5,306,000","4,691,000","3,116,000","2,346,000","2,357,000","2,660,000","2,700,000","2,705,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"4,287,000","1,942,000","2,033,000","2,848,000","-2,536,000","701,000","4,229,000","-2,078,000","-294,000","-1,127,000","-3,522,000","-2,740,000","1,266,000","-3,076,000"
TotalUnusualItemsExcludingGoodwill,"-1,026,000","-4,000","309,000","1,823,000","-3,153,000","-220,000","4,026,000","-1,550,000","-1,028,000","250,000","-969,000","-1,168,000","2,307,000","-1,637,000"
TotalUnusualItems,"-1,026,000","-4,000","309,000","1,823,000","-3,153,000","-220,000","4,026,000","-1,550,000","-1,028,000","250,000","-969,000","-1,168,000","2,307,000","-1,637,000"
NormalizedEBITDA,"45,323,000","14,210,000","12,531,000","10,090,000","8,492,000","7,845,000","6,716,000","4,919,000","4,837,000","1,993,000","3,707,000","3,537,000","2,804,000","6,022,000"
TaxRateForCalcs,"0.022","0.044","0.004","0","0","0.063","0.27","0","0","0","0","0","0.27","0"
TaxEffectOfUnusualItems,"-22,927.374","-176.957","1,321.768","0","0","-13,906.448","1,087,020","0","0","0","0","0","622,890","0"
