name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986
TotalRevenue,"2,035,086,000","524,841,000","655,376,000","511,176,000","343,693,000","340,485,000","274,771,000","178,011,000","179,535,000","225,878,000","289,248,000","224,444,000","128,116,000","126,881,000","153,498,000",,"61,449,000","72,593,000","73,248,000","66,811,000","61,471,000","53,801,000","48,498,000","50,330,000","40,715,000","36,903,000","47,228,000","61,360,000","77,312,000","66,522,000","112,616,000","144,983,000","155,723,000","141,909,000","105,860,000","111,590,000","107,901,000","95,020,000","124,040,000","117,129,000","125,028,000","117,062,000","114,456,000","119,422,000","112,451,000","88,038,000","72,650,000","79,720,000","90,682,000","106,089,000","90,414,000","67,436,000","64,875,000","68,351,000","126,714,000","163,852,000","193,466,000","240,987,000","195,764,000","171,074,000","174,206,000","146,029,000","126,775,000","129,251,000","64,571,000","69,891,000","93,366,000","71,619,000","68,529,000","69,822,000","56,025,000","78,353,000","66,508,000","60,761,000","52,499,000","56,866,000","57,161,000","68,576,000","49,803,000","35,678,000","38,083,000","26,678,000","24,498,000","29,781,000","46,575,000","67,546,000","52,860,000","44,883,000","38,569,000","33,071,000","26,800,000","22,900,000","20,800,000","19,600,000","21,300,000","21,500,000","24,800,000","25,400,000","29,000,000","18,200,000","18,000,000","23,400,000","-44,700,000","42,800,000","35,700,000","35,100,000","23,300,000","20,100,000","17,500,000","14,500,000","15,600,000","7,000,000","5,500,000","4,300,000","15,500,000","2,300,000","2,200,000","2,000,000","2,000,000","1,800,000","1,400,000","1,400,000","1,300,000","600,000","600,000","600,000","100,000","1,000,000","1,100,000","1,800,000","1,000,000","2,300,000","2,200,000","2,000,000","0","2,000,000","1,800,000","1,100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000"
	OperatingRevenue,"2,035,086,000","524,841,000","655,376,000","511,176,000","343,693,000","340,485,000","274,771,000","178,011,000","179,535,000","225,878,000","289,248,000","224,444,000","128,116,000","126,881,000","153,498,000",,"61,449,000","72,593,000","73,248,000","66,811,000","61,471,000","53,801,000","48,498,000","50,330,000","40,715,000","36,903,000","47,228,000","61,360,000","77,312,000","66,522,000","112,616,000","144,983,000","155,723,000","141,909,000","105,860,000","111,590,000","107,901,000","95,020,000","124,040,000","117,129,000","104,690,000","110,335,000","114,456,000","119,422,000","112,451,000","88,038,000","72,650,000","79,720,000","90,682,000","106,089,000","90,201,000","67,436,000","64,875,000","68,351,000","100,154,000","163,852,000","172,022,000","240,987,000","195,764,000","171,074,000","174,206,000","146,029,000","126,775,000","129,251,000","64,571,000","69,891,000","93,366,000","71,619,000","68,529,000","69,822,000","56,025,000","78,353,000","66,508,000","60,761,000","52,499,000","56,866,000","57,161,000","68,576,000","42,041,000","35,550,000","38,004,000","26,678,000","24,879,000","29,668,000","46,454,000","67,399,000","52,860,000","44,883,000","38,569,000","33,071,000","26,800,000","22,900,000","20,800,000","19,600,000","21,300,000","21,500,000","24,800,000","25,400,000","29,000,000","18,200,000","18,000,000","23,400,000","-44,700,000","42,800,000","35,700,000","35,100,000","23,300,000","20,100,000","17,500,000","14,500,000","15,600,000","7,000,000","5,500,000","4,300,000","15,500,000","2,300,000","2,200,000","2,000,000","2,000,000","1,800,000","1,400,000","1,400,000","1,300,000","600,000","600,000","600,000","100,000","1,000,000","1,100,000","1,800,000","1,000,000","2,300,000","2,200,000","2,000,000","0","2,000,000","1,800,000","1,100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000"
CostOfRevenue,"758,962,000","178,827,000","183,409,000","207,392,000","189,334,000","172,801,000","165,984,000","156,688,000","167,326,000","173,115,000","181,083,000","139,738,000","77,628,000","65,844,000","64,009,000",,"40,256,000","43,099,000","46,479,000","48,411,000","44,442,000","45,019,000","42,993,000","55,231,000","54,369,000","57,347,000","80,059,000","102,031,000","115,467,000","112,852,000","118,487,000","125,329,000","118,124,000","113,312,000","103,445,000","107,363,000","106,443,000","104,496,000","390,554,000","25,741,000","24,666,000","26,278,000","19,631,000","20,769,000","20,411,000","17,902,000","17,674,000","20,165,000","22,473,000","20,363,000","18,716,000","16,019,000","17,485,000","16,959,000","15,578,000","24,350,000","23,362,000","45,295,000","38,734,000","39,715,000","50,046,000","38,216,000","32,553,000","34,973,000","13,200,000","14,199,000","14,113,000","13,226,000","28,080,000","15,272,000","12,584,000","24,809,000","14,253,000","16,032,000","13,082,000","13,037,000","11,036,000","13,001,000","11,060,000","8,355,000","9,495,000","10,089,000","8,197,000","7,313,000","8,791,000","12,331,000","9,418,000","8,090,000","7,218,000","7,386,000","6,100,000","6,900,000","5,900,000","6,500,000","6,700,000","10,000,000","8,900,000","7,400,000","7,600,000","4,400,000","4,100,000","4,600,000","-62,300,000","26,300,000","22,600,000","27,400,000","17,300,000","13,400,000","13,800,000","11,700,000","13,000,000","4,300,000",,,,,"1,000,000",,,,,,"600,000","300,000","400,000","400,000",,,"400,000","400,000",,,,,,,,,,,,,,,,
GrossProfit,"1,276,124,000","346,014,000","471,967,000","303,784,000","154,359,000","167,684,000","108,787,000","21,323,000","12,209,000","52,763,000","108,165,000","84,706,000","50,488,000","61,037,000","89,489,000",,"21,193,000","29,494,000","26,769,000","18,400,000","17,029,000","8,782,000","5,505,000","-4,901,000","-13,654,000","-20,444,000","-32,831,000","-40,671,000","-38,155,000","-46,330,000","-5,871,000","19,654,000","37,599,000","28,597,000","2,415,000","4,227,000","1,458,000","-9,476,000","-266,514,000","91,388,000","100,362,000","90,784,000","94,825,000","98,653,000","92,040,000","70,136,000","54,976,000","59,555,000","68,209,000","85,726,000","71,698,000","51,417,000","47,390,000","51,392,000","111,136,000","139,502,000","170,104,000","195,692,000","157,030,000","131,359,000","124,160,000","107,813,000","94,222,000","94,278,000","51,371,000","55,692,000","79,253,000","58,393,000","40,449,000","54,550,000","43,441,000","53,544,000","52,255,000","44,729,000","39,417,000","43,829,000","46,125,000","55,575,000","38,743,000","27,323,000","28,588,000","16,589,000","16,301,000","22,468,000","37,784,000","55,215,000","43,442,000","36,793,000","31,351,000","25,685,000","20,700,000","16,000,000","14,900,000","13,100,000","14,600,000","11,500,000","15,900,000","18,000,000","21,400,000","13,800,000","13,900,000","18,800,000","17,600,000","16,500,000","13,100,000","7,700,000","6,000,000","6,700,000","3,700,000","2,800,000","2,600,000","2,700,000",,,,,"1,200,000",,,,,,"700,000","300,000","200,000","200,000",,,"700,000","1,400,000",,,,,,,,,,,,,,,,
OperatingExpense,"36,159,000","9,244,000","10,991,000","8,052,000","7,872,000","8,028,000","6,049,000","8,974,000","8,298,000","8,746,000","6,484,000","8,346,000","6,841,000","7,814,000","8,096,000",,"6,956,000","6,016,000","7,003,000","6,174,000","6,559,000","6,401,000","8,537,000","80,579,000","5,663,000","13,328,000","3,131,000","10,693,000","30,216,000","50,195,000","14,423,000","19,376,000","9,614,000","8,369,000","26,852,000","11,148,000","18,810,000","11,380,000","-201,933,000","108,779,000","99,153,000","89,248,000","87,525,000","86,593,000","83,688,000","78,290,000","85,172,000","57,434,000","67,261,000","70,379,000","73,386,000","62,849,000","59,978,000","57,104,000","93,839,000","47,829,000","51,344,000","80,141,000","80,874,000","71,096,000","67,922,000","66,409,000","50,562,000","48,079,000","29,094,000","21,186,000","53,685,000","17,094,000","-12,673,000","18,303,000","38,564,000","21,974,000","18,592,000","-682,000","18,325,000","16,671,000","17,064,000","16,712,000","15,865,000","14,131,000","15,134,000","14,491,000","16,034,000","13,004,000","18,032,000","12,828,000","13,968,000","11,166,000","11,154,000","12,207,000","11,500,000","10,400,000","11,800,000","13,800,000","13,100,000","12,700,000","13,800,000","13,000,000","10,800,000","5,900,000","6,600,000","5,700,000","6,500,000","6,400,000","5,000,000","3,000,000","3,500,000","2,700,000","2,600,000","2,300,000","2,200,000","2,500,000",,,,,"700,000",,,,,,"1,700,000","700,000","800,000","600,000",,,"500,000","700,000",,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"35,138,000","8,223,000","10,991,000","8,052,000","7,872,000","8,028,000","6,049,000","8,974,000","8,298,000","8,719,000","6,484,000","8,105,000","6,841,000","7,814,000","8,096,000",,"6,956,000","6,016,000","7,003,000","6,174,000","6,559,000","6,401,000","8,537,000","4,188,000","5,663,000","5,575,000","2,746,000","5,653,000","7,176,000","7,966,000","6,469,000","7,927,000","9,614,000","8,369,000","8,771,000","8,153,000","9,056,000","8,787,000","7,825,000","8,142,000","9,033,000","8,798,000","9,199,000","8,628,000","8,917,000","8,428,000","8,235,000","9,400,000","9,764,000","9,801,000","11,613,000","8,689,000","9,051,000","9,819,000","11,938,000","7,242,000","6,922,000","9,339,000","16,142,000","8,676,000","8,162,000","9,702,000","9,031,000","7,370,000","4,592,000","4,894,000","5,518,000","3,058,000","3,769,000","4,188,000","4,932,000","3,665,000","2,882,000","3,090,000","2,023,000","1,508,000","1,947,000","1,528,000","2,171,000","935,000","1,077,000","930,000","3,301,000","623,000","998,000","829,000","1,518,000","824,000","700,000","495,000","1,100,000","400,000","500,000","400,000","200,000","400,000","600,000","400,000","900,000","500,000","600,000","700,000","700,000","700,000","500,000","400,000","600,000","500,000","500,000","500,000","700,000","400,000",,,,,"300,000",,,,,,"700,000","400,000","600,000","400,000",,,"300,000","400,000",,,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,"35,138,000","8,223,000","10,991,000","8,052,000","7,872,000","8,028,000","6,049,000","8,974,000","8,298,000","8,719,000","6,484,000","8,105,000","6,841,000","7,814,000","8,096,000",,"6,956,000","6,016,000","7,003,000","6,174,000","6,559,000","6,401,000","8,537,000","4,188,000","5,663,000","5,575,000","2,746,000","5,653,000","7,176,000","7,966,000","6,469,000","7,927,000","9,614,000","8,369,000","8,771,000","8,153,000","9,056,000","8,787,000","7,825,000","8,142,000","9,033,000","8,798,000",,"8,628,000","8,917,000","8,428,000","8,235,000","9,400,000","9,764,000","9,801,000","11,613,000","8,689,000","9,051,000","9,819,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RentAndLandingFees,,,,,,,,,,,,,,,,,"7,948,000",,,,,,,,,,,"16,687,000","17,827,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"35,138,000","8,223,000","10,991,000","8,052,000","7,872,000","8,028,000","6,049,000","8,974,000","8,298,000","8,719,000","6,484,000","8,105,000","6,841,000","7,814,000","8,096,000",,"6,956,000","6,016,000","7,003,000","6,174,000","6,559,000","6,401,000","8,537,000","4,188,000","5,663,000","5,575,000","2,746,000","5,653,000","7,176,000","7,966,000","6,469,000","7,927,000","9,614,000","8,369,000","8,771,000","8,153,000","9,056,000","8,787,000","7,825,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"276,526,000",,,,,,,,,,"111,842,000","80,247,000","46,847,000","37,590,000","36,124,000",,"26,798,000","27,152,000","30,548,000","32,807,000","30,321,000","29,905,000","29,077,000","37,545,000","36,029,000","38,836,000","59,416,000","79,445,000","90,573,000","91,889,000","94,885,000","99,977,000","94,539,000","88,874,000","81,161,000","85,762,000","85,244,000","84,967,000","96,876,000","99,230,000","90,083,000","79,097,000","78,244,000","77,518,000","74,689,000","60,325,000","50,206,000","46,796,000","57,398,000","59,409,000","61,237,000","53,933,000","50,796,000","47,272,000","50,309,000","45,943,000","44,422,000","70,562,000","64,732,000","62,420,000","59,760,000","56,707,000","49,465,000","40,709,000","16,568,000","16,292,000","15,970,000","14,036,000","15,979,000","17,353,000","11,839,000","20,503,000","15,728,000","15,809,000","16,302,000","15,163,000","15,117,000","15,187,000","13,694,000","13,196,000","14,057,000","13,561,000","12,733,000","12,381,000","12,078,000","11,999,000","12,450,000","10,342,000","10,454,000","11,712,000","10,400,000","10,000,000","11,300,000","13,400,000","12,900,000","12,300,000","13,200,000","12,600,000","9,900,000","5,400,000","6,000,000","5,000,000","5,800,000","5,700,000","4,500,000","2,600,000","2,900,000","2,200,000","2,100,000","1,800,000","1,500,000","2,100,000",,,,,"400,000",,,,,,"1,000,000","300,000","200,000","200,000",,,"200,000","300,000",,,,,,,,,,,,,,,,
