name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
OperatingCashFlow,"1,724,900,000","293,300,000","373,600,000","531,900,000","526,100,000","300,500,000","400,000,000","216,100,000","231,200,000","207,000,000","399,400,000","437,300,000","341,200,000","1,500,000","293,000,000","342,300,000","140,200,000","151,300,000","363,900,000","310,800,000","197,700,000","128,300,000","201,100,000","205,900,000","190,300,000","107,100,000","103,800,000","202,500,000","170,100,000","73,300,000","93,200,000","12,200,000","778,000,000","138,900,000","111,300,000","147,100,000","127,000,000","87,300,000","126,400,000","131,300,000","146,800,000","-30,700,000","143,100,000","97,200,000","59,300,000","14,900,000","94,000,000","96,400,000","48,000,000","13,000,000","65,900,000","71,500,000","63,900,000","-36,000,000","80,500,000","13,800,000","29,000,000","29,900,000","76,900,000","59,400,000","37,800,000","36,100,000","70,000,000","60,200,000","39,600,000","61,000,000","44,300,000","39,000,000","32,600,000","20,900,000","50,900,000","64,900,000","28,700,000","36,100,000","68,400,000","26,400,000","36,100,000","-8,600,000","47,200,000","30,700,000","43,600,000","-900,000","46,500,000","28,500,000","33,300,000","-7,300,000","49,500,000","42,500,000","30,000,000","15,000,000"
	CashFlowFromContinuingOperatingActivities,"1,724,900,000","293,300,000","373,600,000","531,900,000","526,100,000","300,500,000","400,000,000","216,100,000","231,200,000","207,000,000","399,400,000","437,300,000","341,200,000","1,500,000","293,000,000","342,300,000","140,200,000","151,300,000","363,900,000","310,800,000","197,700,000","128,300,000","201,100,000","205,900,000","190,300,000","107,100,000","103,800,000","202,500,000","170,100,000","73,300,000","93,200,000","12,200,000","778,000,000","138,900,000","111,300,000","147,100,000","127,000,000","87,300,000","126,400,000","131,300,000","146,800,000","-30,700,000","143,100,000","97,200,000","59,300,000","14,900,000","94,000,000","96,400,000","48,000,000","13,000,000","65,900,000","71,500,000","63,900,000","-36,000,000","80,500,000","13,800,000","29,000,000","29,900,000","76,900,000","59,400,000","37,800,000","36,100,000","70,000,000","60,200,000","39,600,000","61,000,000","44,300,000","39,000,000","32,600,000","20,900,000","50,900,000","64,900,000","28,700,000","36,100,000","68,400,000","26,400,000","36,100,000","-8,600,000","47,200,000","30,700,000","43,600,000","-900,000","46,500,000","28,500,000","33,300,000","-7,300,000","49,500,000","42,500,000","30,000,000","15,000,000"
		NetIncomeFromContinuingOperations,"1,538,500,000","373,600,000","335,300,000","340,100,000","489,500,000","338,200,000","309,500,000","325,200,000","-121,900,000","310,600,000","280,200,000","274,700,000","242,300,000","249,700,000","7,000,000","225,900,000","282,700,000","206,600,000","-2,800,000","170,100,000","186,100,000","230,200,000","158,500,000","141,400,000","126,600,000","143,000,000","140,700,000","118,100,000","112,700,000","123,400,000","109,200,000","94,600,000","547,000,000","60,300,000","75,800,000","76,900,000","94,100,000","144,900,000",,,,,,,,"63,900,000","64,800,000","48,000,000","57,500,000","47,700,000","47,600,000","73,500,000","47,500,000","60,500,000","38,100,000","32,900,000","39,700,000","18,200,000","15,800,000","29,100,000","34,900,000","33,200,000","20,700,000","27,800,000","36,000,000","46,000,000","38,600,000","-4,400,000","13,900,000","31,200,000","25,900,000","12,400,000","25,500,000","-62,100,000","18,900,000","24,500,000","21,100,000","14,500,000","21,700,000","-17,400,000","30,600,000","20,800,000","17,500,000","14,500,000","-55,700,000","12,700,000","24,800,000","-4,800,000","-309,000,000","17,000,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,"-2,200,000","-1,500,000",,"-1,400,000","-700,000","-300,000",,"-1,100,000","-300,000","-1,100,000",,"600,000","-300,000","3,600,000",,,,,"-7,700,000","0",,,"18,200,000","0",,,"9,500,000","10,300,000","1,000,000","-800,000","2,600,000","-55,000,000","0","-26,900,000","22,200,000","10,100,000","-8,900,000","9,900,000","100,000","1,300,000","1,300,000","-1,400,000","3,900,000","2,900,000","-5,400,000","4,000,000","-4,000,000","11,200,000","7,200,000","4,300,000","1,900,000","13,300,000","12,800,000","91,600,000","-2,500,000","6,000,000",,,"2,200,000","68,800,000","4,200,000","-600,000","-2,100,000","3,400,000","84,100,000","-3,400,000","13,700,000","9,300,000","328,000,000","-4,000,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,"-2,200,000","-1,500,000",,"-1,400,000","-700,000","-300,000",,"-1,100,000","-300,000","-1,100,000",,"600,000","-300,000","3,600,000",,,,,,,,,,,,,"-1,000,000","-1,900,000","1,000,000","-800,000","-700,000","-1,600,000","-1,500,000","500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"137,100,000","34,700,000","33,000,000","33,600,000","35,800,000","32,400,000","32,600,000","25,600,000","24,500,000","24,500,000","23,900,000","23,100,000","16,000,000","26,300,000","19,900,000","19,200,000","19,200,000","19,100,000","21,200,000","20,700,000","18,900,000","21,100,000","19,100,000","18,200,000","18,000,000","15,900,000","14,500,000","18,500,000","16,800,000","16,000,000","18,300,000","18,000,000","16,100,000","16,200,000","18,800,000","18,500,000","16,100,000","15,300,000","15,100,000","14,400,000","14,000,000","13,800,000","14,800,000","13,900,000","14,800,000","14,500,000","15,400,000","13,400,000","13,700,000","14,000,000","14,200,000","15,400,000","14,900,000","14,200,000","14,300,000","13,800,000","14,000,000","13,500,000","13,700,000","14,000,000","13,700,000","13,400,000","14,600,000","13,800,000","14,400,000","14,000,000","14,400,000","14,000,000","14,200,000","13,600,000","14,600,000","15,300,000","12,900,000","12,900,000","11,600,000","11,900,000","11,300,000","10,800,000","11,000,000","10,100,000","9,600,000","9,700,000","12,600,000","12,900,000","15,200,000","16,300,000","14,600,000","15,400,000","23,000,000","21,000,000"
			DepreciationAndAmortization,"137,100,000","34,700,000","33,000,000","33,600,000","35,800,000","32,400,000","32,600,000","25,600,000","24,500,000","24,500,000","23,900,000","23,100,000","16,000,000","26,300,000","19,900,000","19,200,000","19,200,000","19,100,000","21,200,000","20,700,000","18,900,000","21,100,000","19,100,000","18,200,000","18,000,000","15,900,000","14,500,000","18,500,000","16,800,000","16,000,000","18,300,000","18,000,000","16,100,000","16,200,000","18,800,000","18,500,000","16,100,000","15,300,000","15,100,000","14,400,000","14,000,000","13,800,000","14,800,000","13,900,000","14,800,000","14,500,000","15,400,000","13,400,000","13,700,000","14,000,000","14,200,000","15,400,000","14,900,000","14,200,000","14,300,000","13,800,000","14,000,000","13,500,000","13,700,000","14,000,000","13,700,000","13,400,000","14,600,000","13,800,000","14,400,000","14,000,000","14,400,000","14,000,000","14,200,000","13,600,000","14,600,000","15,300,000","12,900,000","12,900,000","11,600,000","11,900,000","11,300,000","10,800,000","11,000,000","10,100,000","9,600,000","9,700,000","12,600,000","12,900,000","15,200,000","16,300,000","14,600,000","15,400,000","23,000,000","21,000,000"
				Depreciation,,,,,,,,,,,,,,"26,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"-94,800,000","-42,600,000","-61,500,000","3,900,000","5,400,000","10,800,000","-11,600,000","1,400,000","-42,800,000","3,600,000","2,600,000","-3,400,000","7,100,000","5,800,000","-57,100,000","10,900,000","-12,200,000","31,100,000","-26,300,000","400,000","7,100,000","36,600,000","-34,800,000","-2,800,000","0","200,000","-93,900,000","-3,300,000","-1,900,000","4,100,000","-73,300,000","200,000","1,300,000","700,000","-1,300,000","700,000","500,000","200,000","7,000,000","-200,000","-400,000","1,700,000","-2,800,000","400,000","300,000","1,500,000","-4,400,000","-2,600,000","9,400,000","-13,600,000","-4,700,000","-4,100,000","3,100,000","1,700,000","-21,400,000","-3,100,000","3,500,000","-2,500,000","-6,600,000","-2,700,000","600,000","3,100,000","10,800,000","1,100,000","-7,800,000","3,000,000","-9,500,000","-6,600,000","-1,300,000","3,600,000","-1,000,000","1,100,000","1,500,000","-800,000","2,500,000","-5,500,000",,,"21,800,000","-34,500,000",,,"-20,700,000",,,,,"-400,000",,
			DeferredIncomeTax,"-94,800,000","-42,600,000","-61,500,000","3,900,000","5,400,000","10,800,000","-11,600,000","1,400,000","-42,800,000","3,600,000","2,600,000","-3,400,000","7,100,000","5,800,000","-57,100,000","10,900,000","-12,200,000","31,100,000","-26,300,000","400,000","7,100,000","36,600,000","-34,800,000","-2,800,000","0","200,000","-93,900,000","-3,300,000","-1,900,000","4,100,000","-73,300,000","200,000","1,300,000","700,000","-1,300,000","700,000","500,000","200,000","7,000,000","-200,000","-400,000","1,700,000","-2,800,000","400,000","300,000","1,500,000","-4,400,000","-2,600,000","9,400,000","-13,600,000","-4,700,000","-4,100,000","3,100,000","1,700,000","-21,400,000","-3,100,000","3,500,000","-2,500,000","-6,600,000","-2,700,000","600,000","3,100,000","10,800,000","1,100,000","-7,800,000","3,000,000","-9,500,000","-6,600,000","-1,300,000","3,600,000","-1,000,000","1,100,000","1,500,000","-800,000","2,500,000","-5,500,000",,,"21,800,000","-34,500,000",,,"-20,700,000",,,,,"-400,000",,
