name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002
			OtherIntangibleAssets,"887,700,000","913,400,000","521,000,000","532,200,000","538,300,000","553,600,000","422,500,000","442,700,000","448,400,000","466,900,000","494,300,000","285,900,000","291,600,000","297,300,000","306,100,000","311,600,000","341,600,000","347,000,000","353,300,000","189,500,000","172,200,000","176,900,000","184,800,000","190,300,000","185,400,000","190,400,000","198,100,000","205,000,000","210,800,000","202,800,000","185,800,000","192,900,000","198,400,000","200,100,000","205,600,000","210,400,000","216,400,000","222,500,000","228,600,000","233,400,000","191,600,000","195,700,000","204,900,000","176,100,000","181,200,000","115,100,000","118,600,000","106,900,000","111,900,000","116,000,000","102,100,000","101,400,000","100,700,000","103,400,000","111,100,000","117,000,000","115,000,000","103,500,000","104,500,000","67,900,000","68,900,000","70,100,000","70,400,000","60,400,000","61,400,000","207,200,000","189,900,000","191,200,000","191,700,000","193,000,000","194,400,000","196,300,000","199,700,000","201,100,000","183,900,000","185,400,000","185,600,000","185,000,000","206,700,000","206,700,000"
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,"0","0","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,,,,,,,,,,,,,,,,,,"0","0","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000",,,"236,900,000","236,900,000",,,"236,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinSubsidiariesatCost,,,,,,,,,,,,,,,,,,"0","0","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000","236,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"186,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","148,100,000","171,400,000","186,400,000","203,100,000","227,200,000","239,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,"24,800,000","88,800,000","115,300,000","112,100,000","152,600,000","149,100,000","153,400,000","153,900,000","109,300,000","107,600,000","100,300,000","99,100,000","80,300,000",,,,,,,,"78,000,000",,,,,,,,"20,500,000","10,900,000","8,100,000","120,000,000","119,900,000","85,100,000","89,900,000","80,600,000","96,500,000","80,600,000","92,300,000","81,700,000","90,300,000","98,300,000","101,700,000","97,600,000","80,200,000",,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,"24,800,000","88,800,000","115,300,000","112,100,000","152,600,000","149,100,000","153,400,000","153,900,000","109,300,000","107,600,000","100,300,000","99,100,000","80,300,000",,,,,,,,"78,000,000",,,,,,,,"20,500,000","10,900,000","8,100,000","120,000,000","119,900,000","85,100,000","89,900,000","80,600,000","96,500,000","80,600,000","92,300,000","81,700,000","90,300,000","98,300,000","101,700,000","97,600,000","80,200,000",,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"153,500,000","153,500,000","133,400,000","137,500,000","135,500,000","134,200,000","115,600,000","127,700,000","128,000,000","114,600,000","107,900,000","83,700,000","88,000,000","54,900,000","85,200,000","101,500,000","78,800,000","61,700,000","65,400,000","36,400,000","36,700,000","38,200,000","38,100,000","37,700,000","37,700,000","41,600,000","43,800,000","44,900,000","47,400,000","49,200,000","125,900,000","106,200,000","104,000,000","100,400,000","130,700,000","123,200,000","115,200,000","33,400,000","74,400,000","68,800,000","62,700,000","71,400,000","63,800,000","65,800,000","62,400,000","46,600,000","48,100,000","43,800,000","45,600,000","50,300,000","48,400,000","53,100,000","58,100,000","61,300,000","330,200,000","343,800,000","373,200,000","376,800,000","391,800,000","398,500,000","437,100,000","456,100,000","469,900,000","505,100,000","518,000,000","505,000,000","501,300,000","487,300,000","484,300,000","417,700,000","426,800,000","440,400,000","295,800,000","301,300,000","257,400,000","265,800,000","258,300,000","285,400,000","265,100,000","318,700,000"
TotalLiabilitiesNetMinorityInterest,"1,602,200,000","1,653,100,000","962,000,000","957,100,000","948,400,000","956,700,000","927,600,000","941,500,000","940,700,000","1,120,200,000","1,165,300,000","849,100,000","871,000,000","856,400,000","843,200,000","854,500,000","953,700,000","983,300,000","975,900,000","1,226,700,000","1,167,300,000","1,187,900,000","1,197,400,000","1,203,100,000","1,147,600,000","1,043,700,000","1,056,100,000","1,002,800,000","979,400,000","965,600,000","913,000,000","744,300,000","761,600,000","779,300,000","848,900,000","844,400,000","835,700,000","823,800,000","832,000,000","847,600,000","762,900,000","758,000,000","714,100,000","687,000,000","678,400,000","671,900,000","658,500,000","634,000,000","923,500,000","909,600,000","840,600,000","837,000,000","898,500,000","955,400,000","937,700,000","994,800,000","998,900,000","995,200,000","985,900,000","978,000,000","1,006,300,000","1,002,700,000","767,200,000","758,400,000","738,600,000","736,300,000","723,800,000","715,100,000","722,100,000","704,500,000","701,200,000","708,500,000","573,400,000","584,100,000","526,500,000","532,500,000","530,800,000","567,800,000","590,100,000","617,500,000"
	CurrentLiabilities,"391,700,000","379,100,000","222,400,000","216,500,000","203,000,000","202,000,000","243,100,000","261,400,000","281,300,000","313,600,000","306,800,000","289,700,000","278,500,000","287,100,000","259,600,000","256,800,000","230,400,000","268,100,000","311,700,000","644,100,000","604,000,000","303,000,000","534,400,000","532,900,000","522,300,000","278,700,000","264,600,000","236,000,000","236,600,000","277,200,000","277,000,000","333,600,000","354,000,000","417,500,000","401,200,000","381,900,000","368,200,000","227,500,000","223,600,000","208,500,000","205,700,000","225,100,000","207,200,000","333,200,000","186,200,000","179,900,000","182,000,000","158,500,000","255,500,000","229,900,000","234,200,000","212,400,000","246,100,000","247,700,000","274,200,000","300,000,000","288,300,000","260,400,000","256,300,000","234,200,000","223,100,000","225,100,000","202,100,000","194,300,000","195,100,000","207,600,000","202,200,000","198,200,000","173,400,000","190,200,000","196,800,000","208,900,000","200,500,000","208,200,000","159,600,000","160,000,000","168,100,000","194,200,000","234,200,000","238,000,000"
		PayablesAndAccruedExpenses,"201,500,000","195,800,000","196,800,000","190,400,000","176,800,000","175,500,000","188,100,000","236,000,000","257,700,000","185,500,000","237,900,000","230,300,000","233,900,000","261,200,000","243,700,000","240,100,000","214,800,000","260,200,000","222,900,000","229,300,000","192,000,000","258,600,000","203,400,000","201,500,000","192,800,000","233,200,000","213,600,000","188,300,000","190,800,000","205,900,000","198,800,000","205,000,000","188,100,000","204,000,000","215,200,000","200,100,000","188,200,000","205,700,000","154,900,000","140,800,000","139,600,000","111,500,000","186,000,000","171,900,000","156,000,000","157,800,000","161,200,000","137,600,000","171,800,000","128,200,000","148,900,000","136,300,000","149,700,000","152,800,000","176,000,000","198,500,000","183,800,000","169,900,000","169,400,000","146,200,000","142,400,000","136,300,000","139,900,000","128,800,000","126,900,000","126,000,000","118,800,000","116,400,000","110,000,000","116,000,000","109,300,000","113,800,000","108,100,000","105,800,000","105,000,000","103,700,000","103,200,000","109,700,000","137,500,000","236,200,000"
			Payables,"117,900,000","101,900,000","99,300,000","106,900,000","96,400,000","89,100,000","88,400,000","152,600,000","179,100,000","105,300,000","133,500,000","136,800,000","138,700,000","156,100,000","153,100,000","146,800,000","137,500,000","145,000,000","128,600,000","126,700,000","111,100,000","114,100,000","105,000,000","106,600,000","106,400,000","111,800,000","102,100,000","98,200,000","101,000,000","96,500,000","95,500,000","114,800,000","108,300,000","97,600,000","96,700,000","86,800,000","87,100,000","83,900,000","80,600,000","86,200,000","94,500,000","83,900,000","69,700,000","72,900,000","70,000,000","57,500,000","54,000,000","51,900,000","101,500,000","56,500,000","64,800,000","57,700,000","66,900,000","66,400,000","71,900,000","90,300,000","88,300,000","80,100,000","72,600,000","65,700,000","66,900,000","62,200,000","62,700,000","59,000,000","58,700,000","55,600,000","49,100,000","52,600,000","52,100,000","55,500,000","50,500,000","55,800,000","54,200,000","47,700,000","42,300,000","43,100,000","43,000,000","43,000,000","46,100,000","49,200,000"
				AccountsPayable,"90,900,000","81,900,000","75,700,000","85,000,000","72,100,000","69,800,000","69,000,000","66,800,000","79,700,000","82,700,000","105,600,000","115,000,000","119,300,000","139,200,000","133,900,000","134,500,000","120,400,000","130,700,000","111,800,000","110,000,000","99,000,000","102,900,000","89,100,000","93,300,000","88,000,000","101,500,000","90,900,000","87,500,000","89,500,000","87,800,000","84,300,000","93,500,000","90,400,000","86,800,000","75,700,000","86,800,000","87,100,000","83,900,000","80,600,000","86,200,000","94,500,000","83,900,000","69,700,000","72,900,000","70,000,000","57,500,000","54,000,000","51,900,000","55,500,000","56,500,000","64,800,000","57,700,000","66,900,000","66,400,000","71,900,000","90,300,000","88,300,000","80,100,000","72,600,000","65,700,000","66,900,000","62,200,000","62,700,000","59,000,000","58,700,000","55,600,000","49,100,000","52,600,000","52,100,000","55,500,000","50,500,000","55,800,000","54,200,000","47,700,000","42,300,000","43,100,000","43,000,000","43,000,000","46,100,000","49,200,000"
				TotalTaxPayable,"27,000,000","20,000,000","23,600,000","21,900,000","24,300,000","19,300,000","19,400,000","85,800,000","99,400,000","22,600,000","27,900,000","21,800,000","19,400,000","16,900,000","19,200,000","12,300,000","17,100,000","14,300,000","16,800,000","16,700,000","12,100,000","11,200,000","15,900,000","13,300,000","18,400,000","10,300,000","11,200,000","10,700,000","11,500,000","8,700,000","11,200,000","21,300,000","17,900,000","10,800,000","21,000,000",,,,,,,,,,,,,,"46,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"15,200,000","10,600,000","11,900,000","10,100,000","12,900,000","9,900,000","9,700,000","73,100,000","88,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"83,600,000","93,900,000","97,500,000","83,500,000","80,400,000","86,400,000","99,700,000","83,400,000","78,600,000","80,200,000","104,400,000","93,500,000","95,200,000","105,100,000","90,600,000","93,300,000","77,300,000","115,200,000","94,300,000","102,600,000","80,900,000","144,500,000","98,400,000","94,900,000","86,400,000","121,400,000","111,500,000","90,100,000","89,800,000","109,400,000","103,300,000","90,200,000","79,800,000","106,400,000","118,500,000","113,300,000","101,100,000","121,800,000","74,300,000","54,600,000","45,100,000","27,600,000","116,300,000","99,000,000","86,000,000","100,300,000","107,200,000","85,700,000","70,300,000","71,700,000","84,100,000","78,600,000","82,800,000","86,400,000","104,100,000","108,200,000","95,500,000","89,800,000","96,800,000","80,500,000","75,500,000","74,100,000","77,200,000","69,800,000","68,200,000","70,400,000","69,700,000","63,800,000","57,900,000","60,500,000","58,800,000","58,000,000","53,900,000","58,100,000","62,700,000","60,600,000","60,200,000","66,700,000","91,400,000","187,000,000"
				InterestPayable,"9,800,000","4,900,000","9,500,000","4,400,000","9,500,000","4,400,000","9,700,000","4,700,000","10,700,000","5,100,000","9,400,000","4,700,000","9,900,000","4,900,000","1,700,000","8,200,000","2,200,000","8,600,000","1,600,000","24,900,000","9,900,000","38,100,000","25,300,000","21,700,000","9,300,000","36,700,000","24,300,000","20,700,000","8,600,000","35,300,000","23,500,000","15,500,000","9,600,000","30,000,000","24,500,000","15,700,000","10,200,000","28,800,000","23,700,000","15,100,000","10,000,000","27,600,000","22,700,000","14,400,000","9,600,000","26,300,000","21,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,"17,200,000","11,300,000","12,600,000","12,600,000","12,600,000","12,600,000","26,100,000","12,100,000","10,700,000","25,200,000","16,300,000","16,300,000","16,400,000","16,400,000","7,400,000","7,400,000","9,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,000,000","46,200,000","43,600,000","52,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"173,000,000","172,000,000","13,000,000","13,500,000","13,600,000","13,900,000","12,800,000","13,100,000","12,900,000","13,400,000","10,400,000","10,000,000","10,600,000","2,400,000","300,000","200,000","200,000","200,000","200,000","342,700,000","341,600,000","39,100,000","323,800,000","323,600,000","323,500,000","36,600,000","38,500,000","39,400,000","38,400,000","57,800,000","58,100,000","104,200,000","141,900,000","189,800,000","186,000,000","181,800,000","180,000,000","21,800,000","21,700,000","21,500,000","22,500,000","21,700,000","21,200,000","161,300,000","30,200,000","22,100,000","20,800,000","20,900,000","100,000","100,000","100,000",,,"9,600,000","9,700,000","9,700,000","12,800,000","3,600,000","500,000","500,000","500,000",,"500,000",,,,"100,000","100,000","200,000","200,000","200,000","300,000","2,800,000","2,900,000","400,000","400,000","400,000","400,000","600,000","1,800,000"
			CurrentDebt,"163,100,000","162,000,000","3,900,000","3,900,000","4,000,000","3,800,000","3,900,000","3,900,000","3,900,000","4,100,000","400,000","300,000","400,000","2,400,000","300,000","200,000","200,000","200,000","200,000","342,700,000","341,600,000","39,100,000","323,800,000","323,600,000","323,500,000","36,600,000","38,500,000","39,400,000","38,400,000","57,800,000","58,100,000","104,200,000","141,900,000","189,800,000","186,000,000","181,800,000","180,000,000","21,800,000","21,700,000","21,500,000","22,500,000","21,700,000","21,200,000","161,300,000","30,200,000","22,100,000","20,800,000","20,900,000","100,000",,"100,000",,,,"9,700,000","9,700,000","12,800,000","3,600,000","500,000","500,000","500,000",,"500,000",,,,"100,000","100,000","200,000","200,000","200,000","300,000","2,800,000","2,900,000","400,000","400,000","400,000","400,000","600,000","1,800,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,700,000","10,700,000","10,700,000",,"10,200,000","10,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"163,100,000","162,000,000","3,900,000","3,900,000","4,000,000","3,800,000","3,900,000","3,900,000","3,900,000","4,100,000","400,000","300,000","400,000","2,400,000","300,000","200,000","200,000","200,000","200,000","342,700,000","341,600,000","39,100,000","323,800,000","323,600,000","323,500,000","36,600,000","38,500,000","39,400,000","38,400,000","57,800,000","58,100,000","104,200,000","141,900,000","189,800,000","186,000,000","181,800,000","180,000,000","21,800,000","11,000,000","10,800,000","22,500,000","21,700,000","11,000,000","151,100,000","30,200,000",,,"20,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"9,900,000","10,000,000","9,100,000","9,600,000","9,600,000","10,100,000","8,900,000","9,200,000","9,000,000","9,300,000","10,000,000","9,700,000","10,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","100,000","100,000",,,,"9,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,,"42,200,000","33,100,000","17,600,000","7,100,000","8,200,000","9,100,000","6,300,000","7,100,000","8,600,000","11,300,000","9,600,000","5,300,000","7,200,000","7,800,000","6,000,000","8,900,000","12,500,000","8,300,000","7,400,000","13,500,000","20,100,000","24,400,000","24,000,000","23,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,,,,,,,,,,,"42,200,000","33,100,000","17,600,000","7,100,000","8,200,000","9,100,000","6,300,000","7,100,000","8,600,000","11,300,000","9,600,000","5,300,000","7,200,000","7,800,000","6,000,000","8,900,000","12,500,000","8,300,000","7,400,000","13,500,000","20,100,000","24,400,000","24,000,000","23,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,,,,"16,100,000","200,000",,"89,500,000",,,,,,,,"600,000","80,000,000","60,800,000","60,800,000",,,,,,,,,,,,,,,,,,,,,"39,000,000",,,,,,,"83,600,000","101,600,000","85,200,000","76,100,000","96,400,000","85,300,000","88,500,000","91,800,000","91,700,000","86,900,000","86,400,000","87,500,000","80,200,000","88,800,000","61,700,000","65,500,000","68,200,000","81,600,000","83,300,000","81,700,000","63,200,000","74,000,000","87,300,000","94,800,000","89,600,000","99,500,000","54,200,000","55,900,000","64,500,000","84,100,000","96,100,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,210,500,000","1,274,000,000","739,600,000","740,600,000","745,400,000","754,700,000","684,500,000","680,100,000","659,400,000","806,600,000","858,500,000","559,400,000","592,500,000","569,300,000","583,600,000","597,700,000","723,300,000","715,200,000","664,200,000","582,600,000","563,300,000","884,900,000","663,000,000","670,200,000","625,300,000","765,000,000","791,500,000","766,800,000","742,800,000","688,400,000","636,000,000","410,700,000","407,600,000","361,800,000","447,700,000","462,500,000","467,500,000","596,300,000","608,400,000","639,100,000","557,200,000","532,900,000","506,900,000","353,800,000","492,200,000","492,000,000","476,500,000","475,500,000","668,000,000","679,700,000","606,400,000","624,600,000","652,400,000","707,700,000","663,500,000","694,800,000","710,600,000","734,800,000","729,600,000","743,800,000","783,200,000","777,600,000","565,100,000","564,100,000","543,500,000","528,700,000","521,600,000","516,900,000","548,700,000","514,300,000","504,400,000","499,600,000","372,900,000","375,900,000","366,900,000","372,500,000","362,700,000","373,600,000","355,900,000","379,500,000"
		LongTermDebtAndCapitalLeaseObligation,"915,300,000","963,900,000","485,500,000","486,300,000","486,900,000","487,500,000","489,300,000","490,300,000","491,100,000","625,200,000","665,900,000","427,900,000","472,800,000","462,500,000","480,000,000","487,800,000","606,600,000","618,300,000","560,400,000","492,400,000","468,800,000","708,000,000","462,500,000","455,900,000","414,100,000","631,900,000","647,700,000","638,000,000","611,100,000","557,900,000","557,800,000","308,800,000","303,600,000","256,600,000","284,400,000","296,700,000","305,200,000","421,700,000","455,700,000","484,800,000","399,200,000","375,800,000","397,600,000","228,400,000","365,600,000","363,000,000","134,300,000","133,000,000","131,600,000","130,300,000","128,900,000","127,400,000","126,100,000","172,600,000","172,600,000","172,600,000","172,600,000","182,100,000","185,600,000","185,200,000","185,200,000","185,700,000","185,700,000","185,200,000","185,200,000","185,200,000","164,600,000","164,600,000","164,600,000","164,600,000","164,600,000","164,700,000","164,700,000","167,300,000","169,900,000","175,000,000","170,400,000","170,500,000","165,800,000","165,900,000"
			LongTermDebt,"915,300,000","963,900,000","485,500,000","486,300,000","486,900,000","487,500,000","489,300,000","490,300,000","491,100,000","625,200,000","665,900,000","427,900,000","472,800,000","462,500,000","480,000,000","487,800,000","606,600,000","618,300,000","560,400,000","492,400,000","468,800,000","708,000,000","462,500,000","455,900,000","414,100,000","631,900,000","647,700,000","638,000,000","611,100,000","557,900,000","557,800,000","308,800,000","303,600,000","256,600,000","284,400,000","296,700,000","305,200,000","421,700,000","455,700,000","484,800,000","399,200,000","375,800,000","397,600,000","228,400,000","365,600,000","363,000,000","134,300,000","133,000,000","131,600,000","130,300,000","128,900,000","127,400,000","126,100,000","172,600,000","172,600,000","172,600,000","172,600,000","182,100,000","185,600,000","185,200,000","185,200,000","185,700,000","185,700,000","185,200,000","185,200,000","185,200,000","164,600,000","164,600,000","164,600,000","164,600,000","164,600,000","164,700,000","164,700,000","167,300,000","169,900,000","175,000,000","170,400,000","170,500,000","165,800,000","165,900,000"
		NonCurrentDeferredLiabilities,"166,300,000","167,300,000","125,500,000","125,000,000","129,700,000","130,500,000","97,900,000","87,700,000","67,100,000","74,600,000","80,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,800,000","27,600,000","22,600,000","23,300,000","43,200,000","45,800,000","43,300,000","41,000,000","38,900,000","33,900,000","34,500,000","32,300,000","29,600,000","27,000,000","24,500,000","20,400,000","35,300,000","34,000,000"
			NonCurrentDeferredTaxesLiabilities,"166,300,000","167,300,000","125,500,000","125,000,000","129,700,000","130,500,000","97,900,000","87,700,000","67,100,000","74,600,000","80,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,800,000","27,600,000","22,600,000","23,300,000","43,200,000","45,800,000","43,300,000","41,000,000","38,900,000","33,900,000","34,500,000","32,300,000","29,600,000","27,000,000","24,500,000","20,400,000","35,300,000","34,000,000"
		EmployeeBenefits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,100,000","9,100,000","37,300,000","42,900,000","47,400,000","98,800,000","102,600,000","106,400,000","112,700,000","104,100,000","106,800,000","110,400,000","108,700,000","61,600,000","82,100,000","84,400,000","84,100,000","73,900,000","73,000,000","87,000,000","84,800,000","86,900,000","84,700,000","82,200,000","80,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,100,000","9,100,000","37,300,000","42,900,000","47,400,000","98,800,000","102,600,000","106,400,000","112,700,000","104,100,000","106,800,000","110,400,000","108,700,000","61,600,000","82,100,000","84,400,000","84,100,000","73,900,000","73,000,000","87,000,000","84,800,000","86,900,000","84,700,000","82,200,000","80,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,"50,000,000","51,600,000","51,200,000","48,400,000","30,500,000","29,700,000","29,000,000","28,000,000","28,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		LiabilitiesHeldforSaleNonCurrent,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"128,900,000","142,800,000","128,600,000","129,300,000","128,800,000","136,700,000","97,300,000","102,100,000","101,200,000","106,800,000","112,200,000","131,500,000","119,700,000","106,800,000","103,600,000","109,900,000","116,700,000","96,900,000","103,800,000","90,200,000","94,500,000","176,900,000","200,500,000","214,300,000","211,200,000","133,100,000","143,800,000","128,800,000","131,700,000","92,400,000","69,100,000","64,600,000","61,100,000","57,800,000","64,500,000","63,200,000","55,900,000","61,900,000","48,600,000","47,500,000","47,600,000","48,400,000","47,700,000","43,300,000","42,200,000","44,900,000","268,300,000","269,500,000","449,400,000","464,600,000","390,600,000","412,500,000","444,100,000","454,800,000","490,900,000","522,200,000","538,000,000","552,700,000","544,000,000","558,600,000","598,000,000","591,900,000","358,600,000","351,300,000","335,700,000","320,200,000","313,800,000","306,500,000","340,800,000","308,700,000","300,900,000","301,000,000","173,700,000","176,300,000","167,400,000","170,500,000","167,800,000","182,700,000","154,800,000","179,600,000"
TotalEquityGrossMinorityInterest,"1,310,600,000","1,316,700,000","1,190,700,000","1,169,700,000","1,132,100,000","1,126,900,000","1,096,400,000","1,113,900,000","1,100,900,000","914,900,000","904,400,000","876,200,000","876,100,000","862,700,000","896,800,000","864,700,000","901,100,000","902,800,000","866,500,000","373,400,000","362,300,000","358,500,000","384,100,000","388,800,000","406,400,000","459,800,000","483,700,000","480,500,000","540,000,000","638,400,000","669,700,000","721,900,000","666,900,000","613,400,000","573,400,000","556,400,000","546,300,000","547,100,000","539,700,000","517,200,000","518,000,000","494,100,000","524,400,000","523,500,000","503,900,000","476,400,000","474,700,000","448,100,000","404,700,000","311,600,000","348,200,000","332,200,000","422,800,000","397,100,000","462,800,000","482,500,000","460,500,000","475,100,000","467,600,000","441,500,000","420,000,000","403,900,000","572,200,000","570,700,000","558,200,000","539,900,000","514,700,000","503,300,000","485,300,000","476,500,000","468,800,000","457,200,000","449,300,000","436,600,000","421,000,000","414,400,000","395,300,000","387,500,000","406,700,000","407,100,000"
	StockholdersEquity,"1,261,300,000","1,266,600,000","1,140,700,000","1,118,100,000","1,080,900,000","1,078,500,000","1,065,900,000","1,084,200,000","1,071,900,000","886,900,000","876,400,000","876,200,000","876,100,000","862,700,000","896,800,000","864,700,000","901,100,000","902,800,000","866,500,000","373,400,000","362,300,000","358,500,000","384,100,000","388,800,000","406,400,000","459,800,000","483,700,000","480,500,000","540,000,000","638,400,000","669,700,000","721,900,000","666,900,000","613,400,000","573,400,000","556,400,000","546,300,000","547,100,000","539,700,000","517,200,000","518,000,000","494,100,000","524,400,000","523,500,000","503,900,000","476,400,000","474,700,000","448,100,000","404,700,000","311,600,000","348,200,000","332,200,000","422,800,000","397,100,000","462,800,000","482,500,000","460,500,000","475,100,000","467,600,000","441,500,000","420,000,000","403,900,000","572,200,000","570,700,000","558,200,000","539,900,000","514,700,000","503,300,000","485,300,000","476,500,000","468,800,000","457,200,000","449,300,000","436,600,000","421,000,000","414,400,000","395,300,000","387,500,000","406,700,000","407,100,000"
		CapitalStock,"200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000"
