name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000
TotalAssets,"5,047,000,000","4,997,200,000","5,011,000,000","5,047,400,000","4,909,400,000","4,870,500,000","4,709,900,000","4,337,000,000","3,742,700,000","3,273,300,000","2,946,200,000","2,930,600,000","2,961,800,000","2,723,300,000","2,785,300,000","2,768,500,000","2,743,900,000","2,705,300,000","2,649,500,000","2,712,600,000","2,776,700,000","2,723,300,000","2,749,800,000","2,619,800,000","2,624,400,000","2,595,100,000","2,637,400,000","2,692,700,000","2,688,900,000","2,711,200,000","2,755,800,000","2,846,700,000","2,858,200,000","2,944,100,000","2,943,100,000","3,073,400,000","2,903,500,000","2,128,000,000","2,156,100,000","2,144,200,000","2,128,600,000","2,080,500,000","1,795,100,000","1,864,700,000","1,828,500,000","1,671,900,000","1,615,000,000","1,531,000,000","1,466,500,000","1,391,900,000","1,422,100,000","1,362,800,000","1,286,400,000","1,277,700,000","1,759,700,000","1,839,200,000","1,731,500,000","1,583,000,000","1,640,800,000","1,762,600,000","1,843,300,000","1,773,600,000","1,855,700,000","1,835,900,000","1,800,300,000","1,716,000,000","1,758,900,000","1,776,100,000","1,803,100,000","1,771,800,000","1,902,900,000","1,975,000,000","1,995,900,000","1,900,900,000","2,144,800,000","2,248,500,000","2,059,700,000","1,997,500,000","2,131,000,000","2,154,700,000","2,058,500,000","2,061,200,000","2,230,500,000","2,221,500,000","2,351,900,000","2,460,700,000","2,624,100,000"
	CurrentAssets,"1,930,200,000","1,827,000,000","1,848,900,000","1,858,100,000","1,716,400,000","1,602,100,000","1,497,800,000","2,583,400,000","1,990,600,000","1,513,300,000","1,173,800,000","1,019,800,000","1,034,700,000","998,800,000","1,057,600,000","1,037,200,000","1,035,300,000","1,066,600,000","1,044,000,000","1,135,300,000","985,000,000","949,500,000","1,001,600,000","951,200,000","948,900,000","960,800,000","1,011,700,000","1,052,900,000","1,053,100,000","1,042,700,000","1,116,900,000","1,179,000,000","1,170,100,000","1,253,600,000","1,232,700,000","1,355,400,000","1,170,800,000","866,900,000","931,000,000","927,700,000","898,000,000","843,500,000","1,051,000,000","1,111,100,000","1,091,100,000","939,000,000","919,700,000","857,500,000","783,600,000","694,700,000","712,500,000","636,600,000","550,100,000","525,100,000","744,100,000","803,600,000","700,100,000","683,800,000","741,100,000","654,700,000","733,700,000","669,300,000","767,000,000","720,900,000","674,900,000","613,500,000","648,300,000","620,400,000","644,100,000","616,700,000","739,300,000","741,800,000","701,400,000","605,800,000","688,700,000","768,900,000","602,500,000","514,200,000","641,100,000","654,400,000","573,700,000","485,600,000","600,300,000","588,200,000","722,200,000","796,500,000","979,100,000"
		CashCashEquivalentsAndShortTermInvestments,"562,600,000","601,200,000","545,200,000","616,200,000","594,500,000","649,500,000","577,300,000","1,977,000,000","1,280,200,000","864,700,000","199,600,000","125,500,000","108,300,000","170,900,000","180,800,000","158,600,000","165,500,000","243,600,000","233,500,000","191,100,000","157,700,000","226,700,000","212,200,000","161,400,000","155,400,000","279,800,000","235,700,000","236,800,000","226,400,000","238,600,000","263,600,000","261,500,000","238,300,000","365,200,000","322,800,000","392,400,000","168,900,000","210,000,000","248,700,000","209,300,000","186,300,000","191,900,000","409,800,000","416,800,000","412,400,000","378,100,000","307,900,000","241,100,000","209,500,000","222,700,000","241,000,000","182,300,000","122,500,000","44,300,000","37,000,000","59,800,000","59,200,000","79,400,000","56,200,000","44,000,000","67,100,000","66,200,000","109,300,000","75,000,000","37,500,000","32,800,000","47,300,000","34,700,000","31,200,000","38,600,000","114,700,000","52,700,000","59,800,000","48,700,000","50,400,000","63,200,000","50,300,000","41,400,000","53,400,000","46,200,000","22,500,000","18,200,000","33,200,000","36,200,000","32,100,000","37,900,000","92,000,000"
			CashAndCashEquivalents,"562,600,000","601,200,000","545,200,000","616,200,000","594,500,000","649,500,000","577,300,000","1,977,000,000","1,280,200,000","864,700,000","199,600,000","125,500,000","108,300,000","170,900,000","180,800,000","158,600,000","165,500,000","243,600,000","233,500,000","191,100,000","157,700,000","226,700,000","212,200,000","161,400,000","155,400,000","279,800,000","235,700,000","236,800,000","226,400,000","238,600,000","263,600,000","261,500,000","238,300,000","365,200,000","322,800,000","392,400,000","168,900,000","210,000,000","248,700,000","209,300,000","186,300,000","191,900,000","409,800,000","416,800,000","412,400,000","378,100,000","307,900,000","241,100,000","209,500,000","222,700,000","241,000,000","182,300,000","122,500,000","44,300,000","37,000,000","59,800,000","59,200,000","79,400,000","56,200,000","44,000,000","67,100,000","66,200,000","109,300,000","75,000,000","37,500,000","32,800,000","47,300,000","34,700,000","31,200,000","38,600,000","114,700,000","52,700,000","59,800,000","48,700,000","50,400,000","63,200,000","50,300,000","41,400,000","53,400,000","46,200,000","22,500,000","18,200,000","33,200,000","36,200,000","32,100,000","37,900,000","92,000,000"
		Receivables,"757,900,000","642,300,000","703,000,000","705,200,000","642,200,000","516,600,000","514,300,000","310,600,000","382,400,000","330,000,000","368,700,000","473,800,000","480,200,000","413,400,000","472,400,000","490,000,000","490,800,000","392,400,000","431,100,000","435,700,000","453,500,000","363,700,000","418,300,000","431,300,000","429,200,000","347,000,000","407,300,000","431,700,000","445,000,000","396,800,000","459,000,000","501,300,000","507,500,000","428,000,000","505,000,000","521,500,000","526,100,000","322,600,000","374,700,000","405,700,000","403,600,000","321,000,000","368,100,000","397,100,000","382,500,000","294,500,000","349,400,000","360,800,000","340,600,000","274,400,000","297,200,000","285,600,000","253,200,000","262,100,000","392,400,000","423,200,000","324,600,000","340,800,000","382,400,000","305,400,000","377,100,000","316,400,000","368,000,000","379,900,000","380,900,000","320,500,000","336,900,000","314,100,000","309,200,000","309,700,000","345,600,000","373,600,000","326,700,000","263,500,000","315,200,000","297,800,000","204,500,000","164,300,000","228,400,000","250,200,000","213,200,000","147,000,000","217,000,000","211,700,000","300,600,000","347,500,000","449,900,000"
			AccountsReceivable,"757,900,000","642,300,000","703,000,000","705,200,000","642,200,000","516,600,000","514,300,000","310,600,000","382,400,000","330,000,000","368,700,000","473,800,000","480,200,000","413,400,000","472,400,000","490,000,000","490,800,000","392,400,000","431,100,000","435,700,000","453,500,000","363,700,000","418,300,000","431,300,000","429,200,000","347,000,000","407,300,000","431,700,000","445,000,000","396,800,000","459,000,000","501,300,000","507,500,000","428,000,000","505,000,000","521,500,000","526,100,000","322,600,000","374,700,000","405,700,000","403,600,000","321,000,000","368,100,000","397,100,000","382,500,000","294,500,000","349,400,000","360,800,000","340,600,000","274,400,000","297,200,000","285,600,000","253,200,000","262,100,000","392,400,000","423,200,000","324,600,000","340,800,000","382,400,000","305,400,000","377,100,000","316,400,000","368,000,000","379,900,000","380,900,000","320,500,000","336,900,000","314,100,000","309,200,000","309,700,000","345,600,000","373,600,000","326,700,000","263,500,000","315,200,000","297,800,000","204,500,000","164,300,000","217,300,000","239,900,000","205,200,000","135,600,000","194,300,000","198,900,000","291,600,000","330,400,000",
				GrossAccountsReceivable,,,,,,,,,,,,,,"415,800,000",,,,"395,200,000",,,,"366,300,000",,,,"350,000,000",,,,"399,900,000",,,,"433,200,000",,,,"327,000,000",,,,"325,800,000","372,500,000","401,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,"-2,400,000",,,,"-2,800,000",,,,"-2,600,000",,,,"-3,000,000",,,,"-3,100,000",,,,"-5,200,000",,,,"-4,400,000",,,,"-4,800,000","-4,400,000","-4,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,100,000","10,300,000","8,000,000","11,400,000","22,700,000","12,800,000","9,000,000","17,100,000",
		Inventory,"475,400,000","461,100,000","477,200,000","412,500,000","357,000,000","327,500,000","311,400,000","241,500,000","271,100,000","260,900,000","281,600,000","353,300,000","374,900,000","344,700,000","334,600,000","321,000,000","322,000,000","327,800,000","308,900,000","296,000,000","337,200,000","312,400,000","325,600,000","312,100,000","323,500,000","287,000,000","285,900,000","300,900,000","297,900,000","309,000,000","305,600,000","315,700,000","333,000,000","342,500,000","341,500,000","367,900,000","353,500,000","252,600,000","256,200,000","257,300,000","253,600,000","245,200,000","240,200,000","255,500,000","237,900,000","211,300,000","234,300,000","226,900,000","205,400,000","159,600,000","158,200,000","149,500,000","158,300,000","197,800,000","273,100,000","277,400,000","273,500,000","223,400,000","257,700,000","261,900,000","246,600,000","240,800,000","249,300,000","228,200,000","217,000,000","191,800,000","194,400,000","201,500,000","227,400,000","196,000,000","201,700,000","210,000,000","214,400,000","196,900,000","259,100,000","285,700,000","289,700,000","253,700,000","292,600,000","291,900,000","271,700,000","255,300,000","279,100,000","271,500,000","319,100,000","337,100,000","363,500,000"
