name,ttm,03/31/2022,12/31/2021,09/30/2021,03/31/2021,12/31/2020,09/30/2020
TotalRevenue,"732,570,000","200,055,000","179,801,000","159,673,000","160,332,000","138,419,000","133,307,000"
	OperatingRevenue,"732,570,000","200,055,000","179,801,000","159,673,000","160,332,000","138,419,000","133,307,000"
CostOfRevenue,"428,721,000","117,334,000","105,071,000","94,475,000","94,653,000","83,865,000","77,778,000"
GrossProfit,"303,849,000","82,721,000","74,730,000","65,198,000","65,679,000","54,554,000","55,529,000"
OperatingExpense,"173,029,000","46,386,000","50,173,000","39,666,000","33,184,000","33,959,000","25,163,000"
	SellingGeneralAndAdministration,"127,123,000","34,342,000","37,700,000","28,891,000","24,012,000","22,085,000","17,303,000"
		GeneralAndAdministrativeExpense,,,,,"2,937,356",,
			OtherGandA,,,,,"2,937,356",,
	ResearchAndDevelopment,"30,472,000","8,161,000","8,113,000","7,133,000","5,969,000","6,285,000","5,982,000"
	DepreciationAmortizationDepletionIncomeStatement,"14,324,000","3,661,000","3,608,000","3,553,000","3,336,000","2,983,000","2,699,000"
		DepreciationAndAmortizationInIncomeStatement,"14,324,000","3,661,000","3,608,000","3,553,000","3,336,000","2,983,000","2,699,000"
			Amortization,"14,324,000","3,661,000","3,608,000","3,553,000","3,336,000","2,983,000","2,699,000"
				AmortizationOfIntangiblesIncomeStatement,"14,324,000","3,661,000","3,608,000","3,553,000","3,336,000","2,983,000","2,699,000"
	OtherOperatingExpenses,"1,110,000","222,000","752,000","89,000","-133,000","2,606,000","-821,000"
OperatingIncome,"130,820,000","36,335,000","24,557,000","25,532,000","32,495,000","20,595,000","30,366,000"
NetNonOperatingInterestIncomeExpense,"-36,448,000","-7,391,000","-8,032,000","-9,851,000","-10,071,000","-11,929,000","-9,325,000"
	InterestIncomeNonOperating,,,,,"52,169",,
	InterestExpenseNonOperating,"36,448,000","7,391,000","8,032,000","9,851,000","10,071,000","11,929,000","9,325,000"
OtherIncomeExpense,"-89,746,000","-4,898,000","-31,332,000","-49,182,000","-19,714,000","-7,543,000","-1,986,000"
	GainOnSaleOfSecurity,,"-2,227,000","-15,307,000","-17,273,000","-132,301",,
	SpecialIncomeCharges,"-54,939,000","-2,671,000","-16,025,000","-31,909,000","-19,714,000","-7,543,000","-1,986,000"
		RestructuringAndMergernAcquisition,"41,289,000","2,671,000","3,800,000","30,484,000","19,714,000","7,543,000","1,986,000"
		OtherSpecialCharges,,,"12,225,000","1,425,000",,,
PretaxIncome,"4,626,000","24,046,000","-14,807,000","-33,501,000","2,710,000","1,123,000","19,055,000"
TaxProvision,"12,851,000","7,188,000","3,174,000","-3,301,000","4,766,000","-830,000","5,512,000"
NetIncomeCommonStockholders,"-8,225,000","16,858,000","-17,981,000","-30,200,000","-2,056,000","1,953,000","13,543,000"
	NetIncome,"-8,225,000","16,858,000","-17,981,000","-30,200,000","-2,056,000","1,953,000","13,543,000"
		NetIncomeIncludingNoncontrollingInterests,"-8,225,000","16,858,000","-17,981,000","-30,200,000","-2,056,000","1,953,000","13,543,000"
			NetIncomeContinuousOperations,"-8,225,000","16,858,000","-17,981,000","-30,200,000","-2,056,000","1,953,000","13,543,000"
DilutedNIAvailtoComStockholders,"-8,225,000","16,858,000","-17,981,000","-30,200,000","-2,056,000","1,953,000","13,543,000"
BasicEPS,,"0.15","-0.16","-0.28","-0.017",,"0.115"
DilutedEPS,,"0.15","-0.16","-0.28","-0.017",,"0.115"
BasicAverageShares,,"115,876,204","115,807,000","106,285,072","117,993,139",,"117,993,139"
DilutedAverageShares,,"116,048,559","115,807,000","106,285,072","117,993,139",,"117,993,139"
TotalOperatingIncomeAsReported,"100,787,000","36,045,000","22,766,000","1,914,000","12,781,000","13,052,000","28,380,000"
TotalExpenses,"601,750,000","163,720,000","155,244,000","134,141,000","127,837,000","117,824,000","102,941,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-8,225,000","16,858,000","-17,981,000","-30,200,000","-2,056,000","1,953,000","13,543,000"
NormalizedIncome,"45,622,600","20,291,498","4,891,360","14,112,982","12,335,220","7,459,390","14,955,046"
InterestIncome,,,,,"52,169",,
InterestExpense,"36,448,000","7,391,000","8,032,000","9,851,000","10,071,000","11,929,000","9,325,000"
NetInterestIncome,"-36,448,000","-7,391,000","-8,032,000","-9,851,000","-10,071,000","-11,929,000","-9,325,000"
EBIT,"41,074,000","31,437,000","-6,775,000","-23,650,000","12,781,000","13,052,000","28,380,000"
EBITDA,"68,161,000"
ReconciledCostOfRevenue,"415,958,000","113,846,000","100,872,000","94,475,000","92,401,000","82,018,000","77,778,000"
ReconciledDepreciation,"27,087,000","7,149,000","7,807,000","3,553,000","5,588,000","4,830,000","2,699,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-8,225,000","16,858,000","-17,981,000","-30,200,000","-2,056,000","1,953,000","13,543,000"
TotalUnusualItemsExcludingGoodwill,"-89,746,000","-4,898,000","-31,332,000","-49,182,000","-19,714,000","-7,543,000","-1,986,000"
TotalUnusualItems,"-89,746,000","-4,898,000","-31,332,000","-49,182,000","-19,714,000","-7,543,000","-1,986,000"
NormalizedEBITDA,"157,907,000","43,484,000","32,364,000","29,085,000","38,083,000","25,425,000","33,065,000"
TaxRateForCalcs,"0.4","0.299","0.27","0.099","0.27","0.27","0.289"
TaxEffectOfUnusualItems,"-35,898,400","-1,464,502","-8,459,640","-4,869,018","-5,322,780","-2,036,610","-573,954"
