name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"12,628,000,000","12,813,000,000","11,780,000,000","11,881,000,000","11,848,000,000","10,592,000,000","9,725,000,000","9,736,000,000","9,555,000,000","9,700,000,000","8,838,000,000","8,731,000,000","8,465,000,000","8,500,000,000","8,500,000,000","8,448,000,000","8,362,000,000","8,283,000,000","8,442,000,000","8,513,000,000","8,580,000,000","8,383,000,000","8,482,000,000","7,607,000,000","7,659,000,000","7,775,000,000","6,989,000,000","7,208,000,000","6,595,000,000","5,752,000,000","5,899,000,000","3,236,000,000","2,534,000,000","2,313,000,000","2,331,000,000","2,074,000,000","1,929,000,000","1,891,000,000"
	CurrentAssets,"1,373,000,000","1,531,000,000","853,000,000","767,000,000","734,000,000","708,000,000","773,000,000","654,000,000","554,000,000","608,000,000","619,000,000","498,000,000","456,000,000","756,000,000","603,000,000","472,000,000","425,000,000","482,000,000","520,000,000","491,000,000","476,000,000","645,000,000","531,000,000","319,000,000","284,000,000","318,000,000","376,000,000","491,000,000","293,000,000","539,000,000","555,000,000","196,000,000","502,000,000","267,000,000","408,000,000","268,000,000","178,000,000","81,000,000"
		CashCashEquivalentsAndShortTermInvestments,"140,000,000","179,000,000","189,000,000","138,000,000","144,000,000","268,000,000","359,000,000","175,000,000","110,000,000","155,000,000","148,000,000","93,000,000","117,000,000","407,000,000","232,000,000","130,000,000","173,000,000","148,000,000","179,000,000","181,000,000","213,000,000","317,000,000","200,000,000","89,000,000","76,000,000","111,000,000","125,000,000","281,000,000","114,000,000","391,000,000","372,000,000","87,000,000","420,000,000","36,000,000","121,000,000","17,000,000","23,000,000","22,000,000"
			CashAndCashEquivalents,"140,000,000","179,000,000","189,000,000","138,000,000","144,000,000","268,000,000","359,000,000","175,000,000","110,000,000","155,000,000","148,000,000","93,000,000","117,000,000","407,000,000","232,000,000","130,000,000","173,000,000","148,000,000","179,000,000","181,000,000","213,000,000","317,000,000","200,000,000","89,000,000","76,000,000","111,000,000","125,000,000","281,000,000","114,000,000","391,000,000","372,000,000","87,000,000","420,000,000","36,000,000","121,000,000","17,000,000","23,000,000","22,000,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"0",,,,
		Receivables,"153,000,000","144,000,000","203,000,000","204,000,000","159,000,000","143,000,000","156,000,000","161,000,000","100,000,000","118,000,000","144,000,000","127,000,000","91,000,000","104,000,000","144,000,000","138,000,000","91,000,000","108,000,000","141,000,000","133,000,000","97,000,000","107,000,000","134,000,000","117,000,000","94,000,000","102,000,000","112,000,000","106,000,000","70,000,000","73,000,000","90,000,000","63,000,000","41,000,000","145,000,000","165,000,000","156,000,000","127,000,000","31,000,000"
			AccountsReceivable,"153,000,000","144,000,000","203,000,000","204,000,000","159,000,000","143,000,000","156,000,000","161,000,000","100,000,000","118,000,000","144,000,000","127,000,000","91,000,000","104,000,000","141,000,000","132,000,000","82,000,000","95,000,000","126,000,000","119,000,000","82,000,000","91,000,000","117,000,000","110,000,000","87,000,000","95,000,000","105,000,000","99,000,000","63,000,000","67,000,000","84,000,000","57,000,000","39,000,000","41,000,000","54,000,000","37,000,000","24,000,000","22,000,000"
			NotesReceivable,,,,,,,,,,,,,,"0","3,000,000","6,000,000","9,000,000","13,000,000","15,000,000","14,000,000","15,000,000","16,000,000","17,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","6,000,000","6,000,000","6,000,000","2,000,000","2,000,000","9,000,000","10,000,000","10,000,000","9,000,000"
			DuefromRelatedPartiesCurrent,,,,,,,,,"1,000,000","2,000,000","3,000,000","1,000,000",,,,,,,,,,,"2,000,000","1,000,000","2,000,000",,"1,000,000","1,000,000",,"0","4,000,000","1,000,000","1,000,000","1,000,000","1,000,000","8,000,000","3,000,000","0"
			OtherReceivables,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"102,000,000","101,000,000","101,000,000","90,000,000",
