name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalAssets,"716,238,000","671,529,000","651,677,000","665,745,000","645,738,000","631,236,000","613,718,000","600,058,000","572,831,000","586,971,000","585,636,000","601,301,000","544,718,000","513,563,000","480,642,000","451,646,000","449,782,000","454,665,000","437,766,000","443,997,000","435,612,000","427,738,000","428,837,000","408,586,000","395,006,000","390,136,000","395,027,000","398,929,000","396,502,000","389,370,000","401,133,000","397,268,000","345,109,000","338,748,000"
	CurrentAssets,"364,415,000","318,119,000","303,671,000","310,973,000","300,164,000","279,682,000","276,541,000","266,821,000","246,724,000","255,241,000","268,903,000","284,134,000","230,143,000","220,342,000","194,804,000","169,946,000","174,046,000","187,778,000","176,492,000","193,579,000","191,417,000","184,096,000","190,186,000","181,313,000","173,442,000","175,934,000","199,059,000","203,898,000","202,597,000","197,996,000","215,180,000","214,227,000","177,290,000","172,971,000"
		CashCashEquivalentsAndShortTermInvestments,"187,010,000","136,673,000","114,631,000","117,177,000","115,132,000","105,619,000","98,783,000","98,489,000","67,048,000","85,360,000","98,277,000","123,209,000","81,930,000","89,168,000","71,563,000","50,888,000","57,373,000","68,229,000","69,442,000","83,271,000","77,512,000","72,881,000","67,454,000","66,660,000","63,332,000","66,074,000","70,681,000","74,463,000","68,588,000","67,828,000","72,881,000","64,081,000","52,135,000","53,587,000"
			CashAndCashEquivalents,"172,627,000","126,353,000","106,610,000","105,432,000","101,601,000","92,642,000","87,910,000","87,388,000","54,845,000","73,685,000","85,611,000","120,373,000","79,096,000","86,337,000","68,734,000","48,070,000","54,547,000","65,594,000","66,920,000","82,544,000","76,766,000","72,354,000","66,598,000","66,660,000","63,332,000","66,074,000","70,681,000","74,463,000","68,588,000","67,828,000","72,881,000","64,081,000","52,135,000","53,587,000"
			OtherShortTermInvestments,"14,383,000","10,320,000","8,021,000","11,745,000","13,531,000","12,977,000","10,873,000","11,101,000","12,203,000","11,675,000","12,666,000","2,836,000","2,834,000","2,831,000","2,829,000","2,818,000","2,826,000","2,635,000","2,522,000","727,000","746,000","527,000","856,000",,,,,,,,,,,
		Receivables,"73,389,000","78,930,000","78,610,000","68,611,000","78,738,000","66,390,000","53,837,000","50,544,000","58,598,000","45,687,000","46,145,000","49,049,000","56,522,000","52,212,000","47,002,000","48,821,000","44,077,000","42,032,000","24,595,000","24,509,000","26,102,000","26,799,000","26,709,000","23,184,000","23,491,000","33,471,000","31,295,000","25,536,000","23,986,000","23,125,000","31,743,000","22,839,000","22,455,000","27,014,000"
			AccountsReceivable,"73,166,000","78,804,000","78,090,000","67,893,000","77,938,000","66,005,000","52,382,000","49,862,000","57,784,000","45,376,000","45,255,000","48,823,000","54,930,000","52,163,000","43,816,000","41,279,000","31,883,000","35,996,000","24,152,000","24,123,000","25,892,000","26,777,000","26,550,000","23,128,000","23,081,000","33,233,000","24,998,000","19,832,000","21,653,000","22,852,000","26,604,000","18,598,000","19,114,000","24,585,000"
				GrossAccountsReceivable,,"81,104,000",,,,"67,305,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-2,300,000",,,,"-1,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"223,000","126,000","520,000","718,000","800,000","385,000","1,455,000","682,000","814,000","311,000","890,000","226,000","1,592,000","49,000","3,186,000","7,542,000","12,194,000","6,036,000","443,000","386,000","210,000","22,000","159,000","56,000","410,000","238,000","6,297,000","5,704,000","2,333,000","273,000","5,139,000","4,241,000","3,341,000","2,429,000"
			OtherReceivables,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0"
