name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
OperatingCashFlow,"3,763,000,000","429,000,000","1,204,000,000","1,292,000,000","838,000,000","759,000,000","1,216,000,000","1,388,000,000","969,000,000","298,000,000","1,043,000,000","1,442,000,000","725,000,000","279,000,000","1,001,000,000","572,000,000","558,000,000","712,000,000","662,000,000","630,000,000","669,000,000","225,000,000","661,000,000","589,000,000","418,000,000","398,000,000","756,000,000","891,000,000","662,000,000","447,000,000","991,000,000","385,000,000","161,000,000","349,000,000","334,000,000","495,000,000","222,000,000","186,000,000","469,000,000","976,000,000","96,000,000","1,140,000,000","650,000,000","660,000,000","490,000,000","474,000,000","1,064,000,000","1,045,000,000","712,000,000","488,000,000","229,000,000","759,000,000","976,000,000","1,010,000,000","1,254,000,000","677,000,000","1,694,000,000","567,000,000","1,424,000,000","1,620,000,000","1,642,000,000","1,305,000,000","1,852,000,000","1,262,000,000","1,156,000,000","1,368,000,000","785,000,000","1,518,000,000","763,000,000","666,000,000","1,029,000,000","974,000,000","532,000,000","99,000,000","1,018,000,000","1,542,000,000","669,000,000","667,000,000","557,000,000","978,000,000","727,000,000","387,000,000","1,244,000,000","377,000,000","376,000,000","306,000,000","760,000,000","693,000,000","578,000,000","319,000,000","456,000,000","329,000,000","224,000,000","-118,000,000","124,000,000","480,000,000","127,000,000","176,000,000","756,000,000","447,000,000","306,000,000","536,000,000","444,000,000","195,000,000","-193,000,000","548,000,000","332,000,000","331,000,000","176,000,000","255,000,000"
	CashFlowFromContinuingOperatingActivities,"3,763,000,000","429,000,000","1,204,000,000","1,292,000,000","838,000,000","759,000,000","1,216,000,000","1,388,000,000","969,000,000","298,000,000","1,043,000,000","1,442,000,000","725,000,000","279,000,000","1,001,000,000","572,000,000","558,000,000","712,000,000","662,000,000","630,000,000","669,000,000","225,000,000","661,000,000","589,000,000","418,000,000","398,000,000","756,000,000","891,000,000","662,000,000","447,000,000","991,000,000","385,000,000","161,000,000","349,000,000","334,000,000","495,000,000","222,000,000","186,000,000","469,000,000","976,000,000","96,000,000","1,140,000,000","650,000,000","660,000,000","490,000,000","474,000,000","1,064,000,000","1,045,000,000","712,000,000","488,000,000","229,000,000","759,000,000","976,000,000","1,010,000,000","1,254,000,000","677,000,000","1,694,000,000","567,000,000","1,424,000,000","1,620,000,000","1,642,000,000","1,305,000,000","1,852,000,000","1,262,000,000","1,156,000,000","1,368,000,000","785,000,000","1,518,000,000","763,000,000","666,000,000","1,029,000,000","974,000,000","532,000,000","99,000,000","1,018,000,000","1,542,000,000","669,000,000","667,000,000","557,000,000","978,000,000","727,000,000","387,000,000","1,244,000,000","377,000,000","376,000,000","306,000,000","760,000,000","693,000,000","578,000,000","319,000,000","456,000,000","329,000,000","224,000,000","-118,000,000","124,000,000","480,000,000","127,000,000","176,000,000","756,000,000","447,000,000","306,000,000","536,000,000","444,000,000","195,000,000","-193,000,000","548,000,000","332,000,000","331,000,000","176,000,000","255,000,000"
		NetIncomeFromContinuingOperations,"2,561,000,000","445,000,000","729,000,000","482,000,000","905,000,000","249,000,000","537,000,000","459,000,000","468,000,000","273,000,000","548,000,000","535,000,000","372,000,000","630,000,000","196,000,000","432,000,000","582,000,000","597,000,000","-3,703,000,000","234,000,000","-40,000,000","378,000,000","-81,000,000","438,000,000","216,000,000","323,000,000","421,000,000","381,000,000","413,000,000","467,000,000","382,000,000","388,000,000","-467,000,000","495,000,000","314,000,000","293,000,000","-190,000,000","-241,000,000","-434,000,000","401,000,000","-101,000,000","96,000,000","127,000,000","0","24,000,000","511,000,000","619,000,000","666,000,000","76,000,000","319,000,000","557,000,000","-220,000,000","-15,000,000","-1,209,000,000","-806,000,000","-2,631,000,000","543,000,000","145,000,000","595,000,000","851,000,000","627,000,000","876,000,000","783,000,000","758,000,000","476,000,000","728,000,000","467,000,000","539,000,000","602,000,000","666,000,000","620,000,000","494,000,000","433,000,000","568,000,000","454,000,000","343,000,000","507,000,000","-1,395,000,000","258,000,000","265,000,000","185,000,000","292,000,000","144,000,000","-103,000,000","226,000,000","240,000,000","273,000,000","250,000,000","213,000,000","238,000,000","223,000,000","186,000,000","215,000,000","238,000,000","301,000,000","214,000,000","236,000,000","264,000,000","255,000,000","299,000,000","574,000,000","204,000,000","205,000,000","-543,000,000","143,000,000","96,000,000","176,000,000","158,000,000","90,000,000","138,000,000"
		OperatingGainsLosses,"-284,000,000","145,000,000","-212,000,000","-70,000,000","-147,000,000","-80,000,000","-102,000,000","-6,000,000","-109,000,000","231,000,000","-63,000,000","-89,000,000","-80,000,000","-163,000,000","172,000,000","-27,000,000","-129,000,000","-53,000,000","3,198,000,000","3,000,000","672,000,000","20,000,000","149,000,000","17,000,000","-53,000,000","155,000,000","127,000,000","17,000,000","-17,000,000","-5,000,000","-15,000,000","-69,000,000","769,000,000","86,000,000","-32,000,000","162,000,000","637,000,000","-21,000,000","1,248,000,000",,,,"358,000,000",,,,,,,,"2,888,000,000","-1,475,000,000","148,000,000","449,000,000","816,000,000","3,449,000,000","-1,383,000,000","3,036,000,000","-4,859,000,000",,,"-1,132,000,000","-5,605,000,000",,,"-2,028,000,000","-3,575,000,000",,,"-2,220,000,000","-2,949,000,000",,,"-1,611,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,"-179,000,000","-36,000,000","-37,000,000",,"183,000,000","-22,000,000","-19,000,000",,,,
			GainLossOnSaleOfBusiness,,,"1,000,000",,,,"-3,000,000",,,,,,,,,,,,,,,,,,,,"1,000,000","-27,000,000",,,"-29,000,000","0","659,000,000","0","0","0","0","1,574,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,"11,000,000","-151,000,000","-62,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-305,000,000","145,000,000","-213,000,000","-90,000,000","-147,000,000","-80,000,000","-99,000,000","-57,000,000","-109,000,000","231,000,000","-63,000,000","-89,000,000","-80,000,000","-163,000,000","172,000,000","-38,000,000","22,000,000","9,000,000","-59,000,000","3,000,000","-75,000,000","20,000,000","68,000,000","17,000,000","-53,000,000","155,000,000","126,000,000","44,000,000","-9,000,000","-5,000,000","14,000,000","-69,000,000","110,000,000","86,000,000","-32,000,000","162,000,000","637,000,000","-1,595,000,000","715,000,000",,,,"358,000,000",,,,,,,,"194,000,000","1,219,000,000","148,000,000","449,000,000","816,000,000","3,449,000,000","-1,383,000,000","3,036,000,000","-4,859,000,000",,,"-1,132,000,000","-5,605,000,000",,,"-2,028,000,000","-3,575,000,000",,,"-2,220,000,000","-2,949,000,000",,,"-1,611,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,"-179,000,000","-36,000,000","-37,000,000",,"183,000,000","-22,000,000","-19,000,000",,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,"0",,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,536,000,000","86,000,000","-154,000,000","81,000,000","253,000,000","-62,000,000","347,000,000","85,000,000","361,000,000","90,000,000","121,000,000","-70,000,000","-65,000,000","164,000,000","139,000,000","-173,000,000","22,000,000","39,000,000","641,000,000","193,000,000","219,000,000","100,000,000","-839,000,000","-27,000,000","-56,000,000","189,000,000","96,000,000","96,000,000","-150,000,000","-21,000,000","-39,000,000","135,000,000","85,000,000","43,000,000","135,000,000","137,000,000","41,000,000","-17,000,000","5,000,000","31,000,000","-45,000,000","-30,000,000","-23,000,000","58,000,000","136,000,000","57,000,000","89,000,000","53,000,000","-339,000,000","-161,000,000","-2,000,000","-6,000,000","25,000,000","-96,000,000","21,000,000"
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,536,000,000","86,000,000","-154,000,000","81,000,000","253,000,000","-62,000,000","347,000,000","85,000,000","361,000,000","90,000,000","121,000,000","-70,000,000","-65,000,000","164,000,000","139,000,000","-173,000,000","22,000,000","39,000,000","641,000,000","193,000,000","219,000,000","100,000,000","-839,000,000","-27,000,000","-56,000,000","189,000,000","96,000,000","96,000,000","-150,000,000","-21,000,000","-39,000,000","135,000,000","85,000,000","43,000,000","135,000,000","137,000,000","41,000,000","-17,000,000","5,000,000","31,000,000","-45,000,000","-30,000,000","-23,000,000","58,000,000","136,000,000","57,000,000","89,000,000","53,000,000","-339,000,000","-161,000,000","-2,000,000","-6,000,000","25,000,000","-96,000,000","21,000,000"
