name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,06/30/2007
TotalRevenue,"2,251,200,000","369,400,000","549,400,000","535,200,000","585,400,000","581,600,000","529,600,000","593,600,000","419,000,000","645,500,000","671,300,000","701,900,000","719,100,000","1,046,800,000","929,000,000","933,500,000","956,600,000","950,500,000","890,400,000","843,000,000","858,000,000","866,600,000","859,500,000","773,800,000","771,800,000","745,000,000","682,200,000","666,700,000","658,300,000","632,400,000","606,000,000","589,100,000","585,600,000","583,800,000","540,600,000","533,700,000","541,400,000","557,600,000","493,700,000","474,900,000","487,900,000","506,900,000","486,000,000","447,000,000","470,600,000","482,700,000","441,300,000","445,300,000","470,000,000","458,400,000","417,900,000","430,100,000","439,100,000","442,500,000","396,200,000","444,600,000","468,500,000","462,100,000","310,100,000"
	OperatingRevenue,"2,251,200,000","369,400,000","549,400,000","535,200,000","585,400,000","581,600,000","529,600,000","593,600,000","419,000,000","645,500,000","671,300,000","701,900,000","719,100,000","1,046,800,000","929,000,000","933,500,000","956,600,000","950,500,000","890,400,000","843,000,000","858,000,000","866,600,000","859,500,000","773,800,000","771,800,000","745,000,000","682,200,000","666,700,000","658,300,000","632,400,000","606,000,000","589,100,000","585,600,000","583,800,000","540,600,000","533,700,000","541,400,000","557,600,000","493,700,000","474,900,000","487,900,000","506,900,000","486,000,000","447,000,000","470,600,000","482,700,000","441,300,000","445,300,000","470,000,000","458,400,000","417,900,000","430,100,000","439,100,000","442,500,000","396,200,000","444,600,000","468,500,000","462,100,000","310,100,000"
CostOfRevenue,"1,306,900,000","210,800,000","323,200,000","313,100,000","333,200,000","330,400,000","325,400,000","329,700,000","235,100,000","394,600,000","394,900,000","410,900,000","417,400,000","612,300,000","543,200,000","533,200,000","531,300,000","535,000,000","525,100,000","479,200,000","481,700,000","501,200,000","534,100,000","443,700,000","430,900,000","418,700,000","400,800,000","378,100,000","366,500,000","352,100,000","344,200,000","328,000,000","322,100,000","324,500,000","305,700,000","296,200,000","298,900,000","331,400,000","290,400,000","264,100,000","263,200,000","269,400,000","273,600,000","245,700,000","252,800,000","263,100,000","252,400,000","241,600,000","251,700,000","256,000,000","242,200,000","239,600,000","246,600,000","268,900,000","260,100,000","261,400,000","265,900,000","265,600,000","169,200,000"
GrossProfit,"944,300,000","158,600,000","226,200,000","222,100,000","252,200,000","251,200,000","204,200,000","263,900,000","183,900,000","250,900,000","276,400,000","291,000,000","301,700,000","434,500,000","385,800,000","400,300,000","425,300,000","415,500,000","365,300,000","363,800,000","376,300,000","365,400,000","325,400,000","330,100,000","340,900,000","326,300,000","281,400,000","288,600,000","291,800,000","280,300,000","261,800,000","261,100,000","263,500,000","259,300,000","234,900,000","237,500,000","242,500,000","226,200,000","203,300,000","210,800,000","224,700,000","237,500,000","212,400,000","201,300,000","217,800,000","219,600,000","188,900,000","203,700,000","218,300,000","202,400,000","175,700,000","190,500,000","192,500,000","173,600,000","136,100,000","183,200,000","202,600,000","196,500,000","140,900,000"
OperatingExpense,"751,800,000","144,900,000","180,700,000","178,800,000","185,600,000","196,000,000","190,300,000","177,500,000","158,800,000","210,100,000","214,800,000","205,300,000","211,100,000","273,700,000","243,700,000","251,600,000","249,700,000","257,700,000","241,900,000","221,900,000","219,100,000","221,900,000","213,500,000","206,800,000","205,900,000","197,500,000","184,500,000","182,600,000","175,300,000","172,400,000","165,100,000","165,400,000","162,600,000","174,900,000","205,200,000","169,900,000","161,200,000","148,100,000","146,000,000","149,100,000","151,500,000","162,700,000","156,800,000","123,700,000","142,500,000","146,200,000","141,000,000","132,600,000","132,600,000","138,300,000","132,800,000","143,000,000","129,400,000","131,800,000","144,000,000","137,700,000","141,600,000","143,200,000","90,900,000"
	SellingGeneralAndAdministration,"569,700,000","118,900,000","134,800,000","134,100,000","140,200,000","149,000,000","139,700,000","131,000,000","112,300,000","162,400,000","164,700,000","158,900,000","163,200,000","207,600,000","176,600,000","186,000,000","182,800,000","187,400,000","172,500,000","155,700,000","154,600,000","157,400,000","148,800,000","146,300,000","146,900,000","141,100,000","128,500,000","128,500,000","123,500,000","121,500,000","113,800,000","116,500,000","114,300,000","126,800,000","156,700,000","120,300,000","112,200,000","100,800,000","99,200,000","102,300,000","103,500,000","114,100,000","108,500,000","79,900,000","98,900,000","102,100,000","97,000,000","90,400,000","90,800,000","95,000,000","90,300,000","101,400,000","87,100,000","85,800,000","98,500,000","92,700,000","96,600,000","95,900,000","63,800,000"
	DepreciationAmortizationDepletionIncomeStatement,"182,100,000","26,000,000","45,900,000","44,700,000","45,400,000","47,000,000","50,600,000","46,500,000","46,500,000","47,700,000","50,100,000","46,400,000","47,900,000","66,100,000","67,100,000","65,600,000","66,900,000","70,300,000","69,400,000","66,200,000","64,500,000","64,500,000","64,700,000","60,500,000","59,000,000","56,400,000","56,000,000","54,100,000","51,800,000","50,900,000","51,300,000","48,900,000","48,300,000","48,100,000","48,500,000","49,600,000","49,000,000","47,300,000","46,800,000","46,800,000","48,000,000","48,600,000","48,300,000","43,800,000","43,600,000","44,100,000","44,000,000","42,200,000","41,800,000","43,300,000","42,500,000","41,600,000","42,300,000","46,000,000","45,500,000","45,000,000","45,000,000","47,300,000","27,100,000"
		DepreciationAndAmortizationInIncomeStatement,"182,100,000","26,000,000","45,900,000","44,700,000","45,400,000","47,000,000","50,600,000","46,500,000","46,500,000","47,700,000","50,100,000","46,400,000","47,900,000","66,100,000","67,100,000","65,600,000","66,900,000","70,300,000","69,400,000","66,200,000","64,500,000","64,500,000","64,700,000","60,500,000","59,000,000","56,400,000","56,000,000","54,100,000","51,800,000","50,900,000","51,300,000","48,900,000","48,300,000","48,100,000","48,500,000","49,600,000","49,000,000","47,300,000","46,800,000","46,800,000","48,000,000","48,600,000","48,300,000","43,800,000","43,600,000","44,100,000","44,000,000","42,200,000","41,800,000","43,300,000","42,500,000","41,600,000","42,300,000","46,000,000","45,500,000","45,000,000","45,000,000","47,300,000","27,100,000"
OperatingIncome,"192,500,000","13,700,000","45,500,000","43,300,000","66,600,000","55,200,000","13,900,000","86,400,000","25,100,000","40,800,000","61,600,000","85,700,000","90,600,000","160,800,000","142,100,000","148,700,000","175,600,000","157,800,000","123,400,000","141,900,000","157,200,000","143,500,000","111,900,000","123,300,000","135,000,000","128,800,000","96,900,000","106,000,000","116,500,000","107,900,000","96,700,000","95,700,000","100,900,000","84,400,000","29,700,000","67,600,000","81,300,000","78,100,000","57,300,000","61,700,000","73,200,000","74,800,000","55,600,000","77,600,000","75,300,000","73,400,000","47,900,000","71,100,000","85,700,000","64,100,000","42,900,000","47,500,000","63,100,000","41,800,000","-7,900,000","45,500,000","61,000,000","53,300,000","50,000,000"
NetNonOperatingInterestIncomeExpense,"-121,400,000","-25,600,000","-32,300,000","-32,200,000","-31,200,000","-30,900,000","-30,500,000","-29,500,000","-30,900,000","-38,000,000","-39,500,000","-37,900,000","-55,600,000","-56,900,000","-52,800,000","-49,200,000","-48,500,000","-41,500,000","-42,100,000","-41,500,000","-40,100,000","-40,300,000","-38,000,000","-36,300,000","-35,800,000","-28,700,000","-24,200,000","-24,400,000","-21,800,000","-21,000,000","-20,900,000","-20,300,000","-20,900,000","-24,100,000","-25,400,000","-26,000,000","-24,500,000","-28,800,000","-29,600,000","-29,900,000","-29,600,000","-30,300,000","-30,800,000","-29,400,000","-49,700,000","-33,200,000","-35,100,000","-35,500,000","-35,900,000","-34,900,000","-39,800,000","-39,300,000","-46,900,000","-46,600,000","-53,700,000","-52,100,000","-51,800,000","-57,600,000","-45,400,000"
