name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalRevenue,"14,692,000,000","3,775,000,000","3,573,000,000","3,669,000,000","3,675,000,000","3,370,000,000","3,136,000,000","3,008,000,000","2,910,000,000","2,975,000,000","2,816,000,000","3,019,000,000","1,937,000,000","1,950,000,000","1,972,000,000","2,054,000,000","2,072,000,000","1,967,000,000","1,776,000,000","1,881,000,000","1,906,000,000","1,806,000,000","1,502,000,000","1,618,000,000","1,645,000,000","1,614,000,000","1,612,000,000","1,196,000,000","1,241,000,000","1,224,000,000","1,220,000,000","1,310,000,000","1,298,000,000","1,210,000,000","1,140,000,000","1,204,000,000","1,221,000,000","1,150,000,000","1,072,000,000","1,204,000,000","1,242,000,000","1,183,000,000","1,137,000,000","1,229,000,000","1,187,000,000","1,104,000,000","1,041,000,000"
	OperatingRevenue,"14,692,000,000","3,775,000,000","3,573,000,000","3,669,000,000","3,675,000,000","3,370,000,000","3,136,000,000","3,008,000,000","2,910,000,000","2,975,000,000","2,816,000,000","3,019,000,000","1,937,000,000","1,950,000,000","1,972,000,000","2,054,000,000","2,072,000,000","1,967,000,000","1,776,000,000","1,881,000,000","1,906,000,000","1,806,000,000","1,502,000,000","1,618,000,000","1,645,000,000","1,614,000,000","1,612,000,000","969,000,000","1,003,000,000","975,000,000","979,000,000","1,060,000,000","1,055,000,000","984,000,000","935,000,000","1,017,000,000","1,033,000,000","964,000,000","897,000,000","467,000,000","1,242,000,000","1,183,000,000","1,137,000,000","1,229,000,000","1,187,000,000","1,104,000,000","1,041,000,000"
CostOfRevenue,"12,320,000,000","3,154,000,000","3,038,000,000","3,079,000,000","3,049,000,000","2,706,000,000","2,518,000,000","2,342,000,000","2,272,000,000","2,391,000,000","2,296,000,000","2,505,000,000","1,557,000,000","1,578,000,000","1,619,000,000","1,705,000,000","1,690,000,000","1,596,000,000","1,447,000,000","1,514,000,000","1,518,000,000","1,453,000,000","1,206,000,000","1,317,000,000","1,296,000,000","1,269,000,000","1,320,000,000","975,000,000","1,003,000,000","1,000,000,000","1,037,000,000","1,114,000,000","1,089,000,000","1,023,000,000","964,000,000","1,006,000,000","998,000,000","936,000,000","895,000,000","977,000,000","1,028,000,000","972,000,000","972,000,000","1,037,000,000","1,000,000,000","939,000,000","902,000,000"
GrossProfit,"2,372,000,000","621,000,000","535,000,000","590,000,000","626,000,000","664,000,000","618,000,000","666,000,000","638,000,000","584,000,000","520,000,000","514,000,000","380,000,000","372,000,000","353,000,000","349,000,000","382,000,000","371,000,000","329,000,000","367,000,000","388,000,000","353,000,000","296,000,000","301,000,000","349,000,000","345,000,000","292,000,000","221,000,000","238,000,000","224,000,000","183,000,000","196,000,000","209,000,000","187,000,000","176,000,000","198,000,000","223,000,000","214,000,000","177,000,000","227,000,000","214,000,000","211,000,000","165,000,000","192,000,000","187,000,000","165,000,000","139,000,000"
OperatingExpense,"1,122,000,000","272,000,000","303,000,000","268,000,000","279,000,000","293,000,000","315,000,000","293,000,000","272,000,000","281,000,000","304,000,000","266,000,000","163,000,000","182,000,000","166,000,000","152,000,000","159,000,000","168,000,000","155,000,000","162,000,000","168,000,000","172,000,000","146,000,000","147,000,000","164,000,000","173,000,000","190,000,000","112,000,000","114,000,000","109,000,000","111,000,000","101,000,000","111,000,000","107,000,000","103,000,000","101,000,000","105,000,000","102,000,000","104,000,000","119,000,000","112,000,000","117,000,000","113,000,000","114,000,000","103,000,000","103,000,000","100,000,000"
	SellingGeneralAndAdministration,"848,000,000","207,000,000","235,000,000","199,000,000","207,000,000","220,000,000","241,000,000","219,000,000","198,000,000","204,000,000","229,000,000","191,000,000","125,000,000","143,000,000","124,000,000","114,000,000","119,000,000","130,000,000","117,000,000","121,000,000","128,000,000","132,000,000","113,000,000","110,000,000","129,000,000","138,000,000","154,000,000","91,000,000","92,000,000","86,000,000","86,000,000","76,000,000","85,000,000","82,000,000","77,000,000","77,000,000","78,000,000","75,000,000","77,000,000","81,000,000","76,000,000","81,000,000","70,000,000","75,000,000","67,000,000","70,000,000","63,000,000"
	DepreciationAmortizationDepletionIncomeStatement,"274,000,000","65,000,000","68,000,000","69,000,000","72,000,000","73,000,000","74,000,000","74,000,000","74,000,000","77,000,000","75,000,000","75,000,000","38,000,000","39,000,000","42,000,000","38,000,000","40,000,000","38,000,000","38,000,000","41,000,000","40,000,000","40,000,000","33,000,000","37,000,000","35,000,000","35,000,000","36,000,000","21,000,000","22,000,000","23,000,000","25,000,000","25,000,000","26,000,000","25,000,000","26,000,000","24,000,000","27,000,000","27,000,000","27,000,000","28,000,000","27,000,000","26,000,000","28,000,000","26,000,000","27,000,000","26,000,000","27,000,000"
		DepreciationAndAmortizationInIncomeStatement,"274,000,000","65,000,000","68,000,000","69,000,000","72,000,000","73,000,000","74,000,000","74,000,000","74,000,000","77,000,000","75,000,000","75,000,000","38,000,000","39,000,000","42,000,000","38,000,000","40,000,000","38,000,000","38,000,000","41,000,000","40,000,000","40,000,000","33,000,000","37,000,000","35,000,000","35,000,000","36,000,000","21,000,000","22,000,000","23,000,000","25,000,000","25,000,000","26,000,000","25,000,000","26,000,000","24,000,000","27,000,000","27,000,000","27,000,000","28,000,000","27,000,000","26,000,000","28,000,000","26,000,000","27,000,000","26,000,000","27,000,000"
			Amortization,"274,000,000","65,000,000","68,000,000","69,000,000","72,000,000","73,000,000","74,000,000","74,000,000","74,000,000","77,000,000","75,000,000","75,000,000","38,000,000","39,000,000","42,000,000","38,000,000","40,000,000","38,000,000","38,000,000","41,000,000","40,000,000","40,000,000","33,000,000","37,000,000","35,000,000","35,000,000","36,000,000","21,000,000","22,000,000","23,000,000","25,000,000","25,000,000","26,000,000","25,000,000","26,000,000","24,000,000","27,000,000","27,000,000","27,000,000","28,000,000","27,000,000","26,000,000","28,000,000","26,000,000","27,000,000","26,000,000","27,000,000"
				AmortizationOfIntangiblesIncomeStatement,"274,000,000","65,000,000","68,000,000","69,000,000","72,000,000","73,000,000","74,000,000","74,000,000","74,000,000","77,000,000","75,000,000","75,000,000","38,000,000","39,000,000","42,000,000","38,000,000","40,000,000","38,000,000","38,000,000","41,000,000","40,000,000","40,000,000","33,000,000","37,000,000","35,000,000","35,000,000","36,000,000","21,000,000","22,000,000","23,000,000","25,000,000","25,000,000","26,000,000","25,000,000","26,000,000","24,000,000","27,000,000","27,000,000","27,000,000","28,000,000","27,000,000","26,000,000","28,000,000","26,000,000","27,000,000","26,000,000","27,000,000"
