name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
TotalAssets,"13,803,000,000","13,642,000,000","14,069,000,000","14,415,000,000","13,660,000,000","13,406,000,000","13,433,000,000","14,027,000,000","12,340,000,000","11,918,000,000","11,319,000,000","11,236,000,000","11,115,000,000","10,426,000,000","10,147,000,000","9,940,000,000","10,027,000,000","9,781,000,000","9,596,000,000","9,644,000,000","9,473,000,000","9,487,000,000","9,579,000,000","9,458,000,000","9,062,000,000","8,660,000,000","8,594,000,000","8,317,000,000","8,304,000,000","7,839,000,000","7,741,000,000","7,657,000,000","7,645,000,000","7,350,000,000","7,444,000,000","7,368,000,000","7,234,000,000","7,070,000,000","7,141,000,000","7,132,000,000","7,143,000,000","7,071,000,000","6,911,000,000","6,908,000,000","6,843,000,000","6,593,000,000","6,618,000,000","6,590,000,000","6,513,000,000","6,554,000,000","6,533,000,000","6,510,000,000","6,158,000,000","6,023,000,000","6,084,000,000","6,468,000,000","6,050,000,000","5,598,000,000","5,461,000,000","5,356,000,000","5,145,000,000","4,843,000,000","4,429,000,000","4,306,000,000","4,068,000,000","3,892,000,000","3,565,941,000","3,380,649,000","3,236,355,000","2,798,644,000","2,646,891,000","2,510,078,000","2,356,266,000","2,185,757,000","2,010,013,000","1,565,322,000","1,404,008,000","1,378,923,000","1,202,508,000","1,058,443,000","786,106,000"
	CurrentAssets,"3,272,000,000","3,247,000,000","3,690,000,000","4,196,000,000","3,608,000,000","3,345,000,000","3,455,000,000","3,777,000,000","2,194,000,000","1,786,000,000","1,460,000,000","1,469,000,000","1,521,000,000","1,474,000,000","1,507,000,000","1,448,000,000","1,320,000,000","1,206,000,000","1,323,000,000","1,449,000,000","1,469,000,000","1,567,000,000","2,008,000,000","2,078,000,000","1,774,000,000","1,373,000,000","1,626,000,000","1,405,000,000","1,511,000,000","1,200,000,000","1,215,000,000","1,265,000,000","1,356,000,000","1,056,000,000","1,382,000,000","1,325,000,000","1,286,000,000","1,100,000,000","1,487,000,000","1,625,000,000","1,664,000,000","1,628,000,000","1,612,000,000","1,562,000,000","1,549,000,000","1,360,000,000","1,312,000,000","1,359,000,000","1,435,000,000","1,538,000,000","1,522,000,000","1,261,000,000","1,024,000,000","962,000,000","970,000,000","1,332,000,000","1,064,000,000","1,116,000,000","1,106,000,000","1,097,000,000","1,000,000,000","927,000,000","620,000,000","621,000,000","611,000,000","635,000,000","591,392,000","650,905,000","734,989,000","515,080,000","586,209,000","610,444,000","635,934,000","645,740,000","647,527,000","308,937,000","287,515,000","283,059,000","246,828,000","309,579,000","132,879,000"
		CashCashEquivalentsAndShortTermInvestments,"2,784,000,000","2,842,000,000","3,293,000,000","3,726,000,000","3,225,000,000","3,053,000,000","3,019,000,000","2,901,000,000","1,799,000,000","1,328,000,000","994,000,000","909,000,000","876,000,000","887,000,000","937,000,000","915,000,000","779,000,000","693,000,000","814,000,000","1,020,000,000","1,046,000,000","971,000,000","1,454,000,000","1,510,000,000","1,287,000,000","876,000,000","1,132,000,000","915,000,000","998,000,000","708,000,000","742,000,000","797,000,000","771,000,000","627,000,000","954,000,000","867,000,000","849,000,000","731,000,000","1,064,000,000","1,212,000,000","1,225,000,000","1,226,000,000","1,210,000,000","1,173,000,000","1,109,000,000","960,000,000","945,000,000","990,000,000","1,063,000,000","1,136,000,000","1,165,000,000","891,000,000","636,000,000","571,000,000","565,000,000","964,000,000","753,000,000","834,000,000","844,000,000","772,000,000","774,000,000","699,000,000","456,000,000","468,000,000","419,000,000","484,000,000","491,312,000","561,897,000","651,609,000","449,162,000","516,691,000","549,663,000","585,412,000","607,305,000","599,651,000","267,980,000","253,943,000","257,853,000","220,298,000","280,722,000","92,536,000"
			CashAndCashEquivalents,"1,834,000,000","2,018,000,000","2,193,000,000","2,409,000,000","2,358,000,000","1,918,000,000","2,453,000,000","2,561,000,000","1,618,000,000","959,000,000","695,000,000","461,000,000","464,000,000","474,000,000","454,000,000","603,000,000","511,000,000","303,000,000","394,000,000","550,000,000","438,000,000","433,000,000","873,000,000","935,000,000","757,000,000","318,000,000","544,000,000","422,000,000","599,000,000","341,000,000","449,000,000","454,000,000","501,000,000","225,000,000","373,000,000","333,000,000","346,000,000","182,000,000","542,000,000","652,000,000","652,000,000","673,000,000","632,000,000","575,000,000","550,000,000","465,000,000","498,000,000","477,000,000","829,000,000","896,000,000","951,000,000","880,000,000","634,000,000","561,000,000","565,000,000","846,000,000","713,000,000","190,000,000","235,000,000","198,000,000","56,000,000","10,000,000","8,000,000","6,000,000","1,000,000","6,000,000","25,272,000","56,811,000","54,957,000","410,417,000","466,236,000","513,614,000","554,958,000","570,695,000","574,229,000","253,525,000","238,899,000","246,752,000","207,758,000","269,325,000","92,536,000"
			OtherShortTermInvestments,"950,000,000","824,000,000","1,100,000,000","1,317,000,000","867,000,000","1,135,000,000","566,000,000","340,000,000","181,000,000","369,000,000","299,000,000","448,000,000","412,000,000","413,000,000","483,000,000","312,000,000","268,000,000","390,000,000","420,000,000","470,000,000","608,000,000","538,000,000","581,000,000","575,000,000","530,000,000","558,000,000","588,000,000","493,000,000","399,000,000","367,000,000","293,000,000","343,000,000","270,000,000","402,000,000","581,000,000","534,000,000","503,000,000","549,000,000","522,000,000","560,000,000","573,000,000","553,000,000","578,000,000","598,000,000","559,000,000","495,000,000","447,000,000","513,000,000","234,000,000","240,000,000","214,000,000","11,000,000","2,000,000","10,000,000","0","118,000,000","40,000,000","644,000,000","609,000,000","574,000,000","718,000,000","689,000,000","448,000,000","462,000,000","418,000,000","478,000,000","466,040,000","505,086,000","596,652,000","38,745,000","50,455,000","36,049,000","30,454,000","36,610,000","25,422,000","14,455,000","15,044,000","11,101,000","12,540,000","11,397,000",
		Receivables,"248,000,000","207,000,000","210,000,000","276,000,000","153,000,000","98,000,000","91,000,000","85,000,000","101,000,000","231,000,000","251,000,000","282,000,000","338,000,000","211,000,000","243,000,000","225,000,000","251,000,000","245,000,000","186,000,000","178,000,000","169,000,000","172,000,000","145,000,000","153,000,000","145,000,000","136,000,000","149,000,000","144,000,000","155,000,000","136,000,000","145,000,000","155,000,000","133,000,000","129,000,000","120,000,000","160,000,000","141,000,000","106,000,000","137,000,000","129,000,000","138,000,000","101,000,000","99,000,000","114,000,000","126,000,000","84,000,000","93,000,000","95,000,000","91,000,000","81,000,000","82,000,000","96,000,000","91,000,000","86,000,000","104,000,000","132,000,000","111,000,000","92,000,000","95,000,000","86,000,000","83,000,000","77,000,000","81,000,000","72,000,000","123,000,000","94,000,000","57,592,000","50,515,000","52,819,000","38,271,000","39,057,000","31,940,000","25,310,000","16,723,000","19,245,000","20,036,000","17,653,000","11,931,000","10,910,000","16,795,000","27,810,000"
			AccountsReceivable,"248,000,000","207,000,000","210,000,000","276,000,000","153,000,000","98,000,000","91,000,000","85,000,000","101,000,000","231,000,000","251,000,000","282,000,000","338,000,000","211,000,000","243,000,000","225,000,000","251,000,000","245,000,000","186,000,000","178,000,000","169,000,000","172,000,000","145,000,000","153,000,000","145,000,000","136,000,000","149,000,000","144,000,000","155,000,000","136,000,000","145,000,000","155,000,000","133,000,000","129,000,000","120,000,000","160,000,000","141,000,000","106,000,000",,,,"101,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"251,000,000","210,000,000","213,000,000","278,000,000","155,000,000","100,000,000","93,000,000","87,000,000","103,000,000","232,000,000","253,000,000","284,000,000","340,000,000","212,000,000","245,000,000","227,000,000",,"246,000,000","187,000,000","181,000,000","172,000,000","177,000,000","151,000,000","158,000,000","151,000,000","142,000,000","156,000,000","150,000,000","161,000,000","142,000,000","151,000,000","161,000,000","139,000,000","135,000,000","126,000,000",,,"113,000,000",,,,"109,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-3,000,000","-3,000,000","-3,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-1,000,000","-2,000,000","-2,000,000","-2,000,000","-1,000,000","-2,000,000","-2,000,000",,"-1,000,000","-1,000,000","-3,000,000","-3,000,000","-5,000,000","-6,000,000","-5,000,000","-6,000,000","-6,000,000","-7,000,000","-6,000,000","-6,000,000","-6,000,000","-6,000,000","-6,000,000","-6,000,000","-6,000,000","-6,000,000",,,"-7,000,000",,,,"-8,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"68,000,000","74,000,000","64,000,000","59,000,000","68,000,000","71,000,000","70,000,000","71,000,000","81,000,000","81,000,000","84,000,000","85,000,000","86,000,000","78,000,000","75,000,000","77,000,000",,"55,000,000",,,,"47,000,000",,,,"44,000,000",,,,"46,000,000",,,,"48,000,000",,,,"36,000,000",,,,"50,000,000",,,,"49,000,000",,,,"40,000,000",,,,"30,000,000",,,"27,000,000","26,000,000",,,,"27,000,000",,,,"21,000,000",,,,"10,360,000",,,,"8,295,000",,,,"4,840,000","4,684,000","4,060,000","3,168,000"
