name,ttm,07/31/2018,07/31/2017
TotalRevenue,"193,084,000"
	OperatingRevenue,"193,084,000"
OperatingExpense,"1,057,000"
	SellingGeneralAndAdministration,"2,513,000"
		GeneralAndAdministrativeExpense,"2,513,000"
	OtherOperatingExpenses,"-1,456,000"
PretaxIncome,"192,027,000"
NetIncomeCommonStockholders,"192,027,000"
	NetIncome,"192,027,000"
		NetIncomeIncludingNoncontrollingInterests,"192,027,000"
			NetIncomeContinuousOperations,"192,027,000"
DilutedNIAvailtoComStockholders,"192,027,000"
BasicEPS,,"0","0"
DilutedEPS,,"0","0"
NetIncomeFromContinuingAndDiscontinuedOperation,"192,027,000"
NormalizedIncome,"192,027,000"
InterestIncome,"1,602,000"
InterestExpense,"0"
NetInterestIncome,"1,602,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"192,027,000"
TaxRateForCalcs,"0.4"
TaxEffectOfUnusualItems,"0"
