name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992
TotalAssets,"10,014,605,000","9,638,478,000","9,779,949,000","9,759,054,000","9,822,802,000","9,497,449,000","9,398,589,000","9,687,584,000","10,037,231,000","9,796,124,000","8,996,194,000","9,098,420,000","8,520,066,000","8,590,877,000","8,641,964,000","8,574,139,000","8,792,629,000","8,773,305,000","8,890,646,000","8,946,654,000","8,842,118,000","8,949,260,000","8,982,363,000","8,606,498,000","8,615,452,000","8,019,009,000","8,593,483,000","7,813,676,000","4,598,020,000","3,921,645,000","3,857,502,000","3,889,359,000","3,578,925,000","3,462,216,000","3,014,778,000","2,979,796,000","3,004,641,000","2,982,005,000","2,759,440,000","2,551,862,000","2,538,803,000","2,557,312,000","2,231,665,000","2,240,979,000","2,257,927,000","2,304,007,000","2,293,558,000","2,296,445,000","1,741,386,000","1,655,033,000","1,336,393,000","1,343,850,000","1,354,802,000","1,364,467,000","1,353,923,000","1,306,742,000","1,183,727,000","1,182,287,000","1,190,893,000","1,171,495,000","1,172,914,000","1,175,370,000","1,183,054,000","984,360,000","984,912,000","1,015,729,000","828,910,000","853,445,000","813,973,000","833,563,000","746,682,000","752,255,000","787,257,000","725,054,000","746,935,000","797,680,000","800,331,000","802,620,000","823,853,000","857,410,000","914,958,000","890,839,000","911,265,000","921,814,000","946,673,000","948,451,000","964,689,000","1,027,541,000","1,013,996,000","1,013,851,000","1,085,100,000","1,104,200,000","1,065,800,000","1,032,645,000","929,700,000","936,900,000","941,400,000","816,108,000","781,000,000","731,600,000","725,500,000","634,836,000","656,500,000","599,000,000","578,300,000","551,200,000","547,200,000","505,500,000","499,000,000","500,700,000","483,600,000","290,600,000","291,300,000","243,600,000","217,700,000","153,400,000","149,000,000","144,800,000"
	CurrentAssets,"1,701,133,000","1,394,595,000","1,265,654,000","1,248,321,000","1,212,742,000","1,390,161,000","1,216,603,000","1,439,872,000","1,567,077,000","1,231,566,000","1,217,901,000","1,192,713,000","1,129,014,000","1,203,157,000","1,237,435,000","1,390,245,000","1,560,482,000","1,499,038,000","1,353,587,000","1,585,825,000","1,597,771,000","1,641,460,000","1,583,402,000","1,532,059,000","1,554,783,000","1,497,988,000","1,506,038,000","1,505,271,000","2,113,416,000","1,401,844,000","1,385,848,000","1,404,580,000","1,089,166,000","954,195,000","481,474,000","427,499,000","431,817,000","403,192,000","159,235,000","152,182,000","143,851,000","135,127,000","127,180,000","119,920,000","178,240,000","179,311,000","174,198,000","113,117,000","172,348,000","147,731,000","88,598,000","90,753,000","93,697,000","81,540,000","118,323,000","73,423,000","70,567,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"491,247,000","20,534,000","102,664,000","100,824,000","51,376,000","163,535,000","35,951,000","37,022,000","347,965,000","24,117,000","40,860,000","32,766,000","40,028,000","10,300,000","9,768,000","10,951,000","71,231,000","85,937,000","24,318,000","21,031,000","40,349,000","93,687,000","32,567,000","32,959,000","9,407,000","5,424,000","15,319,000","25,154,000","700,143,000","4,489,000","452,000","28,689,000","20,374,000","2,616,000","67,757,000","7,039,000","25,611,000","1,711,000","6,951,000","2,861,000","2,717,000","351,000","10,730,000","4,996,000","3,381,000","6,921,000","1,192,000","1,957,000","75,194,000","2,170,000","646,000","4,923,000","10,215,000","209,000","3,790,000","2,165,000","1,516,000","15,662,000","17,072,000","28,489,000","23,687,000","22,807,000","37,327,000","43,113,000","26,388,000","27,438,000","26,038,000","25,284,000","30,031,000","41,782,000","37,702,000","39,054,000","92,280,000","32,881,000","32,570,000","72,041,000","66,395,000","228,303,000","229,826,000","254,301,000","44,559,000","11,445,000","14,145,000","10,795,000","6,931,000","7,172,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CashAndCashEquivalents,"491,247,000","20,534,000","102,664,000","100,824,000","51,376,000","163,535,000","35,951,000","37,022,000","347,965,000","24,117,000","40,860,000","32,766,000","40,028,000","10,300,000","9,768,000","10,951,000","71,231,000","85,937,000","24,318,000","21,031,000","40,349,000","93,687,000","32,567,000","32,959,000","9,407,000","5,424,000","15,319,000","25,154,000","700,143,000","4,489,000","452,000","28,689,000","20,374,000","2,616,000","67,757,000","7,039,000","25,611,000","1,711,000","6,951,000","2,861,000","2,717,000","351,000","10,730,000","4,996,000","3,381,000","6,921,000","1,192,000","1,957,000","75,194,000","2,170,000","646,000","4,923,000","10,215,000","209,000","3,790,000","2,165,000","1,516,000","1,979,000","608,000","2,484,000","2,655,000","729,000","0","14,053,000","403,000","3,948,000","768,000","534,000","9,846,000","12,083,000","3,303,000","2,662,000","62,315,000","3,094,000","6,079,000","45,485,000","25,673,000","15,178,000","5,480,000","9,136,000","44,559,000","11,445,000","14,145,000","10,795,000","6,931,000","7,172,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,683,000","16,464,000","26,005,000","21,032,000","22,078,000","37,327,000","29,060,000","25,985,000","23,490,000","25,270,000","24,750,000","20,185,000","29,699,000","34,399,000","36,392,000","29,965,000","29,787,000","26,491,000","26,556,000","40,722,000","213,125,000","224,346,000","245,165,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,113,590,000","1,109,033,000","1,138,121,000","1,108,426,000","1,148,922,000","1,141,151,000","1,140,567,000","1,327,791,000","1,190,930,000","1,193,264,000","1,173,488,000","1,153,969,000","1,086,969,000","1,190,497,000","1,208,470,000","1,372,914,000","1,337,964,000","1,315,531,000","1,301,349,000","1,533,702,000","1,521,979,000","1,481,316,000","1,447,343,000","1,432,816,000","1,459,460,000","1,471,358,000","1,456,949,000","1,442,669,000","1,368,516,000","1,355,487,000","1,346,905,000","1,340,290,000","1,039,155,000","918,464,000","383,916,000","379,313,000","370,809,000","363,801,000","119,361,000","112,842,000","106,741,000","100,664,000","96,615,000","94,315,000","95,981,000","92,819,000","90,780,000","87,136,000","83,690,000","81,558,000","81,274,000","79,228,000","77,035,000","75,037,000","71,817,000","66,167,000","65,297,000","64,992,000","61,768,000","59,396,000","88,372,000","51,194,000","39,488,000","6,342,000","6,495,000","5,885,000","4,778,000","4,041,000","4,642,000","5,582,000","4,220,000","3,063,000","122,043,000","121,708,000","122,913,000","123,487,000","128,436,000","176,680,000","178,712,000","193,829,000","192,919,000","199,758,000","192,742,000","197,800,000","14,547,000","217,207,000","10,676,000",,,,,,"333,700,000",,,,,,,,,,,,,"2,000,000",,,,"1,400,000",,"1,100,000","1,000,000","800,000","700,000","500,000","400,000","200,000"
			AccountsReceivable,"182,200,000","253,484,000","165,792,000","149,397,000","236,213,000","232,879,000","10,757,000","418,124,000","413,223,000","395,299,000","370,028,000","354,848,000","358,610,000","335,711,000","327,251,000","312,744,000","316,148,000","276,124,000","267,428,000","279,215,000","262,518,000","230,643,000","216,345,000","204,748,000","199,935,000","195,143,000","189,485,000","180,587,000","169,577,000","162,022,000","157,966,000","150,247,000","147,675,000","142,655,000","137,954,000","133,989,000","126,717,000","122,243,000","119,361,000","112,842,000","106,741,000","100,664,000","96,615,000","94,315,000","95,981,000","92,819,000","90,780,000","87,136,000","83,690,000","81,558,000","81,274,000","79,228,000","77,035,000","75,037,000","71,817,000","66,167,000","65,297,000","64,992,000","61,768,000","59,396,000","56,287,000","51,194,000","39,488,000","6,342,000","6,495,000","5,885,000","4,778,000","4,041,000","4,642,000","5,582,000","4,220,000","3,063,000","2,818,000","1,893,000","2,599,000","2,575,000","3,769,000","2,766,000","2,051,000","3,027,000","1,667,000","4,565,000","6,881,000","17,032,000","14,547,000","10,497,000","10,676,000",,,,,,"333,700,000",,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,"232,879,000",,,"413,223,000","395,299,000","370,028,000","354,848,000","358,610,000",,,,,,,,,,,,,,,,,,,,,,,,,,"122,738,000","115,378,000",,,"102,737,000","101,110,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,"-3,377,000","-2,536,000",,,"-6,122,000","-6,795,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,"819,577,000","835,086,000","873,737,000","857,162,000","890,068,000","885,313,000","892,539,000","886,029,000","754,030,000","773,563,000","778,750,000","774,327,000","703,739,000","710,858,000","708,178,000","703,309,000","653,319,000","671,232,000","666,606,000","662,709,000","644,696,000","639,343,000","624,339,000","625,134,000","660,569,000","679,795,000","673,759,000","682,255,000","649,793,000","648,079,000","647,590,000","652,336,000","354,497,000","241,515,000","241,490,000","241,254,000","240,551,000","238,621,000",,,,,,,,,,,,,,,,,,,,,,,"32,085,000",,,,,,,,,,,,"119,225,000","119,815,000","120,314,000","120,912,000","124,667,000","173,914,000","176,661,000","190,802,000","191,252,000","195,193,000","185,861,000","180,768,000",,"206,710,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
