name,ttm,05/31/2022,05/31/2021,05/31/2020,05/31/2019,05/31/2018,05/31/2017,05/31/2016,05/31/2015,05/31/2014,05/31/2013,05/31/2012,05/31/2011,05/31/2010,05/31/2009,05/31/2008,05/31/2007,05/31/2006,05/31/2005,05/31/2004,05/31/2003,05/31/2002,05/31/2001,05/31/2000,05/31/1999,05/31/1998,05/31/1997,05/31/1996,05/31/1995,05/31/1994,05/31/1993,05/31/1992,05/31/1991,05/31/1990,05/31/1989,05/31/1988,05/31/1987,05/31/1986
TotalRevenue,"5,242,219,000"
	OperatingRevenue,"5,242,219,000"
CostOfRevenue,"4,527,403,000"
GrossProfit,"714,816,000"
OperatingExpense,"399,568,000"
	SellingGeneralAndAdministration,"399,568,000"
OperatingIncome,"315,248,000"
NetNonOperatingInterestIncomeExpense,"-31,337,000"
	InterestExpenseNonOperating,"31,337,000"
OtherIncomeExpense,"230,375,000"
	EarningsFromEquityInterest,"213,641,000"
	SpecialIncomeCharges,"14,020,000"
		RestructuringAndMergernAcquisition,"-17,096,000"
		ImpairmentOfCapitalAssets,"3,076,000"
	OtherNonOperatingIncomeExpenses,"2,714,000"
PretaxIncome,"514,286,000"
TaxProvision,"115,022,000"
NetIncomeCommonStockholders,"379,386,000"
	NetIncome,"379,386,000"
		NetIncomeIncludingNoncontrollingInterests,"399,264,000"
			NetIncomeContinuousOperations,"399,264,000"
		MinorityInterests,"-19,878,000"
DilutedNIAvailtoComStockholders,"379,386,000"
TotalOperatingIncomeAsReported,"329,268,000"
TotalExpenses,"4,926,971,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"379,386,000"
NormalizedIncome,"368,501,625.78"
InterestExpense,"31,337,000"
NetInterestIncome,"-31,337,000"
EBIT,"545,623,000"
EBITDA,"644,450,000"
ReconciledCostOfRevenue,"4,527,403,000"
ReconciledDepreciation,"98,827,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"379,386,000"
TotalUnusualItemsExcludingGoodwill,"14,020,000"
TotalUnusualItems,"14,020,000"
NormalizedEBITDA,"630,430,000"
TaxRateForCalcs,"0.224"
TaxEffectOfUnusualItems,"3,135,625.78"
