name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018
TotalAssets,"2,942,022,000","2,876,307,000","2,233,109,000","1,736,300,000","1,577,033,000","1,529,914,000","722,764,000","869,668,000","450,250,000","398,768,000","346,199,126","318,259,893","139,824,614"
	CurrentAssets,"635,181,000","578,393,000","660,442,000","490,804,000","333,784,000","301,989,000","159,073,000","310,337,000","130,923,000","132,926,000","68,452,200","71,630,818","38,593,599"
		CashCashEquivalentsAndShortTermInvestments,"156,811,000","138,292,000","374,450,000","224,479,000","90,544,000","108,462,000","50,220,000","194,378,000","52,125,000","67,689,000","11,106,139","12,820,303","7,995,118"
			CashAndCashEquivalents,"156,811,000","138,292,000","374,450,000","224,479,000","90,544,000","108,462,000","50,220,000","194,378,000","52,125,000","67,689,000","11,106,139","12,820,303","7,995,118"
		Receivables,"377,047,000","342,505,000","233,162,000","209,664,000","206,594,000","155,520,000","98,386,000","102,696,000","71,671,000","58,836,000","45,278,897","53,600,644","29,502,051"
			AccountsReceivable,"375,290,000","340,837,000","233,162,000","209,664,000","206,594,000","155,501,000","98,345,000","102,575,000","71,637,000","58,793,000","45,234,625","53,597,456","29,385,275"
			DuefromRelatedPartiesCurrent,"1,757,000","1,668,000","0","0","0","19,000","41,000","121,000","34,000","43,000","44,272","3,188","116,776"
		PrepaidAssets,"14,226,000","8,151,000","5,843,000","5,156,000","4,643,000","4,447,000","2,689,000","3,205,000","3,287,000","3,019,000","5,663,632","2,201,266","1,096,430"
		RestrictedCash,"87,097,000","89,445,000","46,987,000","51,505,000","32,003,000","33,560,000","7,778,000","10,058,000","3,840,000","3,382,000","6,403,532","3,008,605",
	TotalNonCurrentAssets,"2,306,841,000","2,297,914,000","1,572,667,000","1,245,496,000","1,243,249,000","1,227,925,000","563,691,000","559,331,000","319,327,000","265,842,000","277,746,926","246,629,075","101,231,015"
		NetPPE,"101,294,000","99,120,000","13,776,000","11,558,000","11,577,000","11,019,000","7,791,000","6,358,000","4,027,000","3,322,000","2,794,425","2,459,444","2,148,264"
			GrossPPE,"101,294,000","103,418,000",,,,"13,004,000",,,,"6,507,000",,,"4,812,037"
				Properties,,"0",,,,"0",,,,"0",,,"0"
				LandAndImprovements,,"100,000",,,,"100,000",,,,"100,000",,,"100,000"
				BuildingsAndImprovements,,"400,000",,,,"400,000",,,,"400,000",,,"400,000"
				MachineryFurnitureEquipment,,"94,767,000",,,,"7,108,000",,,,"4,281,000",,,"3,270,086"
				OtherProperties,"101,294,000","99,120,000",,,,"16,000",,,,"154,000",,,"154,166"
				ConstructionInProgress,,"184,000",,,,"99,000",,,,"720,000",,,"154,166"
				Leases,,"7,967,000",,,,"5,297,000",,,,"1,006,000",,,"887,785"
			AccumulatedDepreciation,,"-4,298,000",,,,"-1,985,000",,,,"-3,185,000",,,"-2,663,773"
		GoodwillAndOtherIntangibleAssets,"2,160,004,000","2,173,208,000","1,538,044,000","1,219,053,000","1,216,877,000","1,205,822,000","547,951,000","544,979,000","308,795,000","256,920,000","263,208,240","232,650,311","95,508,083"
			Goodwill,"1,232,399,000","1,228,741,000","885,321,000","671,826,000","669,126,000","651,502,000","344,396,000","335,526,000","197,531,000","164,470,000","170,815,670","148,220,941","65,764,251"
			OtherIntangibleAssets,"927,605,000","944,467,000","652,723,000","547,227,000","547,751,000","554,320,000","203,555,000","209,453,000","111,264,000","92,450,000","92,392,570","84,429,370","29,743,832"
		InvestmentsAndAdvances,,,,,,"1,650,000",,,,"200,000",,,
			OtherInvestments,,,,,,"1,650,000",,,,"200,000",,,
		NonCurrentDeferredAssets,,,,,,"8,537,000",,,,"4,966,000","10,781,421","10,916,175","3,471,970"
		NonCurrentPrepaidAssets,,,,,,"897,000",,,,"434,000","962,840","603,145","102,698"
		OtherNonCurrentAssets,"45,543,000","25,586,000","20,847,000","14,885,000","14,795,000","11,084,000","7,949,000","7,994,000","6,505,000","5,600,000",,,
TotalLiabilitiesNetMinorityInterest,"1,702,987,000","1,688,751,000","1,121,394,000","943,953,000","771,387,000","759,946,000","306,069,000","447,034,000","195,406,000","161,494,000","467,486,588","379,054,717","156,375,291"
	CurrentLiabilities,"531,284,000","540,689,000","383,764,000","354,809,000","250,337,000","217,420,000","124,552,000","144,597,000","81,953,000","72,825,000","65,878,718","66,004,768","33,227,016"
		PayablesAndAccruedExpenses,"379,953,000","366,681,000","273,289,000","259,649,000","218,870,000","173,917,000","117,487,000","140,385,000","79,165,000","60,614,000","58,677,986","59,420,484","29,915,853"
			Payables,"366,643,000","356,950,000","211,006,000","210,010,000","177,452,000","159,836,000","95,636,000","123,735,000","68,071,000","58,011,000","50,016,173","54,313,384","27,150,983"
				AccountsPayable,"361,571,000","351,878,000","211,006,000","209,945,000","177,297,000","159,836,000","95,636,000","123,735,000","68,071,000","58,011,000","50,016,173","54,313,384","27,150,983"
