name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
OperatingCashFlow,"149,400,000","160,200,000","-14,300,000","-47,700,000","10,200,000","200,200,000","-13,300,000","-45,400,000","5,300,000","228,600,000","68,200,000","-11,800,000","-20,300,000","123,500,000","25,300,000","-16,200,000","8,600,000","173,000,000","20,200,000","-16,500,000","19,900,000","123,300,000","60,200,000","-42,800,000","57,300,000","92,600,000","42,800,000","-17,100,000","-10,200,000","122,400,000","113,200,000","-32,100,000","1,100,000","160,700,000","96,200,000","-33,700,000","47,000,000","128,800,000","19,500,000","16,700,000","18,600,000","96,900,000","51,500,000","6,700,000","23,300,000","170,800,000","73,100,000","-3,000,000","33,800,000","137,300,000","50,400,000","-19,800,000","-23,700,000","112,000,000","77,700,000","-1,900,000","32,800,000","145,500,000","31,400,000","-22,900,000","29,600,000","80,400,000","16,300,000","-16,100,000","-17,200,000","112,600,000","17,800,000","-33,300,000","12,800,000","90,600,000","12,900,000","-21,600,000","6,700,000","101,700,000"
	CashFlowFromContinuingOperatingActivities,,"160,200,000","-14,300,000",,"10,200,000","200,200,000","-13,300,000","-45,400,000","5,300,000","228,600,000","68,200,000","-11,800,000","-20,300,000","123,500,000","25,300,000","-16,200,000","8,600,000","173,000,000","20,200,000","-16,500,000","19,900,000","123,300,000","60,200,000","-42,800,000","57,300,000","92,600,000","42,800,000","-17,100,000","-10,200,000","122,400,000","113,200,000","-32,100,000","1,100,000","160,700,000","96,200,000","-33,700,000","47,000,000","128,800,000","19,500,000","16,700,000","18,600,000","96,900,000","51,500,000","6,700,000","23,300,000","170,800,000","73,100,000","-3,000,000","33,800,000","137,300,000","50,400,000","-19,800,000","-23,700,000","112,000,000","77,700,000","-1,900,000","32,800,000","145,500,000","31,400,000","-22,900,000","29,600,000","80,400,000","16,300,000","-16,100,000","-17,200,000","112,600,000","17,800,000","-33,300,000","12,800,000","90,600,000","12,900,000","-21,600,000","6,700,000","101,700,000"
		NetIncomeFromContinuingOperations,,"-12,100,000","2,400,000",,"66,300,000","-223,600,000","32,300,000","-2,100,000","1,700,000","27,600,000","56,100,000","10,600,000","-11,800,000","7,600,000","51,000,000","12,800,000","-7,600,000","12,600,000","-4,400,000","32,000,000","-6,400,000","21,500,000","97,600,000","9,100,000","6,300,000","49,700,000","58,400,000","27,000,000","13,200,000","60,600,000","80,500,000","87,900,000","-700,000","50,200,000","58,400,000","15,400,000","10,600,000","46,400,000",,,,,,,,"56,500,000","61,100,000","19,300,000","11,300,000","58,900,000","62,500,000","25,700,000","14,100,000","61,600,000","80,100,000","28,700,000","1,600,000","49,100,000","50,400,000","6,700,000","-3,200,000","26,100,000","26,200,000","2,300,000","-2,100,000","28,600,000","13,400,000","-4,400,000","-700,000","22,600,000","19,900,000","5,500,000","-5,900,000","30,300,000"
		OperatingGainsLosses,,"-17,400,000","2,200,000",,"-62,800,000","5,600,000","4,500,000","4,000,000","5,200,000","-17,900,000","12,700,000","1,900,000","-600,000","300,000","-1,100,000","1,400,000",,,"-200,000","-400,000",,,"-59,000,000","400,000","1,800,000","-400,000",,,,,"0","0",,,,,,,"0","0",,,,,,,,,,,"0","0",,,"13,500,000","1,100,000","-500,000","900,000",,,"600,000","600,000",,,"-6,400,000","7,100,000","37,600,000","8,400,000","7,000,000","10,100,000","7,200,000","9,600,000","6,100,000","6,100,000"
			NetForeignCurrencyExchangeGainLoss,,"-17,400,000","2,200,000",,"-30,800,000","5,600,000","5,600,000","4,200,000","5,400,000","-18,000,000","13,000,000","2,300,000","-500,000","200,000","-1,000,000","2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,"-1,000,000","-300,000","-200,000","100,000","-300,000","-400,000","-100,000","100,000","-100,000","-600,000",,,"-200,000","-400,000","-200,000","0","-59,600,000","400,000","1,700,000","-400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,,"27,900,000","28,300,000",,"30,100,000","34,600,000","34,300,000","35,600,000","34,900,000","33,100,000","35,100,000","33,900,000","33,900,000","35,000,000","33,300,000","34,000,000","35,300,000","34,300,000","33,100,000","32,700,000","28,000,000","28,400,000","27,600,000","21,800,000","21,000,000","19,900,000","20,500,000","19,600,000","19,100,000","19,100,000","20,800,000","20,000,000","18,800,000","18,400,000","19,600,000","18,000,000","18,100,000","17,300,000","17,300,000","15,700,000","15,800,000","15,700,000","15,900,000","16,000,000","16,400,000","16,400,000","15,700,000","12,200,000","12,000,000","12,100,000","12,000,000","10,900,000","10,600,000","10,200,000","10,600,000","9,300,000","10,500,000","11,000,000","11,600,000","9,800,000","9,700,000","10,200,000","10,700,000","10,200,000","10,600,000","10,400,000","12,000,000","11,200,000","10,900,000","11,800,000","11,400,000","10,700,000","10,400,000","11,100,000"
			DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,300,000","10,500,000","11,000,000","11,600,000","9,800,000","9,700,000","10,200,000","10,700,000","10,200,000","10,600,000","10,400,000","12,000,000","11,200,000","10,900,000","11,800,000","11,400,000","10,700,000","10,400,000","11,100,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,100,000","10,700,000","11,300,000","9,500,000","9,300,000","9,900,000","10,300,000","9,900,000","10,200,000","10,100,000","11,400,000","10,700,000","10,300,000","11,200,000","10,900,000","10,100,000","9,800,000","10,500,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400,000","300,000","300,000","300,000","400,000","300,000","400,000","300,000","400,000","300,000","600,000","500,000","600,000","600,000","500,000","600,000","600,000","600,000"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400,000","300,000","300,000","300,000","400,000","300,000","400,000","300,000","400,000","300,000","600,000","500,000","600,000","600,000","500,000","600,000","600,000","600,000"
		DeferredTax,,"17,600,000","-1,400,000",,"-10,900,000","-1,000,000","500,000","-1,700,000","-900,000","7,500,000","-1,600,000","-400,000","-9,700,000","-100,000","-16,400,000","-2,100,000","1,500,000","300,000","-4,600,000","-11,300,000","600,000","-1,200,000","-6,800,000","-400,000","-3,000,000","-1,100,000","-1,300,000","-1,500,000","-1,800,000","4,500,000","-9,400,000","10,700,000","-700,000","3,000,000","-3,400,000","1,800,000","800,000","600,000","2,400,000","-2,400,000","100,000","300,000","-900,000","900,000","1,200,000","3,300,000","3,500,000","-600,000","5,500,000","-700,000","16,100,000","-3,900,000","11,600,000","1,800,000","7,000,000","300,000","9,200,000","-300,000","13,400,000","-7,200,000","-3,700,000","-2,800,000","-11,900,000","800,000","-8,600,000","-3,500,000","900,000","-5,800,000","-5,200,000","1,300,000","-9,000,000","-15,000,000","1,200,000","200,000"
			DeferredIncomeTax,,"17,600,000","-1,400,000",,"-10,900,000","-1,000,000","500,000","-1,700,000","-900,000","7,500,000","-1,600,000","-400,000","-9,700,000","-100,000","-16,400,000","-2,100,000","1,500,000","300,000","-4,600,000","-11,300,000","600,000","-1,200,000","-6,800,000","-400,000","-3,000,000","-1,100,000","-1,300,000","-1,500,000","-1,800,000","4,500,000","-9,400,000","10,700,000","-700,000","3,000,000","-3,400,000","1,800,000","800,000","600,000","2,400,000","-2,400,000","100,000","300,000","-900,000","900,000","1,200,000","3,300,000","3,500,000","-600,000","5,500,000","-700,000","16,100,000","-3,900,000","11,600,000","1,800,000","7,000,000","300,000","9,200,000","-300,000","13,400,000","-7,200,000","-3,700,000","-2,800,000","-11,900,000","800,000","-8,600,000","-3,500,000","900,000","-5,800,000","-5,200,000","1,300,000","-9,000,000","-15,000,000","1,200,000","200,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,000","300,000","400,000","400,000","400,000","300,000","400,000","400,000","300,000","300,000","300,000","300,000","300,000","300,000","300,000",,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,"16,300,000","8,400,000",,"-15,500,000","253,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,100,000",,,,"700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
