name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TotalAssets,"10,129,000,000","10,219,000,000","10,357,000,000","10,379,000,000","10,971,000,000","11,443,000,000","11,339,000,000","11,363,000,000","18,465,000,000","17,578,000,000","17,484,000,000","17,913,000,000","18,361,000,000","18,693,000,000","18,327,000,000","18,219,000,000","18,219,000,000","18,718,000,000","19,237,000,000","19,106,000,000","20,157,000,000","20,038,000,000"
	CurrentAssets,"2,782,000,000","2,737,000,000","2,820,000,000","2,799,000,000","3,328,000,000","3,672,000,000","3,600,000,000","3,702,000,000","6,948,000,000","5,842,000,000","5,908,000,000","6,018,000,000","6,053,000,000","6,581,000,000","6,132,000,000","6,075,000,000","5,895,000,000","6,378,000,000","6,148,000,000","6,033,000,000","6,710,000,000","5,892,000,000"
		CashCashEquivalentsAndShortTermInvestments,"520,000,000","720,000,000","724,000,000","715,000,000","1,238,000,000","1,610,000,000","1,365,000,000","1,281,000,000","2,591,000,000","1,648,000,000","1,321,000,000","1,357,000,000","1,319,000,000","2,277,000,000","1,535,000,000","1,455,000,000","1,205,000,000","2,150,000,000","1,815,000,000","1,785,000,000","2,553,000,000","1,863,000,000"
			CashAndCashEquivalents,"520,000,000","720,000,000","724,000,000","715,000,000","1,238,000,000","1,610,000,000","1,365,000,000","1,281,000,000","2,591,000,000","1,648,000,000","1,321,000,000","1,357,000,000","1,319,000,000","2,277,000,000","1,535,000,000","1,455,000,000","1,205,000,000","2,150,000,000","1,815,000,000","1,785,000,000","2,553,000,000","1,863,000,000"
		Receivables,"529,000,000","420,000,000","465,000,000","416,000,000","435,000,000","357,000,000","430,000,000","527,000,000","1,534,000,000","1,451,000,000","1,773,000,000","1,795,000,000","1,816,000,000","1,498,000,000","1,658,000,000","1,637,000,000","1,663,000,000","1,374,000,000","1,523,000,000","1,527,000,000","1,510,000,000","1,451,000,000"
			AccountsReceivable,"479,000,000","367,000,000","408,000,000","316,000,000","339,000,000","328,000,000","310,000,000","364,000,000","1,290,000,000","967,000,000","1,116,000,000","1,155,000,000","1,170,000,000","1,047,000,000","1,147,000,000","1,159,000,000","1,179,000,000","1,035,000,000","1,150,000,000","1,170,000,000","1,148,000,000","974,000,000"
				GrossAccountsReceivable,"480,000,000","367,000,000","408,000,000","316,000,000","340,000,000","329,000,000","311,000,000","365,000,000","1,292,000,000","970,000,000","1,120,000,000","1,159,000,000","1,174,000,000","1,051,000,000","1,152,000,000","1,164,000,000","1,187,000,000","1,043,000,000","1,157,000,000","1,178,000,000","1,160,000,000","987,000,000"
				AllowanceForDoubtfulAccountsReceivable,"-1,000,000","0",,"0","-1,000,000","-1,000,000","-1,000,000","-1,000,000","-2,000,000","-3,000,000","-4,000,000","-4,000,000","-4,000,000","-4,000,000","-5,000,000","-5,000,000","-8,000,000","-8,000,000","-7,000,000","-8,000,000","-12,000,000","-13,000,000"
			OtherReceivables,"50,000,000","53,000,000","57,000,000","100,000,000","96,000,000","29,000,000","120,000,000","163,000,000","244,000,000","484,000,000","657,000,000","640,000,000","646,000,000","451,000,000","511,000,000","478,000,000","484,000,000","339,000,000","373,000,000","357,000,000","362,000,000","477,000,000"
		Inventory,"1,483,000,000","1,402,000,000","1,420,000,000","1,456,000,000","1,453,000,000","1,488,000,000","1,592,000,000","1,673,000,000","2,512,000,000","2,429,000,000","2,555,000,000","2,606,000,000","2,612,000,000","2,492,000,000","2,622,000,000","2,659,000,000","2,648,000,000","2,480,000,000","2,453,000,000","2,416,000,000","2,328,000,000","2,253,000,000"
			RawMaterials,"320,000,000","293,000,000","301,000,000","300,000,000","310,000,000","331,000,000","370,000,000","384,000,000","437,000,000","442,000,000","449,000,000","458,000,000","465,000,000","453,000,000","488,000,000","492,000,000","524,000,000","462,000,000","470,000,000","464,000,000","457,000,000","484,000,000"
			WorkInProcess,"676,000,000","631,000,000","640,000,000","656,000,000","627,000,000","629,000,000","683,000,000","764,000,000","1,352,000,000","1,316,000,000","1,410,000,000","1,447,000,000","1,448,000,000","1,371,000,000","1,467,000,000","1,485,000,000","1,406,000,000","1,349,000,000","1,332,000,000","1,300,000,000","1,223,000,000","1,144,000,000"
			FinishedGoods,"487,000,000","478,000,000","479,000,000","500,000,000","516,000,000","528,000,000","539,000,000","525,000,000","723,000,000","671,000,000","696,000,000","701,000,000","699,000,000","668,000,000","667,000,000","682,000,000","718,000,000","669,000,000","651,000,000","652,000,000","648,000,000","625,000,000"
		PrepaidAssets,"248,000,000","195,000,000","211,000,000","211,000,000","202,000,000","217,000,000","213,000,000","221,000,000","311,000,000","314,000,000","259,000,000","260,000,000","306,000,000","314,000,000","317,000,000","324,000,000","379,000,000","374,000,000","357,000,000","305,000,000","319,000,000","325,000,000"
		RestrictedCash,"2,000,000",,,"1,000,000",,,,,,"55,000,000",,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,"0","0","0",,,,,,,,,,,,,,"0"
	TotalNonCurrentAssets,"7,347,000,000","7,482,000,000","7,537,000,000","7,580,000,000","7,643,000,000","7,771,000,000","7,739,000,000","7,661,000,000","11,517,000,000","11,736,000,000","11,576,000,000","11,895,000,000","12,308,000,000","12,112,000,000","12,195,000,000","12,144,000,000","12,324,000,000","12,340,000,000","13,089,000,000","13,073,000,000","13,447,000,000","14,146,000,000"
		NetPPE,"2,400,000,000","2,575,000,000","2,483,000,000","2,515,000,000","2,524,000,000","2,592,000,000","2,552,000,000","2,558,000,000","5,358,000,000","5,715,000,000","5,377,000,000","5,517,000,000","5,727,000,000","5,704,000,000","5,645,000,000","5,582,000,000","5,628,000,000","5,594,000,000","5,526,000,000","5,507,000,000","5,473,000,000","5,499,000,000"
			GrossPPE,"5,170,000,000","5,347,000,000","5,219,000,000","5,216,000,000","5,168,000,000","5,218,000,000","5,112,000,000","5,064,000,000","12,324,000,000","12,789,000,000","12,447,000,000","12,530,000,000","12,538,000,000","12,473,000,000","12,423,000,000","12,256,000,000","12,349,000,000","11,986,000,000","11,791,000,000","11,738,000,000","11,633,000,000","11,572,000,000"
				LandAndImprovements,"90,000,000","91,000,000","92,000,000","92,000,000","92,000,000","98,000,000","97,000,000","96,000,000","118,000,000","128,000,000","133,000,000","136,000,000","137,000,000","136,000,000","138,000,000","139,000,000","142,000,000","140,000,000",,,,"135,000,000"
				BuildingsAndImprovements,"959,000,000","1,034,000,000","1,024,000,000","1,025,000,000","1,020,000,000","1,033,000,000","1,016,000,000","1,004,000,000","2,468,000,000","2,385,000,000","2,349,000,000","2,378,000,000","2,357,000,000","2,364,000,000","2,374,000,000","2,376,000,000","2,413,000,000","2,395,000,000",,,,"2,296,000,000"
				MachineryFurnitureEquipment,"3,961,000,000","3,932,000,000","3,940,000,000","3,910,000,000","3,856,000,000","3,879,000,000","3,816,000,000","3,767,000,000","9,364,000,000","9,293,000,000","9,224,000,000","9,249,000,000","9,267,000,000","9,234,000,000","9,244,000,000","9,148,000,000","9,222,000,000","8,830,000,000",,,,"8,358,000,000"
				OtherProperties,,"108,000,000",,,,,,,,"252,000,000",,,,,,,,,,,,
				ConstructionInProgress,"160,000,000","182,000,000","163,000,000","189,000,000","200,000,000","208,000,000","183,000,000","197,000,000","374,000,000","731,000,000","741,000,000","767,000,000","777,000,000","739,000,000","667,000,000","593,000,000","572,000,000","621,000,000",,,,"783,000,000"
