name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
OperatingCashFlow,"-23,988,000","-7,241,000","-3,752,000","-9,264,000","-3,731,000","-446,000","2,448,000","-4,202,000","-1,845,000","-895,000"
	CashFlowFromContinuingOperatingActivities,"-23,988,000","-7,241,000","-3,752,000","-9,264,000","-3,731,000","-446,000","2,447,000","-4,202,000","-1,845,000","-895,000"
		NetIncomeFromContinuingOperations,"-27,156,000","-9,036,000","-6,619,000","-6,418,000","-5,083,000","-2,432,000","2,567,000","-2,655,000","-1,973,000","-1,607,000"
		OperatingGainsLosses,,"-90,000","0",,,,"0",,,
			GainLossOnInvestmentSecurities,,"-90,000","0",,,,,,,
		DepreciationAmortizationDepletion,"902,000","334,000","276,000","189,000","103,000","117,000","208,000","335,000","363,000","304,000"
			DepreciationAndAmortization,"902,000","334,000","276,000","189,000","103,000","117,000","208,000","335,000","363,000","304,000"
		ProvisionandWriteOffofAssets,"622,000","27,000","368,000","107,000","120,000","-104,000","620,000","100,000","514,000","126,000"
		StockBasedCompensation,"4,416,000","1,409,000","1,293,000","839,000","875,000","402,000","337,000","125,000","248,000","209,000"
		OtherNonCashItems,"514,000","381,000","43,000","45,000","45,000","43,000","53,000","50,000","53,000","65,000"
		ChangeInWorkingCapital,"-3,124,000","-266,000","887,000","-3,954,000","209,000","1,528,000","-1,481,000","-2,796,000","-1,050,000","8,000"
			ChangeInReceivables,"-5,453,000","2,542,000","-6,973,000","-1,764,000","742,000","3,769,000","-5,056,000","-2,767,000","-275,000","3,807,000"
				ChangesInAccountReceivables,"-5,453,000","2,542,000","-6,973,000","-1,764,000","742,000","3,769,000","-5,056,000","-2,767,000","-275,000","3,807,000"
			ChangeInInventory,"-4,114,000","-548,000","-378,000","-2,799,000","-389,000","478,000","1,338,000","-2,150,000","-1,230,000","-1,360,000"
			ChangeInPrepaidAssets,"-805,000","1,233,000","751,000","-249,000","-2,540,000","-379,000","35,000","-316,000","31,000","147,000"
			ChangeInPayablesAndAccruedExpense,"7,515,000","-3,226,000","7,487,000","858,000","2,396,000","-2,340,000","2,202,000","2,437,000","424,000","-2,586,000"
				ChangeInPayable,"2,357,000","-607,000","1,614,000","-479,000","1,829,000","-1,173,000","-808,000","1,071,000","-394,000","1,465,000"
					ChangeInAccountPayable,"2,357,000","-607,000","1,614,000","-479,000","1,829,000","-1,173,000","-808,000","1,071,000","-394,000","1,465,000"
				ChangeInAccruedExpense,"5,158,000","-2,619,000","5,873,000","1,337,000","567,000","-1,167,000","3,010,000","1,366,000","818,000","-4,051,000"
			ChangeInOtherCurrentAssets,,"-134,000",,,,,,,,
			ChangeInOtherCurrentLiabilities,,"-133,000",,,,,,,,
InvestingCashFlow,"-3,990,000","-1,481,000","-900,000","-939,000","-670,000","-196,000","-88,000","-58,000","-249,000","-674,000"
	CashFlowFromContinuingInvestingActivities,"-3,990,000","-1,481,000","-900,000","-939,000","-670,000","-196,000","-88,000","-58,000","-249,000","-674,000"
		NetPPEPurchaseAndSale,"-3,990,000","-1,481,000","-900,000","-939,000","-670,000","-196,000","-88,000","-58,000","-249,000","-674,000"
			PurchaseOfPPE,"-3,990,000","-1,481,000","-900,000","-939,000","-670,000","-196,000","-88,000","-58,000","-249,000","-674,000"
FinancingCashFlow,"110,243,000","1,372,000","1,026,000","41,000","107,804,000","-1,219,000","323,000","9,351,000","1,796,000","33,000"
	CashFlowFromContinuingFinancingActivities,"110,243,000","1,372,000","1,026,000","41,000","107,804,000","-1,219,000","323,000","9,351,000","1,796,000","33,000"
		NetIssuancePaymentsOfDebt,"0","0","0","0","0","-1,788,000","0","9,530,000","1,788,000","0"
			NetLongTermDebtIssuance,"0","0","0","0","0","-1,788,000","0","9,530,000","1,788,000","0"
				LongTermDebtIssuance,,,"0","0",,,"0","29,530,000",,
				LongTermDebtPayments,"0","0","0","0","0","-1,788,000","0","-20,000,000","0","0"
		NetCommonStockIssuance,,,"0","0",,,,"0",,
			CommonStockIssuance,,,"0","0",,,,"0",,
		ProceedsFromStockOptionExercised,"2,633,000","1,372,000","1,026,000","41,000","194,000","569,000","323,000","0","0","41,000"
		NetOtherFinancingCharges,,,,,,,"0",,,"-8,000"
EndCashPosition,"98,483,000","98,483,000","105,833,000","109,459,000","119,621,000","16,218,000","18,079,000","15,396,000","10,305,000","10,603,000"
	ChangesInCash,"82,265,000","-7,350,000","-3,626,000","-10,162,000","103,403,000","-1,861,000","2,683,000","5,091,000","-298,000","-1,536,000"
	BeginningCashPosition,"16,218,000","105,833,000","109,459,000","119,621,000","16,218,000","18,079,000","15,396,000","10,305,000","10,603,000","12,139,000"
InterestPaidSupplementalData,"2,906,000","951,000","983,000","0","972,000","1,945,000","0","1,146,000","0","0"
CapitalExpenditure,"-3,990,000","-1,481,000","-900,000","-939,000","-670,000","-196,000","-88,000","-58,000","-249,000","-674,000"
IssuanceOfCapitalStock,,,"0","0",,,,"0",,
IssuanceOfDebt,,,"0","0",,,"0","29,530,000",,
RepaymentOfDebt,"0","0","0","0","0","-1,788,000","0","-20,000,000","0","0"
FreeCashFlow,"-27,978,000","-8,722,000","-4,652,000","-10,203,000","-4,401,000","-642,000","2,360,000","-4,260,000","-2,094,000","-1,569,000"
