name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
TotalRevenue,"2,037,300,000","562,900,000","496,000,000","499,800,000","478,600,000","465,000,000","414,900,000","416,900,000","386,000,000","421,000,000","372,700,000","437,400,000","484,500,000","436,500,000","349,400,000","410,300,000","471,800,000","430,400,000","453,300,000","464,500,000","441,400,000","369,800,000","333,700,000","356,100,000","356,100,000","318,400,000","287,000,000","336,500,000","360,200,000","365,100,000","373,500,000","414,800,000","443,500,000","420,100,000","368,600,000","419,100,000","481,100,000","463,600,000","396,800,000","472,900,000","545,300,000","561,300,000","437,400,000","548,000,000","537,500,000","420,400,000","373,300,000","376,600,000","380,100,000","319,700,000","301,800,000","310,100,000","282,000,000","248,000,000","246,900,000","345,600,000","391,900,000","332,500,000","310,400,000","343,300,000","342,600,000","314,000,000","298,415,000","331,653,000","345,101,000","304,279,000","301,054,000","292,113,000","311,688,000","291,874,000","283,486,000","286,058,000","295,789,000","263,267,000","245,642,000","242,931,000","266,631,000","252,973,000"
	OperatingRevenue,"2,037,300,000","562,900,000","496,000,000","499,800,000","478,600,000","465,000,000","414,900,000","416,900,000","386,000,000","421,000,000","372,700,000","437,400,000","484,500,000","436,500,000","349,400,000","410,300,000","471,800,000","430,400,000","453,300,000","464,500,000","441,400,000","369,800,000","333,700,000","356,100,000","356,100,000","318,400,000","287,000,000","336,500,000","360,200,000","365,100,000","373,500,000","414,800,000","443,500,000","420,100,000","368,600,000","419,100,000","481,100,000","463,600,000","396,800,000","472,900,000","545,300,000","561,300,000","437,400,000","548,000,000","537,500,000","420,400,000","373,300,000","376,600,000","380,100,000","319,700,000","301,800,000","310,100,000","282,000,000","248,000,000","246,900,000","345,600,000","391,900,000","332,500,000","310,400,000","343,300,000","342,600,000","314,000,000","298,415,000","331,653,000","345,101,000","304,279,000","301,054,000","292,113,000","311,688,000","291,874,000","283,486,000","286,058,000","295,789,000","263,267,000","245,642,000","242,931,000","266,631,000","252,973,000"
CostOfRevenue,"1,537,500,000","413,600,000","377,500,000","376,800,000","369,600,000","369,300,000","328,200,000","336,300,000","290,200,000","332,900,000","293,000,000","349,700,000","375,000,000","327,200,000","252,900,000","291,200,000","300,000,000","255,600,000","279,800,000","312,300,000","311,600,000","266,400,000","248,100,000","280,600,000","300,600,000","278,000,000","261,800,000","293,300,000","313,700,000","287,700,000","293,800,000","319,100,000","349,700,000","339,600,000","317,100,000","371,900,000","471,500,000","459,700,000","347,200,000","386,900,000","382,000,000","299,800,000","243,300,000","337,100,000","340,500,000","274,000,000","269,900,000","280,400,000","294,900,000","259,200,000","249,300,000","250,600,000","267,900,000","243,900,000","193,000,000","295,200,000","332,700,000","275,400,000","259,900,000","276,400,000","279,000,000","243,600,000","220,088,000","256,225,000","263,107,000","229,495,000","228,959,000","216,193,000","217,048,000","207,677,000","217,195,000","219,382,000","227,505,000","202,231,000","175,739,000","177,432,000","197,649,000","188,417,000"
GrossProfit,"499,800,000","149,300,000","118,500,000","123,000,000","109,000,000","95,700,000","86,700,000","80,600,000","95,800,000","88,100,000","79,700,000","87,700,000","109,500,000","109,300,000","96,500,000","119,100,000","171,800,000","174,800,000","173,500,000","152,200,000","129,800,000","103,400,000","85,600,000","75,500,000","55,500,000","40,400,000","25,200,000","43,200,000","46,500,000","77,400,000","79,700,000","95,700,000","93,800,000","80,500,000","51,500,000","47,200,000","9,600,000","3,900,000","49,600,000","86,000,000","163,300,000","261,500,000","194,100,000","210,900,000","197,000,000","146,400,000","103,400,000","96,200,000","85,200,000","60,500,000","52,500,000","59,500,000","14,100,000","4,100,000","53,900,000","50,400,000","59,200,000","57,100,000","50,500,000","66,900,000","63,600,000","70,400,000","78,327,000","75,428,000","81,994,000","74,784,000","72,095,000","75,920,000","94,640,000","84,197,000","66,291,000","66,676,000","68,284,000","61,036,000","69,903,000","65,499,000","68,982,000","64,556,000"
OperatingExpense,"264,000,000","64,500,000","66,900,000","66,900,000","65,700,000","61,200,000","58,900,000","58,400,000","56,700,000","56,800,000","58,700,000","60,400,000","61,900,000","61,200,000","57,600,000","60,400,000","61,700,000","62,300,000","57,200,000","56,300,000","56,200,000","50,900,000","44,700,000","46,500,000","46,900,000","43,000,000","43,400,000","45,700,000","56,600,000","46,800,000","48,500,000","50,700,000","52,100,000","51,800,000","49,300,000","83,900,000","54,400,000","52,600,000","59,600,000","43,300,000","47,100,000","48,800,000","43,500,000","52,400,000","52,800,000","43,700,000","42,300,000","39,200,000","46,400,000","41,400,000","34,500,000","40,000,000","33,400,000","30,400,000","34,000,000","42,500,000","49,500,000","47,400,000","40,600,000","44,800,000","40,000,000","41,100,000","40,517,000","41,167,000","45,239,000","40,401,000","39,124,000","37,704,000","36,941,000","37,748,000","44,932,000","37,743,000","29,222,000","35,437,000","39,431,000","31,205,000","34,605,000","31,206,000"
	SellingGeneralAndAdministration,"267,300,000","61,400,000","78,800,000","64,200,000","62,900,000","58,000,000","70,600,000","55,600,000","52,700,000","53,500,000","70,800,000","56,900,000","57,900,000","57,700,000","69,100,000","57,300,000","58,000,000","58,400,000","68,700,000","53,000,000","52,600,000","46,800,000","55,600,000","43,600,000","45,000,000","41,100,000","54,300,000","42,300,000","51,600,000","43,400,000","56,500,000","47,700,000","49,100,000","49,100,000","95,700,000","44,700,000","49,300,000","49,400,000","58,100,000","43,300,000","47,100,000","48,800,000","50,300,000","49,900,000","51,100,000","43,700,000","43,400,000","41,900,000","41,300,000","40,100,000","40,100,000","39,200,000","34,700,000","34,300,000","33,200,000","43,900,000","47,000,000","47,400,000","40,200,000","41,800,000","40,700,000","41,100,000","41,388,000","40,732,000","42,582,000","39,138,000","34,807,000","37,952,000","39,292,000","38,678,000","41,048,000","36,366,000","35,811,000","35,244,000","38,527,000","29,705,000","30,975,000","29,379,000"
		GeneralAndAdministrativeExpense,,,"67,400,000",,"62,900,000","58,000,000","70,600,000","55,600,000","52,700,000","53,500,000","70,800,000","56,900,000","57,900,000","57,700,000","69,100,000","57,300,000","58,000,000","58,400,000","68,700,000","53,000,000","52,600,000","46,800,000","55,600,000","43,600,000","45,000,000","41,100,000","54,300,000","42,300,000","51,600,000","43,400,000","56,500,000","47,700,000","49,100,000","49,100,000","95,700,000","44,700,000","49,300,000","49,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,"4,300,000","4,300,000","5,000,000","5,000,000","4,700,000","4,700,000","3,800,000","3,800,000","3,800,000","3,800,000","3,700,000","3,700,000","3,800,000","3,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,"67,400,000",,"62,900,000","58,000,000","70,600,000","55,600,000","52,700,000","53,500,000","70,800,000","56,900,000","57,900,000","57,700,000","69,100,000","57,300,000","58,000,000","58,400,000","68,700,000","53,000,000","52,600,000","46,800,000","55,600,000","43,600,000","45,000,000","41,100,000","54,300,000","42,300,000","51,600,000","43,400,000","56,500,000","47,700,000","49,100,000","49,100,000","95,700,000","44,700,000","49,300,000","49,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"-3,300,000","3,100,000","-11,900,000","2,700,000","2,800,000","3,200,000","-11,700,000","2,800,000","4,000,000","3,300,000","-12,100,000","3,500,000","4,000,000","3,500,000","-11,500,000","3,100,000","3,700,000","3,900,000","-11,500,000","3,300,000","3,600,000","4,100,000","-10,900,000","2,900,000","1,900,000","1,900,000","-10,900,000","3,400,000","5,000,000","3,400,000","-8,000,000","3,000,000","3,000,000","2,700,000","-46,400,000","39,200,000","5,100,000","3,200,000",,,,,,"2,500,000","1,700,000",,,"-2,700,000","5,100,000","1,300,000","-5,600,000","800,000","-1,300,000","-3,900,000","800,000","-1,400,000","2,500,000",,"400,000","3,000,000","-700,000",,"-871,000","435,000","2,657,000","1,263,000","4,317,000","-248,000","-2,351,000","-930,000","3,884,000","1,377,000","-6,589,000","193,000","904,000","1,500,000","3,630,000","1,827,000"
OperatingIncome,"235,800,000","84,800,000","51,600,000","56,100,000","43,300,000","34,500,000","27,800,000","22,200,000","39,100,000","31,300,000","21,000,000","27,300,000","47,600,000","48,100,000","38,900,000","58,700,000","110,100,000","112,500,000","116,300,000","95,900,000","73,600,000","52,500,000","40,900,000","29,000,000","8,600,000","-2,600,000","-18,200,000","-2,500,000","-10,100,000","30,600,000","31,200,000","45,000,000","41,700,000","28,700,000","2,200,000","-36,700,000","-44,800,000","-48,700,000","-10,000,000","42,700,000","116,200,000","212,700,000","150,600,000","158,500,000","144,200,000","102,700,000","61,100,000","57,000,000","38,800,000","19,100,000","18,000,000","19,500,000","-19,300,000","-26,300,000","19,900,000","7,900,000","9,700,000","9,700,000","9,900,000","22,100,000","23,600,000","29,300,000","37,810,000","34,261,000","36,755,000","34,383,000","32,971,000","38,216,000","57,699,000","46,449,000","21,359,000","28,933,000","39,062,000","25,599,000","30,472,000","34,294,000","34,377,000","33,350,000"
NetNonOperatingInterestIncomeExpense,"-18,700,000","-4,400,000","-4,400,000","-4,800,000","-5,100,000","-4,900,000","-4,600,000","-4,800,000","-4,400,000","-3,400,000","-3,100,000","-3,200,000","-3,000,000","-2,700,000","-3,000,000","-3,400,000","-3,800,000","-3,800,000","-3,800,000","-4,600,000","-4,700,000","-4,500,000","-5,000,000","-5,100,000","-4,900,000","-4,900,000","-5,000,000","-4,000,000","-4,300,000","-4,400,000","-4,100,000","-3,700,000","-4,400,000","-3,800,000","-2,700,000","-4,200,000","-5,400,000","-6,100,000","-4,300,000","-4,700,000","-4,700,000","-4,000,000","-4,000,000","-7,000,000","-6,800,000","-7,900,000","-9,000,000","-9,000,000","-9,700,000","-10,400,000","-10,700,000","-10,400,000","-10,200,000","-9,700,000",,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"400,000","100,000","200,000","0","100,000","100,000","300,000","100,000","200,000","1,200,000","1,500,000","1,400,000","1,700,000","2,100,000","1,800,000","1,500,000","1,200,000","1,000,000","700,000","400,000","100,000","200,000","100,000","100,000","200,000","200,000","200,000","300,000","100,000","200,000","300,000","200,000","300,000","200,000","300,000","300,000","300,000","300,000","2,400,000","2,300,000","2,000,000","2,300,000","2,500,000","1,100,000","1,700,000","1,700,000","600,000","0","0",,"100,000","100,000","100,000","0",,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"19,100,000","4,500,000","4,600,000","4,800,000","5,200,000","5,000,000","4,900,000","4,900,000","4,600,000","4,600,000","4,600,000","4,600,000","4,700,000","4,800,000","4,800,000","4,900,000","5,000,000","4,800,000","4,500,000","5,000,000","4,800,000","4,700,000","5,100,000","5,200,000","5,100,000","5,100,000","5,200,000","4,300,000","4,400,000","4,600,000","4,400,000","3,900,000","4,700,000","4,000,000","3,000,000","4,500,000","5,700,000","6,400,000","6,700,000","7,000,000","6,700,000","6,300,000","6,500,000","8,100,000","8,500,000","9,600,000","9,600,000","9,000,000","9,700,000","10,400,000","10,800,000","10,500,000","10,300,000","9,700,000",,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-13,500,000","-4,600,000","-2,400,000","-3,200,000","-3,300,000","-4,000,000","-12,200,000","-7,500,000","-11,000,000","7,500,000","-5,000,000","100,000","-3,700,000","-2,300,000","1,400,000","-8,600,000","3,800,000","-9,000,000","100,000","-11,400,000","-3,500,000","-200,000","2,000,000","-1,000,000","1,900,000","2,300,000","-1,500,000","-12,700,000","-300,000","1,600,000","300,000","2,900,000","2,600,000","-2,700,000","-3,200,000","-2,600,000","-2,900,000","-4,800,000","7,200,000","-4,200,000","-12,800,000","-3,300,000","-7,800,000","-1,800,000","0","-3,600,000","0","0","0","0","0","0","0","0","-800,000","1,400,000","-2,500,000","0","-400,000","-3,000,000","700,000",,"871,000","-435,000","-24,968,000","-1,263,000","-4,317,000","248,000","7,790,000","930,000","-3,884,000","-1,377,000","6,589,000","-193,000","-8,088,000","115,000","9,000","103,000"
	GainOnSaleOfSecurity,"1,900,000","-1,400,000","1,200,000","1,100,000","1,000,000","300,000","-7,000,000","-2,500,000","-6,300,000","10,700,000","-3,600,000","3,900,000","100,000","1,500,000","5,300,000","-4,900,000","7,600,000","-5,200,000","500,000","-4,300,000","-3,500,000","-200,000","2,300,000","-1,000,000","1,900,000","2,300,000","-700,000","-12,700,000","-300,000","1,600,000","1,200,000","2,900,000","2,600,000","-2,700,000","-2,400,000","-300,000","-2,900,000","1,800,000",,,"400,000","100,000",,,,"-1,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
