name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
TotalRevenue,"0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0"
OperatingExpense,"74,506,000","22,188,000","31,422,000","1,702,053","677,551","8,284,000"
	SellingGeneralAndAdministration,"36,985,000","9,290,000","20,864,000","1,702,053","677,551","2,632,000"
		GeneralAndAdministrativeExpense,"32,955,000","7,789,000","19,640,000","1,702,053","677,551","2,120,000"
			OtherGandA,"32,955,000","7,789,000","19,640,000","1,702,053","677,551","2,120,000"
		SellingAndMarketingExpense,"4,030,000","1,501,000","1,224,000","1,048,000",,"512,000"
	ResearchAndDevelopment,"37,521,000","12,898,000","10,558,000","7,672,000",,"5,652,000"
OperatingIncome,"-74,506,000","-22,188,000","-31,422,000","-1,702,053","-677,551","-8,284,000"
NetNonOperatingInterestIncomeExpense,"-1,858,000","-29,000","-193,000","-1,582,000",,"-57,000"
	InterestExpenseNonOperating,"1,858,000","29,000","193,000","1,582,000",,"57,000"
OtherIncomeExpense,"-251,544,000","16,508,000","-149,111,000","-2,227,765","-6,107,055","-146,577,000"
	GainOnSaleOfSecurity,"-98,518,000","15,664,000","5,695,000","-2,232,690","-6,107,055","-146,567,000"
	SpecialIncomeCharges,"-153,966,000","840,000","-154,806,000",,,"0"
		OtherSpecialCharges,,"-840,000","154,806,000",,,
	OtherNonOperatingIncomeExpenses,"940,000","4,000",,"4,925",,"-10,000"
PretaxIncome,"-327,908,000","-5,709,000","-180,726,000","-3,929,818","-6,784,606","-154,918,000"
TaxProvision,,,,"0",,
NetIncomeCommonStockholders,"-327,908,000","-5,709,000","-180,726,000","-3,929,818","-6,784,606","-154,918,000"
	NetIncome,"-327,908,000","-5,709,000","-180,726,000","-3,929,818","-6,784,606","-154,918,000"
		NetIncomeIncludingNoncontrollingInterests,"-327,908,000","-5,709,000","-180,726,000","-3,929,818","-6,784,606","-154,918,000"
			NetIncomeContinuousOperations,"-327,908,000","-5,709,000","-180,726,000","-3,929,818","-6,784,606","-154,918,000"
DilutedNIAvailtoComStockholders,"-327,908,000","-5,709,000","-180,726,000","-3,929,818","-6,784,606","-154,918,000"
BasicEPS,,"-0.04","-1.33","-0.38","-0.05","-1.147"
DilutedEPS,,"-0.04","-1.33","-0.38","-0.05","-1.147"
BasicAverageShares,,"151,683,819","135,885,630","135,058,074","135,058,074","135,058,074"
DilutedAverageShares,,"151,683,819","135,885,630","135,058,074","135,058,074","135,058,074"
TotalOperatingIncomeAsReported,"-74,506,000","-22,188,000","-31,422,000","-1,702,053","-677,551","-8,284,000"
TotalExpenses,"74,506,000","22,188,000","31,422,000","1,702,053","677,551","8,284,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-327,908,000","-5,709,000","-180,726,000","-3,929,818","-6,784,606","-154,918,000"
NormalizedIncome,"-75,424,000","-22,213,000","-31,615,000","-1,697,128","-677,551","-8,351,000"
InterestExpense,"1,858,000","29,000","193,000","1,582,000",,"57,000"
NetInterestIncome,"-1,858,000","-29,000","-193,000","-1,582,000",,"-57,000"
EBIT,"-326,050,000","-5,680,000","-180,533,000","-1,702,053","-677,551","-154,861,000"
EBITDA,"-325,412,000"
ReconciledDepreciation,"638,000","196,000",,,,"130,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-327,908,000","-5,709,000","-180,726,000","-3,929,818","-6,784,606","-154,918,000"
TotalUnusualItemsExcludingGoodwill,"-252,484,000","16,504,000","-149,111,000","-2,232,690","-6,107,055","-146,567,000"
TotalUnusualItems,"-252,484,000","16,504,000","-149,111,000","-2,232,690","-6,107,055","-146,567,000"
NormalizedEBITDA,"-72,928,000","-21,988,000","-31,422,000","530,637","5,429,504","-8,164,000"
TaxRateForCalcs,"0","0","0","0","0","0"
TaxEffectOfUnusualItems,"0","0","0","0","0","0"
