name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,12/31/2010,09/30/2010,12/31/2009
TotalAssets,"1,639,517,000","1,689,152,000","1,555,040,000","1,573,060,000","1,507,443,000","1,504,102,000","1,510,022,000","1,491,020,000","1,189,866,000","1,160,282,000","1,106,909,000","1,063,675,000","1,025,448,000","977,811,000","922,512,000","852,799,000","825,160,000","424,464,000","385,478,000","346,370,000","322,256,000","309,568,000","285,116,000","218,633,000","194,474,000","188,730,000","166,770,000","154,168,000","139,637,000","137,508,000","126,325,000","94,190,000","97,520,000","110,995,000","123,765,000","131,973,000","79,061,000","93,989,000","67,014,000","79,965,000","43,202,000","53,730,000","32,302,000","47,009,000","57,502,221","79,899,000"
	CurrentAssets,"568,516,000","601,590,000","668,375,000","639,244,000","586,023,000","630,417,000","552,015,000","557,153,000","557,048,000","472,644,000","427,082,000","390,911,000","419,967,000","493,487,000","390,557,000","284,516,000","583,246,000","228,451,000","191,330,000","165,492,000","149,757,000","151,404,000","138,203,000","114,140,000","93,955,000","105,977,000","102,551,000","105,740,000","101,505,000","108,892,000","102,968,000","71,981,000","79,929,000","97,161,000","102,862,000","110,617,000","76,332,000","91,741,000","62,889,000","77,805,000","38,417,000","49,399,000","24,910,000","39,814,000","51,242,949","72,880,000"
		CashCashEquivalentsAndShortTermInvestments,"312,200,000","339,680,000","443,852,000","409,841,000","391,101,000","422,533,000","351,950,000","374,814,000","400,871,000","347,073,000","296,697,000","258,566,000","292,943,000","356,018,000","280,225,000","174,413,000","489,725,000","140,040,000","114,550,000","92,966,000","87,132,000","90,121,000","80,329,000","60,214,000","45,257,000","62,190,000","57,702,000","69,791,000","64,836,000","74,336,000","72,563,000","47,270,000","58,867,000","82,191,000","87,238,000","102,632,000","69,892,000","88,508,000","60,943,000","76,651,000","37,379,000","48,544,000","16,484,000","32,704,000","45,822,303","66,524,000"
			CashAndCashEquivalents,"115,715,000","203,434,000","215,281,000","223,771,000","255,642,000","288,640,000","204,293,000","210,975,000","225,767,000","181,381,000","116,889,000","87,344,000","122,778,000","192,248,000","123,818,000","35,205,000","444,140,000","100,304,000","81,924,000","61,737,000","59,599,000","66,398,000","54,305,000","36,156,000","19,830,000","34,152,000","26,294,000","33,110,000","25,810,000","36,396,000","37,780,000","11,956,000","12,252,000","32,980,000","22,945,000","33,907,000","18,909,000","40,302,000","23,412,000","47,242,000","15,866,000","48,544,000","16,484,000","23,740,000","25,255,918","31,406,000"
			OtherShortTermInvestments,"196,485,000","136,246,000","228,571,000","186,070,000","135,459,000","133,893,000","147,657,000","163,839,000","175,104,000","165,692,000","179,808,000","171,222,000","170,165,000","163,770,000","156,407,000","139,208,000","45,585,000","39,736,000","32,626,000","31,229,000","27,533,000","23,723,000","26,024,000","24,058,000","25,427,000","28,038,000","31,408,000","36,681,000","39,026,000","37,940,000","34,783,000","35,314,000","46,615,000","49,211,000","64,293,000","68,725,000","50,983,000","48,206,000","37,531,000","29,409,000","21,513,000","0","0","8,964,000","20,566,385","35,118,000"
		Receivables,"145,149,000","148,932,000","133,676,000","137,275,000","127,065,000","140,877,000","133,107,000","126,559,000","119,195,000","87,332,000","86,699,000","84,564,000","79,950,000","102,922,000","77,753,000","74,842,000","67,864,000","65,586,000","56,166,000","51,157,000","38,885,000","41,527,000","36,220,000","34,281,000","30,651,000","25,908,000","23,603,000","17,900,000","19,271,000","17,270,000","15,796,000","11,350,000","10,361,000","5,537,000","8,190,000","1,328,000","2,322,000","675,000","500,000",,,"128,000","3,978,000","158,000","3,118,869","3,742,000"
			AccountsReceivable,"145,149,000","148,932,000","133,676,000","137,275,000","127,065,000","140,877,000","133,107,000","126,559,000","119,195,000","87,332,000","86,699,000","84,564,000","79,950,000","102,922,000","77,753,000","74,842,000","67,864,000","65,586,000","56,166,000","51,157,000","38,885,000","41,527,000","36,220,000","34,281,000","30,651,000","25,908,000","23,603,000","17,900,000","19,271,000","17,270,000","15,303,000","10,854,000","9,725,000","5,054,000","7,208,000","537,000","1,650,000","11,000","500,000",,,"128,000","3,978,000","44,000","3,033,067","3,408,000"
				GrossAccountsReceivable,,"162,432,000",,,,"152,277,000",,,"129,495,000","98,332,000","97,099,000","96,564,000","87,750,000","114,422,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-13,500,000",,,,"-11,400,000",,,"-10,300,000","-11,000,000","-10,400,000","-12,000,000","-7,800,000","-11,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"493,000","496,000","636,000","483,000","982,000","791,000","672,000","664,000",,,,"0","0","114,000","85,802","334,000"
			OtherReceivables,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0",,,,"0","0","0","0"
		Inventory,"88,795,000","85,959,000","60,155,000","58,391,000","50,226,000","48,325,000","42,465,000","35,338,000","24,418,000","26,628,000","25,504,000","26,024,000","26,518,000","25,659,000","23,280,000","20,680,000","19,075,000","16,304,000","14,947,000","16,623,000","19,167,000","16,801,000","17,453,000","16,373,000","13,044,000","12,587,000","14,742,000","13,592,000","13,702,000","13,441,000","11,145,000","10,101,000","7,957,000","7,152,000","5,188,000","4,315,000","3,113,000","1,152,000","26,000",,,,,,,
			RawMaterials,"9,239,000","7,325,000","9,710,000","28,159,000","25,987,000","22,208,000","9,528,000","7,262,000","4,331,000","4,582,000","5,271,000","4,953,000","5,377,000","5,742,000","3,925,000","2,914,000","1,773,000","2,995,000","2,178,000","2,972,000","4,307,000","2,091,000","2,781,000","2,935,000","2,371,000","2,887,000","3,604,000","2,363,000","3,132,000","2,491,000","4,502,000","4,799,000","4,188,000","3,897,000","1,480,000","3,390,000","2,985,000","1,152,000",,,,,,,,
			WorkInProcess,"46,219,000","45,711,000","37,910,000","15,193,000","9,330,000","8,985,000","17,571,000","10,658,000","8,221,000","11,428,000","7,050,000","7,527,000","5,661,000","7,275,000","9,321,000","6,142,000","10,004,000","8,873,000","4,690,000","8,646,000","9,399,000","8,874,000","8,116,000","6,238,000","4,264,000","3,946,000","4,051,000","4,040,000","6,328,000","6,328,000","3,190,000","2,280,000","1,093,000","1,347,000","1,980,000",,"0","0",,,,,,,,
			FinishedGoods,"33,337,000","32,923,000","12,535,000","15,039,000","14,909,000","17,132,000","15,366,000","17,418,000","11,866,000","10,618,000","13,183,000","13,544,000","15,480,000","12,642,000","10,034,000","11,624,000","7,298,000","4,436,000","8,079,000","5,005,000","5,461,000","5,836,000","6,556,000","7,200,000","6,409,000","5,754,000","7,087,000","7,189,000","4,242,000","4,622,000","3,453,000","3,022,000","2,676,000","1,908,000","1,728,000","925,000","128,000","0",,,,,,,,
			OtherInventories,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0",,,,,,,,
		PrepaidAssets,"22,372,000","27,019,000","30,692,000","33,737,000","17,631,000","18,682,000","24,493,000","20,442,000","12,564,000","11,611,000","18,182,000","21,757,000","20,556,000","8,888,000","9,299,000","14,581,000","6,582,000","6,521,000","5,667,000","4,746,000","4,573,000","2,955,000","4,201,000","3,272,000","5,003,000","5,292,000","6,504,000","4,457,000","3,696,000","3,845,000","3,298,000","3,058,000","2,559,000","2,052,000","1,815,000","1,912,000","861,000","983,000","1,276,000","1,010,000","618,000","338,000","453,000","197,000","351,086","267,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"279,000",,,"276,000","245,000","3,591,000","261,000","1,679,757","2,076,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"166,000","202,000","185,000","229,000","431,000","430,000","144,000","144,000","144,000","144,000","144,000","144,000","404,000","53,000","270,934","271,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"6,441,000",,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"0","0","92,966,000","0","90,121,000","0","60,214,000","45,257,000","0","0","4,457,000","0","3,845,000",,"202,000","0","2,764,000","0","3,133,000","1,677,000","3,233,000","0","1,413,000","0",,"0","0","270,934","270,934"
	TotalNonCurrentAssets,"1,071,001,000","1,087,562,000","886,665,000","933,816,000","921,420,000","873,685,000","958,007,000","933,867,000","632,818,000","687,638,000","679,827,000","672,764,000","605,481,000","484,324,000","531,955,000","568,283,000","241,914,000","196,013,000","194,148,000","180,878,000","172,499,000","158,164,000","146,913,000","104,493,000","100,519,000","82,753,000","64,219,000","48,428,000","38,132,000","28,616,000","23,357,000","22,209,000","17,591,000","13,834,000","20,903,000","21,356,000","2,729,000","2,248,000","4,125,000","2,160,000","4,785,000","4,331,000","7,392,000","7,195,000","6,259,272","7,019,000"
		NetPPE,"17,215,000","16,955,000","16,471,000","17,065,000","37,950,000","37,824,000","60,090,000","61,709,000","39,922,000","38,347,000","28,757,000","23,667,000","24,275,000","4,095,000","6,930,000","4,897,000","5,003,000","5,124,000","4,688,000","4,572,000","4,342,000","4,344,000","4,318,000","4,193,000","3,866,000","3,874,000","3,210,000","2,908,000","2,481,000","2,448,000","2,500,000","2,590,000","2,648,000","2,554,000","2,480,000","2,247,000","1,687,000","1,421,000","1,384,000","1,146,000","1,183,000","1,310,000","1,289,000","1,249,000","1,469,005","1,859,000"
			GrossPPE,"29,696,000","33,409,000","27,575,000","27,624,000","52,621,000","54,864,000","74,602,000","75,508,000","53,092,000","51,046,000","41,087,000","35,629,000","35,867,000","15,314,000","17,760,000","15,144,000","14,769,000","14,470,000","13,714,000","13,293,000","12,741,000","12,441,000","12,144,000","11,746,000","11,121,000","10,842,000","9,978,000","9,515,000","8,927,000","8,738,000","8,620,000","8,526,000","8,408,000","8,145,000","7,913,000","7,536,000","6,871,000","6,499,000","6,298,000","5,906,000","5,787,000","5,746,000","5,707,000","5,187,000","5,166,917","4,849,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
