name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,03/31/1990,03/31/1989,03/31/1988,03/31/1987,03/31/1986
TotalAssets,"3,093,125,000","2,430,374,000","2,106,382,000","1,807,652,000","2,097,369,000","1,871,164,000","1,249,358,000","972,931,000","966,766,000","910,867,000","867,516,000","846,181,000","905,855,000","806,371,000","793,884,000","763,501,000","865,643,000","935,251,000","413,821,000","398,537,000","404,497,000","388,250,000","376,497,000","369,696,000","378,758,000","406,505,000","419,042,000","429,211,000","455,193,000","451,550,000","267,737,000","258,514,000","271,419,000","271,485,000","265,520,000","265,101,000","257,076,000","242,099,000","236,777,000","232,511,000","238,030,000","278,894,000","273,283,000","254,258,000","263,327,000","214,593,000","213,463,000","221,090,000","233,410,000","166,345,000","149,799,000","118,817,000","125,241,000","142,808,000","148,894,000","132,630,000","134,202,000","133,838,000","119,852,000","113,882,000","118,023,000","127,048,000","107,513,000","108,183,000","115,833,000","113,848,000","98,498,000","90,243,000","110,256,000","112,691,000","111,625,000","114,383,000","117,813,000","117,425,000","86,866,000","83,161,000","85,103,000","82,593,000","79,068,000","80,158,000","79,470,000","82,393,000","79,895,000","77,025,000","80,371,000","82,032,000","62,741,000","69,859,000","70,440,000","59,200,000","51,400,000","52,600,000","46,100,000","46,300,000","46,600,000","47,800,000","45,500,000","42,200,000","41,600,000","42,300,000","35,700,000","33,200,000","33,300,000","33,300,000","33,500,000","32,100,000","32,800,000","34,500,000","31,100,000","30,800,000","30,500,000","32,900,000","25,600,000","25,300,000","21,500,000","21,200,000","19,700,000","19,400,000","18,500,000","19,100,000","18,400,000","18,500,000","19,800,000","22,600,000","6,000,000","5,800,000","5,700,000","14,300,000","17,500,000"
	CurrentAssets,"2,113,650,000","1,440,310,000","1,149,065,000","917,687,000","1,282,713,000","1,142,402,000","560,936,000","296,937,000","286,479,000","222,227,000","185,414,000","157,512,000","211,642,000","193,397,000","200,149,000","167,972,000","268,010,000","331,229,000","244,475,000","225,253,000","244,945,000","225,394,000","208,535,000","200,205,000","210,046,000","240,664,000","251,083,000","260,611,000","285,291,000","275,121,000","89,718,000","72,016,000","80,965,000","78,619,000","70,518,000","71,001,000","91,579,000","74,772,000","69,080,000","64,449,000","67,791,000","104,726,000","92,841,000","99,797,000","107,135,000","56,027,000","55,617,000","64,577,000","75,147,000","126,223,000","110,659,000","78,337,000","84,189,000","101,026,000","107,419,000","94,054,000","94,637,000","87,233,000","67,387,000","59,374,000","63,218,000","67,669,000","56,860,000","56,270,000","63,576,000","60,603,000","46,810,000","42,984,000","63,178,000","61,495,000","61,120,000","63,590,000","66,863,000","65,916,000","40,613,000","36,169,000","36,937,000","32,400,000","27,773,000","28,788,000","27,672,000","29,120,000","23,837,000","20,544,000","23,155,000","23,020,000","22,194,000","28,892,000","28,868,000","22,100,000","20,200,000","21,600,000","21,500,000","22,200,000","23,100,000","24,700,000","22,400,000","19,600,000","19,700,000","23,300,000","16,500,000","13,600,000","14,000,000","14,200,000","14,500,000","13,200,000","14,000,000","16,200,000","11,600,000","11,700,000","11,500,000","14,300,000","17,000,000","16,700,000","16,800,000","16,400,000","15,200,000","15,000,000","14,100,000","14,700,000","13,600,000","13,900,000","14,700,000","17,400,000","4,500,000","4,100,000","3,600,000","11,100,000","16,200,000"
		CashCashEquivalentsAndShortTermInvestments,"1,319,806,000","828,509,000","578,447,000","593,224,000","981,052,000","489,941,000","77,547,000","72,589,000","108,770,000","52,775,000","28,914,000","28,554,000","56,938,000","43,695,000","38,694,000","38,675,000","101,812,000","36,086,000","172,994,000","175,048,000","197,494,000","169,508,000","153,363,000","155,567,000","153,447,000","191,471,000","182,560,000","204,735,000","229,429,000","200,895,000","17,365,000","18,075,000","25,160,000","8,388,000","10,248,000","21,949,000","44,375,000","14,856,000","17,842,000","19,879,000","21,555,000","61,332,000","51,045,000","65,296,000","58,938,000","6,788,000","7,229,000","14,831,000","20,263,000","93,002,000","65,332,000","49,433,000","56,338,000","57,908,000","62,024,000","61,127,000","64,541,000","45,489,000","35,268,000","36,893,000","38,980,000","36,625,000","30,594,000","39,061,000","39,803,000","34,930,000","24,328,000","27,078,000","43,893,000","36,322,000","30,203,000","35,267,000","38,883,000","25,627,000","15,788,000","13,312,000","13,376,000","2,910,000","4,885,000","6,738,000","3,653,000","3,396,000","2,218,000","1,527,000","3,227,000","1,901,000","3,902,000","5,917,000","6,396,000","7,100,000","8,100,000","6,600,000","6,000,000","8,600,000","9,700,000","9,700,000","8,700,000","6,900,000","8,400,000","10,100,000","3,400,000","2,400,000","2,700,000","2,500,000","2,800,000","2,200,000","2,800,000","3,900,000","1,300,000","2,400,000","3,000,000","3,200,000","5,100,000","6,500,000","7,700,000","5,600,000","5,000,000","5,100,000","5,700,000","5,700,000","5,000,000","5,500,000","4,600,000","10,400,000","1,900,000","1,100,000","1,100,000","8,600,000","13,600,000"
			CashAndCashEquivalents,"1,275,536,000","802,751,000","578,447,000","593,224,000","981,052,000","489,941,000","77,547,000","72,589,000","108,770,000","52,775,000","28,914,000","28,554,000","56,938,000","43,695,000","38,694,000","38,675,000","101,812,000","36,086,000","172,994,000","175,048,000","197,494,000","169,508,000","153,363,000","155,567,000","153,447,000","191,471,000","182,560,000","204,735,000","229,429,000","200,895,000","17,365,000","18,075,000","25,160,000","8,388,000","10,248,000","21,949,000","44,375,000","14,856,000","17,842,000","19,879,000","21,555,000","61,332,000","51,045,000","65,296,000","58,938,000","6,788,000","7,229,000","14,831,000","20,263,000","89,003,000","60,348,000","49,433,000","56,338,000","57,908,000","62,024,000","61,127,000","64,541,000","45,489,000","35,268,000","36,893,000","38,980,000","36,625,000","30,594,000","39,061,000","39,803,000","34,930,000","24,328,000","27,078,000","43,893,000","36,322,000","30,203,000","35,267,000","38,883,000","25,627,000","15,788,000","13,312,000","13,376,000","2,910,000","4,885,000","6,738,000","3,653,000","3,396,000","2,218,000","1,527,000","3,227,000","1,901,000","3,902,000","5,917,000","6,396,000","7,100,000","8,100,000","6,600,000","6,000,000","8,600,000","9,700,000","9,700,000","8,700,000","6,900,000","8,400,000","10,100,000","3,400,000","2,400,000","2,700,000","2,500,000","2,800,000","2,200,000","2,800,000","3,900,000","1,300,000","2,400,000","3,000,000","3,200,000","5,100,000","6,500,000","7,700,000","5,600,000","5,000,000","5,100,000","5,700,000","5,700,000","5,000,000","5,500,000","4,600,000","10,400,000","1,900,000","1,100,000","1,100,000","8,600,000","13,600,000"
			OtherShortTermInvestments,"44,270,000","25,758,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0","0","0","0","3,999,000","4,984,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"589,961,000","393,848,000","350,593,000","85,616,000","105,525,000","529,171,000","376,132,000","120,415,000","110,791,000","104,913,000","86,748,000","57,076,000","81,129,000","76,887,000","91,726,000","44,703,000","92,254,000","67,046,000","41,575,000","19,836,000","20,943,000","24,990,000","26,191,000","16,232,000","26,446,000","18,398,000","31,020,000","15,694,000","18,676,000","34,466,000","24,458,000","17,233,000","16,676,000","29,928,000","19,640,000","13,595,000","14,108,000","32,570,000","17,268,000","12,917,000","14,583,000","14,813,000","17,382,000","11,367,000","24,547,000","21,821,000","18,318,000","13,327,000","16,935,000","9,717,000","25,428,000","8,808,000","6,091,000","25,320,000","26,699,000","14,883,000","11,099,000","23,163,000","16,955,000","8,242,000","11,479,000","18,139,000","15,303,000","6,167,000","13,497,000","15,819,000","13,242,000","6,703,000","10,160,000","15,274,000","8,749,000","8,098,000","10,327,000","24,143,000","14,526,000","12,637,000","12,849,000","17,720,000","12,444,000","12,931,000","14,727,000","15,657,000","12,772,000","10,324,000","10,947,000","12,065,000","7,833,000","12,722,000","12,770,000","7,600,000","5,600,000","8,400,000","8,600,000","6,800,000","6,300,000","8,500,000","8,400,000","7,700,000","6,000,000","8,400,000","8,300,000","6,400,000","6,900,000","7,600,000","7,100,000","5,600,000","6,000,000","6,800,000","6,300,000","5,600,000","4,500,000","6,700,000","7,300,000","6,100,000","4,800,000","6,100,000","5,600,000","5,200,000","3,700,000","4,500,000","4,000,000","3,600,000","3,600,000","2,800,000","1,500,000","1,400,000","1,100,000","1,300,000","1,700,000"
			AccountsReceivable,"569,817,000","377,969,000","335,560,000","46,216,000","70,170,000","497,688,000","353,154,000","111,027,000","102,146,000","94,496,000","77,646,000","44,643,000","69,234,000","58,677,000","66,845,000","44,703,000","92,254,000","67,046,000","41,575,000","19,836,000","20,943,000","24,990,000","26,191,000","16,232,000","26,446,000","18,398,000","31,020,000","15,694,000","18,676,000","34,466,000","24,458,000","17,233,000","16,676,000","29,928,000","19,640,000","13,595,000","14,108,000","32,570,000","17,132,000","12,781,000","14,447,000","14,646,000","17,305,000","10,870,000","16,210,000","13,477,000","12,862,000","10,235,000","13,003,000","9,717,000","25,428,000","8,808,000","6,091,000","25,320,000","26,699,000","14,883,000","11,099,000","23,163,000","16,955,000","8,242,000","11,479,000","18,139,000","15,303,000","6,167,000","13,497,000","15,819,000","13,242,000","6,703,000","10,160,000","15,274,000","8,749,000","8,098,000","10,327,000","24,143,000","14,526,000","12,637,000","12,849,000","17,720,000","12,444,000","12,931,000","14,727,000","15,657,000","12,772,000","10,324,000","10,947,000","12,065,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,"0","0","0","2,560,000","1,887,000","2,698,000","2,703,000","2,703,000","10,593,000",,,,,,,,,,,,,,,,,,,,,,,,"136,000","136,000","136,000","167,000","77,000","497,000","8,337,000","8,344,000","5,456,000","3,092,000","3,932,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"20,144,000","15,879,000","15,033,000","39,400,000","35,355,000","31,483,000","22,978,000","9,388,000","8,645,000","7,857,000","7,215,000","9,735,000","9,192,000","15,507,000","14,288,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"181,388,000","198,765,000","196,976,000","218,506,000","174,669,000","113,798,000","95,221,000","92,618,000","58,708,000","58,086,000","61,742,000","64,622,000","66,647,000","67,379,000","63,309,000","59,714,000","57,961,000","67,078,000","23,429,000","22,964,000","22,470,000","26,045,000","23,364,000","23,137,000","24,820,000","26,388,000","24,568,000","23,681,000","22,894,000","24,763,000","23,514,000","23,525,000","24,986,000","27,639,000","27,361,000","24,664,000","20,722,000","15,496,000","16,909,000","17,113,000","16,206,000","14,654,000","14,851,000","15,236,000","14,834,000","17,707,000","19,263,000","19,918,000","20,520,000","15,038,000","12,883,000","11,889,000","12,596,000","11,702,000","11,273,000","10,468,000","10,533,000","11,037,000","11,608,000","10,236,000","8,947,000","9,625,000","9,381,000","9,154,000","8,069,000","8,500,000","7,816,000","7,534,000","6,698,000","7,640,000","12,450,000","12,132,000","11,370,000","9,495,000","9,021,000","8,752,000","9,321,000","10,566,000","9,303,000","7,722,000","7,947,000","9,145,000","7,396,000","6,075,000","8,137,000","8,438,000","9,138,000","8,673,000","8,636,000","6,600,000","5,800,000","5,700,000","6,100,000","6,400,000","6,700,000","5,900,000","4,800,000","4,200,000","4,400,000","3,800,000","4,200,000","4,500,000","4,200,000","3,500,000","4,200,000","4,700,000","4,700,000","4,900,000","3,300,000","3,100,000","3,500,000","3,600,000","3,700,000","3,300,000","3,600,000","4,000,000","4,100,000","4,000,000","4,000,000","4,000,000","4,100,000","4,200,000","3,900,000","3,800,000","1,200,000","1,500,000","1,300,000","1,000,000","900,000"
