name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalAssets,"3,550,700,000","3,650,000,000","3,127,700,000","3,087,000,000","3,034,900,000","3,049,000,000","2,879,400,000","2,943,400,000","2,961,900,000","2,771,500,000","2,352,100,000","2,349,700,000","2,242,500,000","2,128,600,000","1,889,100,000","1,806,000,000","1,830,500,000","1,948,500,000","1,961,500,000","1,912,900,000","1,839,900,000","1,808,400,000","1,797,900,000","1,720,500,000","1,739,800,000","1,730,900,000","1,842,900,000","1,820,400,000","1,772,700,000","1,864,800,000","1,910,600,000","2,003,900,000","2,027,700,000","1,988,300,000","1,936,200,000","1,801,800,000","1,811,900,000","1,856,400,000","1,800,000,000","1,750,100,000","1,797,300,000","1,710,500,000","1,670,400,000","1,699,900,000","1,623,900,000","1,549,800,000","1,277,100,000","1,140,500,000","1,159,600,000","1,172,000,000","1,124,200,000","1,087,500,000","1,059,100,000","1,116,300,000","1,077,510,000","1,171,442,000","1,397,429,000","553,213,000","498,365,000","460,486,000","463,094,000","433,187,000","409,367,000","379,726,000","369,980,000","360,887,000","351,346,000","350,041,000","367,448,000","371,547,000","353,985,000","348,143,000","345,317,000","351,031,000","339,080,000","215,527,000","211,532,000","203,102,000","197,901,000","201,147,000","193,803,000","189,074,000","187,824,000","184,926,000","185,709,000","184,554,000","172,958,000","71,372,000","71,237,888"
	CurrentAssets,"2,250,800,000","2,471,800,000","1,989,300,000","1,968,200,000","1,946,200,000","1,925,000,000","1,826,100,000","1,957,200,000","1,990,000,000","1,796,300,000","1,434,000,000","1,406,400,000","1,343,700,000","1,304,300,000","1,261,500,000","1,182,000,000","1,240,500,000","1,358,800,000","1,336,800,000","1,299,600,000","1,264,100,000","1,275,900,000","1,266,700,000","1,215,400,000","1,225,400,000","1,231,600,000","1,386,400,000","1,354,500,000","1,304,800,000","1,366,300,000","1,399,700,000","1,465,400,000","1,476,700,000","1,431,900,000","1,372,900,000","1,263,800,000","1,277,500,000","1,309,700,000","1,244,900,000","1,212,100,000","1,245,400,000","1,194,100,000","1,169,100,000","1,167,100,000","1,115,800,000","1,051,100,000","954,000,000","834,600,000","874,300,000","873,500,000","818,500,000","789,200,000","774,300,000","820,700,000","771,722,000","859,226,000","1,086,460,000","395,630,000","343,440,000","311,660,000","319,075,000","294,744,000","271,462,000","276,036,000","270,112,000","265,609,000","263,039,000","260,394,000","272,266,000","271,291,000","256,705,000","251,338,000","247,817,000","250,625,000","242,110,000","154,963,000","152,646,000","145,474,000","136,573,000","143,056,000","141,516,000","138,922,000","144,410,000","145,182,000","148,316,000","147,421,000","150,813,000","47,909,000","47,080,669"
		CashCashEquivalentsAndShortTermInvestments,"916,100,000","1,168,200,000","669,800,000","706,000,000","746,800,000","731,800,000","617,100,000","796,800,000","851,700,000","684,900,000","302,400,000","288,800,000","298,800,000","322,400,000","270,100,000","258,700,000","283,900,000","439,200,000","429,200,000","440,300,000","464,500,000","500,300,000","441,500,000","420,400,000","420,500,000","468,300,000","532,300,000","493,600,000","492,300,000","497,500,000","442,300,000","457,600,000","454,000,000","438,700,000","306,800,000","250,900,000","269,400,000","310,600,000","242,100,000","240,300,000","229,500,000","246,000,000","195,800,000","169,800,000","193,300,000","230,400,000","188,000,000","187,600,000","203,100,000","207,100,000","148,500,000","152,600,000","148,400,000","167,700,000","87,367,000","131,790,000","321,282,000","72,876,000","38,904,000","41,933,000","55,692,000","52,147,000","44,151,000","96,596,000","95,971,000","99,578,000","95,337,000","92,038,000","84,822,000","77,691,000","76,616,000","79,225,000","76,665,000","76,837,000","78,025,000","46,808,000","48,971,000","46,911,000","49,621,000","54,757,000","66,803,000","70,131,000","77,981,000","83,064,000","86,181,000","94,629,000","104,464,000","2,272,000","3,904,531"
			CashAndCashEquivalents,"816,100,000","1,068,200,000","573,000,000","608,100,000","696,800,000","681,800,000","567,100,000","746,800,000","795,500,000","678,300,000","296,300,000","282,500,000","298,800,000","322,400,000","270,100,000","258,700,000","283,900,000","325,000,000","263,900,000","217,700,000","277,500,000","342,400,000","278,700,000","232,500,000","209,900,000","267,100,000","331,000,000","320,800,000","334,500,000","319,500,000","329,200,000","389,800,000","454,000,000","438,700,000","306,800,000","250,900,000","269,400,000","310,600,000","242,100,000","240,300,000","229,500,000","246,000,000","195,800,000","169,800,000","193,300,000","230,400,000","188,000,000","187,600,000","203,100,000","207,100,000","148,500,000","152,600,000","148,400,000","166,200,000","84,381,000","125,399,000","298,263,000","72,876,000","38,904,000","41,933,000","55,692,000","52,147,000","44,151,000","96,596,000","66,700,000","53,159,000","95,337,000","92,038,000","84,822,000","32,547,000","76,616,000","79,225,000","76,665,000","62,642,000","63,869,000","46,808,000","48,971,000","32,160,000","10,601,000","6,637,000","6,743,000","8,381,000","8,262,000","12,841,000","12,142,000","21,735,000","104,464,000","2,272,000","3,904,531"
			OtherShortTermInvestments,"100,000,000","100,000,000","96,800,000","97,900,000","50,000,000","50,000,000","50,000,000","50,000,000","56,200,000","6,600,000","6,100,000","6,300,000",,"0","0","0","0","114,200,000","165,300,000","222,600,000","187,000,000","157,900,000","162,800,000","187,900,000","210,600,000","201,200,000","201,300,000","172,800,000","157,800,000","178,000,000","113,100,000","67,800,000",,,,,,,,,,,,,,,,,,,,,,"1,500,000","2,986,000","6,391,000","23,019,000",,,,,,,,"29,271,000","46,419,000",,,,"45,144,000",,,,"14,195,000","14,156,000",,,"14,751,000","39,020,000","48,120,000","60,060,000","61,750,000","69,719,000","70,223,000","74,039,000","72,894,000",,,
		Receivables,"413,800,000","416,900,000","372,100,000","337,000,000","326,000,000","335,300,000","329,900,000","324,500,000","325,500,000","362,200,000","358,800,000","348,000,000","360,400,000","357,200,000","323,400,000","278,800,000","313,600,000","319,300,000","269,800,000","240,400,000","225,400,000","243,900,000","223,600,000","206,900,000","233,400,000","234,700,000","242,300,000","240,300,000","227,600,000","293,200,000","268,900,000","279,600,000","295,000,000","307,600,000","297,700,000","300,500,000","273,400,000","289,300,000","264,800,000","248,800,000","261,800,000","282,800,000","271,100,000","273,700,000","250,500,000","232,900,000","195,400,000","161,500,000","174,900,000","184,100,000","151,700,000","132,900,000","142,900,000","171,900,000","156,068,000","164,236,000","165,081,000","122,141,000","92,206,000","74,837,000","82,646,000","88,632,000","76,536,000","64,387,000","58,562,000","58,604,000","55,290,000","57,528,000","67,064,000","67,322,000","55,635,000","52,221,000","52,206,000","54,689,000","46,003,000","27,863,000","28,983,000","27,182,000","23,753,000","23,291,000","16,100,000","16,203,000","15,232,000","13,500,000","12,529,000","11,626,000","11,516,000","8,712,000","8,993,853"
			AccountsReceivable,"413,800,000","416,900,000","372,100,000","337,000,000","326,000,000","335,300,000","329,900,000","324,500,000","325,500,000","362,200,000","358,800,000","348,000,000","360,400,000","357,200,000","323,400,000","278,800,000","313,600,000","319,300,000","269,800,000","240,400,000","225,400,000","243,900,000","223,600,000","206,900,000","233,400,000","234,700,000","242,300,000","240,300,000","227,600,000","293,200,000","268,900,000","279,600,000","295,000,000","307,600,000","297,700,000","300,500,000","273,400,000","289,300,000","264,800,000","248,800,000","261,800,000","282,800,000","271,100,000","273,700,000","250,500,000","232,900,000","195,400,000","161,500,000","174,900,000","184,100,000","151,700,000","132,900,000","142,900,000","171,900,000","156,068,000","164,236,000","165,081,000","114,938,000","85,840,000","72,171,000","75,110,000","79,604,000","71,912,000","61,709,000","55,579,000","53,744,000","49,370,000","47,222,000","57,091,000","57,792,000","55,635,000","52,221,000","52,206,000","54,689,000","46,003,000","27,863,000","28,983,000","27,182,000","23,753,000","23,291,000","16,100,000","16,203,000","15,232,000","13,500,000","12,529,000","11,626,000",,,
				GrossAccountsReceivable,,"421,100,000",,,,"338,300,000",,,,"365,600,000",,,,"361,000,000",,,,"324,000,000",,,,"251,800,000",,,,"243,800,000",,,,"303,300,000",,,,"315,500,000",,,,"297,200,000",,,,"288,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-4,200,000",,,,"-3,000,000",,,,"-3,400,000",,,,"-3,800,000",,,,"-4,700,000",,,,"-7,900,000",,,,"-9,100,000",,,,"-10,100,000",,,,"-7,900,000",,,,"-7,900,000",,,,"-5,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,203,000","6,366,000","2,666,000","7,536,000","9,028,000","4,624,000","2,678,000","2,983,000","4,860,000","5,920,000","10,306,000","9,973,000","9,530,000",,,,,,,,,,,,,,,,,,,
