name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010
TotalRevenue,"6,596,600,000","1,409,700,000","1,643,700,000","1,695,600,000","1,589,800,000","1,483,300,000","1,458,000,000","1,411,300,000","1,336,400,000","1,494,200,000","1,456,800,000","1,442,800,000","1,439,200,000","1,387,800,000","1,411,300,000","1,629,900,000","1,608,100,000","1,586,100,000","1,433,100,000","1,448,500,000","1,272,100,000","1,255,400,000","1,249,800,000","1,260,800,000","1,246,100,000","1,271,100,000","1,248,800,000","1,309,800,000","1,211,800,000","1,052,700,000","1,073,900,000","1,043,100,000","633,000,000","438,000,000","297,000,000","291,700,000","257,300,000","248,200,000","236,900,000","247,200,000","241,900,000","250,500,000","219,300,000","237,800,000","247,700,000","259,000,000","223,700,000","239,900,000"
	OperatingRevenue,"6,596,600,000","1,409,700,000","1,643,700,000","1,695,600,000","1,589,800,000","1,483,300,000","1,458,000,000","1,411,300,000","1,336,400,000","1,494,200,000","1,456,800,000","1,442,800,000","1,439,200,000","1,387,800,000","1,411,300,000","1,629,900,000","1,608,100,000","1,586,100,000","1,433,100,000","1,448,500,000","1,272,100,000","1,255,400,000","1,249,800,000","1,260,800,000","1,246,100,000","1,271,100,000","1,248,800,000","1,309,800,000","1,211,800,000","1,052,700,000","1,073,900,000","1,043,100,000","633,000,000","438,000,000","297,000,000","291,700,000","257,300,000","248,200,000","236,900,000","247,200,000","241,900,000","250,500,000","219,300,000","237,800,000","247,700,000","259,000,000","223,700,000","239,900,000"
CostOfRevenue,"4,799,600,000","1,031,200,000","1,219,700,000","1,267,100,000","1,110,400,000","1,032,300,000","1,002,600,000","971,000,000","899,600,000","1,055,400,000","985,300,000","990,600,000","977,100,000","936,500,000","984,800,000","1,151,900,000","1,146,700,000","1,110,400,000","981,400,000","1,011,400,000","878,400,000","891,300,000","870,600,000","883,400,000","847,900,000","861,800,000","886,300,000","976,500,000","895,300,000","777,200,000","824,800,000","814,400,000","484,400,000","308,600,000","182,500,000","179,200,000","153,100,000","145,700,000","131,200,000","137,100,000","132,100,000","139,500,000","121,300,000","135,000,000","133,800,000","133,900,000","113,900,000","123,400,000"
GrossProfit,"1,797,000,000","378,500,000","424,000,000","428,500,000","479,400,000","451,000,000","455,400,000","440,300,000","436,800,000","438,800,000","471,500,000","452,200,000","462,100,000","451,300,000","426,500,000","478,000,000","461,400,000","475,700,000","451,700,000","437,100,000","393,700,000","364,100,000","379,200,000","377,400,000","398,200,000","409,300,000","362,500,000","333,300,000","316,500,000","275,500,000","249,100,000","228,700,000","148,600,000","129,400,000","114,500,000","112,500,000","104,200,000","102,500,000","105,700,000","110,100,000","109,800,000","111,000,000","98,000,000","102,800,000","113,900,000","125,100,000","109,800,000","116,500,000"
OperatingExpense,"1,211,100,000","278,500,000","295,300,000","290,700,000","272,900,000","305,900,000","289,100,000","261,400,000","264,700,000","285,300,000","275,500,000","285,600,000","263,900,000","267,600,000","257,300,000","282,200,000","273,600,000","311,400,000","287,200,000","294,500,000","203,200,000","226,600,000","303,000,000","269,100,000","256,200,000","246,800,000","229,600,000","231,700,000","235,200,000","223,100,000","207,000,000","172,400,000","141,000,000","117,600,000","88,800,000","84,400,000","77,000,000","73,600,000","75,400,000","77,000,000","68,300,000","77,800,000","66,700,000","62,900,000","65,200,000","66,600,000","59,000,000","56,700,000"
	SellingGeneralAndAdministration,"1,016,000,000","235,400,000","257,300,000","241,700,000","231,900,000","249,400,000","251,100,000","229,800,000","224,200,000","245,000,000","235,300,000","245,500,000","223,200,000","225,800,000","217,100,000","239,600,000","225,600,000","264,300,000","245,700,000","251,800,000","164,200,000","187,300,000","264,100,000","231,100,000","216,000,000","205,600,000","187,000,000","197,200,000","193,300,000","173,700,000","166,000,000","137,900,000","120,300,000","104,800,000","83,000,000","79,200,000","73,000,000","70,100,000","72,100,000","71,700,000","65,100,000","74,200,000","63,500,000","59,200,000","62,100,000","63,300,000","54,900,000","52,700,000"
	DepreciationAmortizationDepletionIncomeStatement,"197,300,000","36,400,000","41,400,000","41,600,000","53,700,000","58,500,000","40,600,000","40,100,000","40,100,000","40,000,000","40,100,000","40,300,000","40,300,000","40,400,000","40,300,000","42,300,000","47,200,000","46,400,000","41,500,000","42,300,000","38,900,000","39,000,000","38,900,000","38,200,000","38,200,000","38,100,000","38,100,000","37,800,000","36,700,000","33,700,000","33,500,000","32,000,000","20,400,000","12,700,000","5,700,000","4,700,000","3,500,000","3,200,000","3,200,000","3,200,000","3,100,000","3,100,000","3,200,000","3,200,000","3,100,000","3,200,000","3,100,000","3,200,000"
		DepreciationAndAmortizationInIncomeStatement,"197,300,000","36,400,000","41,400,000","41,600,000","53,700,000","58,500,000","40,600,000","40,100,000","40,100,000","40,000,000","40,100,000","40,300,000","40,300,000","40,400,000","40,300,000","42,300,000","47,200,000","46,400,000","41,500,000","42,300,000","38,900,000","39,000,000","38,900,000","38,200,000","38,200,000","38,100,000","38,100,000","37,800,000","36,700,000","33,700,000","33,500,000","32,000,000","20,400,000","12,700,000","5,700,000","4,700,000","3,500,000","3,200,000","3,200,000","3,200,000","3,100,000","3,100,000","3,200,000","3,200,000","3,100,000","3,200,000","3,100,000","3,200,000"
			Amortization,"197,300,000","36,400,000","41,400,000","41,600,000","53,700,000","58,500,000","40,600,000","40,100,000","40,100,000","40,000,000","40,100,000","40,300,000","40,300,000","40,400,000","40,300,000","42,300,000","47,200,000","46,400,000","41,500,000","42,300,000","38,900,000","39,000,000","38,900,000","38,200,000","38,200,000","38,100,000","38,100,000","37,800,000","36,700,000","33,700,000","33,500,000","32,000,000","20,400,000","12,700,000","5,700,000","4,700,000","3,500,000","3,200,000","3,200,000","3,200,000","3,100,000","3,100,000","3,200,000","3,200,000","3,100,000","3,200,000","3,100,000","3,200,000"
				AmortizationOfIntangiblesIncomeStatement,"197,300,000","36,400,000","41,400,000","41,600,000","53,700,000","58,500,000","40,600,000","40,100,000","40,100,000","40,000,000","40,100,000","40,300,000","40,300,000","40,400,000","40,300,000","42,300,000","47,200,000","46,400,000","41,500,000","42,300,000","38,900,000","39,000,000","38,900,000","38,200,000","38,200,000","38,100,000","38,100,000","37,800,000","36,700,000","33,700,000","33,500,000","32,000,000","20,400,000","12,700,000","5,700,000","4,700,000","3,500,000","3,200,000","3,200,000","3,200,000","3,100,000","3,100,000","3,200,000","3,200,000","3,100,000","3,200,000","3,100,000","3,200,000"
