name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988,08/31/1988,05/31/1988,02/29/1988,11/30/1987,08/31/1987,05/31/1987,02/28/1987,11/30/1986,08/31/1986,05/31/1986,02/28/1986,11/30/1985,08/31/1985
TotalRevenue,"8,537,062,000","2,515,727,000","2,008,888,000","1,981,801,000","2,030,646,000","1,845,041,000","1,462,270,000","1,391,803,000","1,409,132,000","1,341,683,000","1,340,963,000","1,384,708,000","1,543,005,000","1,605,872,000","1,402,783,000","1,277,342,000","1,308,438,000","1,204,484,000","1,054,268,000","1,238,519,000","962,375,000","1,382,616,000","1,149,621,000","1,075,063,000","1,208,580,000","1,227,390,000","1,019,697,000","1,154,859,000","1,411,496,000","1,506,002,000","1,391,117,000","1,679,990,000","1,903,196,000","1,804,774,000","1,649,098,000","1,682,891,000","1,576,369,000","1,794,306,000","1,729,674,000","1,789,226,000","1,878,147,000","2,006,729,000","1,956,744,000","1,986,820,000","2,267,620,000","2,076,564,000","1,791,766,000","1,782,480,000","1,816,247,000","1,765,154,000","1,322,443,000","1,446,858,000","1,461,816,000","1,340,580,000","1,618,170,000","2,372,830,000","3,146,476,000","2,910,730,000","2,254,168,000","2,116,004,000","1,980,993,000","2,345,703,000","2,015,776,000","1,986,544,000","2,249,440,000","2,021,299,000","1,639,487,000","1,645,698,000","1,740,061,000","1,726,251,000","1,597,313,000","1,529,072,000","1,463,054,000","1,407,206,000","1,068,060,000","830,007,000","804,750,000","774,148,000","660,809,000","629,059,000","672,570,000","642,908,000","566,419,000","564,880,000","646,256,000","622,090,000","578,330,000","594,540,000","710,160,000","701,209,000","637,600,000","612,400,000","569,300,000","582,200,000","550,500,000","549,400,000","652,800,000","603,800,000","568,200,000","550,500,000","612,000,000","589,600,000","525,800,000","531,000,000","574,900,000","639,100,000","518,200,000","590,200,000","595,900,000","574,200,000","533,000,000","413,700,000","449,400,000","442,800,000","392,200,000","381,800,000","390,500,000","438,400,000","413,400,000","326,200,000","348,200,000","290,400,000","265,800,000","261,400,000","303,900,000","288,000,000","279,900,000","289,500,000","293,700,000","285,400,000","277,300,000","280,800,000","326,100,000","334,900,000","315,900,000","326,100,000","298,400,000","300,200,000","295,700,000","234,900,000","233,000,000","230,500,000","202,300,000","207,000,000","229,400,000","241,300,000","214,000,000","200,700,000","229,400,000"
	OperatingRevenue,"8,537,062,000","2,515,727,000","2,008,888,000","1,981,801,000","2,030,646,000","1,845,041,000","1,462,270,000","1,391,803,000","1,409,132,000","1,341,683,000","1,340,963,000","1,384,708,000","1,543,005,000","1,605,872,000","1,402,783,000","1,277,342,000","1,308,438,000","1,204,484,000","1,054,268,000","1,238,519,000","962,375,000","1,382,616,000","1,149,621,000","1,075,063,000","1,208,580,000","1,227,390,000","1,019,697,000","1,154,859,000","1,411,496,000","1,506,002,000","1,391,117,000","1,679,990,000","1,903,196,000","1,804,774,000","1,649,098,000","1,682,891,000","1,576,369,000","1,794,306,000","1,729,674,000","1,789,226,000","1,878,147,000","2,006,729,000","1,956,744,000","1,986,820,000","2,267,620,000","2,076,564,000","1,791,766,000","1,782,480,000","1,816,247,000","1,765,154,000","1,322,443,000","1,446,858,000","1,461,816,000","1,340,580,000","1,618,170,000","2,372,830,000","3,146,476,000","2,910,730,000","2,254,168,000","2,116,004,000","1,980,993,000","2,345,703,000","2,015,776,000","1,986,544,000","2,249,440,000","2,021,299,000","1,639,487,000","1,645,698,000","1,740,061,000","1,726,251,000","1,597,313,000","1,529,072,000","1,463,054,000","1,407,206,000","1,068,060,000","830,007,000","804,750,000","774,148,000","660,809,000","629,059,000","672,570,000","642,908,000","566,419,000","564,880,000","646,256,000","622,090,000","578,330,000","594,540,000","710,160,000","701,209,000","637,600,000","612,400,000","569,300,000","582,200,000","550,500,000","549,400,000","652,800,000","603,800,000","568,200,000","550,500,000","612,000,000","589,600,000","525,800,000","531,000,000","574,900,000","639,100,000","518,200,000","590,200,000","595,900,000","574,200,000","533,000,000","413,700,000","449,400,000","442,800,000","392,200,000","381,800,000","390,500,000","438,400,000","413,400,000","326,200,000","348,200,000","290,400,000","265,800,000","261,400,000","303,900,000","288,000,000","279,900,000","289,500,000","293,700,000","285,400,000","277,300,000","280,800,000","326,100,000","334,900,000","315,900,000","326,100,000","298,400,000","300,200,000","295,700,000","234,900,000","233,000,000","230,500,000","202,300,000","207,000,000","229,400,000","241,300,000","214,000,000","200,700,000","229,400,000"
CostOfRevenue,"6,844,807,000","1,956,459,000","1,614,965,000","1,586,410,000","1,686,973,000","1,533,768,000","1,228,343,000","1,174,819,000","1,145,725,000","1,116,353,000","1,123,096,000","1,146,514,000","1,290,346,000","1,364,242,000","1,252,493,000","1,118,433,000","1,125,027,000","1,035,914,000","927,101,000","1,074,938,000","880,568,000","1,209,195,000","990,431,000","943,071,000","1,040,485,000","1,051,910,000","884,876,000","997,242,000","1,279,687,000","1,270,044,000","1,169,703,000","1,493,769,000","1,717,118,000","1,621,476,000","1,503,908,000","1,501,798,000","1,422,111,000","1,616,784,000","1,588,016,000","1,600,327,000","1,698,168,000","1,822,520,000","1,773,966,000","1,814,284,000","2,096,618,000","1,861,125,000","1,710,580,000","1,633,492,000","1,657,491,000","1,645,250,000","1,313,829,000","1,335,484,000","1,304,120,000","1,147,844,000","1,455,225,000","2,106,146,000","2,836,715,000","2,617,232,000","2,016,397,000","1,855,380,000","1,679,730,000","2,027,843,000","1,757,026,000","1,703,390,000","1,906,485,000","1,756,734,000","1,388,883,000","1,424,730,000","1,511,864,000","1,496,719,000","1,388,792,000","1,296,108,000","1,275,684,000","1,205,037,000","939,445,000","737,488,000","719,098,000","699,732,000","592,897,000","567,999,000","600,254,000","550,792,000","491,547,000","486,785,000","612,194,000","521,994,000","503,068,000","506,644,000","609,308,000","597,354,000","542,000,000","518,700,000","471,500,000","492,900,000","468,800,000","463,400,000","549,400,000","520,600,000","490,100,000","475,400,000","532,700,000","512,600,000","456,400,000","458,600,000","497,800,000","562,700,000","446,700,000","519,700,000","531,800,000","503,300,000","461,900,000","357,500,000","396,700,000","391,800,000","349,900,000","336,200,000","346,300,000","392,600,000","371,200,000","287,100,000","304,300,000","253,800,000","234,200,000","225,600,000","267,200,000","252,800,000","248,300,000","252,400,000","253,200,000","244,700,000","239,600,000","241,000,000","283,300,000","299,300,000",,,,,,,,,,,,,,,
GrossProfit,"1,692,255,000","559,268,000","393,923,000","395,391,000","343,673,000","311,273,000","233,927,000","216,984,000","263,407,000","225,330,000","217,867,000","238,194,000","252,659,000","241,630,000","150,290,000","158,909,000","183,411,000","168,570,000","127,167,000","163,581,000","81,807,000","173,421,000","159,190,000","131,992,000","168,095,000","175,480,000","134,821,000","157,617,000","131,809,000","235,958,000","221,414,000","186,221,000","186,078,000","183,298,000","145,190,000","181,093,000","154,258,000","177,522,000","141,658,000","188,899,000","179,979,000","184,209,000","182,778,000","172,536,000","171,002,000","215,439,000","81,186,000","148,988,000","158,756,000","119,904,000","8,614,000","111,374,000","157,696,000","192,736,000","162,945,000","266,684,000","309,761,000","293,498,000","237,771,000","260,624,000","301,263,000","317,860,000","258,750,000","283,154,000","342,955,000","264,565,000","250,604,000","220,968,000","228,197,000","229,532,000","208,521,000","232,964,000","187,370,000","202,169,000","128,615,000","92,519,000","85,652,000","74,416,000","67,912,000","61,060,000","72,316,000","92,116,000","74,872,000","78,095,000","34,062,000","100,096,000","75,262,000","87,896,000","100,852,000","103,855,000","95,600,000","93,700,000","97,800,000","89,300,000","81,700,000","86,000,000","103,400,000","83,200,000","78,100,000","75,100,000","79,300,000","77,000,000","69,400,000","72,400,000","77,100,000","76,400,000","71,500,000","70,500,000","64,100,000","70,900,000","71,100,000","56,200,000","52,700,000","51,000,000","42,300,000","45,600,000","44,200,000","45,800,000","42,200,000","39,100,000","43,900,000","36,600,000","31,600,000","35,800,000","36,700,000","35,200,000","31,600,000","37,100,000","40,500,000","40,700,000","37,700,000","39,800,000","42,800,000","35,600,000",,,,,,,,,,,,,,,
OperatingExpense,"518,547,000","139,556,000","127,985,000","122,595,000","136,818,000","130,448,000","115,417,000","113,627,000","162,070,000","115,965,000","115,538,000","111,529,000","131,867,000","115,461,000","98,726,000","117,217,000","95,443,000","101,422,000","108,477,000","106,742,000","101,734,000","108,803,000","107,119,000","108,867,000","126,417,000","114,841,000","93,918,000","101,908,000","109,943,000","110,347,000","109,602,000","113,383,000","117,629,000","126,756,000","111,086,000","114,463,000","104,006,000","122,780,000","115,844,000","99,893,000","118,144,000","118,050,000","123,891,000","126,521,000","146,341,000","145,597,000","121,575,000","123,600,000","134,953,000","108,509,000","147,488,000","140,954,000","174,834,000","169,974,000","172,884,000","153,510,000","209,494,000","190,882,000","157,411,000","149,999,000","144,201,000","162,887,000","141,543,000","135,179,000","139,163,000","130,510,000","118,623,000","106,734,000","95,367,000","106,192,000","113,630,000","109,805,000","101,669,000","114,066,000","87,195,000","64,620,000","65,815,000","64,565,000","59,702,000","53,226,000","66,260,000","58,133,000","59,203,000","58,889,000","17,167,000","72,599,000","64,959,000","72,724,000","86,851,000","71,537,000","72,300,000","71,600,000","65,200,000","67,600,000","63,800,000","63,600,000","64,300,000","62,800,000","60,600,000","58,200,000","55,600,000","58,200,000","54,200,000","54,400,000","52,100,000","53,400,000","51,500,000","49,700,000","45,100,000","48,600,000","50,800,000","37,900,000","36,200,000","37,000,000","33,700,000","34,500,000","29,900,000","33,100,000","31,900,000","31,700,000","30,500,000","29,800,000","28,400,000","29,000,000","28,200,000","28,900,000","27,300,000","29,400,000","27,800,000","29,000,000","26,900,000","26,700,000","26,800,000","26,000,000",,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"518,547,000","139,556,000","127,985,000","122,595,000","136,818,000","130,448,000","115,417,000","113,627,000","162,070,000","115,965,000","115,538,000","111,529,000","131,867,000","115,461,000","98,726,000","117,217,000","95,443,000","101,422,000","108,477,000","106,742,000","101,734,000","108,803,000","107,119,000","108,867,000","126,417,000","114,841,000","93,918,000","101,908,000","109,943,000","110,347,000","109,602,000","113,383,000","117,629,000","126,756,000","111,086,000","114,463,000","104,006,000","122,780,000","115,844,000","99,893,000","118,144,000","118,050,000","123,891,000","126,521,000","146,341,000","145,597,000","121,575,000","123,600,000","134,953,000","108,509,000","147,488,000","140,954,000","174,834,000","169,974,000","172,884,000","153,510,000","209,494,000","190,882,000","157,411,000","149,999,000","144,201,000","162,887,000","141,543,000","135,179,000","139,163,000","130,510,000","118,623,000","106,734,000","95,367,000","106,192,000","113,630,000","109,805,000","101,669,000","114,066,000","87,195,000","64,620,000","65,815,000","64,565,000","59,702,000","53,226,000","66,260,000","58,133,000","59,203,000","58,889,000","68,431,000","55,396,000","47,950,000","55,672,000","69,847,000","54,758,000","55,800,000","55,300,000","49,700,000","54,500,000","52,200,000","51,700,000","51,500,000","51,100,000","48,900,000","46,900,000","44,500,000","47,200,000","43,300,000","43,700,000","41,800,000","43,200,000","41,000,000","39,100,000","34,900,000","39,700,000","40,000,000","29,700,000","28,500,000","29,100,000","26,500,000","27,300,000","23,000,000","26,300,000","25,000,000","24,900,000","24,000,000","23,100,000","22,100,000","22,900,000","22,200,000","22,900,000","21,500,000","23,600,000","22,200,000","23,200,000","21,400,000","21,400,000","21,700,000","21,000,000",,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,203,000","17,009,000","17,052,000","17,004,000","16,779,000","16,500,000","16,300,000","15,500,000","13,100,000","11,600,000","11,900,000","12,800,000","11,700,000","11,700,000","11,300,000","11,100,000","11,000,000","10,900,000","10,700,000","10,300,000","10,200,000","10,500,000","10,600,000","10,200,000","8,900,000","10,800,000","8,200,000","7,700,000","7,900,000","7,200,000","7,200,000","6,900,000","6,800,000","6,900,000","6,800,000","6,500,000","6,700,000","6,300,000","6,100,000","6,000,000","6,000,000","5,800,000","5,800,000","5,600,000","5,800,000","5,500,000","5,300,000","5,100,000","5,000,000",,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,203,000","17,009,000","17,052,000","17,004,000","16,779,000","16,500,000","16,300,000","15,500,000","13,100,000","11,600,000","11,900,000","12,800,000","11,700,000","11,700,000","11,300,000","11,100,000","11,000,000","10,900,000","10,700,000","10,300,000","10,200,000","10,500,000","10,600,000","10,200,000","8,900,000","10,800,000","8,200,000","7,700,000","7,900,000","7,200,000","7,200,000","6,900,000","6,800,000","6,900,000","6,800,000","6,500,000","6,700,000","6,300,000","6,100,000","6,000,000","6,000,000","5,800,000","5,800,000","5,600,000","5,800,000","5,500,000","5,300,000","5,100,000","5,000,000",,,,,,,,,,,,,,,
OperatingIncome,"1,173,708,000","419,712,000","265,938,000","272,796,000","206,855,000","180,825,000","118,510,000","103,357,000","101,337,000","109,365,000","102,329,000","126,665,000","120,792,000","126,169,000","51,564,000","41,692,000","87,968,000","67,148,000","18,690,000","56,839,000","-19,927,000","64,618,000","52,071,000","23,125,000","41,678,000","60,639,000","40,903,000","55,709,000","21,866,000","125,611,000","111,812,000","72,838,000","68,449,000","56,542,000","34,104,000","66,630,000","50,252,000","54,742,000","25,814,000","89,006,000","61,835,000","66,159,000","58,887,000","46,015,000","24,661,000","69,842,000","-40,389,000","25,388,000","23,803,000","11,395,000","-138,874,000","-29,580,000","-17,138,000","22,762,000","-9,939,000","113,174,000","100,267,000","102,616,000","80,360,000","110,625,000","157,062,000","154,973,000","117,207,000","147,975,000","203,792,000","134,055,000","131,981,000","114,234,000","132,830,000","123,340,000","94,891,000","123,159,000","85,701,000","88,103,000","41,420,000","27,899,000","19,837,000","9,851,000","8,210,000","7,834,000","6,056,000","33,983,000","15,669,000","19,206,000","16,895,000","27,497,000","10,303,000","15,172,000","14,001,000","32,318,000","23,300,000","22,100,000","32,600,000","21,700,000","17,900,000","22,400,000","39,100,000","20,400,000","17,500,000","16,900,000","23,700,000","18,800,000","15,200,000","18,000,000","25,000,000","23,000,000","20,000,000","20,800,000","19,000,000","22,300,000","20,300,000","18,300,000","16,500,000","14,000,000","8,600,000","11,100,000","14,300,000","12,700,000","10,300,000","7,400,000","13,400,000","6,800,000","3,200,000","6,800,000","8,500,000","6,300,000","4,300,000","7,700,000","12,700,000","11,700,000","10,800,000","13,100,000","16,000,000","9,600,000","315,900,000","326,100,000","-796,400,000","300,200,000","295,700,000","234,900,000","-625,500,000","230,500,000","202,300,000","207,000,000","-637,400,000","241,300,000","214,000,000","200,700,000","-776,100,000"
NetNonOperatingInterestIncomeExpense,"-48,138,000","-13,433,000","-12,011,000","-11,035,000","-11,659,000","-11,965,000","-14,021,000","-14,259,000","-13,962,000","-15,409,000","-15,888,000","-16,578,000","-17,702,000","-18,513,000","-18,495,000","-16,663,000","-15,654,000","-11,511,000","-7,181,000","-6,525,000","-5,939,000","-12,368,000","-12,442,000","-13,298,000","-12,565,000","-14,737,000","-16,625,000","-18,304,000","-18,932,000","-20,519,000","-19,252,000","-19,057,000","-19,985,000","-18,999,000","-19,179,000","-19,578,000","-18,051,000","-18,043,000","-16,490,000","-17,024,000","-17,551,000","-19,605,000","-16,043,000","-16,297,000","-15,949,000","-18,254,000","-18,278,000","-18,325,000","-17,637,000","-18,184,000","-20,236,000","-19,451,000","-14,688,000","-18,464,000","-17,763,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
