name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020
OperatingCashFlow,"-37,201,000","-4,120,000","-14,526,000","-3,891,000","-587,000"
	CashFlowFromContinuingOperatingActivities,"-37,201,000","-4,120,000","-14,526,000","-3,891,000","-587,000"
		NetIncomeFromContinuingOperations,"-82,042,000","-3,979,000","-23,307,000","-9,484,000","-8,914,000"
		OperatingGainsLosses,"-1,365,000","-12,640,000","-1,159,000","7,000","8,130,000"
			GainLossOnInvestmentSecurities,"-5,688,000","-12,640,000","-1,159,000","7,000","7,481,000"
		DepreciationAmortizationDepletion,"2,621,000","755,000","660,000","703,000","744,000"
			DepreciationAndAmortization,"2,621,000","755,000","660,000","703,000","744,000"
		AmortizationOfSecurities,"402,000","77,000","104,000","55,000","7,000"
		ProvisionandWriteOffofAssets,"943,000","275,000","86,000","27,000","442,000"
		StockBasedCompensation,"33,834,000","8,671,000","7,715,000","3,252,000","5,339,000"
		OtherNonCashItems,"-14,174,000","-16,078,000","-3,792,000","235,000","59,000"
		ChangeInWorkingCapital,"23,332,000","18,799,000","5,167,000","1,149,000","-6,652,000"
			ChangeInReceivables,"-7,141,000","-4,965,000","-2,390,000","2,559,000","-9,780,000"
				ChangesInAccountReceivables,"-7,141,000","-4,965,000","-2,390,000","2,559,000","-9,780,000"
			ChangeInInventory,"-4,179,000","-1,902,000","-922,000","-680,000","708,000"
			ChangeInPrepaidAssets,"-3,991,000","-526,000","319,000","-444,000","249,000"
			ChangeInPayablesAndAccruedExpense,"9,200,000","-3,342,000","8,979,000","-1,573,000","1,822,000"
				ChangeInPayable,"7,605,000","2,165,000","4,468,000","1,020,000","1,588,000"
					ChangeInAccountPayable,"7,605,000","2,165,000","4,468,000","1,020,000","1,588,000"
				ChangeInAccruedExpense,"1,595,000","-5,507,000","4,511,000","-2,593,000","234,000"
			ChangeInOtherWorkingCapital,"29,443,000","29,534,000","-819,000","1,287,000","349,000"
		InterestPaidCFO,"-752,000","0","0","165,000","258,000"
InvestingCashFlow,"-104,177,000","5,572,000","-15,094,000","-75,682,000","-40,381,000"
	CashFlowFromContinuingInvestingActivities,"-104,177,000","5,572,000","-15,094,000","-75,682,000","-40,381,000"
		NetPPEPurchaseAndSale,"-8,686,000","-2,159,000","-3,706,000","-192,000","-417,000"
			PurchaseOfPPE,"-8,696,000","-2,159,000","-3,708,000","-192,000","-468,000"
			SaleOfPPE,,,"2,000",,"51,000"
		NetInvestmentPurchaseAndSale,"-95,491,000","7,731,000","-11,388,000","-75,490,000","-39,964,000"
			PurchaseOfInvestment,"-279,847,000","-77,919,000","-38,027,000","-77,990,000","-39,964,000"
			SaleOfInvestment,"184,356,000","85,650,000","26,639,000","2,500,000","0"
FinancingCashFlow,"498,116,000","1,242,000","403,000","617,000","179,431,000"
	CashFlowFromContinuingFinancingActivities,"498,116,000","1,242,000","403,000","617,000","179,431,000"
		NetIssuancePaymentsOfDebt,,,"0",,"0"
			NetLongTermDebtIssuance,,,"0",,"0"
				LongTermDebtIssuance,,,"0",,"0"
				LongTermDebtPayments,,,"0",,"0"
		NetCommonStockIssuance,,,"0",,"0"
			CommonStockIssuance,,,"0",,"0"
		ProceedsFromStockOptionExercised,"4,366,000","1,242,000","1,146,000","823,000","290,000"
		NetOtherFinancingCharges,,,"-743,000","-206,000","0"
EndCashPosition,"442,971,000","442,952,000","440,268,000","86,233,000","165,194,000"
	ChangesInCash,"356,738,000","2,694,000","-29,217,000","-78,956,000","138,463,000"
	EffectOfExchangeRateChanges,"-19,000","-10,000","-3,000","-5,000","6,000"
	BeginningCashPosition,"86,233,000","440,268,000","469,488,000","165,194,000","26,725,000"
InterestPaidSupplementalData,"864,000","0","0","763,000","903,000"
CapitalExpenditure,"-8,696,000","-2,159,000","-3,708,000","-192,000","-468,000"
IssuanceOfCapitalStock,,,"0",,"179,141,000"
IssuanceOfDebt,,,"0",,"0"
RepaymentOfDebt,,,"0",,"0"
FreeCashFlow,"-45,897,000","-6,279,000","-18,234,000","-4,083,000","-1,055,000"
