name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
OperatingCashFlow,"-119,269,000","-34,253,000","-32,045,000","-77,222,060","24,251,060","-25,080,000","-16,831,000","-45,587,990"
	CashFlowFromContinuingOperatingActivities,"-119,269,000","-34,253,000","-32,045,000","-77,222,060","24,251,060","-25,080,000","-16,831,000","-45,587,990"
		NetIncomeFromContinuingOperations,"-81,446,000","-62,867,000","-4,040,000","-126,976,858","112,437,858","-81,539,000","3,910,000","-206,401,599"
		OperatingGainsLosses,"-29,055,000","20,932,000","-11,224,000","32,192,000","-70,955,000","36,505,000","6,621,000","49,876,500"
			GainLossOnSaleOfBusiness,,,"0",,,,"0",
			GainLossOnInvestmentSecurities,"-29,055,000","20,932,000","-11,224,000","32,192,000","-70,955,000","36,505,000","6,621,000","45,442,500"
		DepreciationAmortizationDepletion,"9,165,000","2,284,000","2,606,000",,,"1,936,000","1,833,000",
			DepreciationAndAmortization,"9,165,000","2,284,000","2,606,000",,,"1,936,000","1,833,000",
		DeferredTax,,,"3,000","-1,355,398",,,"-80,000","-8,394,915"
			DeferredIncomeTax,,,"3,000","-1,355,398",,,"-80,000","-8,394,915"
		AssetImpairmentCharge,,,"0",,,,"0",
		ProvisionandWriteOffofAssets,"592,000","235,000","185,000",,,"-59,000","-713,000",
		StockBasedCompensation,"41,423,000","2,422,000","1,933,000",,,"1,009,000","1,016,000",
		OtherNonCashItems,"-47,285,000","6,509,000","-18,546,000","-14,601,942","-20,646,058","20,609,000","-29,262,000","-24,569,950"
		ChangeInWorkingCapital,"-11,310,000","-3,768,000","-2,962,000","-10,880,862","6,300,862","-3,541,000","-156,000","3,842,584"
			ChangeInReceivables,"-3,206,000","-1,112,000","-2,511,000","597,906","-180,906","185,000","-3,578,000",
				ChangesInAccountReceivables,"-3,206,000","-1,112,000","-1,155,000",,,"185,000","187,000",
			ChangeInInventory,"-10,930,000","-5,670,000","-2,644,000",,,"-1,162,000","102,000",
			ChangeInPrepaidAssets,"3,500,000","-348,000","4,590,000","-1,504,899","762,899","-780,000","-425,000","-5,329,901"
			ChangeInPayablesAndAccruedExpense,"5,664,000","3,271,000","-4,004,000","2,437,131","3,959,869","-1,187,000","1,200,000","-625,515"
				ChangeInPayable,"4,256,000","1,334,000","1,643,000","-1,408,869","2,687,869","85,000","77,000","313,485"
					ChangeInAccountPayable,"4,256,000","1,334,000","1,643,000","-1,408,869","2,687,869","85,000","77,000","398,886"
				ChangeInAccruedExpense,"1,408,000","1,937,000","-5,647,000",,,"-1,272,000","1,123,000",
			ChangeInOtherWorkingCapital,"-6,338,000","91,000","1,607,000",,,"-597,000","2,545,000",
InvestingCashFlow,"-5,878,000","-1,454,000","-2,303,000","-3,005,185","884,185","-1,479,000","-9,372,000","-4,016,703"
	CashFlowFromContinuingInvestingActivities,"-5,878,000","-1,454,000","-2,303,000","-3,005,185","884,185","-1,479,000","-9,372,000","-4,016,703"
		CapitalExpenditureReported,"-6,178,000","-1,454,000","-2,303,000",,,"-1,479,000","-9,372,000",
		NetBusinessPurchaseAndSale,,,"0",,,,"0",
			SaleOfBusiness,,,"0",,,,"0",
		NetOtherInvestingChanges,,,"0",,,,,
FinancingCashFlow,"149,899,000","46,495,000","-1,014,000","98,466,730","5,951,270","-4,842,000","-317,000",
	CashFlowFromContinuingFinancingActivities,"149,899,000","46,495,000","-1,014,000","98,466,730","5,951,270","-4,842,000","-317,000",
		NetIssuancePaymentsOfDebt,,,"0","-1,109,270",,,"0",
			NetShortTermDebtIssuance,,,"0",,,,"0",
				ShortTermDebtIssuance,,,"0",,,,"0",
				ShortTermDebtPayments,,,"0",,,,"0",
		NetCommonStockIssuance,,,"0",,,,"0",
			CommonStockPayments,,,"0",,,,"0",
		NetPreferredStockIssuance,,,"0",,,,"0",
			PreferredStockIssuance,,,"0",,,,"0",
		ProceedsFromStockOptionExercised,"52,519,000","46,495,000","415,000",,,"0","86,000",
		NetOtherFinancingCharges,,,"-1,429,000",,,"-4,842,000",,
EndCashPosition,"62,864,000","62,864,000","52,076,000","87,438,000","211","38,112,000","69,513,000","96,033,000"
	ChangesInCash,"24,752,000","10,788,000","-35,362,000","18,239,485","31,086,515","-31,401,000","-26,520,000","52,726,307"
	BeginningCashPosition,"38,112,000","52,076,000","87,438,000","211","38,112,000","69,513,000","96,033,000","716,700"
IncomeTaxPaidSupplementalData,,,"-11,000","11,000",,,"9,000","-152,153"
CapitalExpenditure,"-6,178,000","-1,454,000","-2,303,000",,,"-1,479,000","-9,372,000",
IssuanceOfCapitalStock,,,"0",,,,"0",
IssuanceOfDebt,,,"0","3,890,730",,,"0",
RepaymentOfDebt,,,"0",,,,"0",
RepurchaseOfCapitalStock,,,"0",,,,"0",
FreeCashFlow,"-125,447,000","-35,707,000","-34,348,000","-81,122,060","25,730,060","-26,559,000","-26,203,000","-64,049,990"
