name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
TotalAssets,"1,511,500,000","1,493,500,000","1,518,000,000","1,484,600,000","1,435,800,000","1,397,500,000","1,395,000,000","1,340,600,000","1,328,200,000","1,309,000,000","1,337,300,000","1,293,300,000","1,280,200,000","1,259,100,000","1,291,900,000","1,233,300,000","1,234,300,000","1,220,200,000","1,258,300,000","1,234,200,000","1,209,400,000","1,228,400,000","1,280,600,000","1,230,900,000","1,185,100,000","1,166,400,000","1,229,800,000","1,197,400,000","1,208,500,000","1,177,000,000","1,317,100,000","1,302,900,000","1,282,900,000","1,269,700,000","1,281,900,000","1,230,400,000","1,218,800,000","1,199,900,000","1,240,900,000","1,231,800,000","1,355,200,000","1,447,000,000","1,485,000,000","1,520,900,000","1,525,200,000","1,513,600,000","1,568,200,000","1,589,000,000","1,620,800,000","1,665,900,000","1,739,500,000","1,801,600,000","1,938,800,000","2,581,600,000","3,090,200,000","3,053,800,000","2,997,200,000","2,977,100,000","3,009,200,000","3,015,600,000","2,989,300,000","2,942,000,000","2,989,900,000","3,191,200,000","2,964,800,000","2,962,200,000"
	CurrentAssets,"647,100,000","628,000,000","653,700,000","632,400,000","614,200,000","577,900,000","581,200,000","534,400,000","518,900,000","507,500,000","566,900,000","540,800,000","535,100,000","529,700,000","685,500,000","653,600,000","653,700,000","637,400,000","670,300,000","655,000,000","627,600,000","666,700,000","612,300,000","566,800,000","515,200,000","492,400,000","549,500,000","505,700,000","511,500,000","489,900,000","623,900,000","613,200,000","584,300,000","566,000,000","569,400,000","515,800,000","496,400,000","469,500,000","489,900,000","477,800,000","599,200,000","574,000,000","598,800,000","621,800,000","612,400,000","588,100,000","636,400,000","652,100,000","667,500,000","690,100,000","746,100,000","801,700,000","927,100,000","959,700,000","1,050,300,000","1,015,100,000","963,500,000","939,300,000","950,000,000","952,600,000","932,300,000","893,500,000","935,200,000","1,104,000,000","863,300,000","859,400,000"
		CashCashEquivalentsAndShortTermInvestments,"164,100,000","207,300,000","227,500,000","228,600,000","228,200,000","220,800,000","208,900,000","170,700,000","111,300,000","136,800,000","176,700,000","140,700,000","134,300,000","198,800,000","347,100,000","331,500,000","323,900,000","348,300,000","361,700,000","353,200,000","328,300,000","172,300,000","195,000,000","148,300,000","93,600,000","104,500,000","113,100,000","61,400,000","34,100,000","45,100,000","161,100,000","150,900,000","105,100,000","106,800,000","123,600,000","69,200,000","37,900,000","74,500,000","83,000,000","53,700,000","34,300,000","39,600,000","61,200,000","45,800,000","43,800,000","71,900,000","83,700,000","77,100,000","104,600,000","124,000,000","61,500,000","80,100,000","153,100,000","151,800,000","183,900,000","141,900,000","119,600,000","136,900,000","98,900,000","57,000,000","69,200,000","71,500,000","81,400,000","239,700,000","41,100,000","72,400,000"
			CashAndCashEquivalents,"164,100,000","207,300,000","227,500,000","228,600,000","228,200,000","220,800,000","208,900,000","170,700,000","111,300,000","136,800,000","176,700,000","140,700,000","134,300,000","198,800,000","347,100,000","331,500,000","323,900,000","348,300,000","361,700,000","353,200,000","328,300,000","172,300,000","195,000,000","148,300,000","93,600,000","104,500,000","113,100,000","61,400,000","34,100,000","45,100,000","161,100,000","150,900,000","105,100,000","106,800,000","123,600,000","69,200,000","37,900,000","74,500,000","83,000,000","53,700,000","34,300,000","39,600,000","61,200,000","45,800,000","43,800,000","71,900,000","83,700,000","77,100,000","104,600,000","124,000,000","61,500,000","80,100,000","153,100,000","151,800,000","183,900,000","141,900,000","119,600,000","136,900,000","98,900,000","57,000,000","69,200,000","71,500,000","81,400,000","239,700,000","41,100,000","72,400,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,
		Receivables,"234,800,000","191,400,000","223,900,000","209,500,000","190,200,000","169,400,000","194,800,000","167,700,000","188,100,000","135,200,000","177,500,000","179,100,000","176,000,000","116,800,000","165,900,000","149,300,000","159,500,000","119,300,000","156,200,000","140,700,000","139,700,000","104,200,000","188,200,000","185,500,000","185,300,000","142,900,000","176,800,000","166,800,000","186,600,000","160,200,000","196,700,000","197,800,000","189,600,000","151,100,000","181,600,000","184,800,000","195,300,000","154,600,000","170,400,000","156,500,000","151,000,000","197,800,000","220,800,000","226,600,000","202,000,000","161,000,000","202,500,000","213,200,000","182,900,000","140,600,000","216,300,000","211,400,000","198,500,000","209,500,000","298,200,000","321,800,000","270,700,000","237,400,000","302,100,000","305,600,000","274,300,000","252,200,000","322,900,000","309,200,000","272,700,000","267,000,000"
			AccountsReceivable,"222,200,000","180,400,000","212,200,000","200,700,000","183,900,000","157,400,000","180,800,000","155,300,000","180,600,000","132,100,000","172,800,000","168,400,000","167,300,000","115,100,000","164,300,000","145,800,000","152,400,000","107,400,000","145,300,000","140,700,000","139,700,000","104,200,000","186,700,000","185,500,000","185,300,000","142,900,000","175,300,000","166,800,000","186,600,000","138,800,000","182,100,000","183,300,000","174,100,000","134,400,000","164,500,000","167,500,000","176,500,000","135,900,000","166,100,000",,,,,,,,,,,,,,,,"298,200,000","321,800,000","270,700,000","237,400,000","302,100,000","305,600,000","274,300,000","252,200,000","322,900,000","309,200,000","272,700,000",
				GrossAccountsReceivable,"226,700,000","184,500,000","215,700,000","203,800,000","189,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-4,500,000","-4,100,000","-3,500,000","-3,100,000","-5,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"200,000","200,000","200,000","600,000","300,000","2,700,000","5,500,000","200,000","500,000","3,100,000","4,700,000","10,700,000","8,700,000","1,700,000","1,600,000","3,500,000","7,100,000","11,900,000","10,900,000",,,,"1,500,000",,,,"1,500,000",,,"21,400,000","13,000,000","14,500,000","15,500,000","14,200,000","14,900,000","14,100,000","15,300,000","15,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
