name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,09/30/2017
TotalAssets,"1,021,636,000","786,167,000","702,097,000","725,298,000","677,289,000","699,570,000","398,882,000","408,240,000","323,872,000","192,277,000","186,994,000","206,805,000","140,170,000","164,453,000","115,791,000","122,665,000","85,657,000"
	CurrentAssets,"664,375,000","385,007,000","546,495,000","576,607,000","607,999,000","634,428,000","334,870,000","344,578,000","260,205,000","129,288,000","160,135,000","182,622,000","120,991,000","146,663,000","95,671,000","103,776,000","67,869,000"
		CashCashEquivalentsAndShortTermInvestments,"573,858,000","301,859,000","477,863,000","519,408,000","555,658,000","587,285,000","290,002,000","311,759,000","230,064,000","103,107,000","138,107,000","161,787,000","104,324,000","130,166,000","80,757,000","92,499,000","62,204,000"
			CashAndCashEquivalents,"407,627,000","191,624,000","465,829,000","475,279,000","399,329,000","348,789,000","93,667,000","207,853,000","184,395,000","26,032,000","46,735,000","68,212,000","28,693,000","66,459,000","80,757,000","90,900,000","31,227,000"
			OtherShortTermInvestments,"166,231,000","110,235,000","12,034,000","44,129,000","156,329,000","238,496,000","196,335,000","103,906,000","45,669,000","77,075,000","91,372,000","93,575,000","75,631,000","63,707,000","0","1,599,000","30,977,000"
		Receivables,"34,877,000","32,872,000","28,549,000","28,116,000","27,290,000","25,492,000","26,376,000","13,347,000","14,831,000","13,054,000","12,104,000","11,697,000","7,998,000","6,978,000","5,419,000","4,289,000","2,346,000"
			AccountsReceivable,"28,674,000","27,375,000","26,549,000","23,558,000","24,953,000","23,639,000","25,790,000","12,740,000","13,759,000","12,475,000","11,085,000","11,697,000","7,998,000","6,978,000","5,439,000","4,289,000","2,237,000"
			OtherReceivables,"6,356,000","5,834,000","2,337,000","5,039,000","3,068,000","2,260,000","951,000","926,000","1,391,000","920,000","1,313,000",,,,"75,000",,"109,000"
			ReceivablesAdjustmentsAllowances,"-153,000","-337,000","-337,000","-481,000","-731,000","-407,000","-365,000","-319,000","-319,000","-341,000","-294,000",,,,"-95,000",,
		Inventory,"44,591,000","40,239,000","31,800,000","21,224,000","15,838,000","13,409,000","12,289,000","13,161,000","10,764,000","7,416,000","7,330,000","5,496,000","4,449,000","5,561,000","6,028,000","4,253,000","1,827,000"
