name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
OperatingCashFlow,"-60,367,000","-18,231,000","-16,476,000","-12,751,000","-12,909,000","-15,198,000","-13,445,000","-10,948,000"
	CashFlowFromContinuingOperatingActivities,"-60,367,000","-18,231,000","-16,476,000","-12,751,000","-12,909,000","-15,198,000","-13,445,000","-10,948,000"
		NetIncomeFromContinuingOperations,"-64,216,000","-17,185,000","-18,348,000","-14,103,000","-14,580,000","-12,822,000","-15,278,000","-12,009,000"
		OperatingGainsLosses,"118,000","37,000","36,000","-192,000","237,000","-280,000","522,000","-317,000"
			GainLossOnInvestmentSecurities,"118,000","37,000","36,000","-192,000","237,000","-280,000","522,000","-317,000"
		DepreciationAmortizationDepletion,"3,167,000","758,000","763,000","796,000","850,000","915,000","715,000","715,000"
			DepreciationAndAmortization,"3,167,000","758,000","763,000","796,000","850,000","915,000","715,000","715,000"
		AssetImpairmentCharge,,,"113,000","-1,000",,,"87,000","0"
		StockBasedCompensation,"4,698,000","1,552,000","1,496,000","925,000","725,000","650,000","604,000","563,000"
		OtherNonCashItems,"-363,000","-97,000","-96,000","-91,000","-79,000","-79,000","-15,000","-76,000"
		ChangeInWorkingCapital,"-4,421,000","-3,296,000","-440,000","-85,000","-600,000","-3,582,000","-80,000","176,000"
			ChangeInReceivables,"-2,859,000","-2,529,000","1,890,000","-1,213,000","-1,007,000","-2,584,000","218,000","-557,000"
				ChangesInAccountReceivables,"-2,859,000","-2,529,000","1,890,000","-1,213,000","-1,007,000","-2,584,000","218,000","-557,000"
			ChangeInInventory,"-4,681,000","517,000","-2,544,000","-281,000","-2,373,000","-926,000","-2,210,000","-551,000"
			ChangeInPrepaidAssets,"-2,034,000","177,000","-2,025,000","806,000","-992,000","-420,000","-139,000","19,000"
			ChangeInPayablesAndAccruedExpense,"1,946,000","698,000","-1,309,000","514,000","2,043,000","609,000","240,000","890,000"
				ChangeInPayable,"559,000","448,000","-1,550,000","242,000","1,419,000","701,000","57,000","700,000"
					ChangeInAccountPayable,"559,000","448,000","-1,550,000","242,000","1,419,000","701,000","57,000","700,000"
				ChangeInAccruedExpense,"1,387,000","250,000","241,000","272,000","624,000","-92,000","183,000","190,000"
					ChangeInInterestPayable,"1,387,000","250,000","241,000","272,000","624,000","-92,000","183,000","190,000"
			ChangeInOtherCurrentLiabilities,"1,485,000","-613,000","1,772,000","-983,000","1,309,000","381,000","871,000","-547,000"
			ChangeInOtherWorkingCapital,"1,722,000","-1,546,000","1,776,000","1,072,000","420,000","-642,000","940,000","922,000"
InvestingCashFlow,"-608,000","-55,000","-332,000","-111,000","-110,000","-39,000","-9,000","-20,000"
	CashFlowFromContinuingInvestingActivities,"-608,000","-55,000","-332,000","-111,000","-110,000","-39,000","-9,000","-20,000"
		NetPPEPurchaseAndSale,"-608,000","-55,000","-332,000","-111,000","-110,000","-39,000","-9,000","-20,000"
			PurchaseOfPPE,"-608,000","-55,000","-332,000","-111,000","-110,000","-39,000","-9,000","-20,000"
FinancingCashFlow,"262,182,000","1,291,000","644,000","174,122,000","86,125,000","1,225,000","237,000","79,238,000"
	CashFlowFromContinuingFinancingActivities,"262,182,000","1,291,000","644,000","174,122,000","86,125,000","1,225,000","237,000","79,238,000"
		NetIssuancePaymentsOfDebt,,,"0","0",,,"0","0"
			NetLongTermDebtIssuance,,,"0","0",,,"0","0"
				LongTermDebtIssuance,,,"0","0",,,"0","0"
		NetCommonStockIssuance,,,"-45,000",,,,,
			CommonStockIssuance,,,"-45,000",,,,,
		NetPreferredStockIssuance,,,"0","0",,,"0","76,488,000"
			PreferredStockIssuance,,,"0","0",,,"0","76,488,000"
		ProceedsFromStockOptionExercised,"5,108,000","1,291,000","689,000","1,713,000","1,415,000","1,225,000","237,000","2,750,000"
EndCashPosition,"288,102,000","288,102,000","305,097,000","321,261,000","160,001,000","86,895,000","100,907,000","114,124,000"
	ChangesInCash,"201,207,000","-16,995,000","-16,164,000","161,260,000","73,106,000","-14,012,000","-13,217,000","68,270,000"
	BeginningCashPosition,"86,895,000","305,097,000","321,261,000","160,001,000","86,895,000","100,907,000","114,124,000","45,854,000"
InterestPaidSupplementalData,"4,750,000","1,171,000","1,184,000","1,197,000","1,198,000","1,171,000","1,184,000","1,158,000"
CapitalExpenditure,"-608,000","-55,000","-332,000","-111,000","-110,000","-39,000","-9,000","-20,000"
IssuanceOfCapitalStock,,,"-45,000","172,409,000",,,"0","76,488,000"
IssuanceOfDebt,,,"0","0",,,"0","0"
FreeCashFlow,"-60,975,000","-18,286,000","-16,808,000","-12,862,000","-13,019,000","-15,237,000","-13,454,000","-10,968,000"
