name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019
TotalAssets,"315,008,000","331,568,000","344,178,000","355,910,000","354,393,000","365,531,000","374,446,000","159,042,000","103,033,000"
	CurrentAssets,"288,040,000","301,286,000","313,555,000","323,080,000","334,953,000","364,761,000","373,672,000","156,757,000","102,093,000"
		CashCashEquivalentsAndShortTermInvestments,"282,993,000","297,163,000","307,651,000","318,349,000","331,489,000","361,422,000","373,150,000","156,106,000","101,486,000"
			CashAndCashEquivalents,"115,772,000","172,467,000","176,641,000","189,423,000","208,783,000","361,422,000","373,150,000","148,021,000","73,278,000"
			OtherShortTermInvestments,"167,221,000","124,696,000","131,010,000","128,926,000","122,706,000","0","0","8,085,000","28,208,000"
		PrepaidAssets,"4,225,000","3,301,000","5,082,000","3,909,000","3,464,000","3,339,000","522,000","651,000","607,000"
		RestrictedCash,"822,000","822,000","822,000","822,000",,,,,
	TotalNonCurrentAssets,"26,968,000","30,282,000","30,623,000","32,830,000","19,440,000","770,000","774,000","2,285,000","940,000"
		NetPPE,"14,974,000","13,150,000","11,804,000","12,016,000","1,525,000","569,000","573,000","609,000","739,000"
			GrossPPE,"16,926,000","15,018,000","13,595,000","13,728,000","3,166,000","2,130,000","2,073,000","2,034,000","1,982,000"
				Properties,"0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"2,343,000","2,278,000","2,278,000","2,260,000","2,078,000","2,006,000","2,006,000","1,967,000","1,915,000"
				OtherProperties,"14,174,000","12,579,000","11,156,000","11,307,000","927,000","51,000",,,
				Leases,"409,000","161,000","161,000","161,000","161,000","73,000","67,000","67,000","67,000"
			AccumulatedDepreciation,"-1,952,000","-1,868,000","-1,791,000","-1,712,000","-1,641,000","-1,561,000","-1,500,000","-1,425,000","-1,243,000"
		InvestmentsAndAdvances,"11,773,000","16,911,000","18,601,000","20,613,000","16,891,000",,,,
			InvestmentinFinancialAssets,"11,773,000","16,911,000","18,601,000","20,613,000","16,891,000",,,,
				AvailableForSaleSecurities,"11,773,000","16,911,000","18,601,000","20,613,000","16,891,000",,,,
		NonCurrentDeferredAssets,,,,,,,,"1,475,000",
		OtherNonCurrentAssets,"221,000","221,000","218,000","201,000","1,024,000","201,000","201,000","201,000","201,000"
TotalLiabilitiesNetMinorityInterest,"23,165,000","23,009,000","19,230,000","18,063,000","6,098,000","6,410,000","5,476,000","5,147,000","173,507,000"
	CurrentLiabilities,"11,685,000","12,219,000","8,563,000","7,504,000","5,796,000","6,410,000","5,476,000","5,053,000","4,523,000"
		PayablesAndAccruedExpenses,"9,668,000","8,019,000","5,136,000","4,667,000","3,316,000","3,301,000","3,371,000","5,053,000","3,242,000"
			Payables,"4,864,000","3,189,000","1,278,000","2,369,000","1,252,000","1,607,000","548,000","2,146,000","2,837,000"
				AccountsPayable,"4,864,000","3,189,000","1,278,000","2,369,000","1,252,000","1,607,000","548,000","2,146,000","2,837,000"
			CurrentAccruedExpenses,"4,804,000","4,830,000","3,858,000","2,298,000","2,064,000","1,694,000","2,823,000","2,907,000","405,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"1,759,000","3,797,000","2,882,000","2,160,000","1,814,000","3,109,000","2,105,000",,"1,281,000"
		CurrentDebtAndCapitalLeaseObligation,"258,000","403,000","545,000","677,000","666,000",,,,
			CurrentCapitalLeaseObligation,"258,000","403,000","545,000","677,000","666,000",,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"11,480,000","10,790,000","10,667,000","10,559,000","302,000","0","0","94,000","168,984,000"
		LongTermDebtAndCapitalLeaseObligation,"11,480,000","10,790,000","10,667,000","10,559,000","302,000",,,,
			LongTermCapitalLeaseObligation,"11,480,000","10,790,000","10,667,000","10,559,000","302,000",,,,
		PreferredSecuritiesOutsideStockEquity,,,,,,"0","0","0","168,933,000"
		OtherNonCurrentLiabilities,,,,,,,,"94,000","51,000"
TotalEquityGrossMinorityInterest,"291,843,000","308,559,000","324,948,000","337,847,000","348,295,000","359,121,000","368,970,000","153,895,000","-70,474,000"
	StockholdersEquity,"291,843,000","308,559,000","324,948,000","337,847,000","348,295,000","359,121,000","368,970,000","153,895,000","-70,474,000"
		CapitalStock,"0","0","0","0","0","0","0","0","0"
			PreferredStock,"0","0","0","0","0",,,,
			CommonStock,"0","0","0","0","0","0","0","0","0"
		AdditionalPaidInCapital,"478,668,000","476,363,000","474,301,000","472,196,000","469,790,000","469,001,000","468,396,000","244,551,000","4,969,000"
		RetainedEarnings,"-186,159,000","-167,726,000","-149,367,000","-134,356,000","-121,482,000","-109,880,000","-99,426,000","-90,661,000","-75,440,000"
		GainsLossesNotAffectingRetainedEarnings,"-666,000","-78,000","14,000","7,000","-13,000","0","0","5,000","-3,000"
TotalCapitalization,"291,843,000","308,559,000","324,948,000","337,847,000","348,295,000","359,121,000","368,970,000","153,895,000","-70,474,000"
CommonStockEquity,"291,843,000","308,559,000","324,948,000","337,847,000","348,295,000","359,121,000","368,970,000","153,895,000","-70,474,000"
CapitalLeaseObligations,"11,738,000","11,193,000","11,212,000","11,236,000","968,000",,,,
NetTangibleAssets,"291,843,000","308,559,000","324,948,000","337,847,000","348,295,000","359,121,000","368,970,000","153,895,000","-70,474,000"
WorkingCapital,"276,355,000","289,067,000","304,992,000","315,576,000","329,157,000","358,351,000","368,196,000","151,704,000","97,570,000"
InvestedCapital,"291,843,000","308,559,000","324,948,000","337,847,000","348,295,000","359,121,000","368,970,000","153,895,000","-70,474,000"
TangibleBookValue,"291,843,000","308,559,000","324,948,000","337,847,000","348,295,000","359,121,000","368,970,000","153,895,000","-70,474,000"
TotalDebt,"11,738,000","11,193,000","11,212,000","11,236,000","968,000",,,,
ShareIssued,"45,532,392","45,433,684","45,352,207","45,213,567","44,881,169","44,777,818","44,773,748","44,773,748","44,773,748"
OrdinarySharesNumber,"45,532,392","45,433,684","45,352,207","45,213,567","44,881,169","44,777,818","44,773,748","44,773,748","44,773,748"
