name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999
TotalAssets,"143,327,000,000","152,648,000,000","169,636,000,000","176,962,000,000","173,859,000,000","176,982,000,000","165,118,000,000","157,342,000,000","149,020,000,000","168,622,000,000","163,872,000,000","163,347,000,000","165,008,000,000","159,573,000,000","174,862,000,000","195,549,000,000","216,017,000,000","220,217,000,000","220,567,000,000","217,488,000,000","230,586,000,000","220,177,000,000","226,739,000,000","222,055,000,000","222,958,000,000","225,261,000,000","222,216,000,000","237,008,000,000","242,714,000,000","239,808,000,000","222,812,000,000","231,693,000,000","216,297,000,000","219,873,000,000","212,717,000,000","193,745,000,000","200,738,000,000","200,451,000,000","192,828,000,000","182,480,000,000","185,518,000,000","179,896,000,000","174,282,000,000","185,048,000,000","178,422,000,000","178,459,000,000","174,504,000,000","162,266,000,000","168,060,000,000","177,994,000,000","21,380,000,000","20,409,000,000","19,223,000,000","19,924,000,000","21,696,672,000","22,017,252,000","21,816,404,000","22,561,515,000","23,078,534,000","21,992,177,000","20,881,989,000","20,469,492,000","17,874,676,000","1,923,921,000","1,841,052,000","1,848,000,000","1,673,104,000","1,562,544,000","1,493,918,000","1,145,235,000","1,077,001,000","966,452,000","909,442,000","967,223,000","3,484,802,000","900,668,000","836,397,000","864,188,000","789,574,000","734,294,000","666,644,000","684,478,000","643,770,000","571,234,000","500,443,000","537,003,000","492,495,000","433,729,000","388,430,000","447,582,000","443,400,000"
	CurrentAssets,"18,146,000,000","20,193,000,000","25,482,000,000","26,376,000,000","25,803,000,000","28,706,000,000","25,350,000,000","22,823,000,000","22,278,000,000","23,474,000,000","29,230,000,000","27,763,000,000","30,215,000,000","32,480,000,000","31,054,000,000","34,134,000,000","37,642,000,000","35,420,000,000","38,147,000,000","36,029,000,000","40,176,000,000","37,325,000,000","39,466,000,000","40,029,000,000","39,255,000,000","40,834,000,000","39,991,000,000","40,656,000,000","46,670,000,000","45,127,000,000","32,804,000,000","36,291,000,000","27,398,000,000","30,911,000,000","32,460,000,000","27,628,000,000","30,303,000,000","32,515,000,000","7,100,000,000","5,794,000,000","5,098,000,000","5,662,000,000","5,201,000,000","6,427,000,000","5,138,000,000","5,705,000,000","4,856,000,000","4,330,000,000","4,741,000,000","6,627,000,000","4,073,000,000","3,476,000,000","2,856,000,000","3,242,000,000",,,,"3,241,842,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"7,262,000,000","9,323,000,000","7,361,000,000","6,416,000,000","6,267,000,000","8,664,000,000","6,507,000,000","5,466,000,000","4,406,000,000","4,829,000,000","4,607,000,000","4,023,000,000","4,061,000,000","6,488,000,000","6,580,000,000","6,724,000,000","6,081,000,000","7,038,000,000","6,247,000,000","5,582,000,000","5,814,000,000","6,175,000,000","5,615,000,000","5,237,000,000","5,084,000,000","6,231,000,000","5,749,000,000","4,971,000,000","4,572,000,000","6,001,000,000","6,324,000,000","5,497,000,000","4,585,000,000","4,551,000,000","4,080,000,000","3,793,000,000","4,232,000,000","4,903,000,000","4,515,000,000","3,639,000,000","2,647,000,000","3,560,000,000","2,983,000,000","4,192,000,000","2,779,000,000","3,460,000,000","2,636,000,000","2,183,000,000","2,703,000,000","4,708,000,000","2,763,000,000","2,305,000,000","1,793,000,000","2,032,000,000","3,939,037,000","3,369,047,000","3,117,108,000","1,656,200,000","5,001,330,000","3,840,377,000","3,213,691,000","3,257,878,000","2,560,112,000","715,940,000","706,459,000","782,891,000","688,781,000","650,193,000","637,678,000","685,170,000","619,944,000","533,065,000","478,397,000","550,864,000","2,792,010,000","485,550,000","435,851,000","463,977,000","394,137,000","332,536,000","282,073,000","325,577,000","293,540,000","241,675,000","166,080,000","205,906,000","173,135,000","126,637,000","90,866,000","159,384,000","2,500,000"
			CashAndCashEquivalents,"7,262,000,000","9,323,000,000","7,361,000,000","6,416,000,000","6,267,000,000","8,664,000,000","6,507,000,000","5,466,000,000","4,406,000,000","4,829,000,000","4,607,000,000","4,023,000,000","4,061,000,000","6,488,000,000","6,580,000,000","6,724,000,000","6,081,000,000","7,038,000,000","6,247,000,000","5,582,000,000","5,814,000,000","6,175,000,000","5,615,000,000","5,237,000,000","5,084,000,000","6,231,000,000","5,749,000,000","4,971,000,000","4,572,000,000","6,001,000,000","6,324,000,000","5,497,000,000","4,585,000,000","4,551,000,000","4,080,000,000","3,793,000,000","4,232,000,000","4,903,000,000","4,515,000,000","3,639,000,000","2,647,000,000","3,560,000,000","2,983,000,000","2,861,000,000","2,779,000,000","3,460,000,000","2,636,000,000","2,183,000,000","2,703,000,000","4,708,000,000","2,763,000,000","2,305,000,000","1,793,000,000","2,032,000,000","1,793,293,000","1,427,522,000","1,194,180,000","1,656,200,000","2,320,579,000","1,356,250,000","1,018,828,000","1,160,304,000","943,901,000","368,687,000","368,098,000","484,223,000","396,514,000","367,386,000","312,286,000","457,673,000","379,431,000","296,696,000","301,109,000","315,941,000","241,567,000","180,833,000","191,214,000","255,234,000","213,675,000","169,533,000","111,828,000","186,451,000","152,832,000","99,231,000","145,377,000","192,590,000","158,928,000","116,633,000","88,670,000","157,129,000","0"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,331,000,000",,,,,,,,,,,"2,145,744,000","1,941,525,000","1,922,928,000",,"2,680,751,000","2,484,127,000","2,194,863,000","2,097,574,000","1,616,211,000","347,253,000","338,361,000","298,668,000","292,267,000","282,807,000","325,392,000","227,497,000","240,513,000","236,369,000","177,288,000","234,923,000","2,550,443,000","304,717,000","244,637,000","208,743,000","180,462,000","163,003,000","170,245,000","139,126,000","140,708,000","142,444,000","20,703,000","13,316,000","14,207,000","10,004,000","2,196,000","2,255,000","2,500,000"
		Receivables,"3,801,000,000","3,789,000,000","4,015,000,000","3,790,000,000","3,825,000,000","3,535,000,000","3,706,000,000","2,990,000,000","3,095,000,000","3,179,000,000","5,924,000,000","5,294,000,000","5,363,000,000","5,337,000,000","4,899,000,000","4,450,000,000","4,314,000,000","4,192,000,000","4,469,000,000","4,178,000,000","4,324,000,000","3,358,000,000","4,012,000,000","4,069,000,000","3,782,000,000","3,267,000,000","3,458,000,000","3,248,000,000","6,731,000,000","5,472,000,000","5,514,000,000","6,740,000,000","5,051,000,000","4,572,000,000","6,418,000,000","4,409,000,000","5,132,000,000","4,591,000,000","2,585,000,000","2,155,000,000","2,451,000,000","2,102,000,000","2,218,000,000","2,235,000,000","2,359,000,000","2,245,000,000","2,220,000,000","2,147,000,000","2,038,000,000","1,919,000,000","1,310,000,000","1,171,000,000","1,063,000,000","1,210,000,000","1,449,996,000","1,773,592,000","1,490,837,000","1,410,793,000","1,252,602,000","1,155,743,000","1,354,807,000","1,077,550,000","1,043,840,000","438,276,000","387,279,000","339,578,000","274,672,000","243,796,000","245,100,000","165,342,000","170,707,000","146,185,000","147,156,000","127,316,000","226,646,000","119,448,000","115,527,000","114,070,000","111,844,000","118,711,000","114,450,000","96,659,000","97,266,000","78,216,000","86,430,000","83,284,000","77,641,000","72,249,000","72,468,000","2,111,000",
			AccountsReceivable,"3,801,000,000","3,789,000,000","4,015,000,000","3,790,000,000","3,825,000,000","3,535,000,000","3,706,000,000","2,990,000,000","3,095,000,000","3,179,000,000","3,026,000,000","2,863,000,000","2,771,000,000","2,657,000,000","2,682,000,000","2,567,000,000","2,677,000,000","2,699,000,000","3,183,000,000","2,984,000,000","3,227,000,000","2,350,000,000","2,601,000,000","2,885,000,000","2,526,000,000","2,237,000,000","2,542,000,000","2,347,000,000","2,836,000,000","2,120,000,000","2,631,000,000","4,207,000,000","2,868,000,000","2,247,000,000","4,311,000,000","2,249,000,000","2,618,000,000","2,250,000,000","2,464,000,000","2,084,000,000","2,312,000,000","1,960,000,000","2,073,000,000","2,084,000,000","2,223,000,000","2,095,000,000","2,052,000,000","1,989,000,000","1,868,000,000","1,730,000,000","1,219,000,000","1,067,000,000","953,000,000","901,000,000","1,208,577,000","1,569,116,000","1,490,837,000","1,235,940,000","1,155,996,000","1,077,654,000","1,282,316,000","964,366,000","1,043,840,000","438,276,000","387,279,000","339,578,000","274,672,000","243,796,000","245,100,000","165,342,000","170,707,000","146,185,000","147,156,000","127,316,000",,"119,448,000","115,527,000","114,070,000","111,844,000","118,711,000","114,450,000","96,659,000","97,266,000","78,216,000","86,430,000","83,284,000","77,641,000","72,249,000","72,468,000","2,111,000",
			LoansReceivable,,,,,,,,,,,"2,898,000,000","2,431,000,000","2,592,000,000","2,680,000,000","2,217,000,000","1,883,000,000","1,637,000,000","1,493,000,000","1,286,000,000","1,194,000,000","1,097,000,000","1,008,000,000","1,411,000,000","1,184,000,000","1,256,000,000","1,030,000,000","916,000,000","901,000,000","3,895,000,000","3,352,000,000","2,883,000,000","2,533,000,000","2,183,000,000","2,325,000,000","2,107,000,000","2,160,000,000","2,514,000,000","2,264,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,000,000","121,000,000",,,"142,000,000",,"151,000,000","136,000,000",,"168,000,000",,,"189,000,000",,,,"309,000,000",,,,"174,853,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71,000,000","139,000,000",,"145,000,000",,,"150,000,000",,"158,000,000","170,000,000",,"91,000,000","104,000,000","110,000,000",,"241,419,000","204,476,000",,,"96,606,000","78,089,000","72,491,000","113,184,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
