name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993
OperatingCashFlow,"1,322,957,000","167,785,000","234,786,000","345,039,000","575,347,000","157,298,000","260,448,000","243,913,000","343,168,000","55,749,000","82,835,000","219,523,000","227,482,000","35,596,000","45,147,000","249,264,000","174,023,000","2,724,000","22,250,000","149,549,000","112,323,000","-29,605,000","83,369,000","128,949,000","144,734,000","8,580,000","79,254,000","116,904,000","143,740,000","5,663,000","71,170,000","122,851,000","136,288,000","16,470,000","73,585,000","101,753,000","120,623,000","19,693,000","71,062,000","109,299,000","80,773,000","18,679,000","79,101,000","112,552,000","88,576,000","-24,663,000","79,124,000","64,783,000","69,558,000","-7,966,000","44,297,000","55,106,000","47,707,000","14,827,000","46,930,000","55,575,000","67,628,000","14,217,000","65,840,000","38,802,000","43,915,000","-222,000","31,542,000","41,743,000","26,874,000","6,105,000","-478,000","13,629,000","-614,000","14,585,000","1,927,000","4,967,000","16,612,000","24,695,000","20,409,000","37,754,000","44,448,000","33,726,000","1,153,000","32,760,000","57,383,000","48,505,000","6,904,000","20,580,000","39,951,000","25,056,000","-46,322,000","19,051,000","22,755,000","27,659,000","6,100,000","59,700,000","29,000,000","34,000,000","6,100,000","35,500,000","50,000,000","22,600,000","-10,300,000","24,300,000","21,700,000","32,000,000","9,200,000","25,400,000","10,800,000","25,700,000","3,800,000","21,200,000","7,400,000","24,400,000","2,200,000","11,500,000","7,800,000","13,800,000","1,400,000"
	CashFlowFromContinuingOperatingActivities,"1,322,957,000","167,785,000","234,786,000","345,039,000","575,347,000","157,298,000","260,448,000","243,913,000","343,168,000","55,749,000","82,835,000","219,523,000","227,482,000","35,596,000","45,147,000","249,264,000","174,023,000","2,724,000","22,250,000","149,549,000","112,323,000","-29,605,000","83,369,000","128,949,000","144,734,000","8,580,000","79,254,000","116,904,000","143,740,000","5,663,000","71,170,000","122,851,000","136,288,000","16,470,000","73,585,000","101,753,000","120,623,000","19,693,000",,"109,299,000","80,773,000","18,679,000","79,101,000","112,552,000","88,576,000","-24,663,000","79,124,000","64,783,000","69,558,000","-7,966,000","44,297,000","55,106,000","47,707,000","14,827,000","46,930,000","48,852,000","67,400,000","21,168,000","65,840,000","38,802,000","43,915,000","-222,000","31,542,000","41,743,000","26,874,000","6,105,000","-478,000","13,629,000","-614,000","14,585,000","1,927,000","4,967,000","16,612,000","24,695,000","20,409,000","37,754,000","44,448,000","33,726,000","1,153,000","32,760,000","57,383,000","48,505,000","6,904,000","20,580,000","42,308,000","56,902,000","-46,322,000","19,051,000","22,755,000","27,659,000","6,100,000","59,700,000","29,000,000","34,000,000","6,100,000","35,500,000","50,000,000","22,600,000","-10,300,000","24,300,000","21,700,000","32,000,000","9,200,000","25,400,000","10,800,000","25,700,000","3,800,000","21,200,000","7,400,000","24,400,000","2,200,000","11,500,000","7,800,000","13,800,000","1,400,000"
		NetIncomeFromContinuingOperations,"801,975,000","172,515,000","209,359,000","148,865,000","271,236,000","164,100,000","119,607,000","16,964,000","55,077,000","75,097,000","67,701,000","41,388,000","103,406,000","20,795,000","84,020,000","11,753,000","46,270,000","-19,587,000","107,307,000","-48,180,000","-92,281,000","36,433,000","66,485,000","39,019,000","47,911,000","40,167,000","65,763,000","30,366,000","51,155,000","28,351,000","59,144,000","33,846,000","53,040,000","37,736,000","61,418,000","38,194,000","46,514,000","36,675,000",,,,,,,,"29,191,000","36,694,000","20,075,000","20,113,000","19,403,000","25,716,000","20,067,000","17,185,000","19,996,000","33,646,000","18,781,000","29,900,000","21,544,000","38,819,000","12,494,000","14,048,000","8,192,000","22,570,000","9,608,000","18,244,000","7,770,000","14,810,000","-1,721,000","-819,000","-14,707,000","5,237,000","160,000","11,028,000","464,000","6,877,000","5,474,000","12,854,000","-1,512,000","-14,418,000","15,596,000","18,255,000","-4,316,000","19,043,000","-8,066,000","-8,454,000","-53,580,000","3,897,000","5,643,000","2,382,000","2,750,000","16,500,000","3,000,000","26,400,000","28,800,000","30,100,000","19,600,000","23,000,000","20,100,000","25,600,000","17,400,000","18,500,000","18,200,000","19,000,000","-19,400,000","12,600,000","11,700,000","11,500,000","6,200,000","6,200,000","6,000,000","7,100,000","3,400,000","3,700,000","3,700,000","4,200,000"
		OperatingGainsLosses,"-34,335,000","-29,896,000","-8,055,000","-398,000","4,014,000","-15,765,000","-2,633,000","45,290,000",,,"-9,120,000","0","0","2,075,000","-6,947,000","-13,040,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,"-3,000","0","-439,000","667,000","4,360,000","5,614,000","2,040,000","5,309,000","-8,219,000","7,457,000","3,880,000","5,201,000","3,373,000","7,696,000","728,000","6,042,000","5,343,000","49,083,000","-29,167,000","34,874,000","-16,046,000","59,882,000","-8,231,000","85,752,000","-32,084,000","45,514,000","-10,426,000","43,603,000","-59,000,000","65,300,000","-7,200,000","29,800,000","-22,700,000",,,,,,,,,,,,"-10,700,000",,,,,"-4,900,000","2,300,000","8,200,000","-4,400,000"
			GainLossOnSaleOfBusiness,,,,,,,"0","0","0","0","0","0","0","2,075,000","-6,947,000","-13,040,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-34,335,000","-29,896,000","-8,055,000","-398,000","4,014,000","-15,765,000","-2,633,000","476,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"204,490,000","48,349,000","51,656,000","52,480,000","52,005,000","56,264,000","56,381,000","53,971,000","53,936,000","54,696,000","-10,032,000","73,534,000","73,880,000","74,397,000","52,520,000","68,187,000","66,838,000","68,056,000","71,520,000","68,564,000","83,557,000","16,530,000","15,965,000","15,752,000","15,235,000","15,017,000","15,209,000","12,188,000","9,606,000","10,128,000","10,524,000","10,450,000","9,700,000","8,738,000","8,978,000","8,609,000","8,421,000","8,434,000",,"7,663,000","7,110,000","6,634,000","7,133,000","7,377,000","8,756,000","8,798,000","8,662,000","8,725,000","8,977,000","9,510,000","6,627,000","6,779,000","6,743,000","6,874,000","6,408,000","7,251,000","6,729,000","7,107,000","6,960,000","7,006,000","6,829,000","6,957,000","7,337,000","9,527,000","9,716,000","9,244,000","10,359,000","10,893,000","9,571,000","6,329,000","5,638,000","6,792,000","7,034,000","8,873,000","8,422,000","9,366,000","9,302,000","10,230,000","17,362,000","12,158,000","11,022,000","10,847,000","10,426,000","14,587,000","14,060,000","5,560,000","19,033,000","28,304,000","17,731,000","10,741,000","8,900,000","8,300,000","8,100,000","7,800,000","7,400,000","7,400,000","7,100,000","6,700,000","6,100,000","5,400,000","4,500,000","4,200,000","4,100,000","3,900,000","3,100,000","2,900,000","3,000,000","2,300,000","2,000,000","1,900,000","1,900,000","2,000,000","1,800,000","1,900,000","1,600,000"
			DepreciationAndAmortization,"204,490,000","48,349,000","51,656,000","52,480,000","52,005,000","56,264,000","56,381,000","53,971,000","53,936,000","54,696,000","-10,032,000","73,534,000","73,880,000","74,397,000","52,520,000","68,187,000","66,838,000","68,056,000","71,520,000","68,564,000","83,557,000","16,530,000","15,965,000","15,752,000","15,235,000","15,017,000","15,209,000","12,188,000","9,606,000","10,128,000","10,524,000","10,450,000","9,700,000","8,738,000","8,978,000","8,609,000","8,421,000","8,434,000","8,364,000","7,663,000","7,110,000","6,634,000","7,133,000","7,377,000","8,756,000","8,798,000","8,662,000","8,725,000","8,977,000","9,510,000","6,627,000","6,779,000","6,743,000","6,874,000","6,408,000","7,251,000","6,729,000","7,107,000","6,960,000","7,006,000","6,829,000","6,957,000","7,337,000","9,527,000","9,716,000","9,244,000","10,359,000","10,893,000","9,571,000","6,329,000","5,638,000","6,792,000","7,034,000","8,873,000","8,422,000","9,366,000","9,302,000","10,230,000","17,362,000","12,158,000","11,022,000","10,847,000","10,426,000","14,587,000","14,060,000","5,560,000","19,033,000","28,304,000","17,731,000","10,741,000","8,900,000","8,300,000","8,100,000","7,800,000","7,400,000","7,400,000","7,100,000","6,700,000","6,100,000","5,400,000","4,500,000","4,200,000","4,100,000","3,900,000","3,100,000","2,900,000","3,000,000","2,300,000","2,000,000","1,900,000","1,900,000","2,000,000","1,800,000","1,900,000","1,600,000"
				Depreciation,,,,,,,,,,,,"73,534,000","73,880,000","74,397,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,827,000","6,465,000","6,923,000","6,753,000","6,764,000","6,608,000","6,264,000","6,316,000","9,324,000","9,514,000","9,043,000","10,163,000",,,"6,107,000",,,,,,,,,"11,146,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"424,000","264,000","184,000","207,000","242,000","221,000","693,000","1,021,000","203,000","202,000","201,000","196,000",,,"222,000",,,,,,,,,"6,216,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
