name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
TotalRevenue,"13,848,000","2,394,000","6,220,000","2,450,000","2,773,000","0","2,702,000","2,090,000","402,000","0"
	OperatingRevenue,"13,848,000","2,394,000","6,220,000","2,450,000","2,773,000","0","2,702,000","2,090,000","402,000","0"
CostOfRevenue,"8,653,000","1,986,000","3,441,000","2,103,000","1,112,000",,"391,000","833,000","772,000",
GrossProfit,"5,195,000","408,000","2,779,000","347,000","1,661,000",,"2,311,000","1,257,000","-370,000",
OperatingExpense,"112,214,000","32,740,000","31,260,000","23,112,000","25,097,000","1,434,836","10,758,000","6,456,000","5,595,000","185,257"
	SellingGeneralAndAdministration,"41,718,000","11,619,000","11,605,000","9,331,000","9,157,000",,"4,682,000","2,825,000","2,635,000",
		GeneralAndAdministrativeExpense,"41,718,000","11,619,000","11,605,000","9,331,000","9,157,000",,"4,682,000","2,825,000","2,635,000",
			OtherGandA,"41,718,000","11,619,000","11,605,000","9,331,000","9,157,000",,"4,682,000","2,825,000","2,635,000",
	ResearchAndDevelopment,"31,417,000","8,281,000","7,949,000","4,888,000","9,052,000",,"951,000","17,000","0",
	DepreciationAmortizationDepletionIncomeStatement,"3,399,000","1,100,000","864,000","867,000","567,000",,"470,000","112,000","185,000",
		DepreciationAndAmortizationInIncomeStatement,"3,399,000","1,100,000","864,000","867,000","567,000",,"470,000","112,000","185,000",
	OtherOperatingExpenses,"35,680,000","11,740,000","10,842,000","8,026,000","6,321,000","1,434,836","4,655,000","3,502,000","2,775,000","185,257"
OperatingIncome,"-107,019,000","-32,332,000","-28,481,000","-22,765,000","-23,436,000","-1,434,836","-8,447,000","-5,199,000","-5,965,000","-185,257"
NetNonOperatingInterestIncomeExpense,,,,"4,000","6,000","21,197",,"14,000","30,000","886,099"
	InterestIncomeNonOperating,,,,"4,000","6,000","21,197",,"14,000","17,000","886,099"
	InterestExpenseNonOperating,,,,,"0",,,,"-13,000",
