name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,12/31/2013
TotalAssets,"37,073,000,000","38,031,000,000","38,962,000,000","38,816,000,000","36,019,000,000","36,385,000,000","36,239,000,000","6,148,447,000","5,891,172,000","5,640,553,000","6,081,241,000","6,082,002,000","6,114,518,000","5,911,462,000","4,477,174,000","3,599,746,000","3,552,220,000","3,546,472,000","3,585,257,000","3,557,940,000","1,645,803,000","1,294,044,000","1,278,874,000","1,274,685,000","1,286,068,000","1,325,008,000","1,168,945,000","1,169,003,000","1,150,452,000","1,175,330,000","1,169,383,000","267,430,000","270,182,000"
	CurrentAssets,"5,120,000,000","5,964,000,000","5,925,000,000","6,316,000,000","6,562,000,000","6,667,000,000","6,298,000,000","1,534,737,000","1,242,406,000","604,643,000","963,539,000","702,638,000","382,990,000","573,196,000","426,208,000","505,403,000","475,309,000","251,032,000","400,974,000","362,569,000","80,686,000","101,753,000","91,938,000","80,937,000","85,962,000","116,179,000","132,338,000","122,619,000","101,971,000","117,493,000","119,436,000","42,179,000","39,429,000"
		CashCashEquivalentsAndShortTermInvestments,"814,000,000","1,070,000,000","1,072,000,000","1,128,000,000","1,794,000,000","1,758,000,000","1,037,000,000","986,554,000","703,132,000","240,951,000","229,264,000","205,818,000","233,782,000","247,709,000","181,143,000","219,082,000","200,374,000","152,227,000","152,364,000","121,061,000","44,574,000","61,029,000","44,609,000","37,105,000","44,099,000","78,278,000","48,751,000","88,627,000","71,913,000","87,604,000","91,129,000","31,611,000","29,813,000"
			CashAndCashEquivalents,"814,000,000","1,070,000,000","1,072,000,000","1,128,000,000","1,794,000,000","1,758,000,000","1,037,000,000","950,483,000","671,747,000","206,317,000","208,831,000","183,139,000","216,883,000","230,752,000","164,086,000","202,016,000","183,138,000","134,596,000","134,903,000","103,624,000","44,574,000","61,029,000","44,609,000","37,105,000","44,099,000","78,278,000","48,751,000","88,627,000","71,913,000","87,604,000","91,129,000","31,611,000","29,813,000"
			OtherShortTermInvestments,,,,,,,,"36,071,000","31,385,000","34,634,000","20,433,000","22,679,000","16,899,000","16,957,000","17,057,000","17,066,000","17,236,000","17,631,000","17,461,000","17,437,000",,,,,,,,,,,,,
		Receivables,"450,000,000","472,000,000","438,000,000","420,000,000","372,000,000","382,000,000","422,000,000","44,890,000","44,389,000","57,705,000","50,973,000","63,102,000","70,743,000","76,227,000","42,189,000","34,933,000","33,800,000","46,040,000","33,200,000","21,862,000","8,829,000","14,694,000","17,061,000","14,524,000","9,534,000","9,981,000","9,565,000","8,958,000","5,920,000","7,474,000","9,228,000","4,618,000","3,670,000"
			AccountsReceivable,"450,000,000","472,000,000","438,000,000","395,000,000","324,000,000","338,000,000","385,000,000","44,305,000","43,693,000","53,899,000","48,150,000","60,059,000","65,604,000","60,169,000","42,002,000","34,808,000","33,738,000","45,797,000","33,129,000","21,862,000","8,829,000","14,694,000","17,061,000","14,524,000","9,534,000","9,981,000","9,146,000","8,505,000","5,608,000","7,112,000","9,005,000","4,257,000","3,240,000"
				GrossAccountsReceivable,,"602,000,000",,,,"476,000,000",,,,"58,527,000",,,,"63,843,000",,,,"47,017,000",,,,"15,915,000",,,,"12,055,000",,,,"9,701,000",,,"4,619,000"
				AllowanceForDoubtfulAccountsReceivable,,"-130,000,000",,,,"-138,000,000",,,,"-4,628,000",,,,"-3,674,000",,,,"-1,220,000",,,,"-1,221,000",,,,"-2,074,000",,,,"-2,589,000",,,"-1,379,000"
			TaxesReceivable,,,,,,,,,,"0","0","0","2,009,000","15,731,000",,,,,,,,,,,,,,,,,,,
