name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
OperatingCashFlow,"-312,930,000","-100,630,000","-72,668,000","-70,950,000","-68,682,000","-46,733,000","-39,064,000","-16,438,000","-25,982,000","-22,364,000"
	CashFlowFromContinuingOperatingActivities,"-312,930,000","-100,630,000","-72,668,000","-70,950,000","-68,682,000","-46,733,000","-39,064,000","-16,438,000","-25,982,000","-22,364,000"
		NetIncomeFromContinuingOperations,"-459,416,000","-111,903,000","-115,494,000","-115,490,000","-116,529,000","-385,160,000","-34,573,000","-89,452,000","-28,084,000","-25,761,000"
		OperatingGainsLosses,,,"-19,000","0","-4,183,000","326,900,000","-2,779,000","979,000",,
			GainLossOnSaleOfPPE,,,"-19,000","0",,,"7,000","9,000",,
			GainLossOnInvestmentSecurities,,,"0","0","0","326,900,000","-2,786,000",,,
		DepreciationAmortizationDepletion,"10,075,000","2,735,000","2,682,000","2,359,000","2,299,000","2,110,000","2,072,000","1,855,000","1,931,000","1,825,000"
			DepreciationAndAmortization,"10,075,000","2,735,000","2,682,000","2,359,000","2,299,000","2,110,000","2,072,000","1,855,000","1,931,000","1,825,000"
		StockBasedCompensation,"143,834,000","27,527,000","31,716,000","32,082,000","52,509,000","6,289,000","3,438,000","7,645,000","453,000","1,227,000"
		OtherNonCashItems,,"-8,000",,,,,"-6,285,000","44,183,000",,
		ChangeInWorkingCapital,"-3,255,000","-18,981,000","8,405,000","10,099,000","-2,778,000","3,128,000","-937,000","18,352,000","-418,000","345,000"
			ChangeInReceivables,"-414,000","-202,000","63,000","-430,000","155,000","-285,000","-706,000","-201,000","-80,000","-17,000"
				ChangesInAccountReceivables,"-414,000","-202,000","63,000","-430,000","155,000","-285,000","-706,000","-201,000","-80,000","-17,000"
			ChangeInPrepaidAssets,"-7,271,000","-422,000","1,905,000","-119,000","-8,635,000","-3,360,000","-977,000","1,140,000","-944,000","1,055,000"
			ChangeInPayablesAndAccruedExpense,"12,719,000","-17,605,000","9,527,000","10,039,000","6,200,000","5,578,000","1,782,000","17,339,000","842,000","-1,505,000"
				ChangeInPayable,"-2,698,000","681,000","529,000","-502,000","-7,964,000","13,795,000","3,987,000","630,000","-28,000","757,000"
					ChangeInAccountPayable,"-9,191,000","227,000","132,000","-845,000","-8,705,000","9,237,000","2,837,000","630,000","-414,000","1,143,000"
				ChangeInAccruedExpense,"15,417,000","-18,286,000","8,998,000","10,541,000","14,164,000","-8,217,000","-2,205,000","16,709,000","870,000","-2,262,000"
			ChangeInOtherCurrentAssets,"-1,161,000","464,000","-1,118,000","93,000","-600,000","-152,000","-343,000","-271,000","52,000","-120,000"
			ChangeInOtherCurrentLiabilities,"-2,570,000","-1,216,000","-1,972,000","516,000","102,000","1,347,000","-967,000","134,000","197,000","932,000"
			ChangeInOtherWorkingCapital,,,,,,,,"211,000",,
InvestingCashFlow,"-13,817,000","-1,377,000","-1,217,000","-6,413,000","-4,810,000","-1,197,000","-1,502,000","-899,000","-829,000","-1,182,000"
	CashFlowFromContinuingInvestingActivities,"-13,817,000","-1,377,000","-1,217,000","-6,413,000","-4,810,000","-1,197,000","-1,502,000","-899,000","-829,000","-1,182,000"
		NetPPEPurchaseAndSale,"-13,448,000","-1,337,000","-1,103,000","-6,290,000","-4,718,000","-1,110,000","-1,411,000","-824,000","-759,000","-1,120,000"
			PurchaseOfPPE,"-13,467,000","-1,356,000","-1,103,000","-6,290,000","-4,718,000","-1,210,000","-1,422,000","-1,001,000","-760,000","-1,120,000"
			SaleOfPPE,"19,000","19,000","0","0","0","100,000","11,000","177,000","1,000","0"
		NetIntangiblesPurchaseAndSale,"-369,000","-40,000","-114,000","-123,000","-92,000","-87,000","-99,000","-75,000","-70,000","-62,000"
			PurchaseOfIntangibles,"-369,000","-40,000","-114,000","-123,000","-92,000","-87,000","-99,000","-75,000","-70,000","-62,000"
FinancingCashFlow,"1,056,693,000","1,512,000","-862,000","-275,000","1,056,318,000","243,970,000","282,927,000","64,781,000","8,958,000","-171,000"
	CashFlowFromContinuingFinancingActivities,"1,056,693,000","1,512,000","-862,000","-275,000","1,056,318,000","243,970,000","282,927,000","64,781,000","8,958,000","-171,000"
		NetIssuancePaymentsOfDebt,"-5,531,000","-651,000","-817,000","-204,000","-3,976,000","-804,000","-8,200,000","49,819,000","8,787,000","0"
			NetLongTermDebtIssuance,"-5,531,000","-651,000","-817,000","-204,000","-3,976,000","-804,000","-12,334,000","49,819,000","8,787,000","0"
				LongTermDebtIssuance,,,"0","0",,,"-4,134,000","50,000,000",,
				LongTermDebtPayments,"-5,531,000","-651,000","-817,000","-204,000","-3,976,000","-804,000","-8,200,000","-181,000","-347,000","0"
		NetCommonStockIssuance,,,"0","0",,,,"0",,
			CommonStockIssuance,,,"0","0",,,,"0",,
		NetPreferredStockIssuance,"-6,938,000","0","0","0","-6,938,000","61,631,000","288,589,000","3,057,000","0","0"
			PreferredStockIssuance,"-6,938,000","0","0","0","-6,938,000","61,631,000","288,589,000","3,057,000","0","0"
		ProceedsFromStockOptionExercised,"3,073,000","2,163,000","381,000","529,000","0","183,260,000","2,500,000","11,943,000","0","0"
		NetOtherFinancingCharges,,,"-426,000","-600,000","1,267,000","-117,000",,,,"-171,000"
EndCashPosition,"1,239,437,000","1,238,752,000","1,339,092,000","1,413,634,000","1,491,335,000","509,491,000","312,351,000","69,660,000","22,325,000","40,351,000"
