name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995
TotalAssets,"21,359,000,000","22,078,000,000","21,580,000,000","21,971,000,000","19,900,000,000","19,595,000,000","17,903,000,000","17,781,000,000","18,363,000,000","17,937,000,000","15,431,000,000","13,156,000,000","12,931,000,000","12,676,000,000","12,543,000,000","12,567,000,000","12,772,000,000","12,604,000,000","12,202,000,000","11,568,000,000","11,445,000,000","11,212,000,000","9,348,000,000","9,223,300,000","8,816,300,000","8,582,100,000","8,425,400,000","8,239,200,000","8,095,100,000","7,856,600,000","7,664,300,000","7,868,800,000","7,646,000,000","7,841,200,000","7,520,500,000","7,145,200,000","7,095,100,000","7,170,100,000","7,007,600,000","6,593,000,000","6,601,500,000","6,342,200,000","6,135,400,000","6,273,900,000","6,196,500,000","5,981,800,000","5,637,500,000","5,335,600,000","5,794,000,000","5,711,500,000","5,466,800,000","5,176,600,000","5,118,800,000","5,322,000,000","5,181,700,000","5,011,200,000","5,052,300,000","4,737,200,000","4,612,900,000","4,125,700,000","4,014,200,000","4,041,900,000","3,946,000,000","3,784,100,000","3,697,000,000","3,701,000,000","3,967,700,000","3,885,800,000","3,984,200,000","3,954,800,000","3,774,300,000","3,708,100,000","3,942,100,000","3,970,200,000","3,700,200,000","3,349,900,000","3,468,000,000","3,565,600,000","3,409,900,000","3,416,500,000","3,349,500,000","3,356,900,000","3,300,500,000","3,218,800,000","3,222,500,000","3,245,200,000","3,137,900,000","3,043,300,000","2,956,700,000","3,020,600,000","2,926,600,000","2,746,700,000","2,717,000,000","2,751,300,000","2,603,800,000","2,512,800,000","2,483,900,000","2,389,900,000","1,911,400,000","1,873,100,000","1,903,900,000","1,939,300,000","1,942,100,000","1,821,600,000","1,773,700,000","1,826,200,000","1,846,000,000","1,721,700,000"
	CurrentAssets,"9,500,000,000","9,955,000,000","9,486,000,000","9,768,000,000","10,997,000,000","10,291,000,000","8,795,000,000","8,892,000,000","9,233,000,000","8,348,000,000","7,022,000,000","7,212,000,000","7,160,000,000","6,440,000,000","6,249,000,000","6,168,000,000","6,169,000,000","5,975,000,000","5,507,000,000","4,964,000,000","4,972,000,000","4,789,000,000","4,401,000,000","4,225,100,000","4,252,300,000","4,475,800,000","4,383,300,000","4,468,500,000","4,429,200,000","4,426,000,000","4,727,900,000","4,825,200,000","4,691,800,000","4,925,600,000","4,632,400,000","4,297,200,000","4,286,200,000","4,341,000,000","4,213,100,000","3,855,100,000","3,899,900,000","3,753,300,000","3,562,100,000","3,686,500,000","3,710,500,000","3,514,100,000","3,198,400,000","3,121,000,000","3,542,400,000","3,449,500,000","3,163,000,000","2,912,500,000","2,896,000,000","3,079,800,000","2,906,200,000","2,787,200,000","2,811,800,000","2,614,000,000","2,527,800,000","2,239,400,000","2,265,900,000","2,327,000,000","2,271,400,000","2,176,900,000","2,170,500,000","2,201,600,000","2,479,400,000","2,302,600,000","2,429,900,000","2,404,500,000","2,267,800,000","2,199,200,000","2,472,400,000","2,458,700,000","2,190,100,000","1,844,900,000","1,993,900,000","2,085,200,000","1,930,900,000","1,927,600,000","1,853,600,000","1,865,900,000","1,795,600,000","1,738,900,000","1,767,300,000","1,801,200,000","1,701,700,000","1,618,500,000","1,608,200,000","1,695,100,000","1,648,600,000","1,570,200,000","1,571,900,000","1,682,800,000","1,547,100,000","1,454,600,000","1,436,800,000","1,448,800,000","1,347,900,000","1,311,100,000","1,356,200,000","1,442,500,000","1,451,500,000","1,332,600,000","1,307,200,000","1,346,400,000","1,397,400,000","1,282,800,000"
		CashCashEquivalentsAndShortTermInvestments,"3,836,000,000","4,603,000,000","3,995,000,000","4,958,000,000","6,399,000,000","5,545,000,000","4,267,000,000","5,022,000,000","4,876,000,000","3,596,000,000","2,259,000,000","2,987,000,000","2,902,000,000","2,401,000,000","1,993,000,000","2,715,000,000","2,524,000,000","2,499,000,000","1,825,000,000","1,741,000,000","1,840,000,000","1,675,000,000","1,189,000,000","1,383,400,000","1,073,800,000","1,414,200,000","1,079,300,000","1,525,100,000","1,425,000,000","1,372,000,000","1,395,400,000","1,629,100,000","1,530,200,000","1,748,000,000","1,322,200,000","1,495,700,000","1,438,600,000","1,323,600,000","1,053,700,000","1,347,700,000","1,192,800,000","999,100,000","719,500,000","1,253,000,000","1,099,000,000","1,043,100,000","693,500,000","1,120,700,000","1,381,200,000","1,223,600,000","799,200,000","864,500,000","640,600,000","728,900,000","328,800,000","401,700,000","410,000,000","319,500,000","211,400,000","253,700,000","202,000,000","251,800,000","180,700,000","368,600,000","268,300,000","370,300,000","389,500,000","553,300,000","518,000,000","577,900,000","387,100,000","611,600,000","867,800,000","869,900,000","482,700,000","364,100,000","528,000,000","654,800,000","357,200,000","546,900,000","469,000,000","442,400,000","157,400,000","346,700,000","383,500,000","424,000,000","233,800,000","320,300,000","367,600,000","347,700,000","250,200,000","347,500,000","370,100,000","402,700,000","204,400,000","277,500,000","283,400,000","292,600,000","197,500,000","255,600,000","265,200,000","288,500,000","202,900,000","254,800,000","243,800,000","312,700,000","224,200,000","267,900,000"
			CashAndCashEquivalents,"3,836,000,000","4,603,000,000","3,995,000,000","4,958,000,000","6,399,000,000","5,545,000,000","4,267,000,000","5,022,000,000","4,876,000,000","3,596,000,000","2,259,000,000","2,987,000,000","2,902,000,000","1,876,000,000","1,443,000,000","2,181,000,000","2,140,000,000","2,105,000,000","1,444,000,000","1,136,000,000","1,139,000,000","1,262,000,000","664,000,000","914,100,000","556,300,000","868,100,000","408,500,000","1,021,400,000","1,288,300,000","1,241,200,000","1,395,400,000","1,629,100,000","1,530,200,000","1,748,000,000","1,322,200,000","1,495,700,000","1,438,600,000","1,323,600,000","1,053,700,000","1,347,700,000","1,192,800,000","999,100,000","719,500,000","1,253,000,000","1,099,000,000","1,043,100,000","693,500,000","1,120,700,000","1,381,200,000","1,223,600,000","799,200,000","864,500,000","640,600,000","728,900,000","328,800,000","401,700,000","410,000,000","319,500,000","211,400,000","253,700,000","202,000,000","251,800,000","180,700,000","368,600,000","268,300,000","370,300,000","389,500,000","553,300,000","518,000,000","577,900,000","387,100,000","611,600,000","867,800,000","869,900,000","482,700,000","364,100,000","528,000,000","654,800,000","357,200,000","546,900,000","469,000,000","442,400,000","157,400,000","346,700,000","383,500,000","424,000,000","233,800,000","320,300,000","367,600,000","347,700,000","250,200,000","347,500,000","370,100,000","402,700,000","204,400,000","277,500,000","283,400,000","292,600,000","197,500,000","255,600,000","265,200,000","288,500,000","202,900,000","254,800,000","243,800,000","312,700,000","224,200,000","267,900,000"
				CashFinancial,,,,"3,468,000,000",,,,"4,247,000,000",,,,"1,421,000,000",,,,"1,322,000,000",,,,"702,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,"1,490,000,000",,,,"775,000,000",,,,"1,566,000,000",,,,"859,000,000",,,,"434,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,"0","0","525,000,000","550,000,000","534,000,000","384,000,000","394,000,000","381,000,000","605,000,000","701,000,000","413,000,000","525,000,000","469,300,000","517,500,000","546,100,000","670,800,000","503,700,000","136,700,000","130,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"2,209,000,000","2,079,000,000","2,265,000,000","1,702,000,000","1,735,000,000","1,972,000,000","1,812,000,000","1,194,000,000","1,846,000,000","2,225,000,000","2,294,000,000","1,831,000,000","2,036,000,000","2,000,000,000","2,214,000,000","1,487,000,000","1,761,000,000","1,699,000,000","1,799,000,000","1,395,000,000","1,528,000,000","1,508,000,000","1,624,000,000","1,258,300,000","1,416,600,000","1,410,600,000","1,539,200,000","1,174,500,000","1,350,200,000","1,399,000,000","1,502,100,000","1,379,300,000","1,399,000,000","1,501,000,000","1,566,700,000","1,171,700,000","1,361,900,000","1,531,700,000","1,604,700,000","1,060,300,000","1,304,800,000","1,383,700,000","1,378,500,000","945,600,000","1,249,600,000","1,172,500,000","1,155,400,000","746,200,000","978,800,000","1,098,500,000","1,097,400,000","853,300,000","1,031,600,000","1,033,600,000","1,164,900,000","1,038,800,000","1,137,900,000","1,099,400,000","1,062,400,000","860,500,000","964,900,000","1,005,100,000","980,100,000","771,200,000","900,100,000","832,300,000","915,200,000","776,600,000","921,500,000","844,400,000","902,200,000","664,900,000","786,700,000","767,800,000","841,000,000","634,200,000","733,100,000","694,800,000","778,700,000","624,800,000","677,100,000","663,800,000","794,100,000","580,600,000","681,700,000","663,100,000","725,700,000","550,200,000","606,900,000","686,900,000","699,000,000","533,700,000","612,900,000","649,000,000","685,700,000","497,800,000","557,000,000","569,700,000","567,900,000","471,700,000","571,400,000","604,400,000","621,200,000","476,200,000","537,800,000","495,200,000","568,100,000","447,500,000"
			AccountsReceivable,"2,209,000,000","2,079,000,000","2,265,000,000","1,702,000,000","1,735,000,000","1,972,000,000","1,812,000,000","1,194,000,000","1,846,000,000","2,225,000,000","2,294,000,000","1,831,000,000","2,036,000,000","2,000,000,000","2,214,000,000","1,487,000,000","1,761,000,000","1,699,000,000","1,799,000,000","1,395,000,000","1,528,000,000","1,508,000,000","1,624,000,000","1,258,300,000","1,416,600,000","1,410,600,000","1,539,200,000","1,174,500,000","1,350,200,000","1,399,000,000","1,502,100,000","1,379,300,000","1,399,000,000","1,501,000,000","1,566,700,000","1,171,700,000","1,361,900,000","1,531,700,000","1,604,700,000","1,060,300,000","1,304,800,000","1,383,700,000","1,378,500,000","945,600,000","1,249,600,000","1,172,500,000","1,155,400,000","746,200,000","978,800,000","1,098,500,000","1,097,400,000","853,300,000","1,031,600,000","1,033,600,000","1,164,900,000","1,038,800,000","1,137,900,000","1,099,400,000","1,062,400,000","860,500,000","964,900,000","1,005,100,000","980,100,000","771,200,000","900,100,000","832,300,000","915,200,000","776,600,000","921,500,000","844,400,000","902,200,000","664,900,000","786,700,000","767,800,000","841,000,000","634,200,000","733,100,000","694,800,000","778,700,000","624,800,000","677,100,000","663,800,000","794,100,000","580,600,000","681,700,000","663,100,000","725,700,000","550,200,000","606,900,000","686,900,000","699,000,000","533,700,000","612,900,000","649,000,000","685,700,000","497,800,000","557,000,000","569,700,000","567,900,000","471,700,000","571,400,000","604,400,000","621,200,000","476,200,000","537,800,000","495,200,000","568,100,000","447,500,000"
				GrossAccountsReceivable,"2,245,000,000","2,115,000,000","2,305,000,000","1,742,000,000","1,785,000,000",,,"1,257,000,000","1,885,000,000","2,260,000,000","2,324,000,000","1,863,000,000",,,,,,,,"1,425,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
