name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,12/31/2017
TotalAssets,"972,901,000","902,976,000","945,286,000","953,724,000","868,050,000","795,685,000","844,826,000","855,675,000","682,017,000","808,015,000","866,808,000","890,671,000","931,005,000","836,884,000","906,347,000","638,651,000","571,924,000"
	CurrentAssets,"749,349,000","673,608,000","712,919,000","716,486,000","624,244,000","537,133,000","579,166,000","577,096,000","409,158,000","524,576,000","576,865,000","600,566,000","640,892,000","545,704,000","611,473,000","342,422,000","279,570,000"
		CashCashEquivalentsAndShortTermInvestments,"709,853,000","634,378,000","667,868,000","685,364,000","593,342,000","505,756,000","543,296,000","546,863,000","372,962,000","420,712,000","485,197,000","500,454,000","533,363,000","437,892,000","509,730,000","258,720,000","188,986,000"
			CashAndCashEquivalents,"709,853,000","634,378,000","667,868,000","685,364,000","593,342,000","505,756,000","543,296,000","546,863,000","372,962,000","420,712,000","485,197,000","500,454,000","533,363,000","437,892,000","509,730,000","258,720,000","188,986,000"
				CashFinancial,,,,,,,,,"372,962,000","420,712,000","485,197,000","500,454,000","533,363,000","437,892,000","509,730,000","258,720,000","188,986,000"
		Receivables,"26,244,000","19,307,000","20,564,000","17,721,000","15,224,000","11,265,000","10,352,000","6,488,000","1,892,000","57,828,000","48,559,000","50,950,000","59,569,000","62,766,000","57,190,000","41,020,000","54,524,000"
			AccountsReceivable,"1,752,000","1,110,000","1,361,000","1,156,000","444,000","458,000","736,000","829,000","1,892,000","2,932,000","4,142,000","4,368,000","5,174,000","4,069,000","4,854,000","3,911,000","2,885,000"
				GrossAccountsReceivable,"2,831,000","2,085,000","2,328,000","2,007,000","1,039,000","1,494,000","2,484,000","3,216,000","4,244,000","4,979,000","6,774,000","6,706,000","7,150,000","5,651,000","7,439,000","6,176,000","4,682,000"
				AllowanceForDoubtfulAccountsReceivable,"-1,079,000","-975,000","-967,000","-851,000","-595,000","-1,036,000","-1,748,000","-2,387,000","-2,352,000","-2,047,000","-2,632,000","-2,338,000","-1,976,000","-1,582,000","-2,585,000","-2,265,000","-1,797,000"
			OtherReceivables,"24,492,000","18,197,000","19,203,000","16,565,000","14,780,000","10,807,000","9,616,000","5,659,000",,"54,896,000","44,417,000","46,582,000","54,395,000","58,697,000","52,336,000","37,109,000","51,639,000"
		PrepaidAssets,"12,100,000","18,739,000","22,748,000","11,162,000","13,052,000","16,455,000","20,413,000","22,234,000","27,957,000","36,439,000","34,052,000","40,917,000","39,892,000","37,722,000","38,282,000","37,115,000","31,825,000"
		CurrentDeferredAssets,,,,,,,,,"6,347,000","9,597,000","9,057,000","8,245,000","8,068,000","7,324,000","6,271,000","5,567,000","4,235,000"
		OtherCurrentAssets,"1,152,000","1,184,000","1,739,000","2,239,000","2,626,000","3,657,000","5,105,000","1,511,000","6,347,000","9,597,000","9,057,000","8,245,000","8,068,000","7,324,000","6,271,000","5,567,000","4,235,000"
	TotalNonCurrentAssets,"223,552,000","229,368,000","232,367,000","237,238,000","243,806,000","258,552,000","265,660,000","278,579,000","272,859,000","283,439,000","289,943,000","290,105,000","290,113,000","291,180,000","294,874,000","296,229,000","292,354,000"
		NetPPE,"15,775,000","18,102,000","17,834,000","19,147,000","21,457,000","25,460,000","31,612,000","33,425,000","39,796,000","41,895,000","46,399,000","46,251,000","45,024,000","44,219,000","44,826,000","44,462,000","42,492,000"
			GrossPPE,"74,545,000","75,830,000","74,362,000","74,644,000","80,298,000","81,905,000","87,864,000","87,305,000","95,935,000","94,449,000","100,940,000","97,236,000","92,930,000","88,795,000","86,882,000","83,547,000","76,541,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				BuildingsAndImprovements,,"10,940,000",,,,,,,,"0","33,277,000","33,277,000","33,277,000","33,277,000","33,277,000","33,277,000","33,277,000"
				MachineryFurnitureEquipment,"8,086,000","8,152,000","7,935,000","8,180,000","10,530,000","24,406,000","30,652,000","31,261,000","39,848,000","40,857,000","18,509,000","17,675,000","16,548,000","15,233,000","15,314,000","14,474,000","12,922,000"
				OtherProperties,"9,715,000","4,841,000","10,875,000","11,587,000","12,791,000","607,000","607,000","619,000","1,066,000","1,005,000",,,,,,,
				ConstructionInProgress,"51,935,000","51,292,000","50,775,000","50,022,000","49,314,000","49,202,000","48,384,000","47,218,000","46,482,000","44,194,000","42,608,000","40,123,000","37,509,000","35,201,000","33,751,000","32,000,000","27,392,000"
				Leases,"4,809,000","605,000","4,777,000","4,855,000","7,663,000","7,690,000","8,221,000","8,207,000","8,539,000","8,393,000","6,546,000","6,161,000","5,596,000","5,084,000","4,540,000","3,796,000","2,950,000"
			AccumulatedDepreciation,"-58,770,000","-57,728,000","-56,528,000","-55,497,000","-58,841,000","-56,445,000","-56,252,000","-53,880,000","-56,139,000","-52,554,000","-54,541,000","-50,985,000","-47,906,000","-44,576,000","-42,056,000","-39,085,000","-34,049,000"
		GoodwillAndOtherIntangibleAssets,"203,123,000","205,504,000","208,334,000","211,153,000","213,943,000","216,721,000","211,892,000","214,508,000","217,108,000","219,718,000","222,368,000","225,050,000","227,734,000","230,533,000","236,600,000","238,834,000","238,307,000"
			Goodwill,"174,388,000","174,388,000","174,388,000","174,388,000","174,388,000","174,388,000","170,560,000","170,560,000","170,560,000","170,560,000","170,560,000","170,560,000","170,560,000","170,560,000","170,727,000","167,570,000","158,766,000"
			OtherIntangibleAssets,"28,735,000","31,116,000","33,946,000","36,765,000","39,555,000","42,333,000","41,332,000","43,948,000","46,548,000","49,158,000","51,808,000","54,490,000","57,174,000","59,973,000","65,873,000","71,264,000","79,541,000"
		NonCurrentDeferredAssets,,,,,,,,,"11,378,000","16,710,000","15,919,000","12,518,000","11,052,000","9,681,000","9,671,000","7,711,000","6,186,000"
		NonCurrentPrepaidAssets,,,,,,"0","886,000","886,000","594,000","922,000","956,000","2,534,000","2,610,000","1,887,000",,,
