name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011
TotalAssets,"4,527,000,000","4,457,000,000","4,537,000,000","4,522,000,000","4,534,000,000","4,477,000,000","4,446,000,000","4,633,000,000","4,424,000,000","4,450,000,000","4,471,000,000","4,355,000,000","4,392,000,000","4,237,000,000","4,285,000,000","4,171,000,000","4,260,000,000","4,205,000,000","4,261,000,000","4,142,000,000","4,179,000,000","4,218,600,000","4,239,300,000","4,463,100,000","4,441,200,000","4,408,400,000","4,566,700,000","4,683,000,000","4,789,500,000","4,804,200,000","4,824,200,000","4,771,900,000","4,819,900,000","4,812,600,000","4,811,200,000","4,937,800,000","4,903,900,000","4,866,000,000","4,990,600,000","5,064,000,000","5,108,100,000","5,192,600,000","5,304,400,000","5,295,800,000"
	CurrentAssets,"745,000,000","671,000,000","810,000,000","798,000,000","820,000,000","756,000,000","710,000,000","887,000,000","666,000,000","686,000,000","748,000,000","705,000,000","881,000,000","725,000,000","764,000,000","633,000,000","716,000,000","632,000,000","665,000,000","527,000,000","537,000,000","547,600,000","549,900,000","744,100,000","690,300,000","616,800,000","641,800,000","725,500,000","795,300,000","758,000,000","742,900,000","647,500,000","652,600,000","606,900,000","607,000,000","686,600,000","578,700,000","490,300,000","527,500,000","577,800,000","648,800,000","702,700,000","781,600,000","725,100,000"
		CashCashEquivalentsAndShortTermInvestments,"145,000,000","127,000,000","261,000,000","238,000,000","295,000,000","310,000,000","251,000,000","434,000,000","114,000,000","192,000,000","152,000,000","153,000,000","324,000,000","231,000,000","221,000,000","96,000,000","195,000,000","199,000,000","210,000,000","85,000,000","120,000,000","204,700,000","164,700,000","364,400,000","299,100,000","251,600,000","148,400,000","216,800,000","265,100,000","263,000,000","208,100,000","126,700,000","159,900,000","184,700,000","152,300,000","227,400,000","120,900,000","80,200,000","81,900,000","112,100,000","192,900,000","314,000,000","353,800,000","271,800,000"
			CashAndCashEquivalents,"145,000,000","127,000,000","261,000,000","238,000,000","295,000,000","310,000,000","251,000,000","434,000,000","114,000,000","192,000,000","152,000,000","153,000,000","324,000,000","231,000,000","221,000,000","96,000,000","195,000,000","199,000,000","210,000,000","85,000,000","120,000,000","204,700,000","164,700,000","364,400,000","299,100,000","251,600,000","148,400,000","216,800,000","265,100,000","263,000,000","208,100,000","126,700,000","159,900,000","184,700,000","152,300,000","227,400,000","120,900,000","80,200,000","81,900,000","112,100,000","192,900,000","314,000,000","353,800,000","271,800,000"
				CashFinancial,"145,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"343,000,000","301,000,000","257,000,000","299,000,000","292,000,000","228,000,000","245,000,000","212,000,000","303,000,000","253,000,000","329,000,000","322,000,000","332,000,000","295,000,000","353,000,000","343,000,000","322,000,000","254,000,000","271,000,000","274,000,000","250,000,000","196,900,000","202,800,000","200,000,000","219,000,000","195,000,000","223,900,000","228,100,000","231,300,000","207,400,000","240,000,000","227,000,000","227,200,000","175,100,000","198,700,000","208,500,000","204,000,000","165,000,000","204,000,000","234,800,000","240,400,000","194,700,000","223,200,000","238,900,000"
			AccountsReceivable,"343,000,000","301,000,000","257,000,000","299,000,000","292,000,000","228,000,000","245,000,000","212,000,000","303,000,000","253,000,000","329,000,000","322,000,000","332,000,000","279,000,000","335,000,000","328,000,000","312,000,000","221,000,000","271,000,000","274,000,000","250,000,000","196,900,000","202,800,000","200,000,000","219,000,000","195,000,000","223,900,000","228,100,000","231,300,000","207,400,000","240,000,000","227,000,000","227,200,000","175,100,000","198,700,000","208,500,000","204,000,000","165,000,000","204,000,000","234,800,000","240,400,000","194,700,000","223,200,000","238,900,000"
				GrossAccountsReceivable,"347,000,000","304,000,000","259,000,000","301,000,000","293,000,000","229,000,000","246,000,000","214,000,000","304,000,000","254,000,000","330,000,000","324,000,000",,"280,000,000","336,000,000","329,000,000","313,000,000",,,,,"197,300,000","203,300,000","200,500,000","219,600,000","195,400,000","224,400,000","228,700,000","231,700,000","207,700,000","240,400,000","227,600,000","227,700,000","175,500,000","199,600,000","209,700,000","205,200,000","165,900,000","205,900,000","235,700,000","241,700,000",,"224,500,000","240,400,000"
				AllowanceForDoubtfulAccountsReceivable,"-4,000,000","-3,000,000","-2,000,000","-2,000,000","-1,000,000","-1,000,000","-1,000,000","-2,000,000","-1,000,000","-1,000,000","-1,000,000","-2,000,000",,"-1,000,000","-1,000,000","-1,000,000","-1,000,000",,,,,"-400,000","-500,000","-500,000","-600,000","-400,000","-500,000","-600,000","-400,000","-300,000","-400,000","-600,000","-500,000","-400,000","-900,000","-1,200,000","-1,200,000","-900,000","-1,900,000","-900,000","-1,300,000",,"-1,300,000","-1,500,000"
			TaxesReceivable,,,,,,,,,,,,,,"16,000,000","18,000,000","15,000,000","10,000,000","33,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"210,000,000","204,000,000","217,000,000","206,000,000","193,000,000","181,000,000","177,000,000","201,000,000","207,000,000","199,000,000","209,000,000","188,000,000","189,000,000","170,000,000","166,000,000","170,000,000","172,000,000","154,000,000","156,000,000","147,000,000","144,000,000","125,600,000","155,800,000","150,400,000","142,700,000","141,400,000","155,300,000","155,300,000","160,900,000","143,500,000","161,500,000","169,500,000","175,600,000","160,400,000","165,900,000","162,900,000","168,200,000","157,100,000","187,000,000","168,300,000","171,500,000","155,900,000","164,600,000","171,300,000"
			RawMaterials,"147,000,000","145,000,000","149,000,000","133,000,000","132,000,000","142,000,000","142,000,000","145,000,000","155,000,000","151,000,000","156,000,000","148,000,000","150,000,000","130,000,000","127,000,000","128,000,000","132,000,000","125,000,000","118,000,000","112,000,000","109,000,000","100,300,000","118,700,000","111,500,000","112,000,000","115,300,000","115,000,000","122,000,000","131,600,000","118,800,000","129,100,000","131,800,000","125,200,000","125,500,000","128,100,000","124,500,000","135,000,000","125,100,000","132,200,000","125,700,000","131,800,000","114,900,000","121,300,000","119,100,000"
			WorkInProcess,"8,000,000","8,000,000","11,000,000","12,000,000","14,000,000","15,000,000","13,000,000","20,000,000","22,000,000","17,000,000","17,000,000","9,000,000","9,000,000","8,000,000","8,000,000","10,000,000","8,000,000","6,000,000","8,000,000","7,000,000","8,000,000","4,500,000","7,100,000","7,200,000","5,800,000","5,100,000","5,800,000","6,000,000","6,000,000","6,100,000","6,100,000","8,000,000","6,800,000","5,700,000","8,000,000","8,100,000","9,800,000","7,500,000","7,600,000","7,100,000","6,800,000","7,600,000","7,300,000","10,700,000"
			FinishedGoods,"55,000,000","51,000,000","57,000,000","61,000,000","47,000,000","24,000,000","22,000,000","36,000,000","30,000,000","31,000,000","36,000,000","31,000,000","30,000,000","32,000,000","31,000,000","32,000,000","32,000,000","23,000,000","30,000,000","28,000,000","27,000,000","20,800,000","30,000,000","31,700,000","24,900,000","21,000,000","34,500,000","27,300,000","23,300,000","18,600,000","26,300,000","29,700,000","43,600,000","29,200,000","29,800,000","30,300,000","23,400,000","24,500,000","47,200,000","35,500,000","32,900,000","33,400,000","36,000,000","41,500,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"88,200,000","97,800,000","113,000,000","119,700,000","103,800,000","94,900,000","58,100,000","58,100,000","56,900,000","56,700,000","56,700,000","55,300,000","19,000,000","30,900,000",,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"88,200,000","97,800,000","113,000,000","119,700,000","103,800,000","94,900,000","58,100,000","58,100,000","56,900,000","56,700,000","56,700,000","55,300,000","19,000,000","30,900,000",,,,
		OtherCurrentAssets,"47,000,000","39,000,000","75,000,000","55,000,000","40,000,000","37,000,000","37,000,000","40,000,000","42,000,000","42,000,000","58,000,000","42,000,000","36,000,000","29,000,000","24,000,000","24,000,000","27,000,000","25,000,000","28,000,000","21,000,000","23,000,000","20,400,000","26,600,000","29,300,000","29,500,000","28,800,000","26,000,000","27,500,000","25,000,000","24,400,000","29,500,000","29,400,000","31,800,000","28,600,000","33,200,000","31,100,000","28,900,000","32,700,000","35,600,000","31,700,000","44,000,000","38,100,000","40,000,000","43,100,000"
	TotalNonCurrentAssets,"3,782,000,000","3,786,000,000","3,727,000,000","3,724,000,000","3,714,000,000","3,721,000,000","3,736,000,000","3,746,000,000","3,758,000,000","3,764,000,000","3,723,000,000","3,650,000,000","3,511,000,000","3,512,000,000","3,521,000,000","3,538,000,000","3,544,000,000","3,573,000,000","3,596,000,000","3,615,000,000","3,642,000,000","3,671,000,000","3,689,400,000","3,719,000,000","3,750,900,000","3,791,600,000","3,924,900,000","3,957,500,000","3,994,200,000","4,046,200,000","4,081,300,000","4,124,400,000","4,167,300,000","4,205,700,000","4,204,200,000","4,251,200,000","4,325,200,000","4,375,700,000","4,463,100,000","4,486,200,000","4,459,300,000","4,489,900,000","4,522,800,000","4,570,700,000"
		NetPPE,"708,000,000","706,000,000","681,000,000","665,000,000","644,000,000","638,000,000","636,000,000","634,000,000","627,000,000","616,000,000","561,000,000","490,000,000","473,000,000","466,000,000","448,000,000","442,000,000","440,000,000","448,000,000","456,000,000","453,000,000","457,000,000","464,100,000","454,600,000","460,100,000","466,300,000","479,700,000","479,100,000","485,400,000","495,600,000","514,600,000","526,700,000","538,200,000","551,100,000","563,400,000","553,100,000","563,300,000","585,200,000","596,200,000","592,600,000","581,300,000","591,700,000","581,800,000","566,800,000","570,000,000"
			GrossPPE,,"1,828,000,000",,,,"1,684,000,000",,,,"1,595,000,000",,,,"1,399,000,000",,,,"1,298,000,000",,,,"1,248,700,000",,,,"1,214,600,000",,,,"1,181,900,000",,,,"1,164,300,000",,,,"1,111,700,000",,,,"1,015,600,000",,
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,
				LandAndImprovements,,"27,000,000",,,,"26,000,000",,,,"25,000,000",,,,"24,000,000",,,,"24,000,000",,,,"25,400,000",,,,"25,000,000",,,,"23,600,000",,,,"20,300,000",,,,"16,200,000",,,,"15,900,000",,
				BuildingsAndImprovements,,"492,000,000",,,,"423,000,000",,,,"342,000,000",,,,"336,000,000",,,,"322,000,000",,,,"303,400,000",,,,"293,800,000",,,,"281,600,000",,,,"271,400,000",,,,"263,300,000",,,,"244,400,000",,
				MachineryFurnitureEquipment,,"983,000,000",,,,"958,000,000",,,,"885,000,000",,,,"786,000,000",,,,"737,000,000",,,,"717,200,000",,,,"707,000,000",,,,"693,200,000",,,,"680,600,000",,,,"646,600,000",,,,"683,000,000",,
				OtherProperties,,"243,000,000",,,,"223,000,000",,,,"202,000,000",,,,"201,000,000",,,,"169,000,000",,,,"157,100,000",,,,"160,000,000",,,,"143,600,000",,,,"143,400,000",,,,"129,600,000",,,,,,
				ConstructionInProgress,,"83,000,000",,,,"54,000,000",,,,"141,000,000",,,,"52,000,000",,,,"46,000,000",,,,"45,600,000",,,,"28,800,000",,,,"39,900,000",,,,"48,600,000",,,,"56,000,000",,,,"72,300,000",,
			AccumulatedDepreciation,,"-1,122,000,000",,,,"-1,046,000,000",,,,"-979,000,000",,,,"-933,000,000",,,,"-850,000,000",,,,"-784,600,000",,,,"-734,900,000",,,,"-667,300,000",,,,"-600,900,000",,,,"-515,500,000",,,,"-433,800,000",,
		GoodwillAndOtherIntangibleAssets,"2,990,000,000","2,981,000,000","2,992,000,000","3,004,000,000","3,015,000,000","3,027,000,000","3,038,000,000","3,048,000,000","3,067,000,000","3,083,000,000","3,101,000,000","3,098,000,000","2,985,000,000","3,007,000,000","3,028,000,000","3,050,000,000","3,072,000,000","3,094,000,000","3,116,000,000","3,138,000,000","3,161,000,000","3,183,400,000","3,206,500,000","3,229,500,000","3,252,500,000","3,275,800,000","3,380,100,000","3,404,400,000","3,428,700,000","3,453,000,000","3,477,700,000","3,502,400,000","3,527,100,000","3,551,800,000","3,577,000,000","3,602,100,000","3,627,200,000","3,657,100,000","3,694,600,000","3,732,100,000","3,769,600,000","3,807,100,000","3,845,100,000","3,883,000,000"
			Goodwill,"2,077,000,000","2,064,000,000","2,064,000,000","2,064,000,000","2,064,000,000","2,064,000,000","2,063,000,000","2,062,000,000","2,041,000,000","2,041,000,000","2,040,000,000","2,019,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000"
			OtherIntangibleAssets,"913,000,000","917,000,000","928,000,000","940,000,000","951,000,000","963,000,000","975,000,000","986,000,000","1,026,000,000","1,042,000,000","1,061,000,000","1,079,000,000","1,044,000,000","1,066,000,000","1,087,000,000","1,109,000,000","1,131,000,000","1,153,000,000","1,175,000,000","1,197,000,000","1,220,000,000","1,242,400,000","1,265,500,000","1,288,500,000","1,311,500,000","1,334,800,000","1,439,100,000","1,463,400,000","1,487,700,000","1,512,000,000","1,536,700,000","1,561,400,000","1,586,100,000","1,610,800,000","1,636,000,000","1,661,100,000","1,686,200,000","1,716,100,000","1,753,600,000","1,791,100,000","1,828,600,000","1,866,100,000","1,904,100,000","1,942,000,000"
		InvestmentsAndAdvances,"31,000,000","46,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"31,000,000","46,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"1,900,000","1,300,000","1,300,000","1,300,000","1,300,000","1,000,000","1,100,000","1,100,000","1,100,000","1,100,000","1,100,000","21,200,000","32,300,000","82,200,000","88,400,000",,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"1,900,000","1,300,000","1,300,000","1,300,000","1,300,000","1,000,000","1,100,000","1,100,000","1,100,000","1,100,000","1,100,000","21,200,000","32,300,000","82,200,000","88,400,000",,,,
		OtherNonCurrentAssets,"53,000,000","53,000,000","54,000,000","55,000,000","55,000,000","56,000,000","62,000,000","64,000,000","64,000,000","65,000,000","61,000,000","62,000,000","53,000,000","39,000,000","45,000,000","46,000,000","32,000,000","31,000,000","24,000,000","24,000,000","24,000,000","23,500,000","28,300,000","29,400,000","32,100,000","34,200,000","64,400,000","66,400,000","68,600,000","77,300,000","75,900,000","82,700,000","88,000,000","89,400,000","73,000,000","84,700,000","91,600,000","90,100,000","93,700,000","84,400,000","98,000,000","101,000,000","110,900,000","117,700,000"
TotalLiabilitiesNetMinorityInterest,"3,848,000,000","3,823,000,000","3,830,000,000","3,790,000,000","3,770,000,000","3,721,000,000","3,700,000,000","3,938,000,000","3,731,000,000","3,669,000,000","3,728,000,000","3,687,000,000","3,646,000,000","3,578,000,000","3,601,000,000","3,569,000,000","3,554,000,000","3,516,000,000","3,706,000,000","3,446,000,000","3,442,000,000","3,138,300,000","3,122,600,000","3,300,400,000","3,258,400,000","3,219,800,000","3,352,200,000","3,317,400,000","3,370,500,000","3,406,400,000","3,470,700,000","3,477,900,000","3,426,100,000","3,373,800,000","3,443,400,000","3,508,800,000","3,509,100,000","3,509,100,000","3,666,400,000","3,780,200,000","4,219,800,000","4,370,900,000","4,494,900,000","4,516,700,000"
	CurrentLiabilities,"489,000,000","459,000,000","448,000,000","429,000,000","418,000,000","373,000,000","382,000,000","356,000,000","426,000,000","417,000,000","477,000,000","468,000,000","465,000,000","426,000,000","448,000,000","442,000,000","436,000,000","417,000,000","444,000,000","397,000,000","378,000,000","342,200,000","335,700,000","340,800,000","319,500,000","304,600,000","316,000,000","321,800,000","334,200,000","345,900,000","386,800,000","378,300,000","411,100,000","387,200,000","398,300,000","414,000,000","396,800,000","377,800,000","412,900,000","409,600,000","451,000,000","449,900,000","513,600,000","451,100,000"
		PayablesAndAccruedExpenses,"349,000,000","312,000,000","304,000,000","296,000,000","295,000,000","241,000,000","252,000,000","224,000,000","295,000,000","289,000,000","341,000,000","330,000,000","319,000,000","302,000,000","323,000,000","306,000,000","300,000,000","285,000,000","312,000,000","274,000,000","260,000,000","219,600,000","191,000,000","188,900,000","170,400,000","181,700,000","195,300,000","196,300,000","216,700,000","227,700,000","274,200,000","249,600,000","239,700,000","217,000,000","239,000,000","236,500,000","230,200,000","213,000,000","302,600,000","312,500,000","365,000,000","312,600,000","376,900,000","323,500,000"
			Payables,"276,000,000","195,000,000","187,000,000","180,000,000","195,000,000","170,000,000","159,000,000","150,000,000","204,000,000","164,000,000","199,000,000","222,000,000","236,000,000","182,000,000","209,000,000","227,000,000","220,000,000","177,000,000","203,000,000","191,000,000","186,000,000","137,800,000","150,700,000","156,000,000","149,100,000","138,800,000","152,400,000","152,500,000","167,500,000","160,200,000","196,900,000","183,400,000","184,600,000","159,000,000","173,100,000","179,800,000","172,800,000","140,000,000","183,700,000","195,800,000","233,000,000","179,700,000","225,600,000","200,300,000"
				AccountsPayable,"228,000,000","179,000,000","172,000,000","167,000,000","167,000,000","157,000,000","133,000,000","138,000,000","191,000,000","150,000,000","185,000,000","208,000,000","209,000,000","169,000,000","198,000,000","210,000,000","203,000,000","159,000,000","184,000,000","172,000,000","158,000,000","127,900,000","134,600,000","138,600,000","134,100,000","126,200,000","140,900,000","142,400,000","157,100,000","151,700,000","182,900,000","174,400,000","173,300,000","150,400,000","163,900,000","168,400,000","161,400,000","133,100,000","176,200,000","186,200,000","213,000,000","162,600,000","208,300,000","189,200,000"
