name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"1,530,100,000","401,900,000","399,400,000","377,800,000","351,000,000","239,300,000","210,900,000","214,800,000","141,800,000","199,400,000","202,100,000","193,800,000","180,500,000","155,000,000"
	OperatingRevenue,"1,530,100,000","401,900,000","399,400,000","377,800,000","351,000,000","239,300,000","210,900,000","214,800,000","138,700,000","194,000,000","182,500,000","193,800,000","175,800,000","150,400,000"
CostOfRevenue,"1,218,900,000","317,300,000","315,300,000","313,400,000","272,900,000","187,500,000","161,400,000","163,300,000","109,500,000","154,900,000","151,900,000","147,200,000","136,900,000","116,400,000"
GrossProfit,"311,200,000","84,600,000","84,100,000","64,400,000","78,100,000","51,800,000","49,500,000","51,500,000","32,300,000","44,500,000","50,200,000","46,600,000","43,600,000","38,600,000"
OperatingExpense,"327,100,000","94,900,000","89,100,000","69,900,000","73,200,000","95,200,000","53,800,000","55,400,000","89,200,000","35,800,000","50,000,000","52,500,000","39,300,000","39,500,000"
	SellingGeneralAndAdministration,"263,000,000","77,600,000","72,800,000","54,900,000","57,700,000","79,800,000","39,000,000","39,200,000","91,200,000","25,300,000","39,500,000","42,400,000","29,500,000","29,700,000"
		GeneralAndAdministrativeExpense,"251,500,000","74,900,000","70,000,000","51,400,000","55,200,000","59,700,000","37,900,000","38,400,000","90,400,000","24,000,000","37,600,000","40,800,000","28,100,000","28,300,000"
			OtherGandA,"251,500,000","74,900,000","70,000,000","51,400,000","55,200,000","59,700,000","37,900,000","38,400,000","90,400,000","24,000,000","37,600,000","40,800,000","28,100,000","28,300,000"
		SellingAndMarketingExpense,"11,500,000","2,700,000","2,800,000","3,500,000","2,500,000","20,100,000","1,100,000","800,000","800,000","1,300,000","1,900,000","1,600,000","1,400,000","1,400,000"
	DepreciationAmortizationDepletionIncomeStatement,"64,100,000","17,300,000","16,300,000","15,000,000","15,500,000","15,400,000","14,800,000","16,200,000","10,400,000","10,500,000","10,500,000","10,100,000","9,800,000","9,800,000"
		DepreciationAndAmortizationInIncomeStatement,"64,100,000","17,300,000","16,300,000","15,000,000","15,500,000","15,400,000","14,800,000","16,200,000","10,400,000","10,500,000","10,500,000","10,100,000","9,800,000","9,800,000"
	OtherOperatingExpenses,,,,,,,"0",,"-12,400,000",,,,,
OperatingIncome,"-15,900,000","-10,300,000","-5,000,000","-5,500,000","4,900,000","-43,400,000","-4,300,000","-3,900,000","-56,900,000","8,700,000","200,000","-5,900,000","4,300,000","-900,000"
NetNonOperatingInterestIncomeExpense,"-30,800,000","-9,300,000","-7,800,000","-7,400,000","-6,300,000","-6,500,000","-8,900,000","-7,100,000","-11,700,000","-13,300,000","-13,400,000","-12,900,000","-12,700,000","-12,500,000"
	InterestExpenseNonOperating,"29,400,000","7,900,000","7,800,000","7,400,000","6,300,000","6,500,000","8,100,000","7,100,000","11,700,000","13,300,000","13,400,000","12,900,000","12,700,000","12,500,000"
	TotalOtherFinanceCost,,"1,400,000",,,,,,,,,,,,
OtherIncomeExpense,"400,000","200,000","100,000","100,000",,"-300,000","-9,500,000","400,000","-7,000,000","-300,000","-100,000","-3,300,000","600,000",
	SpecialIncomeCharges,"-100,000","0","0","-100,000","0","-300,000","-9,500,000","-100,000","-7,200,000","-200,000","-100,000","-3,400,000","-100,000","-200,000"
		RestructuringAndMergernAcquisition,"100,000","0","0","100,000","0","100,000","0","100,000","100,000","200,000","100,000","3,400,000","100,000","200,000"
		OtherSpecialCharges,,,"0",,,"200,000","9,500,000",,"7,100,000",,,,,
	OtherNonOperatingIncomeExpenses,,"200,000","100,000","200,000",,,"0","500,000","200,000","-100,000","0","100,000","700,000","200,000"
PretaxIncome,"-46,300,000","-19,400,000","-12,700,000","-12,800,000","-1,400,000","-50,200,000","-22,700,000","-10,600,000","-75,600,000","-4,900,000","-13,300,000","-22,100,000","-7,800,000","-13,400,000"
TaxProvision,"-10,100,000","-6,200,000","1,000,000","1,000,000","-5,900,000","800,000","-1,400,000","-700,000","-600,000","300,000","500,000","500,000","400,000","100,000"
NetIncomeCommonStockholders,"-23,600,000","-7,500,000","-10,100,000","-9,200,000","3,200,000","-32,800,000","64,800,000","-5,000,000","-74,000,000","-2,900,000","12,900,000","-22,600,000","-8,200,000","-13,500,000"
	NetIncome,"-22,900,000","-7,500,000","-9,400,000","-9,200,000","3,200,000","-32,800,000","65,800,000","-5,000,000","-74,000,000","-5,200,000","-13,800,000","-22,600,000","-8,200,000","-13,500,000"
		NetIncomeIncludingNoncontrollingInterests,"-36,200,000","-13,200,000","-13,700,000","-13,800,000","4,500,000","-51,000,000","-21,300,000","-9,900,000","-75,000,000","-5,200,000","-13,800,000","-22,600,000","-8,200,000","-13,500,000"
			NetIncomeContinuousOperations,"-36,200,000","-13,200,000","-13,700,000","-13,800,000","4,500,000","-51,000,000","-21,300,000","-9,900,000","-75,000,000","-5,200,000","-13,800,000","-22,600,000","-8,200,000","-13,500,000"
		MinorityInterests,"13,300,000","5,700,000","4,300,000","4,600,000","-1,300,000","18,200,000","87,100,000","4,900,000","1,000,000",,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,"-2,300,000",,,,
DilutedNIAvailtoComStockholders,"-23,600,000","-7,500,000","-10,100,000","-9,200,000","3,200,000","-32,800,000","64,800,000","-5,000,000","-74,000,000","-2,900,000","12,900,000","-22,600,000","-8,200,000","-13,500,000"
