name,ttm,08/31/2018,08/31/2017
TotalRevenue,"-20,916,495"
	OperatingRevenue,"-20,916,495"
OperatingExpense,"6,064,305"
	SellingGeneralAndAdministration,"6,036,169"
		GeneralAndAdministrativeExpense,"6,036,169"
	OtherOperatingExpenses,"28,136"
PretaxIncome,"-26,980,800"
NetIncomeCommonStockholders,"-26,980,800"
	NetIncome,"-26,980,800"
		NetIncomeIncludingNoncontrollingInterests,"-26,980,800"
			NetIncomeContinuousOperations,"-26,980,800"
DilutedNIAvailtoComStockholders,"-26,980,800"
BasicEPS,,"0","0"
DilutedEPS,,"0","0"
NetIncomeFromContinuingAndDiscontinuedOperation,"-26,980,800"
NormalizedIncome,"-26,980,800"
InterestIncome,"0"
InterestExpense,"7,970,555"
NetInterestIncome,"-7,970,555"
NetIncomeFromContinuingOperationNetMinorityInterest,"-26,980,800"
TotalUnusualItemsExcludingGoodwill,"0"
TotalUnusualItems,"0"
TaxRateForCalcs,"0"
TaxEffectOfUnusualItems,"0"
