name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,12/31/1995
TotalAssets,"13,056,637,000","12,531,234,000","11,535,985,000","10,687,331,000","10,127,896,000","9,265,562,000","8,617,556,000","8,468,341,000","8,344,923,000","8,275,765,000","7,943,247,000","7,857,914,000","7,857,233,000","7,703,563,000","7,798,368,000","7,504,521,000","6,972,813,000","6,855,732,000","6,960,737,000","6,670,130,000","6,704,035,000","6,423,732,000","6,787,562,000","6,629,676,000","6,391,642,000","6,202,082,000","6,842,541,000","6,826,763,000","6,735,838,000","7,311,027,000","7,578,283,000","5,985,202,000","5,913,857,000","5,933,006,000","5,874,305,000","5,735,910,000","5,956,574,000","5,815,416,000","5,775,516,000","5,971,380,000","6,043,627,000","5,979,226,000","6,003,481,000","5,900,453,000","5,827,605,000","5,589,934,000","5,610,459,000","5,545,805,000","5,582,122,000","5,129,872,000","5,108,964,000","4,881,812,000","4,926,079,000","5,253,577,000","6,054,879,000","6,043,589,000","4,821,612,000","4,519,453,000","3,095,301,000","2,575,886,000","2,341,392,000","2,247,017,000","2,208,803,000","2,164,473,000","1,881,619,000","1,757,687,000","1,698,108,000","1,735,961,000","1,736,447,000","1,733,619,000","1,765,013,000","1,603,954,000","1,534,786,000","1,448,439,000","1,340,316,000","1,311,130,000","1,295,965,000","1,275,696,000","1,232,015,000","1,199,908,000","1,155,574,000","1,180,098,000","1,088,473,000","1,092,807,000","1,065,032,000","1,067,074,000","1,075,663,000","1,062,478,000","1,036,156,000","991,600,000","986,800,000","954,500,000","946,000,000","907,500,000","856,100,000","787,200,000","701,700,000","640,900,000","598,500,000","552,600,000","542,800,000","522,300,000","320,700,000"
	CurrentAssets,"7,149,635,000","6,901,023,000","5,987,572,000","5,265,109,000","4,896,906,000","4,258,447,000","3,854,895,000","4,016,120,000","4,142,968,000","4,253,025,000","4,020,320,000","4,023,601,000","4,028,890,000","4,032,657,000","4,131,477,000","3,817,664,000","3,652,242,000","3,508,342,000","3,572,145,000","3,251,657,000","3,244,965,000","2,929,675,000","3,136,644,000","3,050,457,000","2,774,233,000","2,537,941,000","2,651,795,000","2,591,392,000","2,452,225,000","2,973,765,000","2,930,136,000","2,630,186,000","2,528,354,000","2,473,634,000","2,385,315,000","2,242,089,000","2,448,941,000","2,296,225,000","2,262,224,000","2,458,344,000","2,526,857,000","2,455,258,000","2,496,227,000","2,373,859,000","2,277,120,000","2,000,003,000","2,010,022,000","1,910,116,000","1,934,753,000","1,456,803,000","1,468,776,000","1,301,531,000","1,366,811,000","1,709,915,000","2,575,775,000","2,627,538,000","1,927,542,000","1,696,229,000","1,290,146,000","1,226,553,000","1,100,732,000","1,036,197,000","1,014,739,000","976,121,000","858,355,000","725,733,000","660,724,000","684,278,000","682,301,000","677,519,000","717,482,000","548,433,000","487,942,000","407,935,000","330,941,000","313,642,000","305,810,000","310,903,000","261,664,000","278,901,000","256,965,000","312,204,000","248,539,000","267,247,000","241,724,000","242,613,000","261,577,000","266,925,000","251,792,000","225,800,000","233,300,000","213,000,000","220,300,000","222,700,000","204,000,000","173,800,000","139,900,000","135,300,000","130,600,000","117,300,000","137,000,000","157,400,000","22,200,000"
		CashCashEquivalentsAndShortTermInvestments,"1,189,528,000","1,243,868,000","1,095,701,000","1,113,744,000","1,245,165,000","1,368,618,000","1,267,618,000","1,566,004,000","1,454,671,000","1,643,634,000","1,215,536,000","1,086,715,000","965,167,000","1,057,003,000","999,315,000","810,445,000","1,025,824,000","1,028,649,000","1,101,964,000","908,843,000","966,826,000","841,483,000","1,051,489,000","1,052,666,000","976,951,000","727,032,000","473,790,000","419,401,000","160,982,000","361,363,000","159,591,000","357,490,000","342,919,000","395,156,000","370,056,000","243,753,000","477,861,000","407,437,000","287,120,000","430,936,000","422,791,000","475,591,000","456,694,000","277,691,000","160,810,000","186,513,000","270,118,000","191,593,000","225,506,000","9,008,000","8,094,000","18,217,000","16,067,000","16,233,000","22,135,000","115,405,000","58,889,000","28,486,000","10,811,000","12,212,000","28,332,000","29,373,000","20,843,000","53,948,000","195,705,000","65,518,000","30,604,000","1,645,000","3,747,000","16,334,000","159,674,000","38,441,000","58,294,000","65,430,000","21,584,000","11,928,000","3,241,000","24,218,000","24,173,000","48,747,000","32,319,000","78,241,000","14,803,000","18,170,000","5,520,000","10,184,000","4,617,000","9,677,000","16,160,000","16,600,000","7,100,000","2,500,000","10,900,000","5,200,000","4,000,000","10,200,000","5,100,000","8,600,000","15,100,000","22,300,000","48,200,000","57,500,000","6,900,000"
			CashAndCashEquivalents,"1,189,528,000","1,243,868,000","1,095,701,000","1,113,744,000","1,245,165,000","1,368,618,000","1,267,618,000","1,496,458,000","1,235,478,000","1,381,460,000","1,146,007,000","972,561,000","791,444,000","828,220,000","884,315,000","720,445,000","985,824,000","1,028,649,000","1,101,964,000","908,843,000","966,826,000","841,483,000","1,051,489,000","1,052,666,000","976,951,000","727,032,000","473,790,000","419,401,000","160,982,000","361,363,000","159,591,000","357,490,000","342,919,000","395,156,000","370,056,000","243,753,000","477,861,000","375,917,000","287,120,000","420,938,000","357,809,000","390,761,000","456,694,000","277,691,000","160,810,000","186,513,000","270,118,000","191,593,000","225,506,000","9,008,000","8,094,000","18,217,000","16,067,000","16,233,000","22,135,000","115,405,000","58,889,000","28,486,000","10,811,000","12,212,000","28,332,000","29,373,000","20,843,000","53,948,000","195,705,000","65,518,000","30,604,000","1,645,000","3,747,000","16,334,000","159,674,000","38,441,000","58,294,000","65,430,000","21,584,000","11,928,000","3,241,000","24,218,000","24,173,000","48,747,000","32,319,000","78,241,000","14,803,000","18,170,000","5,520,000","10,184,000","4,617,000","9,677,000","16,160,000","16,600,000","7,100,000","2,500,000","10,900,000","5,200,000","4,000,000","10,200,000","5,100,000","8,600,000","15,100,000","22,300,000","48,200,000","57,500,000","6,900,000"
			OtherShortTermInvestments,,,,,,"0","0","69,546,000","219,193,000","262,174,000","69,529,000","114,154,000","173,723,000","228,783,000","115,000,000","90,000,000","40,000,000",,,,,,,,,,,,,,,,,"0","0","0","0","31,520,000","0","9,998,000","64,982,000","84,830,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"2,363,668,000","1,916,434,000","1,892,795,000","1,571,024,000","1,366,463,000","971,918,000","918,842,000","844,056,000","998,408,000","844,336,000","986,946,000","1,072,879,000","1,143,395,000","1,043,756,000","1,228,190,000","1,180,183,000","987,655,000","868,837,000","923,017,000","886,894,000","883,147,000","729,784,000","779,459,000","794,003,000","689,201,000","613,605,000","799,025,000","816,522,000","769,741,000","902,825,000","1,058,668,000","910,796,000","811,100,000","720,600,000","772,873,000","773,127,000","753,301,000","643,256,000","713,689,000","732,522,000","792,007,000","739,513,000","840,387,000","864,696,000","890,222,000","659,500,000","685,358,000","664,127,000","774,682,000","563,616,000","573,152,000","490,648,000","455,314,000","589,253,000","1,122,648,000","1,234,610,000","899,916,000","714,123,000","491,457,000","442,124,000","421,978,000","408,376,000","403,199,000","354,291,000","260,895,000","241,708,000","218,625,000","239,367,000","267,793,000","253,861,000","247,752,000","199,154,000","164,596,000","126,023,000","117,118,000","112,239,000","121,945,000","118,479,000","92,653,000","89,622,000","86,328,000","81,879,000","97,491,000","104,197,000","105,512,000","102,986,000","109,359,000","115,458,000","103,929,000","86,600,000","83,400,000","75,400,000","65,800,000","65,900,000","66,900,000","46,500,000","45,800,000","44,700,000","42,100,000","37,000,000","41,300,000","32,500,000","100,000"
			AccountsReceivable,"2,363,668,000","1,916,434,000","1,892,795,000","1,571,024,000","1,366,463,000","971,918,000","918,842,000","844,056,000","998,408,000","844,336,000","986,946,000","1,072,879,000","1,143,395,000","1,043,756,000","1,228,190,000","1,180,183,000","987,655,000","868,837,000","923,017,000","886,894,000","883,147,000","729,784,000","779,459,000","794,003,000","689,201,000","613,605,000","799,025,000","816,522,000","769,741,000","902,825,000","1,058,668,000","910,796,000","811,100,000","720,600,000","772,873,000","773,127,000","753,301,000","642,363,000","712,750,000","715,440,000","737,531,000","679,898,000","815,868,000","849,401,000","828,514,000","584,068,000","654,945,000","628,308,000","649,732,000","426,592,000","480,397,000","364,736,000","361,839,000","502,932,000","1,122,648,000","1,234,610,000","899,916,000","714,123,000","491,457,000","442,124,000","421,978,000","408,376,000","403,199,000","354,291,000","260,895,000","241,708,000","218,625,000","239,367,000","267,793,000","214,880,000","202,601,000","199,154,000","133,377,000","100,933,000","117,118,000","112,239,000","82,849,000","83,779,000","92,653,000","89,622,000","86,328,000","65,589,000","97,491,000","104,197,000","105,512,000","102,986,000",,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"2,363,668,000","1,922,595,000","1,892,795,000","1,571,024,000","1,366,463,000","980,127,000","918,842,000","851,756,000","998,408,000","860,203,000","986,946,000",,,"1,061,251,000","1,228,190,000","1,180,183,000","987,655,000","883,873,000","923,017,000","886,894,000","883,147,000","744,197,000","779,459,000","794,003,000","689,201,000","623,370,000","799,025,000","816,522,000","769,741,000","915,471,000","1,058,668,000","910,796,000","811,100,000","731,604,000","772,873,000","773,127,000","753,301,000","653,934,000",,,,"698,201,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-6,161,000",,,,"-8,209,000",,"-7,700,000",,"-15,867,000",,,,"-17,495,000",,,,"-15,036,000",,,,"-14,413,000",,,,"-9,765,000",,,,"-12,646,000",,,,"-11,004,000",,,,"-11,571,000",,,,"-18,303,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"412,000","893,000","939,000","17,082,000","2,833,000","16,722,000","24,519,000","15,295,000","6,285,000","37,311,000","30,413,000","35,819,000","124,950,000","137,024,000","92,755,000","125,912,000","93,475,000","86,321,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,643,000","42,893,000",,,"55,423,000","38,121,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
