name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,03/31/2013,12/31/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,12/31/2009,09/30/2009,12/31/2008
TotalAssets,"2,548,700,000","2,365,600,000","2,440,000,000","2,233,200,000","1,986,200,000","1,802,100,000","1,840,100,000","1,848,600,000","2,219,300,000","2,021,500,000","2,122,000,000","2,195,600,000","2,289,700,000","2,086,300,000","2,296,800,000","1,905,900,000","1,852,100,000","1,711,900,000","1,817,300,000","1,787,800,000","1,738,900,000","1,558,700,000","1,643,300,000","1,630,000,000","1,582,800,000","1,556,200,000","1,793,900,000","1,855,400,000","1,903,200,000","1,976,900,000","2,006,200,000","2,001,100,000","1,989,500,000","1,951,800,000","1,922,500,000","1,996,100,000","1,954,100,000","2,121,600,000","2,155,800,000","2,058,400,000","2,154,400,000","2,239,900,000","2,269,200,000","2,053,500,000","2,075,100,000","2,017,500,000","1,775,800,000","1,761,800,000","2,281,900,000"
	CurrentAssets,"1,770,500,000","1,593,000,000","1,694,500,000","1,504,600,000","1,295,100,000","1,103,400,000","1,138,300,000","1,132,600,000","1,492,400,000","1,280,000,000","1,387,700,000","1,449,800,000","1,547,300,000","1,413,100,000","1,608,200,000","1,283,700,000","1,249,400,000","1,103,900,000","1,222,700,000","1,188,500,000","1,137,500,000","997,800,000","1,086,900,000","1,069,100,000","1,014,800,000","958,700,000","1,106,800,000","1,153,600,000","1,182,100,000","1,241,400,000","1,322,600,000","1,308,200,000","1,288,300,000","1,239,300,000","1,256,600,000","1,307,700,000","1,253,100,000","1,419,200,000","1,447,800,000","1,354,300,000","1,519,400,000","1,587,800,000","1,609,900,000","1,417,300,000","1,423,700,000","1,380,500,000","1,136,400,000","1,123,200,000","1,506,100,000"
		CashCashEquivalentsAndShortTermInvestments,"44,700,000","51,200,000","39,900,000","38,100,000","43,300,000","61,400,000","121,800,000","99,900,000","188,300,000","11,000,000","21,800,000","22,800,000","22,000,000","23,200,000","30,600,000","27,600,000","67,700,000","77,400,000","73,600,000","76,900,000","72,100,000","80,700,000","73,200,000","74,500,000","70,500,000","63,200,000","48,300,000","66,000,000","70,800,000","60,000,000","80,500,000","82,900,000","97,400,000","74,400,000","81,100,000","74,300,000","71,200,000","33,900,000","42,300,000","61,700,000","38,500,000","46,800,000","41,900,000","62,600,000","51,000,000","86,600,000","115,000,000","43,300,000","130,400,000"
			CashAndCashEquivalents,"44,700,000","51,200,000","39,900,000","38,100,000","43,300,000","61,400,000","121,800,000","99,900,000","188,300,000","11,000,000","21,800,000","22,800,000","22,000,000","23,200,000","30,600,000","27,600,000","67,700,000","77,400,000","73,600,000","76,900,000","72,100,000","80,700,000","73,200,000","74,500,000","70,500,000","63,200,000","48,300,000","66,000,000","70,800,000","60,000,000","80,500,000","82,900,000","97,400,000","74,400,000","81,100,000","74,300,000","71,200,000","33,900,000","42,300,000","61,700,000","38,500,000","46,800,000","41,900,000","62,600,000","51,000,000","86,600,000","115,000,000","43,300,000","130,400,000"
		Receivables,"788,700,000","630,800,000","699,700,000","655,000,000","544,100,000","378,900,000","396,500,000","373,100,000","490,700,000","425,100,000","506,600,000","552,500,000","590,400,000","521,000,000","610,900,000","505,600,000","473,600,000","376,300,000","425,400,000","434,200,000","413,700,000","326,000,000","360,100,000","360,900,000","343,000,000","305,700,000","373,800,000","390,800,000","412,700,000","400,800,000","467,100,000","462,700,000","433,500,000","381,900,000","420,200,000","433,600,000","394,100,000","534,300,000","559,100,000","513,900,000","629,100,000","679,200,000","636,500,000","497,900,000","547,100,000","538,000,000","357,400,000","407,700,000","500,900,000"
			AccountsReceivable,"788,700,000","630,800,000","699,700,000","655,000,000","544,100,000","378,900,000","396,500,000","373,100,000","490,700,000","425,100,000","506,600,000","552,500,000","590,400,000","521,000,000","610,900,000","505,600,000","473,600,000","376,300,000","425,400,000","434,200,000","413,700,000","326,000,000","360,100,000","360,900,000","343,000,000","305,700,000","373,800,000","390,800,000","412,700,000","400,800,000","467,100,000","462,700,000","433,500,000","381,900,000","420,200,000","433,600,000","394,100,000","534,300,000","566,500,000","513,900,000","629,100,000",,,"506,600,000",,,,,
				GrossAccountsReceivable,"791,400,000","633,000,000","702,600,000","657,500,000","546,200,000","380,600,000","398,400,000","375,800,000","494,200,000","428,600,000","510,600,000","555,900,000","594,000,000","523,500,000","613,100,000","507,600,000","475,600,000","381,200,000","431,000,000","439,900,000","419,600,000","330,600,000","365,300,000","366,000,000","348,900,000","310,900,000","379,100,000","397,300,000","419,300,000","406,100,000","473,600,000","469,200,000","439,800,000","387,300,000","426,300,000","441,200,000","401,200,000","541,900,000",,"521,600,000","638,400,000",,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-2,700,000","-2,200,000","-2,900,000","-2,500,000","-2,100,000","-1,700,000","-1,900,000","-2,700,000","-3,500,000","-3,500,000","-4,000,000","-3,400,000","-3,600,000","-2,500,000","-2,200,000","-2,000,000","-2,000,000","-4,900,000","-5,600,000","-5,700,000","-5,900,000","-4,600,000","-5,200,000","-5,100,000","-5,900,000","-5,200,000","-5,300,000","-6,500,000","-6,600,000","-5,300,000","-6,500,000","-6,500,000","-6,300,000","-5,400,000","-6,100,000","-7,600,000","-7,100,000","-7,600,000",,"-7,700,000","-9,300,000",,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,"0",,,"0",,,,,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,"-4,900,000",,,"-5,900,000","-4,600,000","-5,200,000","-5,100,000","-5,900,000","-5,200,000","-5,300,000","-6,500,000","-6,600,000","-5,300,000",,"-6,500,000","-6,300,000","-5,400,000","-6,100,000","-7,600,000",,,"-7,400,000",,,,,"-8,700,000",,,,,
