name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004
TotalAssets,"12,426,000,000","11,975,000,000","11,583,000,000","11,220,000,000","10,756,000,000","10,909,000,000","9,769,000,000","9,506,000,000","9,545,000,000","9,476,000,000","9,414,000,000","9,506,000,000","9,574,000,000","9,313,000,000","9,824,000,000","9,789,000,000","9,780,000,000","9,538,000,000","9,062,000,000","8,883,000,000","8,288,000,000","8,357,000,000","8,757,000,000","8,248,000,000","8,392,000,000","8,586,000,000","8,908,000,000","8,988,000,000","8,626,000,000","8,818,000,000","9,710,000,000","9,333,000,000","9,129,000,000","9,018,000,000","9,512,000,000","9,322,000,000","9,068,000,000","9,000,000,000","8,965,000,000","8,779,000,000","8,823,000,000","8,518,000,000","8,711,000,000","8,919,000,000","8,622,000,000","8,281,000,000","8,394,000,000","8,105,000,000","8,202,000,000","8,410,000,000","8,250,000,000","7,623,000,000","7,337,000,000","7,166,000,000","7,972,000,000","8,614,000,000","8,315,000,000","8,058,000,000","7,541,000,000","7,355,000,000","7,887,000,000","7,895,000,000","7,626,000,000","7,568,000,000","7,521,000,000","7,445,000,000","7,340,000,000","7,396,000,000","8,403,000,000","7,410,000,000","7,066,000,000"
	CurrentAssets,"4,200,000,000","3,807,000,000","4,355,000,000","4,061,000,000","3,710,000,000","3,763,000,000","2,771,000,000","2,709,000,000","2,855,000,000","2,765,000,000","2,843,000,000","2,876,000,000","2,884,000,000","2,874,000,000","3,180,000,000","3,153,000,000","3,006,000,000","2,792,000,000","2,613,000,000","2,583,000,000","2,389,000,000","2,472,000,000","2,978,000,000","2,456,000,000","2,503,000,000","2,787,000,000","2,796,000,000","2,923,000,000","2,696,000,000","2,698,000,000","3,687,000,000","3,339,000,000","3,246,000,000","3,182,000,000","3,228,000,000","3,180,000,000","2,986,000,000","2,839,000,000","2,968,000,000","2,866,000,000","2,817,000,000","2,703,000,000","2,898,000,000","3,014,000,000","2,851,000,000","2,668,000,000","2,767,000,000","2,822,000,000","2,851,000,000","2,856,000,000","2,862,000,000","2,778,000,000","2,589,000,000","2,284,000,000","2,820,000,000","3,301,000,000","3,130,000,000","3,063,000,000","2,590,000,000","2,496,000,000","3,237,000,000","3,111,000,000","2,840,000,000","2,710,000,000","2,684,000,000","2,579,000,000","2,610,000,000","3,207,000,000","4,112,000,000","3,151,000,000","2,877,000,000"
		CashCashEquivalentsAndShortTermInvestments,"614,000,000","546,000,000","1,368,000,000","1,083,000,000","1,122,000,000","1,488,000,000","650,000,000","575,000,000","608,000,000","503,000,000","523,000,000","518,000,000","470,000,000","470,000,000","734,000,000","740,000,000","522,000,000","608,000,000","492,000,000","541,000,000","532,000,000","668,000,000","1,286,000,000","770,000,000","747,000,000","997,000,000","982,000,000","1,017,000,000","880,000,000","812,000,000","1,546,000,000","1,103,000,000","1,041,000,000","1,025,000,000","1,144,000,000","1,152,000,000","1,027,000,000","1,012,000,000","984,000,000","860,000,000","790,000,000","746,000,000","768,000,000","811,000,000","796,000,000","818,000,000","886,000,000","1,083,000,000","1,143,000,000","1,257,000,000","1,297,000,000","1,151,000,000","1,155,000,000","682,000,000","601,000,000","1,007,000,000","763,000,000","825,000,000","531,000,000","470,000,000","1,115,000,000","791,000,000","513,000,000","354,000,000","312,000,000","390,000,000","401,000,000","959,000,000","1,738,000,000","838,000,000","819,000,000"
			CashAndCashEquivalents,"605,000,000","536,000,000","1,340,000,000","1,054,000,000","791,000,000","955,000,000","615,000,000","539,000,000","570,000,000","463,000,000","497,000,000","491,000,000","441,000,000","439,000,000","703,000,000","708,000,000","490,000,000","576,000,000","461,000,000","511,000,000","501,000,000","638,000,000","1,252,000,000","735,000,000","716,000,000","967,000,000","952,000,000","988,000,000","851,000,000","780,000,000","1,510,000,000","1,064,000,000","998,000,000","984,000,000","1,100,000,000","1,107,000,000","978,000,000","959,000,000","928,000,000","800,000,000","727,000,000","682,000,000","704,000,000","741,000,000","722,000,000","740,000,000","884,000,000","1,081,000,000","1,139,000,000","1,254,000,000","1,293,000,000","1,145,000,000","1,150,000,000","676,000,000","584,000,000","983,000,000","763,000,000","825,000,000","531,000,000","470,000,000","1,115,000,000","791,000,000","513,000,000","354,000,000","312,000,000","390,000,000","401,000,000","959,000,000","1,738,000,000","838,000,000","819,000,000"
			OtherShortTermInvestments,"9,000,000","10,000,000","28,000,000","29,000,000","331,000,000","533,000,000","35,000,000","36,000,000","38,000,000","40,000,000","26,000,000","27,000,000","29,000,000","31,000,000","31,000,000","32,000,000","32,000,000","32,000,000","31,000,000","30,000,000","31,000,000","30,000,000","34,000,000","35,000,000","31,000,000","30,000,000","30,000,000","29,000,000","29,000,000","32,000,000","36,000,000","39,000,000","43,000,000","41,000,000","44,000,000","45,000,000","49,000,000","53,000,000","56,000,000","60,000,000","63,000,000","64,000,000","64,000,000","70,000,000","74,000,000","78,000,000","2,000,000","2,000,000","4,000,000","3,000,000","4,000,000","6,000,000","5,000,000","6,000,000","17,000,000","24,000,000",,,,,,,,,,,,,,,
		Receivables,"1,913,000,000","1,667,000,000","1,738,000,000","1,788,000,000","1,510,000,000","1,242,000,000","1,063,000,000","1,041,000,000","1,160,000,000","1,181,000,000","1,282,000,000","1,303,000,000","1,358,000,000","1,318,000,000","1,365,000,000","1,445,000,000","1,476,000,000","1,230,000,000","1,249,000,000","1,212,000,000","1,102,000,000","1,024,000,000","1,005,000,000","1,009,000,000","1,042,000,000","991,000,000","1,024,000,000","1,099,000,000","1,012,000,000","1,042,000,000","1,216,000,000","1,276,000,000","1,242,000,000","1,210,000,000","1,242,000,000","1,209,000,000","1,113,000,000","1,036,000,000","1,120,000,000","1,134,000,000","1,135,000,000","1,106,000,000","1,181,000,000","1,266,000,000","1,219,000,000","1,080,000,000","1,161,000,000","1,106,000,000","1,077,000,000","976,000,000","951,000,000","933,000,000","846,000,000","959,000,000","1,359,000,000","1,442,000,000","1,523,000,000","1,446,000,000","1,348,000,000","1,324,000,000","1,420,000,000","1,476,000,000","1,539,000,000","1,553,000,000","1,543,000,000","1,398,000,000","1,466,000,000","1,478,000,000","1,542,000,000","1,536,000,000","1,401,000,000"
			AccountsReceivable,"1,390,000,000","1,161,000,000","1,172,000,000","1,218,000,000","959,000,000","792,000,000","716,000,000","729,000,000","853,000,000","850,000,000","947,000,000","971,000,000","1,015,000,000","1,017,000,000","1,086,000,000","1,156,000,000","1,205,000,000","986,000,000","989,000,000","985,000,000","886,000,000","801,000,000","791,000,000","792,000,000","830,000,000","706,000,000","793,000,000","873,000,000","804,000,000","801,000,000","1,016,000,000","1,045,000,000","986,000,000","867,000,000","949,000,000","929,000,000","916,000,000","827,000,000","932,000,000","957,000,000","928,000,000","871,000,000","978,000,000","1,027,000,000","950,000,000","827,000,000","897,000,000","862,000,000","801,000,000","721,000,000","728,000,000","702,000,000","624,000,000","631,000,000","1,013,000,000","1,061,000,000","1,079,000,000","1,009,000,000","953,000,000","857,000,000","910,000,000","1,001,000,000","987,000,000","997,000,000","1,000,000,000","918,000,000","947,000,000","955,000,000","998,000,000","866,000,000","826,000,000"
				GrossAccountsReceivable,,"1,171,000,000",,,,"803,000,000","726,000,000","739,000,000","863,000,000","859,000,000","956,000,000","980,000,000","1,025,000,000","1,027,000,000","1,096,000,000","1,166,000,000","1,214,000,000","995,000,000","997,000,000","992,000,000","892,000,000","807,000,000","797,000,000","797,000,000","836,000,000","712,000,000","799,000,000","879,000,000","810,000,000","810,000,000","1,025,000,000","1,054,000,000","995,000,000","876,000,000","960,000,000","940,000,000","926,000,000","836,000,000","941,000,000","966,000,000","937,000,000",,"988,000,000",,,"839,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-10,000,000",,,,"-11,000,000","-10,000,000","-10,000,000","-10,000,000","-9,000,000","-9,000,000","-9,000,000","-10,000,000","-10,000,000","-10,000,000","-10,000,000","-9,000,000","-9,000,000","-8,000,000","-7,000,000","-6,000,000","-6,000,000","-6,000,000","-5,000,000","-6,000,000","-6,000,000","-6,000,000","-6,000,000","-6,000,000","-9,000,000","-9,000,000","-9,000,000","-9,000,000","-9,000,000","-11,000,000","-11,000,000","-10,000,000","-9,000,000","-9,000,000","-9,000,000","-9,000,000",,"-10,000,000",,,"-12,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,"405,000,000",,,,"367,000,000",,,,"230,000,000",,,,"202,000,000",,,,"145,000,000",,,,"126,000,000",,,,"200,000,000",,,,"149,000,000",,,,"156,000,000",,,,"133,000,000",,,,,,,,"60,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
