name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"750,638,000","746,321,000","759,601,000","494,481,421","207,346,906","182,140,910"
	CurrentAssets,"457,378,000","506,345,000","541,526,000","264,472,241","38,942,905","19,971,523"
		CashCashEquivalentsAndShortTermInvestments,"441,079,000","484,881,000","520,356,000","264,262,731","23,595,141","7,914,150"
			CashAndCashEquivalents,"441,079,000","484,881,000","520,356,000","264,262,731","23,595,141","7,914,150"
				CashFinancial,"441,079,000","484,881,000","520,356,000","264,262,731","23,595,141","7,914,150"
		Receivables,"10,717,000","13,680,000","12,099,000","5,406,846","7,781,187","7,113,604"
			AccountsReceivable,"10,717,000","12,180,000","11,952,000","5,406,846","6,059,963","5,423,070"
				GrossAccountsReceivable,"11,517,000","12,880,000","12,552,000","5,406,846","6,435,047","5,732,035"
				AllowanceForDoubtfulAccountsReceivable,"-800,000","-700,000","-600,000",,"-375,084","-308,965"
			DuefromRelatedPartiesCurrent,"0","1,500,000","147,000",,"30,690","0"
			OtherReceivables,,,,,"1,690,534","1,690,534"
		Inventory,,,,,"53,710","12,012"
			RawMaterials,,,,,"53,710","12,012"
		PrepaidAssets,"4,168,000","6,395,000","8,599,000","209,510","1,566,769","1,527,124"
		RestrictedCash,,,"472,000","361,030",,
		CurrentDeferredAssets,,,,"7,215,869","5,418,630","3,071,282"
		OtherCurrentAssets,"1,414,000","1,389,000",,,"527,468","333,351"
	TotalNonCurrentAssets,"293,260,000","239,976,000","218,075,000","230,009,180","168,404,001","162,169,387"
		NetPPE,"189,887,000","133,282,000","110,010,000","94,827,359","79,111,432","71,265,503"
			GrossPPE,"222,100,000","160,599,000","132,357,000",,"93,883,478","82,807,156"
				MachineryFurnitureEquipment,"7,188,000","6,141,000","5,231,000",,"606,692","456,265"
				OtherProperties,"156,249,000","115,342,000","105,279,000",,"78,595,474","71,913,509"
				ConstructionInProgress,"58,663,000","39,116,000","21,847,000",,"14,681,312","10,437,382"
			AccumulatedDepreciation,"-32,213,000","-27,317,000","-22,347,000",,"-14,772,046","-11,541,653"
		GoodwillAndOtherIntangibleAssets,"100,375,000","103,279,000","106,063,000","85,772,537","87,920,037","90,067,537"
			Goodwill,"31,052,000","31,052,000","31,052,000","22,111,166","22,111,166","22,111,166"
