name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
TotalAssets,"144,945,000,000","140,912,000,000","139,163,000,000","135,013,000,000","132,441,000,000","127,684,000,000","126,382,000,000","121,961,000,000","120,637,000,000","117,691,000,000","114,222,000,000","110,552,000,000","109,029,000,000","103,702,000,000","98,603,000,000","95,490,000,000","94,284,000,000","97,827,000,000","96,781,000,000","92,890,000,000","91,205,000,000","89,993,000,000","87,864,000,000","85,420,000,000","84,637,000,000","82,479,000,000","79,963,000,000","77,201,000,000","74,929,000,000","74,929,000,000","72,193,000,000","71,590,000,000","70,331,000,000","69,306,000,000","67,166,000,000","65,217,000,000","63,843,000,000","64,439,000,000","62,049,000,000","60,390,000,000","59,207,000,000","57,188,000,000","56,585,000,000","54,557,000,000","53,257,000,000","52,994,000,000","52,734,000,000","51,209,000,000","50,942,000,000","48,458,000,000","47,155,000,000","46,404,000,000","45,304,000,000","44,821,000,000","45,478,000,000","43,753,000,000","41,330,000,000","40,123,000,000","39,571,000,000","37,343,000,000","35,535,000,000","35,991,000,000","34,869,000,000","33,764,000,000","32,836,000,000","33,004,000,000","33,644,000,000","29,971,000,000","29,343,000,000","28,333,000,000","28,518,000,000","27,206,000,000","27,078,000,000","26,935,000,000","25,155,000,000","23,421,000,000","22,395,000,000","19,790,000,000","18,693,000,000","18,152,000,000","17,474,000,000","17,463,000,000","17,355,000,000","16,559,000,000","15,663,000,000","15,300,000,000","14,937,000,000","14,196,000,000","13,361,000,000","13,441,000,000","13,520,000,000","13,306,000,000","12,296,000,000","12,029,000,000","12,844,000,000","12,844,000,000","12,471,000,000","12,449,000,000","12,880,400,000","12,753,100,000","12,669,600,000","12,219,300,000","12,381,800,000","12,245,100,000","12,266,400,000","12,459,200,000","12,630,400,000","12,623,800,000","12,599,600,000","12,617,600,000","12,968,400,000","12,868,700,000","12,872,000,000"
	CurrentAssets,"10,988,000,000","9,288,000,000","9,572,000,000","8,061,000,000","8,237,000,000","7,382,000,000","9,026,000,000","7,581,000,000","9,725,000,000","7,408,000,000","7,679,000,000","7,471,000,000","8,222,000,000","6,393,000,000","8,349,000,000","5,885,000,000","5,612,000,000","7,157,000,000","7,027,000,000","5,947,000,000","5,827,000,000","7,409,000,000","6,747,000,000","6,512,000,000","7,096,000,000","6,795,000,000","6,657,000,000","6,346,000,000","6,297,000,000","6,944,000,000","5,633,000,000","6,099,000,000","6,141,000,000","5,842,000,000","5,472,000,000","4,735,000,000","4,045,000,000","5,237,000,000","4,437,000,000","4,854,000,000","5,094,000,000","4,872,000,000","6,252,000,000","4,813,000,000","4,519,000,000","5,258,000,000","5,776,000,000","5,299,000,000","5,557,000,000","4,337,000,000","4,176,000,000","4,869,000,000","5,154,000,000","5,392,000,000","6,308,000,000","5,488,000,000","4,279,000,000","3,779,000,000","4,384,000,000","4,701,000,000","3,941,000,000","4,999,000,000","4,834,000,000","4,367,000,000","4,022,000,000","4,987,000,000","6,031,000,000","3,390,000,000","3,159,000,000","2,527,000,000","3,288,000,000","2,363,000,000","2,266,000,000","2,470,000,000","3,258,000,000","2,540,000,000","2,261,000,000","1,908,000,000","2,219,000,000","1,826,000,000","1,561,000,000","1,602,000,000","2,006,000,000","1,863,000,000","1,794,000,000","1,781,000,000","1,843,000,000","1,610,000,000","1,077,000,000","1,373,000,000","1,618,000,000","1,597,000,000","1,428,000,000","1,266,000,000","1,771,000,000","1,629,000,000","1,042,000,000","1,101,000,000","1,570,600,000","1,322,500,000","1,332,000,000","1,173,500,000","1,276,300,000","1,042,700,000","928,500,000","985,300,000","1,146,400,000","1,047,200,000","1,003,900,000","949,600,000","1,244,800,000","1,098,100,000","1,081,500,000"
		CashCashEquivalentsAndShortTermInvestments,"1,477,000,000","639,000,000","692,000,000","884,000,000","1,462,000,000","1,105,000,000","1,961,000,000","1,009,000,000","3,335,000,000","600,000,000","1,131,000,000","1,019,000,000","972,000,000","638,000,000","497,000,000","478,000,000","550,000,000","1,714,000,000","1,381,000,000","642,000,000","600,000,000","1,292,000,000","681,000,000","730,000,000","628,000,000","571,000,000","1,181,000,000","551,000,000","469,000,000","577,000,000","485,000,000","622,000,000","488,000,000","438,000,000","558,000,000","411,000,000","215,000,000","329,000,000","246,000,000","295,000,000","275,000,000","377,000,000","640,000,000","287,000,000","425,000,000","302,000,000","791,000,000","829,000,000","1,215,000,000","238,000,000","164,000,000","276,000,000","276,000,000","535,000,000","1,592,000,000","424,000,000","603,000,000","290,000,000","350,000,000","723,000,000","226,000,000","620,000,000","159,000,000","134,000,000","148,000,000","530,000,000","1,102,000,000","154,000,000","241,000,000","225,000,000","451,000,000","222,000,000","232,000,000","129,000,000","935,000,000","281,000,000","332,000,000","266,000,000","696,000,000","384,000,000","117,000,000","82,000,000","299,000,000","72,000,000","109,000,000","129,000,000","377,000,000","234,000,000","104,000,000","361,000,000","370,000,000","595,000,000","548,000,000","187,000,000","447,000,000","428,000,000","72,000,000","54,000,000","460,300,000","337,600,000","394,700,000","195,900,000","91,700,000","78,900,000","28,300,000","46,200,000","103,500,000","124,700,000","159,500,000","85,800,000","210,400,000","66,100,000","88,900,000"
			CashAndCashEquivalents,"1,477,000,000","639,000,000","692,000,000","884,000,000","1,462,000,000","1,105,000,000","1,961,000,000","1,009,000,000","3,335,000,000","600,000,000","1,131,000,000","1,019,000,000","972,000,000","638,000,000","497,000,000","478,000,000","550,000,000","1,714,000,000","1,381,000,000","642,000,000","600,000,000","1,292,000,000","681,000,000","730,000,000","628,000,000","571,000,000","1,181,000,000","551,000,000","469,000,000","577,000,000","485,000,000","622,000,000","488,000,000","438,000,000","558,000,000","411,000,000","215,000,000","329,000,000","246,000,000","295,000,000","275,000,000","377,000,000","640,000,000","287,000,000","425,000,000","302,000,000","791,000,000","829,000,000","1,215,000,000","238,000,000","164,000,000","276,000,000","276,000,000","535,000,000","1,592,000,000","424,000,000","603,000,000","290,000,000","350,000,000","723,000,000","226,000,000","620,000,000","159,000,000","134,000,000","148,000,000","530,000,000","1,102,000,000","154,000,000","241,000,000","225,000,000","451,000,000","222,000,000","232,000,000","129,000,000","935,000,000","281,000,000","332,000,000","266,000,000","696,000,000","384,000,000","117,000,000","82,000,000","299,000,000","72,000,000","109,000,000","129,000,000","377,000,000","234,000,000","104,000,000","361,000,000","370,000,000","595,000,000","548,000,000","187,000,000","447,000,000","428,000,000","72,000,000","54,000,000","460,300,000","337,600,000","394,700,000","195,900,000","91,700,000","78,900,000","28,300,000","46,200,000","103,500,000","124,700,000","159,500,000","85,800,000","210,400,000","66,100,000","88,900,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","611,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"4,291,000,000","4,108,000,000","3,858,000,000","3,402,000,000","3,286,000,000","2,974,000,000","3,277,000,000","2,867,000,000","2,621,000,000","2,807,000,000","3,330,000,000","3,121,000,000","2,974,000,000","2,969,000,000","3,119,000,000","2,891,000,000","2,389,000,000","2,737,000,000","2,750,000,000","2,480,000,000","2,160,000,000","2,439,000,000","2,859,000,000","2,673,000,000","2,267,000,000","2,265,000,000","2,310,000,000","2,139,000,000","2,027,000,000","2,159,000,000","2,411,000,000","2,292,000,000","2,551,000,000","2,289,000,000","2,241,000,000","2,120,000,000","1,759,000,000","2,056,000,000","2,122,000,000","2,008,000,000","1,837,000,000","1,802,000,000","2,237,000,000","2,133,000,000","2,002,000,000","2,582,000,000","2,120,000,000","2,025,000,000","1,946,000,000","2,247,000,000","1,898,000,000","1,697,000,000","1,608,000,000","1,707,000,000","2,068,000,000","2,028,000,000","1,710,000,000","1,721,000,000","1,861,000,000","1,879,000,000","1,935,000,000","1,656,000,000","1,862,000,000","1,372,000,000","1,529,000,000","1,430,000,000","1,826,000,000","1,655,000,000","1,277,000,000","1,044,000,000","1,397,000,000","1,087,000,000","1,007,000,000","1,187,000,000","1,131,000,000","1,041,000,000","965,000,000","865,000,000","810,000,000","656,000,000","615,000,000","780,000,000","806,000,000","670,000,000","619,000,000","637,000,000","690,000,000","578,000,000","463,000,000","482,000,000","658,000,000","521,000,000","462,000,000","559,000,000","705,000,000","613,000,000","438,000,000","501,000,000","624,300,000","538,100,000","454,000,000","461,500,000","564,200,000","462,300,000","432,100,000","482,300,000","564,700,000","503,000,000","390,900,000","464,700,000","613,000,000","548,300,000","511,400,000"
			AccountsReceivable,"3,298,000,000","3,378,000,000","3,205,000,000","2,727,000,000","2,648,000,000","2,263,000,000","2,572,000,000","2,391,000,000","2,068,000,000","2,282,000,000","2,717,000,000","2,553,000,000","2,191,000,000","2,302,000,000","2,454,000,000","2,230,000,000","1,881,000,000","2,220,000,000","2,147,000,000","1,950,000,000","1,635,000,000","1,784,000,000","1,921,000,000","1,816,000,000","1,574,000,000","1,784,000,000","1,961,000,000","1,883,000,000","1,718,000,000","1,805,000,000","2,022,000,000","1,978,000,000","1,904,000,000","1,777,000,000","1,888,000,000","1,809,000,000","1,366,000,000","1,487,000,000","1,633,000,000","1,466,000,000","1,262,000,000","1,372,000,000","1,689,000,000","1,633,000,000","1,285,000,000","1,509,000,000","1,595,000,000","1,485,000,000","1,174,000,000","1,431,000,000","1,594,000,000","1,448,000,000","1,281,000,000","1,443,000,000","2,068,000,000","2,028,000,000","1,710,000,000","1,721,000,000","1,861,000,000","1,879,000,000","1,935,000,000","1,656,000,000","1,862,000,000","1,372,000,000","1,529,000,000","1,430,000,000","1,826,000,000","1,655,000,000","1,277,000,000","1,044,000,000","1,397,000,000","1,087,000,000","1,007,000,000","1,187,000,000","1,131,000,000","1,041,000,000","965,000,000","865,000,000","810,000,000","656,000,000","615,000,000","780,000,000","806,000,000","670,000,000","619,000,000","637,000,000","690,000,000","578,000,000","463,000,000","482,000,000","658,000,000","521,000,000","462,000,000","559,000,000","705,000,000","613,000,000","438,000,000","501,000,000","624,300,000","538,100,000","454,000,000","461,500,000","564,200,000","462,300,000","432,100,000","482,300,000","564,700,000","503,000,000","390,900,000","464,700,000","613,000,000","548,300,000","511,400,000"
				GrossAccountsReceivable,"3,327,000,000","3,413,000,000","3,244,000,000","2,764,000,000","2,828,000,000","2,330,000,000","2,639,000,000","2,432,000,000","2,087,000,000","2,301,000,000","2,732,000,000","2,563,000,000","2,198,000,000","2,312,000,000","2,466,000,000","2,237,000,000","1,886,000,000","2,230,000,000","2,156,000,000","1,957,000,000","1,639,000,000","1,789,000,000","1,934,000,000","1,826,000,000","1,583,000,000","1,797,000,000","1,974,000,000","1,895,000,000","1,737,000,000","1,832,000,000","2,062,000,000","1,993,000,000","1,922,000,000","1,791,000,000","1,903,000,000","1,819,000,000","1,374,000,000","1,497,000,000",,"1,478,000,000",,"1,383,000,000","1,702,000,000","1,643,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-29,000,000","-35,000,000","-39,000,000","-37,000,000","-180,000,000","-67,000,000","-67,000,000","-41,000,000","-19,000,000","-19,000,000","-15,000,000","-10,000,000","-7,000,000","-10,000,000","-12,000,000","-7,000,000","-5,000,000","-10,000,000","-9,000,000","-7,000,000","-4,000,000","-5,000,000","-13,000,000","-10,000,000","-9,000,000","-13,000,000","-13,000,000","-12,000,000","-19,000,000","-27,000,000","-40,000,000","-15,000,000","-18,000,000","-14,000,000","-15,000,000","-10,000,000","-8,000,000","-10,000,000",,"-12,000,000",,"-11,000,000","-13,000,000","-10,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"993,000,000","730,000,000","653,000,000","675,000,000","638,000,000","711,000,000","705,000,000","476,000,000","553,000,000","525,000,000","613,000,000","568,000,000","783,000,000","667,000,000","665,000,000","661,000,000","508,000,000","517,000,000","603,000,000","530,000,000","525,000,000","655,000,000","938,000,000","857,000,000","693,000,000","481,000,000","349,000,000","256,000,000","309,000,000","354,000,000","389,000,000","314,000,000","647,000,000","512,000,000","353,000,000","311,000,000","393,000,000","569,000,000","489,000,000","542,000,000","575,000,000","430,000,000","548,000,000","500,000,000","717,000,000","1,073,000,000","525,000,000","540,000,000","772,000,000","816,000,000","304,000,000","249,000,000","327,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
