name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
TotalRevenue,"3,474,938,000","875,575,000","969,933,000","864,405,000","765,025,000","608,960,000","569,880,000","499,744,000","339,345,000","955,712,000","1,017,070,000","955,598,000","867,265,000","776,027,000","669,565,000","584,951,000","504,912,000","397,188,000"
	OperatingRevenue,"3,474,938,000","875,575,000","969,933,000","864,405,000","765,025,000","608,960,000","569,880,000","499,744,000","339,345,000","955,712,000","1,017,070,000","955,598,000","867,265,000","776,027,000","669,565,000","584,951,000","504,912,000","397,188,000"
CostOfRevenue,"1,677,787,000","440,294,000","526,571,000","364,032,000","346,890,000","412,039,000","392,128,000","261,614,000","246,899,000","532,695,000","502,762,000","580,714,000","630,136,000","462,857,000","366,991,000","322,614,000","293,186,000","260,609,000"
GrossProfit,"1,797,151,000","435,281,000","443,362,000","500,373,000","418,135,000","196,921,000","177,752,000","238,130,000","92,446,000","423,017,000","514,308,000","374,884,000","237,129,000","313,170,000","302,574,000","262,337,000","211,726,000","136,579,000"
OperatingExpense,"2,662,484,000","634,624,000","692,373,000","677,234,000","658,253,000","613,363,000","631,179,000","691,483,000","579,943,000","837,122,000","896,122,000","865,744,000","910,045,000","1,470,060,000","572,597,000","531,012,000","405,360,000","381,958,000"
	SellingGeneralAndAdministration,"1,384,100,000","343,270,000","387,519,000","340,862,000","312,449,000","286,214,000","317,564,000","336,241,000","279,731,000","444,601,000","472,435,000","427,678,000","448,237,000","651,865,000","357,886,000","361,363,000","273,579,000","258,861,000"
		GeneralAndAdministrativeExpense,"924,985,000","216,941,000","263,615,000","231,907,000","212,522,000","207,594,000","228,040,000","257,693,000","232,364,000","248,164,000","278,251,000","263,820,000","267,286,000","376,736,000","138,964,000","120,348,000","98,472,000","90,154,000"
			SalariesAndWages,,,,,,,,,"53,570,000","55,547,000",,,,,,,,
			OtherGandA,"924,985,000","216,941,000","263,615,000","231,907,000","212,522,000","207,594,000","228,040,000","257,693,000","178,794,000","192,617,000","278,251,000","263,820,000","267,286,000","376,736,000","138,964,000","120,348,000","98,472,000","90,154,000"
		SellingAndMarketingExpense,"459,115,000","126,329,000","123,904,000","108,955,000","99,927,000","78,620,000","89,524,000","78,548,000","47,367,000","196,437,000","194,184,000","163,858,000","180,951,000","275,129,000","218,922,000","241,015,000","175,107,000","168,707,000"
