name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
OperatingCashFlow,"459,554,000","3,933,254,000","-3,609,251,000","404,440,000","-268,889,000","-218,877,000","-776,783,000","-425,933,000","2,529,262,000","-1,742,802,000","582,839,000","-379,479,000","428,947,000","-1,105,986,000","-162,598,000","547,133,000","-788,204,000","-148,337,000","392,131,000","-405,562,000","397,093,000","-168,731,000","398,387,000","-676,892,000","179,813,000","5,238,000","123,295,000","260,744,000","85,819,000","-174,848,000","-13,459,000","-6,843,000","-76,702,000","60,374,000","167,356,000","296,141,000","33,405,000","239,418,000","143,205,000","57,479,000","74,281,000","316,885,000","175,303,000","33,932,000","-239,790,000","358,343,000","234,438,000","115,094,000","42,159,000","-26,513,000","26,574,000","256,925,000","218,815,000","-221,298,000","-136,031,000","137,749,000","53,421,000","26,926,000","63,452,000","103,697,000","-26,303,000","96,931,000","18,680,000","95,529,000","-33,615,000","65,076,000","108,040,000","60,275,000","-29,865,000","72,081,000","79,756,000","92,975,000","47,048,000","38,342,000","137,978,000","88,624,000","4,179,000","51,580,000","34,764,000","26,631,000","1,021,000","185,697,000","157,588,000","21,696,000","41,368,000","60,814,000","64,995,000","-43,804,000","96,726,000","66,100,000","28,100,000","96,400,000","36,400,000","39,300,000","-14,300,000","58,800,000","36,900,000","-28,900,000","51,200,000","14,500,000","7,700,000","55,800,000","-17,000,000","39,800,000","43,900,000","-10,800,000","20,100,000","-2,500,000","-26,900,000","32,300,000","22,400,000","57,800,000","24,900,000","100,800,000","-47,700,000","-7,400,000","-34,900,000","13,000,000","17,000,000","-32,700,000","54,300,000","-17,400,000"
	CashFlowFromContinuingOperatingActivities,"459,554,000","3,933,254,000","-3,609,251,000","404,440,000","-268,889,000","-218,877,000","-776,783,000","-425,933,000","2,529,262,000","-1,742,802,000","582,839,000","-379,479,000","428,947,000","-1,105,986,000","-162,598,000","547,133,000","-788,204,000","-148,337,000","392,131,000","-405,562,000","397,093,000","-168,731,000","398,387,000","-676,892,000","179,813,000","5,238,000","123,295,000","260,744,000","85,819,000","-174,848,000","-13,459,000","-6,843,000","-76,702,000","60,374,000","167,356,000","296,141,000","33,405,000","239,418,000","143,205,000","57,479,000","74,281,000","316,885,000","175,303,000","33,932,000","-239,790,000","358,343,000","234,438,000","115,094,000","42,159,000","-26,513,000","26,574,000","256,925,000","218,815,000","-221,298,000","-136,031,000","137,749,000","53,421,000","26,926,000","63,452,000","103,697,000","-26,303,000","96,931,000","18,680,000","95,529,000","-33,615,000","65,076,000","108,040,000","60,275,000","-29,865,000","72,081,000","79,756,000","92,975,000","47,048,000","38,342,000","137,978,000","88,624,000","4,179,000","51,580,000","34,764,000","26,631,000","1,021,000","185,697,000","157,588,000","21,696,000","41,368,000","60,814,000","64,995,000","-43,804,000","96,726,000","66,100,000","28,100,000","96,400,000","36,400,000","39,300,000","-14,300,000","58,800,000","36,900,000","-28,900,000","51,200,000","14,500,000","7,700,000","55,800,000","-17,000,000","39,800,000","43,900,000","-10,800,000","20,100,000","-2,500,000","-26,900,000","32,300,000","22,400,000","57,800,000","24,900,000","100,800,000","-47,700,000","-7,400,000","-34,900,000","13,000,000","17,000,000","-32,700,000","54,300,000","-17,400,000"
		NetIncomeFromContinuingOperations,"534,469,000","62,452,000","117,189,000","187,721,000","167,107,000","144,308,000","154,709,000","154,092,000","64,286,000","61,984,000","110,782,000","141,858,000","137,780,000","110,265,000","108,377,000","117,545,000","115,155,000","105,347,000","72,365,000","85,790,000","88,866,000","88,664,000","49,909,000","75,112,000","66,272,000","40,988,000","61,076,000","75,816,000","80,273,000","75,094,000","65,581,000","76,126,000","76,729,000","77,043,000","73,922,000","76,062,000","79,888,000","89,059,000","83,616,000","87,854,000","99,461,000","83,193,000","67,904,000","85,459,000","71,695,000","64,766,000","59,106,000","63,288,000","65,558,000","60,342,000","42,804,000","53,607,000","52,573,000","55,032,000","35,443,000","56,685,000","-1,161,000","62,265,000","51,160,000","59,848,000","53,863,000","52,793,000","50,585,000","52,660,000","54,984,000","54,748,000","48,158,000","50,827,000","50,465,000","52,055,000","46,556,000","47,782,000","45,533,000","39,152,000","35,302,000","37,374,000","41,497,000","44,187,000","38,779,000","45,160,000","34,054,000","32,416,000","30,132,000","29,787,000","28,981,000","27,402,000","25,496,000","25,637,000","24,194,000","24,813,000","23,200,000","22,700,000","23,500,000","19,800,000","19,200,000","18,700,000","20,500,000","16,300,000","16,800,000","16,400,000","16,100,000","15,300,000","14,500,000","13,000,000","13,600,000","13,000,000","12,700,000","12,500,000","12,000,000","12,000,000","14,400,000","10,700,000","10,300,000","9,700,000","9,000,000","8,800,000","8,800,000","7,600,000","7,300,000","6,800,000","6,300,000","5,200,000"
		OperatingGainsLosses,"-202,227,000","-31,648,000","-75,486,000","-2,730,000","-92,363,000","62,870,000","-57,169,000","-31,303,000","-114,108,000","12,833,000","-13,156,000","-20,499,000","-30,193,000","-3,073,000","-4,082,000","-9,242,000","-8,376,000","266,000","-4,638,000","-6,137,000","-21,836,000","-13,672,000","19,780,000","-22,796,000","-33,795,000","-28,602,000","-16,378,000","-20,993,000","-26,640,000","-26,017,000","-19,752,000","-17,033,000","-20,518,000","-12,607,000","-17,041,000","-12,047,000","-25,308,000","-26,337,000","-31,787,000","-26,492,000","-24,255,000","-54,146,000","79,862,000","9,797,000","-150,889,000","134,100,000","66,219,000","-80,055,000","-41,692,000","46,233,000","-39,900,000","152,847,000","-99,041,000","-117,693,000","-52,538,000","-3,797,000","1,549,000","-7,086,000","17,618,000","-10,615,000","3,192,000","-2,532,000","-1,319,000","-6,667,000","-174,000","-2,469,000","27,218,000","-36,171,000",,,"4,187,000","-2,499,000","12,530,000","-19,772,000","2,904,000","34,573,000","-49,682,000","-26,333,000","69,261,000","-15,627,000","-38,857,000","-9,560,000","78,060,000","-43,751,000","-15,014,000","10,243,000",,,"-6,744,000","-1,805,000",,,,,,,,,,,,,,,,,,,,,,,,"-1,000,000","-2,100,000","4,500,000",,,"-5,200,000","400,000",,
			GainLossOnInvestmentSecurities,"-56,153,000","706,000","-9,979,000","-29,004,000","-17,876,000","-10,587,000","-11,733,000","-2,030,000","-12,928,000","10,742,000","2,073,000","-3,220,000","-1,308,000","1,872,000","4,004,000","1,051,000","-1,063,000","5,593,000","-898,000","2,421,000","-2,043,000","-2,308,000","652,000","-3,876,000","-5,752,000","-4,035,000","-2,611,000","-118,000","-6,527,000","-5,956,000","-2,821,000","3,480,000","-819,000","-1,202,000","-4,669,000","49,865,000","-22,111,000","-35,671,000","-30,803,000","-44,771,000","-41,809,000","-18,313,000","3,403,000","9,797,000","-7,067,000","-9,722,000","1,948,000","-5,391,000","2,318,000","2,545,000","734,000","-6,281,000","-28,701,000","-12,070,000",,,,,,,,,,,,,,"-34,745,000",,,"11,043,000","2,391,000","3,022,000","-10,332,000",,,"-27,485,000","-5,548,000",,,"-13,215,000","-12,106,000",,,"-8,270,000","27,416,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000,000","-2,100,000","4,500,000",,,"-5,200,000","400,000",,
		DepreciationAmortizationDepletion,"103,641,000","26,091,000","26,272,000","26,011,000","25,267,000","24,918,000","24,683,000","27,314,000","23,818,000","23,198,000","25,654,000","23,836,000","26,514,000","19,412,000","18,844,000","14,540,000","13,898,000","13,561,000","15,312,000","13,290,000","13,348,000","12,516,000","-17,527,000","23,069,000","22,567,000","18,907,000","15,894,000","16,335,000","16,953,000","16,800,000","15,199,000","14,743,000","13,728,000","12,362,000","12,441,000","13,186,000","14,242,000","13,392,000","17,483,000","12,816,000","12,310,000","12,326,000","13,090,000","12,348,000","12,160,000","12,369,000","13,473,000","14,671,000","13,463,000","17,380,000","28,913,000","30,097,000","14,875,000","13,886,000","12,533,000","12,080,000","12,718,000","13,951,000","9,795,000","12,877,000","8,893,000","9,555,000","10,956,000","10,002,000","9,019,000","10,652,000","11,202,000","11,949,000","10,723,000","10,986,000","12,612,000","12,474,000","9,594,000","12,618,000","13,082,000","39,592,000","8,767,000","11,949,000","21,580,000","13,420,000","19,871,000","16,737,000","16,530,000","15,761,000","17,899,000","13,360,000","11,218,000","14,444,000","11,516,000","12,291,000","11,500,000","9,000,000","9,800,000","12,200,000","10,900,000","10,100,000","9,800,000","9,200,000","12,400,000","7,000,000","8,500,000","7,400,000","9,700,000","4,500,000","6,800,000","5,600,000","5,500,000","5,600,000","5,600,000","4,800,000","6,800,000","9,300,000","4,000,000","3,700,000","5,500,000","3,500,000","2,800,000","1,500,000","4,500,000","1,700,000","1,300,000","1,300,000"
			DepreciationAndAmortization,"103,641,000","26,091,000","26,272,000","26,011,000","25,267,000","24,918,000","24,683,000","27,314,000","23,818,000","23,198,000","25,654,000","23,836,000","26,514,000","19,412,000","18,844,000","14,540,000","13,898,000","13,561,000","15,312,000","13,290,000","13,348,000","12,516,000","-17,527,000","23,069,000","22,567,000","18,907,000","15,894,000","16,335,000","16,953,000","16,800,000","15,199,000","14,743,000","13,728,000","12,362,000","12,441,000","13,186,000","14,242,000","13,392,000","17,483,000","12,816,000","12,310,000","12,326,000","13,090,000","12,348,000","12,160,000","12,369,000","13,473,000","14,671,000","13,463,000","17,380,000","28,913,000","30,097,000","14,875,000","13,886,000","12,533,000","12,080,000","12,718,000","13,951,000","9,795,000","12,877,000","8,893,000","9,555,000","10,956,000","10,002,000","9,019,000","10,652,000","11,202,000","11,949,000","10,723,000","10,986,000","12,612,000","12,474,000","9,594,000","12,618,000","13,082,000","39,592,000","8,767,000","11,949,000","21,580,000","13,420,000","19,871,000","16,737,000","16,530,000","15,761,000","17,899,000","13,360,000","11,218,000","14,444,000","11,516,000","12,291,000","11,500,000","9,000,000","9,800,000","12,200,000","10,900,000","10,100,000","9,800,000","9,200,000","12,400,000","7,000,000","8,500,000","7,400,000","9,700,000","4,500,000","6,800,000","5,600,000","5,500,000","5,600,000","5,600,000","4,800,000","6,800,000","9,300,000","4,000,000","3,700,000","5,500,000","3,500,000","2,800,000","1,500,000","4,500,000","1,700,000","1,300,000","1,300,000"
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-190,000","249,000","428,000","-165,000","-155,000","206,000","-545,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-190,000","249,000","428,000","-165,000","-155,000","206,000","-545,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,"-5,735,000","-15,252,000","4,339,000","11,944,000","6,146,000","6,300,000","6,555,000","6,544,000","6,772,000","6,857,000","8,520,000","10,270,000","9,559,000","10,601,000","11,213,000","12,388,000","13,416,000","14,830,000","14,511,000","14,124,000","14,799,000","13,719,000","14,560,000","14,806,000","14,601,000","16,360,000","16,507,000",,,,,,,,,,,"22,701,000","21,539,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
