name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
TotalRevenue,"283,773,000","70,451,000","71,929,000","70,571,000","70,822,000","74,097,000","63,999,000","69,711,000","77,870,000"
	OperatingRevenue,"283,332,000","70,010,000","71,929,000","70,571,000","70,822,000","74,097,000","63,999,000","69,711,000","77,870,000"
CostOfRevenue,"88,187,000","21,033,000","21,840,000","22,282,000","23,032,000","24,488,000","21,270,000","23,840,000","26,625,000"
GrossProfit,"195,586,000","49,418,000","50,089,000","48,289,000","47,790,000","49,609,000","42,729,000","45,871,000","51,245,000"
OperatingExpense,"209,288,000","55,606,000","43,759,000","49,088,000","60,779,000","42,003,000","40,510,000","39,829,000","35,126,000"
	SellingGeneralAndAdministration,"115,952,000","30,231,000","21,714,000","27,366,000","36,585,000","21,223,000","18,969,000","19,440,000","18,039,000"
		GeneralAndAdministrativeExpense,"33,370,000","9,691,000","3,133,000","8,092,000","12,398,000","4,223,000","3,077,000","4,362,000","3,811,000"
			OtherGandA,"33,370,000","9,691,000","3,133,000","8,092,000","12,398,000","4,223,000","3,077,000","4,362,000","3,811,000"
		SellingAndMarketingExpense,"82,582,000","20,540,000","18,581,000","19,274,000","24,187,000","17,000,000","15,892,000","15,078,000","14,228,000"
	ResearchAndDevelopment,"63,578,000","16,981,000","14,792,000","14,509,000","17,296,000","14,746,000","15,754,000","14,812,000","11,647,000"
	DepreciationAmortizationDepletionIncomeStatement,"29,758,000","8,394,000","7,253,000","7,213,000","6,898,000","6,034,000","5,787,000","5,577,000","5,440,000"
		DepreciationAndAmortizationInIncomeStatement,"29,758,000","8,394,000","7,253,000","7,213,000","6,898,000","6,034,000","5,787,000","5,577,000","5,440,000"
OperatingIncome,"-13,702,000","-6,188,000","6,330,000","-799,000","-12,989,000","7,606,000","2,219,000","6,042,000","16,119,000"
NetNonOperatingInterestIncomeExpense,"-198,000","-5,000","-29,000","-57,000","-107,000","-42,000","-48,000","-107,000","-41,000"
	InterestExpenseNonOperating,"198,000","5,000","29,000","57,000",,"42,000","48,000","107,000",
	TotalOtherFinanceCost,,,,,"107,000",,,,"41,000"
OtherIncomeExpense,"-264,000","-11,184,000","-1,122,000","11,763,000","223,000","-298,000","-19,672,000","494,000","203,000"
