name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalAssets,"1,186,000,000","1,158,900,000","1,116,400,000","1,063,100,000","1,048,100,000","994,000,000","983,700,000","1,003,700,000","1,070,000,000","1,085,200,000","1,107,300,000","1,179,600,000","1,204,700,000","1,197,600,000","1,207,300,000","1,240,000,000","1,214,400,000","1,156,600,000","1,155,800,000","1,148,400,000","1,135,500,000","1,069,900,000","1,078,100,000","1,107,400,000","1,124,100,000","1,141,800,000","1,180,200,000","1,229,000,000","1,322,200,000","1,364,100,000","1,400,200,000","1,319,100,000","1,126,500,000","1,078,800,000"
	CurrentAssets,"615,200,000","582,300,000","529,400,000","456,300,000","430,400,000","357,600,000","343,800,000","355,100,000","412,100,000","401,700,000","418,000,000","482,300,000","494,200,000","491,400,000","497,400,000","520,300,000","480,400,000","410,200,000","417,500,000","397,000,000","370,100,000","290,400,000","293,000,000","300,600,000","305,700,000","317,800,000","372,900,000","420,100,000","512,500,000","551,300,000","549,700,000","478,300,000","413,200,000","383,100,000"
		CashCashEquivalentsAndShortTermInvestments,"239,900,000","259,600,000","172,000,000","115,200,000","115,700,000","102,800,000","74,800,000","75,500,000","65,600,000","27,100,000","18,400,000","20,900,000","7,800,000","21,600,000","27,000,000","39,000,000","35,400,000","24,500,000","25,800,000","36,200,000","20,600,000","25,600,000","23,300,000","37,200,000","37,500,000","42,400,000","30,800,000","35,700,000","31,000,000","34,500,000","37,500,000","43,700,000","0","0"
			CashAndCashEquivalents,"239,900,000","259,600,000","172,000,000","115,200,000","115,700,000","102,800,000","74,800,000","75,500,000","65,600,000","27,100,000","18,400,000","20,900,000","7,800,000","21,600,000","27,000,000","39,000,000","35,400,000","24,500,000","25,800,000","36,200,000","20,600,000","25,600,000","23,300,000","37,200,000","37,500,000","42,400,000","30,800,000","35,700,000","31,000,000","34,500,000","37,500,000","43,700,000","0","0"
		Receivables,"135,100,000","100,500,000","130,100,000","121,300,000","96,300,000","63,300,000","81,200,000","63,600,000","94,900,000","77,500,000","107,400,000","146,400,000","151,300,000","163,400,000","172,100,000","173,600,000","181,100,000","149,800,000","160,600,000","153,500,000","147,900,000","91,600,000","103,800,000","97,400,000","95,000,000","80,900,000","106,700,000","115,300,000","166,700,000","167,100,000","203,500,000","178,400,000","178,500,000","149,400,000"
			AccountsReceivable,"135,100,000","100,500,000","130,100,000","121,300,000","96,300,000","63,300,000","81,200,000","63,600,000","94,900,000","77,500,000","107,400,000","146,400,000","151,300,000","163,400,000","172,100,000","173,600,000","181,100,000","149,800,000","160,600,000","153,500,000","147,900,000","91,600,000","103,800,000","97,400,000","95,000,000","80,900,000","106,700,000","115,300,000","166,700,000","167,100,000","203,500,000","178,400,000","150,000,000","122,700,000"
				GrossAccountsReceivable,"137,200,000","102,400,000","132,100,000","123,000,000","97,900,000","64,600,000","82,800,000","65,300,000","97,700,000","79,000,000","108,600,000","147,800,000","152,800,000","165,100,000","173,800,000","175,400,000","182,600,000","151,200,000","163,200,000","156,200,000","150,600,000","93,700,000","105,600,000","99,000,000","96,400,000","82,400,000","107,700,000","116,300,000","167,200,000","167,300,000","203,800,000","178,700,000","150,300,000","122,900,000"
				AllowanceForDoubtfulAccountsReceivable,"-2,100,000","-1,900,000","-2,000,000","-1,900,000","-1,600,000","-1,300,000","-1,600,000","-1,700,000","-2,800,000","-1,500,000","-1,200,000","-1,400,000","-1,500,000","-1,700,000","-1,700,000","-1,800,000","-1,500,000","-1,400,000","-2,600,000","-2,700,000","-2,700,000","-2,100,000","-1,800,000","-1,600,000","-1,400,000","-1,500,000","-1,000,000","-1,000,000","-500,000","-200,000","-300,000","-300,000","-300,000","-200,000"
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","28,500,000","26,700,000"
		Inventory,"230,100,000","210,900,000","214,400,000","210,200,000","202,700,000","178,400,000","174,300,000","206,400,000","240,500,000","281,900,000","279,400,000","304,800,000","324,300,000","296,800,000","285,300,000","294,500,000","252,800,000","224,000,000","219,500,000","199,300,000","190,900,000","164,200,000","155,400,000","157,400,000","160,900,000","173,900,000","196,000,000","229,500,000","277,200,000","293,800,000","273,100,000","238,800,000","229,300,000","227,000,000"
			RawMaterials,"67,800,000","66,600,000","50,500,000","50,500,000","53,600,000","57,600,000","54,300,000","55,500,000","59,700,000","75,800,000","90,700,000","96,500,000","104,300,000","82,100,000","95,700,000","86,100,000","73,100,000","68,200,000","68,300,000","60,600,000","62,600,000","54,100,000","52,000,000","55,700,000","54,500,000","57,900,000","69,800,000","80,300,000","91,900,000","95,300,000","94,200,000","79,900,000","72,600,000","75,700,000"
