name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999
TotalAssets,"10,455,000,000","10,327,000,000","10,705,000,000","10,491,000,000","10,398,000,000","9,674,000,000","9,627,000,000","9,546,000,000","9,455,000,000","9,501,000,000","9,452,000,000","8,625,000,000","9,022,000,000","8,952,000,000","8,541,000,000","8,349,000,000","8,784,000,000","8,698,000,000","8,426,000,000","8,261,000,000","8,016,000,000","7,872,000,000","7,802,000,000","7,734,000,000","7,640,000,000","7,302,000,000","7,479,000,000","7,251,000,000","7,412,000,000","7,519,000,000","10,831,000,000","10,380,000,000","11,026,000,000","10,638,000,000","10,686,000,000","10,278,000,000","10,587,000,000","10,653,000,000","10,536,000,000","9,757,000,000","9,413,000,000","9,099,000,000","9,057,000,000","8,753,000,000","8,649,000,000","8,044,000,000","9,696,000,000","9,100,000,000","7,767,000,000","7,574,000,000","7,612,000,000","6,573,000,000","6,576,000,000","7,162,000,000","7,437,000,000","7,541,000,000","7,674,000,000","7,459,000,000","7,554,000,000","7,024,000,000","7,283,000,000","7,193,000,000","7,369,000,000","7,729,000,000","8,057,000,000","8,026,000,000","6,751,000,000","7,352,000,000","7,268,000,000","7,150,000,000","7,056,000,000","6,741,000,000","6,675,000,000","6,384,000,000","6,297,000,000","5,990,000,000","7,617,000,000","7,770,000,000","8,203,000,000","8,437,000,000","8,238,000,000","8,558,000,000","7,986,000,000","8,622,000,000","9,080,000,000","9,208,000,000","8,425,000,000","7,827,000,000","7,321,000,000","7,107,000,000","5,444,000,000"
	CurrentAssets,"3,643,000,000","3,474,000,000","3,799,000,000","3,632,000,000","3,514,000,000","3,483,000,000","3,415,000,000","3,245,000,000","3,171,000,000","3,102,000,000","3,189,000,000","3,457,000,000","3,812,000,000","3,712,000,000","3,848,000,000","3,667,000,000","4,525,000,000","4,397,000,000","4,169,000,000","3,996,000,000","3,800,000,000","3,635,000,000","3,635,000,000","3,530,000,000","3,488,000,000","3,399,000,000","3,686,000,000","3,478,000,000","3,620,000,000","3,654,000,000","5,500,000,000","4,834,000,000","5,377,000,000","5,073,000,000","4,983,000,000","4,584,000,000","4,818,000,000","4,712,000,000","4,629,000,000","4,211,000,000","6,010,000,000","5,715,000,000","5,569,000,000","5,223,000,000","5,096,000,000","4,598,000,000","6,169,000,000","5,735,000,000","5,712,000,000","5,519,000,000","3,961,000,000","2,897,000,000","2,883,000,000","3,008,000,000","3,208,000,000","5,074,000,000","5,185,000,000","5,070,000,000","3,671,000,000","3,281,000,000","3,791,000,000","3,749,000,000","3,958,000,000","4,219,000,000","4,576,000,000","4,626,000,000","4,447,000,000","4,926,000,000","4,813,000,000","4,649,000,000","4,577,000,000","4,398,000,000","4,255,000,000","3,986,000,000","3,889,000,000","3,750,000,000","4,309,000,000","4,559,000,000","4,880,000,000","4,979,000,000","5,260,000,000","5,467,000,000","4,799,000,000","4,656,000,000","4,998,000,000","5,461,000,000","5,655,000,000","5,344,000,000","5,057,000,000","4,982,000,000","3,538,000,000"
		CashCashEquivalentsAndShortTermInvestments,"1,207,000,000","1,158,000,000","1,575,000,000","1,428,000,000","1,380,000,000","1,329,000,000","1,441,000,000","1,358,000,000","1,324,000,000","1,226,000,000","1,382,000,000","1,765,000,000","2,155,000,000","2,057,000,000","2,247,000,000","2,131,000,000","3,011,000,000","2,887,000,000","2,678,000,000","2,563,000,000","2,389,000,000","2,241,000,000","2,289,000,000","2,199,000,000","2,139,000,000","1,931,000,000","2,003,000,000","2,075,000,000","2,197,000,000","2,118,000,000","3,028,000,000","2,391,000,000","2,950,000,000","2,742,000,000","2,675,000,000","2,330,000,000","2,519,000,000","2,450,000,000","2,351,000,000","1,923,000,000","3,896,000,000","3,662,000,000","3,527,000,000","3,101,000,000","2,975,000,000","2,638,000,000","2,649,000,000","2,317,000,000","2,657,000,000","2,493,000,000","2,493,000,000","1,499,000,000","1,412,000,000","1,380,000,000","1,429,000,000","1,669,000,000","1,740,000,000","1,557,000,000","1,826,000,000","1,486,000,000","2,050,000,000","2,090,000,000","2,262,000,000","2,249,000,000","2,657,000,000","2,737,000,000","2,251,000,000","2,782,000,000","2,685,000,000","2,483,000,000","2,315,000,000","1,937,000,000","1,842,000,000","1,678,000,000","1,607,000,000","1,430,000,000","1,533,000,000","1,754,000,000","1,844,000,000","2,105,000,000","2,235,000,000","2,188,000,000","1,170,000,000","999,000,000","809,000,000","433,000,000","996,000,000","703,000,000","978,000,000","1,410,000,000",
			CashAndCashEquivalents,"1,186,000,000","1,113,000,000","1,484,000,000","1,428,000,000","1,380,000,000","1,329,000,000","1,441,000,000","1,358,000,000","1,324,000,000","1,226,000,000","1,382,000,000","1,765,000,000","2,155,000,000","2,057,000,000","2,247,000,000","2,131,000,000","3,011,000,000","2,887,000,000","2,678,000,000","2,563,000,000","2,389,000,000","2,241,000,000","2,289,000,000","2,199,000,000","2,139,000,000","1,931,000,000","2,003,000,000","2,075,000,000","2,197,000,000","2,118,000,000","3,028,000,000","2,391,000,000","2,950,000,000","2,742,000,000","2,675,000,000","2,330,000,000","2,519,000,000","2,450,000,000","2,351,000,000","1,923,000,000","3,896,000,000","3,662,000,000","3,527,000,000","3,101,000,000","2,975,000,000","2,638,000,000","2,649,000,000","2,317,000,000","2,646,000,000","2,481,000,000","2,479,000,000","1,479,000,000","1,400,000,000","1,362,000,000","1,405,000,000","1,640,000,000","1,710,000,000","1,385,000,000","1,826,000,000","1,486,000,000","2,050,000,000","2,090,000,000","2,262,000,000","2,249,000,000","2,657,000,000","2,737,000,000","2,226,000,000","2,782,000,000","2,685,000,000","2,483,000,000","2,315,000,000","1,937,000,000","1,842,000,000","1,678,000,000","1,607,000,000","1,430,000,000","1,533,000,000","1,754,000,000","1,844,000,000","2,105,000,000","2,235,000,000","2,188,000,000","1,170,000,000","999,000,000","809,000,000","433,000,000","996,000,000","703,000,000","978,000,000","1,368,000,000",
			OtherShortTermInvestments,"21,000,000","45,000,000","91,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","11,000,000","12,000,000","14,000,000","20,000,000","12,000,000","18,000,000","24,000,000","29,000,000","30,000,000","172,000,000",,,,,,,,,"25,000,000",,,,,,,,,,,,,,,,,,,,,,,"42,000,000",
		Receivables,"1,237,000,000","1,205,000,000","1,172,000,000","1,122,000,000","1,075,000,000","1,087,000,000","1,038,000,000","930,000,000","886,000,000","966,000,000","930,000,000","856,000,000","819,000,000","833,000,000","776,000,000","733,000,000","754,000,000","751,000,000","724,000,000","678,000,000","677,000,000","653,000,000","631,000,000","590,000,000","602,000,000","617,000,000","606,000,000","584,000,000","576,000,000","615,000,000","983,000,000","891,000,000","903,000,000","849,000,000","899,000,000","875,000,000","916,000,000","874,000,000","923,000,000","950,000,000","909,000,000","814,000,000","860,000,000","917,000,000","918,000,000","854,000,000","869,000,000","790,000,000","669,000,000","628,000,000","595,000,000","544,000,000","569,000,000","630,000,000","770,000,000","761,000,000","791,000,000","726,000,000","735,000,000","738,000,000","718,000,000","671,000,000","692,000,000","853,000,000","845,000,000","772,000,000","753,000,000","966,000,000","964,000,000","946,000,000","1,044,000,000","1,150,000,000","1,094,000,000","1,064,000,000","1,086,000,000","967,000,000","929,000,000","930,000,000","1,119,000,000","873,000,000","902,000,000","1,064,000,000","977,000,000","1,169,000,000","1,573,000,000","2,130,000,000","2,201,000,000","2,167,000,000","1,889,000,000","1,445,000,000","1,635,000,000"
			AccountsReceivable,"1,237,000,000","1,205,000,000","1,172,000,000","1,122,000,000","1,075,000,000","1,087,000,000","1,038,000,000","930,000,000","886,000,000","966,000,000","930,000,000","856,000,000","819,000,000","833,000,000","776,000,000","733,000,000","754,000,000","751,000,000","724,000,000","678,000,000","677,000,000","653,000,000","631,000,000","590,000,000","602,000,000","617,000,000","606,000,000","584,000,000","576,000,000","615,000,000","983,000,000","891,000,000","903,000,000","849,000,000","899,000,000","875,000,000","916,000,000","874,000,000","923,000,000","950,000,000","909,000,000","814,000,000","860,000,000","917,000,000","918,000,000","854,000,000","869,000,000","790,000,000","669,000,000","628,000,000","595,000,000","544,000,000","569,000,000","630,000,000","770,000,000","761,000,000","791,000,000","726,000,000","735,000,000","738,000,000","718,000,000","671,000,000","692,000,000","853,000,000","845,000,000","772,000,000","753,000,000","966,000,000","964,000,000","946,000,000","1,044,000,000","1,150,000,000","1,094,000,000","1,064,000,000","1,086,000,000","967,000,000","929,000,000","930,000,000","1,118,000,000","873,000,000","902,000,000","817,000,000","977,000,000","1,169,000,000","1,573,000,000","2,130,000,000","2,201,000,000","2,167,000,000","1,826,000,000","1,445,000,000","1,635,000,000"
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000",,,"247,000,000",,,,,,,"63,000,000",,
		Inventory,"937,000,000","879,000,000","830,000,000","818,000,000","791,000,000","755,000,000","720,000,000","746,000,000","750,000,000","706,000,000","679,000,000","660,000,000","657,000,000","653,000,000","638,000,000","623,000,000","594,000,000","608,000,000","575,000,000","566,000,000","548,000,000","551,000,000","533,000,000","543,000,000","555,000,000","554,000,000","541,000,000","545,000,000","556,000,000","560,000,000","1,072,000,000","1,099,000,000","1,100,000,000","1,088,000,000","1,066,000,000","1,054,000,000","1,042,000,000","1,040,000,000","1,014,000,000","1,036,000,000","947,000,000","937,000,000","898,000,000","897,000,000","853,000,000","797,000,000","716,000,000","688,000,000","546,000,000","548,000,000","552,000,000","571,000,000","608,000,000","655,000,000","646,000,000","674,000,000","674,000,000","674,000,000","643,000,000","674,000,000","650,000,000","648,000,000","627,000,000","705,000,000","713,000,000","740,000,000","722,000,000","936,000,000","958,000,000","1,037,000,000","1,026,000,000","1,061,000,000","1,050,000,000","1,056,000,000","995,000,000","1,051,000,000","1,131,000,000","1,166,000,000","1,184,000,000","1,301,000,000","1,307,000,000","1,382,000,000","1,491,000,000","1,704,000,000","1,791,000,000","2,129,000,000","1,853,000,000","1,762,000,000","1,622,000,000","1,567,000,000","1,499,000,000"
			RawMaterials,"419,000,000","391,000,000","367,000,000","355,000,000","348,000,000","339,000,000","303,000,000","310,000,000","332,000,000","283,000,000","263,000,000","251,000,000","256,000,000","257,000,000","252,000,000","242,000,000","227,000,000","236,000,000","212,000,000","208,000,000","206,000,000","197,000,000","194,000,000","192,000,000","188,000,000","187,000,000","179,000,000","184,000,000","189,000,000","204,000,000","487,000,000","523,000,000","537,000,000","531,000,000","514,000,000","516,000,000","515,000,000","500,000,000","505,000,000","505,000,000","481,000,000","471,000,000","446,000,000","456,000,000","446,000,000","419,000,000","378,000,000","370,000,000","272,000,000","271,000,000","267,000,000","275,000,000","298,000,000","317,000,000","315,000,000","300,000,000","296,000,000","296,000,000","286,000,000","303,000,000","301,000,000","302,000,000","291,000,000","319,000,000","340,000,000","338,000,000","353,000,000","514,000,000","532,000,000","609,000,000","620,000,000","602,000,000","610,000,000","570,000,000","554,000,000","630,000,000","634,000,000","670,000,000","677,000,000","684,000,000","610,000,000","678,000,000","852,000,000","968,000,000","1,042,000,000","1,203,000,000","1,039,000,000",,,,"860,000,000"
