name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
TotalRevenue,"5,112,600,000","1,295,000,000","1,294,200,000","1,264,400,000","1,259,000,000","1,233,400,000","1,203,400,000","1,152,800,000","1,138,100,000","1,173,600,000","1,203,500,000","1,144,200,000","1,148,000,000","1,137,200,000","1,111,000,000","992,400,000","895,800,000","421,929,000","438,365,000","418,251,000","410,980,000","407,699,000","400,924,000","383,304,000","373,077,000","324,131,000","300,888,000","280,894,000","212,768,000","205,735,000","200,731,000","192,598,000","188,722,000","185,810,000","182,522,000","179,505,000","177,457,000","173,218,000","171,755,000","165,562,000","120,850,000","93,675,000","95,695,000","94,323,000","91,803,000","89,007,000","86,110,000","83,003,000","81,618,000","78,174,000","71,045,000","68,897,000","67,251,000","63,722,000","68,287,000","68,443,000","63,483,000","60,328,000","55,914,000","54,000,000","52,449,000","50,655,000","48,365,000"
	OperatingRevenue,"5,112,600,000","1,295,000,000","1,294,200,000","1,264,400,000","1,259,000,000","1,233,400,000","1,203,400,000","1,152,800,000","1,138,100,000","1,173,600,000","1,203,500,000","1,144,200,000","1,148,000,000","1,137,200,000","1,111,000,000","992,400,000","895,800,000","421,929,000","409,573,000","394,952,000","386,132,000","387,009,000","366,973,000","355,697,000","348,064,000","300,767,000","273,109,000","260,841,000","212,768,000","205,735,000","200,731,000","192,598,000","188,722,000","185,810,000","182,522,000","179,505,000","177,457,000","173,218,000","171,755,000","165,562,000","120,850,000","93,675,000","95,695,000","94,323,000","91,803,000","89,007,000","86,110,000","83,003,000","81,618,000","78,174,000","71,045,000","68,897,000","67,251,000","63,722,000","68,287,000","68,443,000","63,483,000","60,328,000","55,914,000","54,000,000","52,449,000","50,655,000","48,365,000"
CostOfRevenue,"2,642,600,000","675,200,000","663,000,000","640,400,000","664,000,000","674,300,000","652,800,000","628,900,000","626,800,000","665,600,000","658,000,000","642,700,000","649,100,000","661,900,000","638,000,000","580,100,000","603,500,000","229,580,000","225,472,000","219,802,000","223,692,000","217,459,000","205,299,000","208,027,000","210,479,000","176,684,000","158,676,000","151,864,000","109,503,000","112,307,000","105,616,000","101,383,000","102,233,000","101,499,000","98,403,000","96,195,000","96,761,000","97,441,000","96,227,000","93,738,000","63,100,000","46,852,000","47,677,000","46,479,000","45,637,000","44,495,000","43,493,000","42,337,000","40,940,000","39,162,000","35,346,000","34,801,000","34,521,000","33,072,000","35,122,000","34,763,000","32,369,000","32,308,000","29,442,000","26,407,000","25,808,000","24,505,000","23,296,000"
GrossProfit,"2,470,000,000","619,800,000","631,200,000","624,000,000","595,000,000","559,100,000","550,600,000","523,900,000","511,300,000","508,000,000","545,500,000","501,500,000","498,900,000","475,300,000","473,000,000","412,300,000","292,300,000","192,349,000","212,893,000","198,449,000","187,288,000","190,240,000","195,625,000","175,277,000","162,598,000","147,447,000","142,212,000","129,030,000","103,265,000","93,428,000","95,115,000","91,215,000","86,489,000","84,311,000","84,119,000","83,310,000","80,696,000","75,777,000","75,528,000","71,824,000","57,750,000","46,823,000","48,018,000","47,844,000","46,166,000","44,512,000","42,617,000","40,666,000","40,678,000","39,012,000","35,699,000","34,096,000","32,730,000","30,650,000","33,165,000","33,680,000","31,114,000","28,020,000","26,472,000","27,593,000","26,641,000","26,150,000","25,069,000"
OperatingExpense,"1,205,000,000","328,000,000","311,000,000","283,900,000","282,100,000","290,000,000","281,900,000","266,900,000","270,000,000","289,200,000","284,200,000","273,900,000","275,400,000","273,300,000","259,200,000","229,800,000","251,900,000","105,502,000","99,599,000","94,532,000","97,303,000","100,523,000","100,314,000","98,374,000","96,561,000","97,003,000","93,910,000","114,078,000","44,914,000","50,295,000","41,520,000","36,852,000","41,100,000","37,286,000","36,303,000","35,446,000","35,404,000","33,781,000","18,479,000","34,579,000","36,624,000","24,752,000","24,333,000","23,754,000","23,271,000","21,405,000","21,572,000","21,081,000","20,889,000","19,591,000","16,567,000","16,433,000","16,895,000","16,177,000","16,759,000","19,497,000","17,212,000","18,422,000","15,425,000","17,070,000","16,062,000","14,810,000","13,642,000"
	SellingGeneralAndAdministration,"792,200,000","222,200,000","202,500,000","186,200,000","181,300,000","182,100,000","181,200,000","169,900,000","173,200,000","184,300,000","183,800,000","179,000,000","181,800,000","178,500,000","155,200,000","144,100,000","162,300,000","66,583,000","61,169,000","57,156,000","58,224,000","62,074,000","62,600,000","60,673,000","55,734,000","60,556,000","58,012,000","76,689,000","27,394,000","30,687,000","25,694,000","22,917,000","27,161,000","23,699,000","22,999,000","22,329,000","21,765,000","19,979,000","5,178,000","21,386,000","25,978,000","16,113,000","15,036,000","14,426,000","14,218,000","13,433,000","13,616,000","13,214,000","13,029,000","11,832,000","9,647,000","9,464,000","10,138,000","10,310,000","10,296,000","12,832,000","10,632,000","11,652,000","9,158,000","11,353,000","9,963,000","8,882,000","7,766,000"
		GeneralAndAdministrativeExpense,"379,200,000","111,300,000","94,500,000","89,800,000","83,600,000","90,100,000","85,800,000","84,700,000","88,900,000","92,900,000","91,200,000","91,000,000","95,500,000","91,500,000","80,500,000","93,200,000","108,100,000","35,433,000","31,264,000","28,975,000","28,103,000","31,832,000","31,226,000","33,345,000","27,199,000","30,695,000","27,462,000","39,607,000","13,463,000","17,300,000","12,784,000","11,336,000","14,958,000","11,801,000","11,990,000","11,480,000","11,202,000","10,515,000","-4,052,000","12,416,000","17,692,000","8,741,000","7,360,000","7,118,000","7,200,000","6,543,000","7,297,000","6,939,000","6,546,000","5,680,000","4,514,000","4,502,000","5,099,000","5,082,000","5,431,000","7,403,000","5,643,000","6,477,000","5,050,000","6,506,000","5,107,000","4,695,000","4,058,000"
			OtherGandA,"379,200,000","111,300,000","94,500,000","89,800,000","83,600,000","90,100,000","85,800,000","84,700,000","88,900,000","92,900,000","91,200,000","91,000,000","95,500,000","91,500,000","80,500,000","93,200,000","108,100,000","35,433,000","31,264,000","28,975,000","28,103,000","31,832,000","31,226,000","33,345,000","27,199,000","30,695,000","27,462,000","39,607,000","13,463,000","17,300,000","12,784,000","11,336,000","14,958,000","11,801,000","11,990,000","11,480,000","11,202,000","10,515,000","-4,052,000","12,416,000","17,692,000","8,741,000","7,360,000","7,118,000","7,200,000","6,543,000","7,297,000","6,939,000","6,546,000","5,680,000","4,514,000","4,502,000","5,099,000","5,082,000","5,431,000","7,403,000","5,643,000","6,477,000","5,050,000","6,506,000","5,107,000","4,695,000","4,058,000"
		SellingAndMarketingExpense,"413,000,000","110,900,000","108,000,000","96,400,000","97,700,000","92,000,000","95,400,000","85,200,000","84,300,000","91,400,000","92,600,000","88,000,000","86,300,000","87,000,000","74,700,000","50,900,000","54,200,000","31,150,000","29,905,000","28,181,000","30,121,000","30,242,000","31,374,000","27,328,000","28,535,000","29,861,000","30,550,000","37,082,000","13,931,000","13,387,000","12,910,000","11,581,000","12,203,000","11,898,000","11,009,000","10,849,000","10,563,000","9,464,000","9,230,000","8,970,000","8,286,000","7,372,000","7,676,000","7,308,000","7,018,000","6,890,000","6,319,000","6,275,000","6,483,000","6,152,000","5,133,000","4,962,000","5,039,000","5,228,000","4,865,000","5,429,000","4,989,000","5,175,000","4,108,000","4,847,000","4,856,000","4,187,000","3,708,000"
	ResearchAndDevelopment,"412,800,000","105,800,000","108,500,000","97,700,000","100,800,000","107,900,000","100,700,000","97,000,000","96,800,000","104,900,000","100,400,000","94,900,000","93,600,000","94,800,000","104,000,000","85,700,000","89,600,000","38,919,000","38,430,000","37,376,000","39,079,000","38,449,000","37,714,000","37,701,000","40,827,000","36,447,000","35,898,000","37,389,000","17,520,000","19,608,000","15,826,000","13,935,000","13,939,000","13,587,000","13,304,000","13,117,000","13,639,000","13,802,000","13,301,000","13,193,000","10,646,000","8,639,000","9,297,000","9,328,000","9,053,000","7,972,000","7,956,000","7,867,000","7,860,000","7,759,000","6,920,000","6,969,000","6,757,000","5,867,000","6,463,000","6,665,000","6,580,000","6,770,000","6,267,000","5,717,000","6,099,000","5,928,000","5,876,000"
