name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
TotalRevenue,"1,658,000,000","472,700,000","242,200,000","503,500,000","371,500,000","398,800,000","415,600,000","459,400,000","509,200,000","615,200,000","850,700,000","813,600,000","736,000,000","604,800,000","-195,400,000","930,900,000","942,300,000","831,300,000","906,400,000","973,600,000","905,500,000","877,300,000","1,103,800,000","1,111,700,000","1,184,900,000","1,187,900,000","1,547,000,000","1,542,200,000","1,676,800,000","1,626,700,000","1,661,400,000","1,562,800,000","1,485,300,000","1,460,500,000","1,256,000,000","1,110,300,000","1,066,100,000","932,900,000","920,700,000","937,500,000","1,028,400,000","925,300,000","923,600,000","796,800,000","710,500,000","644,200,000","652,000,000","540,000,000","543,100,000","454,000,000","508,200,000","557,400,000","716,100,000","793,500,000","883,800,000","1,154,600,000","945,500,000","898,900,000","1,103,300,000","1,008,400,000","892,600,000","828,500,000","835,000,000","810,100,000","883,800,000","760,900,000","781,300,000","742,500,000","731,300,000","646,900,000","627,300,000","567,200,000","548,700,000","454,900,000","414,500,000","363,400,000","365,800,000","289,100,000","349,400,000","387,600,000","366,000,000","384,300,000","372,900,000","467,600,000","418,700,000","401,200,000","550,700,000","533,700,000","646,400,000","700,800,000","700,000,000","693,400,000","775,100,000","722,900,000","717,400,000","711,500,000","710,200,000","642,400,000","560,300,000","560,100,000","235,900,000","692,900,000","643,000,000","662,500,000","660,500,000","602,300,000","628,500,000","604,700,000","638,200,000","576,900,000","555,500,000","544,300,000","452,700,000","466,400,000","463,600,000","402,200,000","388,900,000","392,600,000","393,800,000","337,200,000","287,000,000","301,800,000","303,500,000","300,000,000","300,900,000","360,800,000","317,800,000","283,100,000","335,500,000","348,600,000","314,400,000","311,600,000","357,300,000","256,500,000","198,400,000","189,100,000","172,100,000","185,900,000","144,600,000","130,400,000","123,000,000","118,900,000","129,400,000","119,900,000","99,600,000","109,100,000","103,700,000"
	OperatingRevenue,"1,658,000,000","472,700,000","242,200,000","503,500,000","371,500,000","398,800,000","415,600,000","459,400,000","509,200,000","615,200,000","850,700,000","813,600,000","736,000,000","604,800,000","-195,400,000","930,900,000","942,300,000","831,300,000","906,400,000","973,600,000","905,500,000","877,300,000","1,103,800,000","1,111,700,000","1,184,900,000","1,187,900,000","1,547,000,000","1,542,200,000","1,676,800,000","1,626,700,000","1,661,400,000","1,562,800,000","1,485,300,000","1,460,500,000","1,256,000,000","1,110,300,000","1,066,100,000","932,900,000","920,700,000","937,500,000","1,028,400,000","925,300,000","923,600,000","796,800,000","710,500,000","644,200,000","652,000,000","540,000,000","543,100,000","454,000,000","508,200,000","557,400,000","716,100,000","793,500,000","883,800,000","1,154,600,000","945,500,000","898,900,000","1,103,300,000","1,008,400,000","892,600,000","828,500,000","835,000,000","810,100,000","883,800,000","760,900,000","781,300,000","742,500,000","731,300,000","646,900,000","627,300,000","567,200,000","548,700,000","454,900,000","414,500,000","363,400,000","365,800,000","289,100,000","349,400,000","387,600,000","366,000,000","384,300,000","372,900,000","467,600,000","418,700,000","401,200,000","550,700,000","533,700,000","646,400,000","700,800,000","700,000,000","693,400,000","775,100,000","722,900,000","717,400,000","711,500,000","710,200,000","642,400,000","560,300,000","560,100,000","235,900,000","692,900,000","643,000,000","662,500,000","660,500,000","602,300,000","628,500,000","604,700,000","638,200,000","576,900,000","555,500,000","544,300,000","452,700,000","466,400,000","463,600,000","402,200,000","388,900,000","392,600,000","393,800,000","337,200,000","287,000,000","301,800,000","303,500,000","300,000,000","300,900,000","360,800,000","317,800,000","283,100,000","335,500,000","348,600,000","314,400,000","311,600,000","357,300,000","256,500,000","198,400,000","189,100,000","172,100,000","185,900,000","144,600,000","130,400,000","123,000,000","118,900,000","129,400,000","119,900,000","99,600,000","109,100,000","103,700,000"
CostOfRevenue,"1,313,700,000","398,500,000","207,600,000","398,700,000","259,200,000","296,000,000","295,300,000","334,500,000","396,600,000","482,000,000","674,700,000","649,100,000","578,500,000","463,400,000","-161,400,000","752,000,000","718,100,000","630,100,000","681,700,000","722,200,000","681,900,000","659,700,000","841,200,000","827,300,000","897,700,000","889,900,000","1,116,100,000","1,109,400,000","1,219,600,000","1,211,100,000","1,275,300,000","1,172,200,000","1,098,300,000","1,074,000,000","962,700,000","836,300,000","812,200,000","711,100,000","718,000,000","755,600,000","821,400,000","756,500,000","768,400,000","638,500,000","567,600,000","508,400,000","526,800,000","409,600,000","418,700,000","353,600,000","402,300,000","449,900,000","586,100,000","661,300,000","715,000,000","928,800,000","730,500,000","716,500,000","896,600,000","804,900,000","723,900,000","665,700,000","678,600,000","660,000,000","725,700,000","634,000,000","681,400,000","632,600,000","639,300,000","582,700,000","579,800,000","519,500,000","491,400,000","425,100,000","368,300,000","311,500,000","315,100,000","261,000,000","309,100,000","334,800,000","322,100,000","348,000,000","314,300,000","402,300,000","402,400,000","350,500,000","490,100,000","424,600,000","522,100,000","567,600,000","555,700,000","552,500,000","643,400,000","595,500,000","583,000,000","578,900,000","586,000,000","512,800,000","436,800,000","440,200,000","171,100,000","562,700,000","514,600,000","541,400,000","549,400,000","495,500,000","524,700,000","498,100,000","548,200,000","485,100,000","466,200,000","461,600,000","381,000,000","388,700,000","385,800,000","334,300,000","317,100,000","323,100,000","330,100,000","284,800,000","237,200,000","256,500,000","254,800,000","253,500,000","257,000,000","304,400,000","263,500,000","237,800,000","291,400,000","302,100,000",,,,,,,,,,,,,,,,,
GrossProfit,"344,300,000","74,200,000","34,600,000","104,800,000","112,300,000","102,800,000","120,300,000","124,900,000","112,600,000","133,200,000","176,000,000","164,500,000","157,500,000","141,400,000","-34,000,000","178,900,000","224,200,000","201,200,000","224,700,000","251,400,000","223,600,000","217,600,000","262,600,000","284,400,000","287,200,000","298,000,000","430,900,000","432,800,000","457,200,000","415,600,000","386,100,000","390,600,000","387,000,000","386,500,000","293,300,000","274,000,000","253,900,000","221,800,000","202,700,000","181,900,000","207,000,000","168,800,000","155,200,000","158,300,000","142,900,000","135,800,000","125,200,000","130,400,000","124,400,000","100,400,000","105,900,000","107,500,000","130,000,000","132,200,000","168,800,000","225,800,000","215,000,000","182,400,000","206,700,000","203,500,000","168,700,000","162,800,000","156,400,000","150,100,000","158,100,000","126,900,000","99,900,000","109,900,000","92,000,000","64,200,000","47,500,000","47,700,000","57,300,000","29,800,000","46,200,000","51,900,000","50,700,000","28,100,000","40,300,000","52,800,000","43,900,000","36,300,000","58,600,000","65,300,000","16,300,000","50,700,000","60,600,000","109,100,000","124,300,000","133,200,000","144,300,000","140,900,000","131,700,000","127,400,000","134,400,000","132,600,000","124,200,000","129,600,000","123,500,000","119,900,000","64,800,000","130,200,000","128,400,000","121,100,000","111,100,000","106,800,000","103,800,000","106,600,000","90,000,000","91,800,000","89,300,000","82,700,000","71,700,000","77,700,000","77,800,000","67,900,000","71,800,000","69,500,000","63,700,000","52,400,000","49,800,000","45,300,000","48,700,000","46,500,000","43,900,000","56,400,000","54,300,000","45,300,000","44,100,000","46,500,000",,,,,,,,,,,,,,,,,
OperatingExpense,"179,000,000","44,700,000","12,600,000","54,300,000","57,700,000","54,400,000","207,600,000","51,200,000","56,800,000","64,300,000","71,300,000","62,100,000","69,800,000","59,600,000","-29,800,000","111,100,000","110,400,000","104,900,000","125,200,000","114,500,000","112,800,000","102,300,000","101,900,000","102,300,000","106,700,000","96,500,000","137,100,000","126,600,000","114,400,000","98,300,000","110,600,000","113,000,000","96,400,000","83,600,000","80,200,000","70,600,000","71,500,000","69,000,000","55,700,000","58,500,000","53,700,000","53,900,000","16,200,000","52,900,000","47,500,000","50,300,000","44,100,000","38,400,000","45,500,000","48,400,000","46,800,000","42,900,000","47,300,000","48,900,000","59,000,000","62,800,000","65,000,000","56,200,000","60,600,000","56,600,000","57,600,000","54,100,000","58,400,000","49,400,000","52,800,000","53,300,000","49,800,000","51,000,000","48,500,000","46,300,000","45,000,000","43,900,000","43,000,000","36,300,000","41,900,000","41,800,000","40,300,000","39,500,000","42,300,000","39,100,000","40,700,000","40,500,000","39,800,000","42,700,000","74,500,000","81,200,000","75,500,000","71,600,000","68,400,000","64,400,000","67,400,000","63,500,000","65,300,000","57,700,000","59,700,000","58,500,000","58,500,000","60,900,000","60,300,000","61,600,000","34,400,000","68,400,000","66,800,000","60,700,000","54,700,000","52,900,000","49,300,000","52,700,000","39,400,000","46,300,000","44,700,000","44,700,000","40,100,000","41,700,000","38,700,000","32,100,000","41,100,000","42,100,000","36,900,000","31,600,000","40,600,000","27,000,000","30,100,000","27,000,000","27,700,000","28,500,000","28,400,000","26,300,000","25,700,000","23,100,000",,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"179,000,000","44,700,000","12,600,000","54,300,000","57,700,000","54,400,000","207,600,000","51,200,000","56,800,000","64,300,000","71,300,000","62,100,000","69,800,000","59,600,000","-29,800,000","111,100,000","110,400,000","104,900,000","125,200,000","114,500,000","112,800,000","102,300,000","101,900,000","102,300,000","106,700,000","96,500,000","137,100,000","126,600,000","114,400,000","98,300,000","110,600,000","113,000,000","96,400,000","83,600,000","80,200,000","70,600,000","71,500,000","69,000,000","55,700,000","58,500,000","56,000,000","53,900,000","57,800,000","53,500,000","47,500,000","50,300,000","43,600,000","48,600,000","45,500,000","48,400,000","46,800,000","42,900,000","47,300,000","48,900,000","59,000,000","62,800,000","65,000,000","56,200,000","60,600,000","56,600,000","57,600,000","54,100,000","58,400,000","49,400,000","52,800,000","53,300,000","49,800,000","51,000,000","48,500,000","46,300,000","45,000,000","43,900,000","43,000,000","36,300,000","41,900,000","41,800,000","40,300,000","39,500,000","42,300,000","39,100,000","40,700,000","40,500,000","39,800,000","42,700,000","51,600,000","58,800,000","54,100,000","49,200,000","47,700,000","45,600,000","46,100,000","44,000,000","46,500,000","41,800,000","40,300,000","40,600,000","42,400,000","39,400,000","38,800,000","42,600,000","20,000,000","42,200,000","39,900,000","40,400,000","33,900,000","33,500,000","32,800,000","33,500,000","30,600,000","29,700,000","28,500,000","27,800,000","27,000,000","27,100,000","25,100,000","22,000,000","25,800,000","27,400,000","23,100,000","18,700,000","25,800,000","17,600,000","17,000,000","16,900,000","15,400,000","17,200,000","16,900,000","16,200,000","16,600,000","14,800,000",,,,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,,,"40,100,000",,,,"207,600,000",,,,,,,,,"111,100,000","110,400,000","104,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,"-2,800,000",,,,"151,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,"42,900,000",,,,"56,100,000",,,,,,,,,"111,100,000","110,400,000","104,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,900,000","22,400,000","21,400,000","22,400,000","20,700,000","18,800,000","21,300,000","19,500,000","18,800,000","15,900,000","19,400,000","17,900,000","16,100,000","21,500,000","21,500,000","19,000,000","14,400,000","26,200,000","26,900,000","20,300,000","20,800,000","19,400,000","16,500,000","19,200,000","8,800,000","16,600,000","16,200,000","16,900,000","13,100,000","14,600,000","13,600,000","10,100,000","15,300,000","14,700,000","13,800,000","12,900,000","14,800,000","9,400,000","13,100,000","10,100,000","12,300,000","11,300,000","11,500,000","10,100,000","9,100,000","8,300,000",,,,,,,,,,,,,,,,,
