name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,12/31/2011
		PayablesAndAccruedExpenses,"437,724,000","470,446,000","474,225,000","489,310,000","499,001,000","425,943,000","400,496,000","416,943,000","434,947,000","278,034,000","308,953,000","269,111,000","266,809,000","250,527,000","203,092,000","238,036,000","228,528,000","222,868,000","247,065,000","256,399,000","247,225,000","242,014,000","271,166,000","255,092,000","266,720,000","290,333,000","311,185,000","277,160,000","284,919,000","277,048,000","309,796,000","292,948,000","264,271,000","293,140,000","408,533,000","336,285,000","393,706,000","336,259,000","334,209,000","301,851,000"
			Payables,"267,777,000","282,732,000","283,714,000","316,602,000","331,274,000","256,411,000","244,320,000","239,795,000","247,455,000","180,836,000","216,095,000","175,742,000","155,275,000","166,447,000","141,875,000","185,390,000","164,521,000","156,984,000","172,768,000","189,372,000","170,672,000","164,395,000","186,990,000","176,467,000","172,698,000","204,886,000","211,318,000","192,064,000","184,518,000","185,370,000","185,489,000","193,281,000","151,282,000","192,136,000","190,613,000","151,312,000","209,025,000","223,257,000","208,218,000","193,491,000"
				AccountsPayable,"225,312,000","253,348,000","210,920,000","269,924,000","258,349,000","215,047,000","188,470,000","215,063,000","230,312,000","164,580,000","189,556,000","162,055,000","143,082,000","151,586,000","124,731,000","160,051,000","142,789,000","140,165,000","146,263,000","168,568,000","136,413,000","136,636,000","145,944,000","151,083,000","154,897,000","151,861,000","164,253,000","151,272,000","136,815,000","122,466,000","142,910,000","153,389,000","123,248,000","121,865,000","123,301,000","113,454,000","92,883,000","98,647,000","88,887,000","64,843,000"
				TotalTaxPayable,"42,465,000","29,384,000","72,794,000","46,678,000","72,925,000","41,364,000","55,850,000","24,732,000","17,143,000","16,256,000","26,539,000","13,687,000","12,193,000","14,861,000","17,144,000","25,339,000","21,732,000","16,819,000","26,505,000","20,804,000","34,259,000","27,759,000","41,046,000","25,384,000","17,801,000","53,025,000","47,065,000","40,792,000","47,703,000","62,904,000","42,579,000","39,892,000","28,034,000","70,271,000","67,312,000","37,858,000","116,142,000","124,610,000","119,331,000","128,648,000"
					IncomeTaxPayable,"15,350,000",,"36,395,000","18,677,000","46,184,000","12,841,000","30,497,000","9,320,000","3,127,000","3,719,000","7,598,000","1,272,000",,"0","0","14,454,000","14,057,000","4,525,000","15,019,000","12,035,000","27,205,000","10,528,000","26,673,000","15,608,000","8,944,000","37,792,000","30,775,000","29,821,000","39,772,000","50,096,000","19,857,000","28,492,000","20,781,000","47,540,000","67,312,000","37,858,000","116,142,000","111,513,000","111,531,000","119,032,000"
			CurrentAccruedExpenses,"169,947,000","187,714,000","190,511,000","172,708,000","167,727,000","169,532,000","156,176,000","177,148,000","187,492,000","97,198,000","92,858,000","93,369,000","111,534,000","84,080,000","61,217,000","52,646,000","64,007,000","65,884,000","74,297,000","67,027,000","76,553,000","77,619,000","84,176,000","78,625,000","94,022,000","85,447,000","99,867,000","85,096,000","100,401,000","91,678,000","124,307,000","99,667,000","112,989,000","101,004,000","217,920,000","184,973,000","184,681,000","113,002,000","125,991,000","108,360,000"
				InterestPayable,"39,241,000","48,551,000","37,357,000","46,240,000","35,237,000","45,917,000","36,052,000","52,981,000","37,615,000","23,178,000","26,103,000","17,586,000","35,526,000","21,385,000","24,516,000","17,011,000","24,441,000","17,125,000","24,454,000","16,991,000","24,450,000","17,233,000","24,904,000","17,975,000","25,428,000","18,621,000","25,572,000","17,715,000","33,153,000","22,033,000","34,585,000","22,204,000","33,760,000","17,024,000",,,,"12,360,000","25,330,000","17,322,000"
		CurrentProvisions,,,"116,546,000","116,121,000","116,406,000","118,116,000","112,566,000","117,462,000","121,964,000","120,048,000","74,259,000","81,111,000","87,887,000","93,790,000","53,408,000","53,011,000","50,336,000","51,010,000","51,536,000","54,084,000","52,416,000","50,550,000","46,481,000","44,342,000","43,195,000","43,098,000","43,923,000","42,589,000","42,956,000","44,595,000","44,865,000","45,073,000","45,305,000","41,403,000",,,,"39,760,000",,"43,158,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,"113,896,000","104,394,000","98,643,000","74,714,000","95,585,000","66,629,000","55,817,000","38,663,000","73,955,000","56,912,000","50,773,000","32,515,000","72,352,000","53,065,000","45,681,000","31,412,000","63,802,000","48,733,000","42,541,000","32,524,000","47,674,000","43,753,000","35,371,000","28,200,000","51,475,000","42,525,000","36,044,000","28,943,000","49,362,000",,,,"47,554,000","34,039,000","33,518,000"
		CurrentDebtAndCapitalLeaseObligation,,"31,529,000","126,692,000",,,,"285,000,000","485,000,000","485,000,000",,"200,000,000","200,000,000","235,000,000","200,000,000",,,,,,,,,"211,084,000","210,705,000","305,326,000","115,000,000","230,000,000","105,000,000",,"40,000,000","150,000,000","40,000,000",,,,,"88,000,000","50,000,000",,
			CurrentDebt,,"31,529,000","126,692,000",,,,"285,000,000","485,000,000","485,000,000",,"200,000,000","200,000,000","235,000,000","200,000,000",,,,,,,,,"211,084,000","210,705,000","305,326,000","115,000,000","230,000,000","105,000,000",,"40,000,000","150,000,000","40,000,000",,,,,"88,000,000","50,000,000",,
				LineOfCredit,"0","31,529,000","126,692,000","0",,"0","285,000,000","485,000,000","485,000,000","0","200,000,000","200,000,000","235,000,000","200,000,000","0",,"0","0","0","0","0","0","211,084,000","210,705,000","305,326,000","115,000,000","230,000,000","105,000,000","0","40,000,000","150,000,000","40,000,000",,"0","0","0","88,000,000","50,000,000",,"0"
		CurrentDeferredLiabilities,"540,916,000","485,705,000","520,547,000","481,312,000","421,838,000","311,257,000","256,295,000","198,763,000","204,336,000","167,328,000","184,975,000","172,951,000","176,902,000","165,432,000","189,116,000","191,893,000","169,823,000","132,529,000","185,604,000","182,440,000","151,751,000","111,573,000","137,561,000","139,830,000","123,273,000","92,319,000","101,997,000","99,875,000","85,772,000","70,465,000","112,208,000","120,337,000","110,083,000","94,670,000","111,120,000","111,159,000","99,777,000","82,038,000",,"64,225,000"
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"4,032,000"
			CurrentDeferredRevenue,"540,916,000","485,705,000","520,547,000","481,312,000","421,838,000","311,257,000","256,295,000","198,763,000","204,336,000","167,328,000","184,975,000","172,951,000","176,902,000","165,432,000","189,116,000","191,893,000","169,823,000","132,529,000","185,604,000","182,440,000","151,751,000","111,573,000","137,561,000","139,830,000","123,273,000","92,319,000","101,997,000","99,875,000","85,772,000","70,465,000","112,208,000","120,337,000","110,083,000","94,670,000","111,120,000","111,159,000","99,777,000","82,038,000",,"60,193,000"
		OtherCurrentLiabilities,,,,,,,,"36,132,000","36,393,000","36,705,000","36,762,000","36,883,000","37,104,000","37,147,000",,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,444,537,000","3,769,115,000","3,535,689,000","3,499,292,000","3,399,082,000","3,407,045,000","3,350,522,000","3,796,888,000","3,715,048,000","2,254,612,000","2,159,954,000","2,132,459,000","2,116,381,000","2,229,747,000","1,580,275,000","1,532,510,000","1,489,906,000","1,623,951,000","1,570,009,000","1,558,315,000","1,552,045,000","1,707,137,000","1,566,686,000","1,600,170,000","1,558,686,000","1,666,961,000","1,559,076,000","1,525,106,000","1,647,901,000","1,968,439,000","1,769,882,000","1,817,281,000","1,786,265,000","1,505,847,000","1,408,083,000","1,392,162,000","975,364,000","1,065,183,000","918,604,000","676,426,000"
		LongTermProvisions,"140,970,000","141,839,000","116,546,000","116,121,000","116,406,000","118,116,000","112,566,000","117,462,000","121,964,000","120,048,000","74,259,000","81,111,000","87,887,000","93,790,000","53,408,000","53,011,000","50,336,000","51,010,000","51,536,000","54,084,000","52,416,000","50,550,000","46,481,000","44,342,000","43,195,000","43,098,000","43,923,000","42,589,000","42,956,000","44,595,000","44,865,000","45,073,000","45,305,000","41,403,000",,,,"39,760,000",,"43,158,000"
		LongTermDebtAndCapitalLeaseObligation,"3,142,778,000","3,366,767,000","3,176,519,000","3,161,462,000","3,105,159,000","3,011,635,000","2,975,342,000","3,368,941,000","3,295,092,000","1,983,089,000","1,958,601,000","1,928,184,000","1,937,834,000","2,009,596,000","1,456,144,000","1,427,264,000","1,405,045,000","1,498,062,000","1,462,301,000","1,454,547,000","1,463,535,000","1,586,533,000","1,470,860,000","1,512,675,000","1,481,972,000","1,568,268,000","1,469,717,000","1,444,552,000","1,572,105,000","1,697,106,000","1,671,084,000","1,720,541,000","1,712,017,000","1,415,082,000","1,408,083,000","1,392,162,000","975,364,000","977,869,000","834,051,000","599,750,000"
			LongTermDebt,"3,048,373,000","3,270,595,000","3,094,877,000","3,082,648,000","3,025,587,000","2,928,395,000","2,895,072,000","3,284,740,000","3,215,368,000","1,940,772,000","1,915,430,000","1,891,594,000","1,905,337,000","2,009,596,000","1,456,144,000","1,427,264,000","1,405,045,000","1,498,062,000","1,462,301,000","1,454,547,000","1,463,535,000","1,586,533,000","1,470,860,000","1,512,675,000","1,481,972,000","1,568,268,000","1,469,717,000","1,444,552,000","1,572,105,000","1,697,106,000","1,671,084,000","1,720,541,000","1,712,017,000","1,415,082,000","1,408,083,000","1,392,162,000","975,364,000","977,869,000","834,051,000","599,750,000"
			LongTermCapitalLeaseObligation,"94,405,000","96,172,000","81,642,000","78,814,000","79,572,000","83,240,000","80,270,000","84,201,000","79,724,000","42,317,000","43,171,000","36,590,000","32,497,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,553,000",
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",
			NonCurrentDeferredRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,553,000",
		EmployeeBenefits,"78,849,000","166,272,000","145,060,000","118,636,000","79,427,000","113,896,000","104,394,000","98,643,000","74,714,000","95,585,000","66,629,000","55,817,000","38,663,000","73,955,000","56,912,000","50,773,000","32,515,000","72,352,000","53,065,000","45,681,000","31,412,000","63,802,000","48,733,000","42,541,000","32,524,000","47,674,000","43,753,000","35,371,000","28,200,000","51,475,000","42,525,000","36,044,000","28,943,000","49,362,000",,,,"47,554,000",,"33,518,000"
		LiabilitiesHeldforSaleNonCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","168,565,000",,,,,,,,,,
		OtherNonCurrentLiabilities,"81,940,000","94,237,000","97,564,000","103,073,000","98,090,000","163,398,000","158,220,000","211,842,000","223,278,000","55,890,000","60,465,000","67,347,000","51,997,000","52,406,000","13,811,000","1,462,000","2,010,000","2,527,000","3,107,000","4,003,000","4,682,000","6,252,000","612,000","612,000","995,000","7,921,000","1,683,000","2,594,000","4,640,000","6,698,000","11,408,000","15,623,000",,,,,,,,
TotalEquityGrossMinorityInterest,"4,094,798,000","3,970,982,000","3,745,896,000","3,668,849,000","3,655,564,000","3,593,750,000","3,542,135,000","3,424,740,000","3,423,041,000","2,545,712,000","2,485,978,000","2,403,251,000","2,395,312,000","2,418,735,000","2,359,210,000","2,258,382,000","2,195,630,000","2,346,545,000","2,314,650,000","2,260,932,000","2,197,724,000","2,160,202,000","2,083,038,000","2,025,291,000","1,995,987,000","1,972,677,000","1,919,410,000","1,872,243,000","1,851,174,000","1,777,161,000","1,691,254,000","1,642,710,000","1,573,529,000","1,544,901,000","1,474,077,000","1,415,645,000","1,220,856,000","1,223,333,000","869,447,000","628,565,000"
	StockholdersEquity,"4,050,125,000","3,925,853,000","3,686,479,000","3,599,446,000","3,571,482,000","3,504,541,000","3,419,332,000","3,299,479,000","3,288,916,000","2,537,706,000","2,480,202,000","2,398,664,000","2,390,731,000","2,415,192,000","2,333,464,000","2,237,117,000","2,175,092,000","1,596,117,000","1,374,002,000","1,344,500,000","952,126,000","551,810,000","527,251,000","515,471,000","522,338,000","519,918,000","516,693,000","503,887,000","498,255,000","478,397,000","455,115,000","441,956,000","423,369,000","415,817,000","694,793,000","678,528,000","1,212,994,000","1,196,685,000","861,754,000","619,144,000"
		CapitalStock,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,
			PreferredStock,,,,,,,,,,,"0","0","0","0","0",,"0","0","0","0","0","0",,"0","0",,"0","0","0","0","0","0","0","0","0","0",,,,
			CommonStock,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000",,,,
		AdditionalPaidInCapital,"3,002,809,000","2,997,211,000","2,987,827,000","2,977,269,000","2,934,111,000","2,926,773,000","2,920,777,000","2,915,702,000","2,970,812,000","2,097,995,000","2,093,750,000","2,079,224,000","2,073,542,000","2,071,579,000","1,881,273,000","1,877,468,000","1,873,932,000","1,341,873,000","1,142,210,000","1,140,230,000","773,549,000","384,709,000","379,557,000","378,781,000","377,616,000","376,898,000","376,321,000","375,745,000","375,194,000","374,358,000","373,953,000","373,546,000","373,150,000","372,789,000","674,026,000","672,344,000",,,,
		RetainedEarnings,"1,865,518,000","1,688,815,000","1,416,091,000","1,247,957,000","1,123,810,000","1,025,789,000","931,370,000","816,593,000","750,919,000","782,350,000","727,692,000","660,680,000","578,829,000","527,698,000","517,780,000","425,238,000","366,749,000","319,833,000","297,402,000","265,782,000","240,089,000","228,613,000","209,332,000","194,495,000","182,810,000","175,997,000","158,330,000","145,987,000","140,910,000","114,948,000","87,073,000","69,227,000","54,411,000","43,479,000","18,455,000","5,327,000","1,255,804,000","1,231,050,000",,"649,209,000"
		TreasuryStock,"818,892,000","760,863,000","716,274,000","624,615,000","485,274,000","446,856,000","433,687,000","433,687,000","433,687,000","343,524,000","343,526,000","343,526,000","263,926,000","186,087,000","47,622,000","47,622,000","47,622,000","47,622,000","47,622,000","43,524,000","43,524,000","43,524,000","43,524,000","39,691,000","19,974,000","14,981,000",,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"689,000","689,000","-1,166,000","-1,166,000","-1,166,000","-1,166,000","871,000","871,000","871,000","884,000","2,285,000","2,285,000","2,285,000","2,001,000","-17,968,000","-17,968,000","-17,968,000","-17,968,000","-17,989,000","-17,989,000","-17,989,000","-17,989,000","-18,115,000","-18,115,000","-18,115,000","-17,997,000","-17,959,000","-17,846,000","-17,850,000","-10,910,000","-5,912,000","-818,000","-4,193,000","-452,000","2,311,000","856,000","-42,810,000","-34,365,000","-19,922,000","-30,065,000"
		OtherEquityInterest,,,,,,,,"-1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"881,676,000",
	MinorityInterest,"44,673,000","45,129,000","59,417,000","69,403,000","84,082,000","89,209,000","122,803,000","125,260,000","134,125,000","8,006,000","5,776,000","4,587,000","4,581,000","3,543,000","25,746,000","21,265,000","20,538,000","750,428,000","940,648,000","916,432,000","1,245,598,000","1,608,392,000","1,555,787,000","1,509,820,000","1,473,649,000","1,452,759,000","1,402,717,000","1,368,356,000","1,352,919,000","1,298,764,000","1,236,139,000","1,200,754,000","1,150,160,000","1,129,084,000","779,284,000","737,117,000","7,862,000","26,648,000","7,693,000","9,421,000"
TotalCapitalization,"7,098,498,000","7,196,448,000","6,781,356,000","6,682,094,000","6,597,069,000","6,432,936,000","6,314,404,000","6,584,219,000","6,504,284,000","4,478,478,000","4,395,632,000","4,290,258,000","4,296,068,000","4,424,788,000","3,789,608,000","3,664,381,000","3,580,137,000","3,094,179,000","2,836,303,000","2,799,047,000","2,415,661,000","2,138,343,000","1,998,111,000","2,028,146,000","2,004,310,000","2,088,186,000","1,986,410,000","1,948,439,000","2,070,360,000","2,175,503,000","2,126,199,000","2,162,497,000","2,135,386,000","1,830,899,000","2,102,876,000","2,070,690,000","2,188,358,000","2,174,554,000","1,695,805,000","1,218,894,000"
CommonStockEquity,"4,050,125,000","3,925,853,000","3,686,479,000","3,599,446,000","3,571,482,000","3,504,541,000","3,419,332,000","3,299,479,000","3,288,916,000","2,537,706,000","2,480,202,000","2,398,664,000","2,390,731,000","2,415,192,000","2,333,464,000","2,237,117,000","2,175,092,000","1,596,117,000","1,374,002,000","1,344,500,000","952,126,000","551,810,000","527,251,000","515,471,000","522,338,000","519,918,000","516,693,000","503,887,000","498,255,000","478,397,000","455,115,000","441,956,000","423,369,000","415,817,000","694,793,000","678,528,000","1,212,994,000","1,196,685,000","861,754,000","619,144,000"
CapitalLeaseObligations,"94,405,000","96,172,000","81,642,000","78,814,000","79,572,000","83,240,000","80,270,000","84,201,000","79,724,000","42,317,000","43,171,000","36,590,000","32,497,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"3,386,928,000","3,262,656,000","3,023,282,000","2,936,249,000","2,908,285,000","2,841,344,000","2,754,880,000","2,660,949,000","2,676,306,000","2,387,641,000","2,330,031,000","2,245,697,000","2,237,654,000","2,262,004,000","2,265,929,000","2,169,318,000","2,107,028,000","1,527,789,000","1,305,409,000","1,275,642,000","883,004,000","482,423,000","457,599,000","445,555,000","452,157,000","457,972,000","454,099,000","465,690,000","468,488,000","449,563,000","420,951,000","406,754,000","387,309,000","378,729,000","658,421,000","641,656,000","1,174,276,000","1,163,205,000","852,588,000","609,411,000"
WorkingCapital,"5,991,805,000","6,281,565,000","5,849,438,000","5,810,761,000","5,690,350,000","5,669,497,000","5,517,265,000","5,861,327,000","5,781,091,000","4,216,596,000","4,058,703,000","3,932,851,000","3,902,020,000","4,063,174,000","3,498,903,000","3,333,150,000","3,199,287,000","3,533,202,000","3,356,438,000","3,297,879,000","3,257,899,000","3,387,299,000","3,152,598,000","3,126,295,000","3,067,789,000","3,174,256,000","2,996,015,000","2,937,342,000","3,068,846,000","2,731,959,000","2,905,871,000","2,930,856,000","2,867,042,000","2,577,936,000","2,443,214,000","2,375,877,000","1,769,553,000","1,870,667,000","1,692,094,000","1,237,817,000"
InvestedCapital,"7,098,498,000","7,227,977,000","6,908,048,000","6,682,094,000","6,597,069,000","6,432,936,000","6,599,404,000","7,069,219,000","6,989,284,000","4,478,478,000","4,595,632,000","4,490,258,000","4,531,068,000","4,624,788,000","3,789,608,000","3,664,381,000","3,580,137,000","3,094,179,000","2,836,303,000","2,799,047,000","2,415,661,000","2,138,343,000","2,209,195,000","2,238,851,000","2,309,636,000","2,203,186,000","2,216,410,000","2,053,439,000","2,070,360,000","2,215,503,000","2,276,199,000","2,202,497,000","2,135,386,000","1,830,899,000","2,102,876,000","2,070,690,000","2,276,358,000","2,224,554,000","1,695,805,000","1,218,894,000"
TangibleBookValue,"3,386,928,000","3,262,656,000","3,023,282,000","2,936,249,000","2,908,285,000","2,841,344,000","2,754,880,000","2,660,949,000","2,676,306,000","2,387,641,000","2,330,031,000","2,245,697,000","2,237,654,000","2,262,004,000","2,265,929,000","2,169,318,000","2,107,028,000","1,527,789,000","1,305,409,000","1,275,642,000","883,004,000","482,423,000","457,599,000","445,555,000","452,157,000","457,972,000","454,099,000","465,690,000","468,488,000","449,563,000","420,951,000","406,754,000","387,309,000","378,729,000","658,421,000","641,656,000","1,174,276,000","1,163,205,000","852,588,000","609,411,000"
TotalDebt,"3,142,778,000","3,398,296,000","3,303,211,000","3,161,462,000","3,105,159,000","3,011,635,000","3,260,342,000","3,853,941,000","3,780,092,000","1,983,089,000","2,158,601,000","2,128,184,000","2,172,834,000","2,209,596,000","1,456,144,000","1,427,264,000","1,405,045,000","1,498,062,000","1,462,301,000","1,454,547,000","1,463,535,000","1,586,533,000","1,681,944,000","1,723,380,000","1,787,298,000","1,683,268,000","1,699,717,000","1,549,552,000","1,572,105,000","1,737,106,000","1,821,084,000","1,760,541,000","1,712,017,000","1,415,082,000","1,408,083,000","1,392,162,000","1,063,364,000","1,027,869,000","834,051,000","599,750,000"
