name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992
OperatingCashFlow,"1,042,708,000","232,517,000","245,574,000","316,110,000","248,507,000","102,308,000","269,707,000","236,557,000","214,943,000","80,975,000","249,173,000","332,958,000","252,867,000","102,941,000","316,428,000","291,898,000","227,794,000","152,008,000","119,093,000","139,891,000","89,901,000","67,805,000","130,795,000","95,653,000","41,832,000","24,097,000","165,298,000","98,328,000","89,589,000","-3,810,000","129,387,000","145,890,000","106,067,000","42,704,000","86,631,000","96,067,000","135,901,000","92,362,000","30,920,000","118,080,000","146,477,000","59,050,000","102,820,000","112,406,000","103,268,000","53,892,000","130,940,000","74,533,000","74,220,000","56,413,000","182,642,000","42,915,000","54,291,000","48,172,000","-47,711,000","114,807,000","157,530,000","149,439,000","271,593,000","187,047,000","364,838,000","39,817,000","308,160,000","141,903,000","261,199,000","109,332,000","533,759,000","-767,888,000","383,621,000","531,870,000","240,325,000","51,413,000","369,911,000","594,051,000","242,637,000","123,291,000","471,727,000","467,013,000","281,996,000","197,837,000","266,593,000","-4,865,000","-181,312,000","231,536,000","120,923,000","127,188,000","33,331,000","937,000","97,810,000","157,866,000","117,100,000","59,800,000","129,200,000","60,400,000","80,100,000","5,400,000","81,300,000","60,000,000","30,100,000","1,000,000","-12,900,000","29,500,000","2,300,000","-300,000","3,800,000","6,200,000","2,300,000","3,100,000","5,900,000","5,000,000","3,200,000","4,900,000","3,100,000","3,500,000","3,600,000","3,500,000","2,700,000","3,900,000","2,600,000"
	CashFlowFromContinuingOperatingActivities,"1,042,708,000","232,517,000","245,574,000","316,110,000","248,507,000","102,308,000","269,707,000","242,958,000","194,912,000","80,975,000","249,173,000","332,958,000","252,867,000","102,941,000","316,428,000","291,898,000","227,794,000","152,008,000","119,093,000","139,891,000","89,901,000","67,805,000","130,795,000","95,653,000","41,832,000","24,097,000","165,298,000","98,328,000","89,589,000","-3,810,000","129,387,000","145,890,000","106,067,000","42,704,000","86,631,000","96,067,000","135,901,000","92,362,000","30,920,000","118,080,000","146,477,000","59,050,000","102,820,000","112,406,000","103,268,000","53,892,000","135,145,000","74,929,000","74,220,000","56,413,000","185,231,000","42,881,000","54,728,000","48,699,000","-37,458,000","-495,247,000","195,842,000","151,309,000","295,097,000","190,303,000","413,405,000","41,799,000","316,262,000","144,572,000","261,041,000","110,313,000","379,872,000","-1,371,050,000","386,377,000","532,505,000","242,726,000","55,110,000","376,049,000","599,343,000","159,645,000","206,283,000","471,727,000","467,013,000","287,347,000","192,486,000","248,142,000","13,586,000","-181,312,000","191,316,000","161,143,000","127,188,000","115,894,000","937,000","97,810,000","157,866,000","117,100,000","59,800,000","129,200,000","60,400,000","80,100,000","5,400,000","81,300,000","60,000,000","30,100,000","1,000,000","-12,900,000","29,500,000","2,300,000","-300,000","3,800,000","6,200,000","2,300,000","3,100,000","5,900,000","5,000,000","3,200,000","4,900,000","3,100,000","3,500,000","3,600,000","3,500,000","2,700,000","3,900,000","2,600,000"
		NetIncomeFromContinuingOperations,"282,804,000","180,607,000","-168,724,000","130,901,000","140,020,000","173,848,000","140,179,000","131,487,000","464,888,000","-182,643,000","124,272,000","159,772,000","146,791,000","112,985,000","217,477,000","171,577,000","280,854,000","87,839,000","23,349,000","225,639,000","80,557,000","28,463,000","113,928,000","52,340,000","-190,542,000","7,934,000","-31,417,000","65,026,000","57,885,000","21,863,000","67,986,000","150,261,000","-17,995,000","34,305,000","78,829,000","91,721,000","58,540,000","52,709,000","44,408,000","46,185,000","48,101,000","31,153,000","41,798,000","67,973,000","45,630,000","20,168,000","-27,776,000","21,382,000","14,864,000","-17,863,000","-1,005,539,000","23,812,000","42,593,000","-29,882,000","227,417,000","-14,837,000","-421,597,000","52,816,000","-373,896,000","71,764,000","95,972,000","62,091,000","16,699,000","74,945,000","53,071,000","47,920,000","125,279,000","-81,336,000","485,020,000","69,424,000","-41,117,000","91,524,000","91,564,000","43,790,000","148,559,000","22,328,000","62,566,000","-106,796,000","148,117,000","-33,365,000","-111,344,000","3,970,000","-118,695,000","-40,443,000","-1,091,000","-26,570,000","-80,285,000","-20,271,000","-28,555,000","-18,872,000","-17,700,000","-7,700,000","-9,700,000","7,500,000","50,900,000","-4,900,000","-3,000,000","33,900,000","3,300,000","3,600,000","2,400,000","3,800,000","-5,100,000","-300,000","-500,000","-600,000","-3,300,000","-1,700,000","1,300,000",,,"2,100,000","-600,000","-2,500,000","100,000","-1,000,000","-1,600,000","-1,800,000","-2,000,000"
		OperatingGainsLosses,,,,,,,,,,"51,473,000","-11,189,000","4,852,000",,,"-118,315,000","47,000",,,"-8,642,000","-4,368,000","-20,303,000","640,000","-37,340,000","-353,000","1,573,000","-14,296,000","-2,610,000","-33,985,000","194,000","283,000","-18,070,000","-2,964,000","6,850,000","1,935,000","-15,519,000","-29,643,000","1,078,000","91,000","-987,000","3,081,000","19,114,000","4,137,000","10,510,000","14,761,000","8,022,000","1,033,000","-1,486,000","547,000","4,002,000","18,624,000","2,776,000","-49,351,000","-102,337,000","1,847,000","-421,108,000","75,134,000","-21,224,000","-36,390,000","-41,770,000","-20,718,000","-33,722,000","-56,351,000","-58,804,000","-62,956,000","-74,372,000","-76,016,000","-175,520,000","-15,881,000","-588,342,000","-6,471,000","206,271,000","-6,832,000","-37,490,000","-17,830,000","-19,921,000","-15,799,000","7,863,000","250,763,000","-67,399,000","39,438,000","129,279,000","4,301,000","-217,000,000","65,636,000","39,213,000","58,020,000","-8,933,000","-7,600,000","41,243,000","47,030,000","-372,200,000","430,300,000","27,800,000","26,900,000","259,300,000","-316,900,000","30,400,000","-64,900,000","-1,700,000","12,900,000","-4,500,000","-400,000","-1,700,000","1,100,000","200,000","100,000","1,000,000","900,000","600,000",,,"-8,200,000","-300,000","2,200,000","3,200,000",,"500,000",,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,"-120,589,000","-68,000",,,"-8,642,000","-4,368,000","-20,426,000","763,000","-37,549,000","-279,000","1,563,000","-14,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,"51,473,000",,"-214,000",,,,,,,,,,,,,,,"-755,000",,,,,,,,"-17,715,000",,,,,"-217,000","105,000","-1,764,000","-113,000","-317,000","-698,000","-846,000","0","0","0","-3,989,000","-3,265,000","-37,875,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,"-13,400,000","5,066,000",,,"2,274,000","115,000",,,,,,"-123,000","209,000","-74,000","10,000","404,000","-850,000","-399,000","194,000","283,000","300,000","612,000","6,850,000","1,935,000","2,193,000","3,253,000","1,078,000","91,000","-2,863,000","3,298,000","19,009,000","5,901,000","10,623,000","15,078,000","8,720,000","1,879,000","-1,486,000","547,000","4,002,000","22,613,000","6,041,000","3,961,000","2,165,000","1,847,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"82,481,000","23,190,000","23,818,000","25,170,000","10,303,000","10,670,000","11,250,000","11,680,000","-51,034,000","76,900,000","52,266,000","46,276,000","40,729,000","41,723,000","66,479,000","39,077,000","38,993,000","39,210,000","38,767,000","21,629,000","26,963,000","29,049,000","34,719,000","32,218,000","54,550,000","29,615,000","116,160,000","27,963,000","29,911,000","28,123,000","33,038,000","30,584,000","28,663,000","26,797,000","28,964,000","26,521,000","35,173,000","28,094,000","32,704,000","18,362,000","18,030,000","19,156,000","26,208,000","22,022,000","14,650,000","15,896,000","30,338,000","17,674,000","22,113,000","21,244,000","147,613,000","25,539,000","24,923,000","24,229,000","26,881,000","-180,607,000","188,640,000","80,055,000","114,094,000","84,691,000","92,909,000","71,117,000","93,137,000","69,612,000","119,099,000","124,052,000","136,579,000","24,232,000","195,590,000","187,213,000","237,188,000","203,724,000","201,106,000","215,460,000","168,498,000","247,949,000","139,388,000","129,907,000","60,039,000","138,722,000","98,330,000","83,436,000","-535,799,000","292,647,000","370,825,000","349,932,000","482,745,000","307,060,000","312,597,000","282,485,000","692,400,000","-180,200,000","192,200,000","237,600,000","244,900,000","190,300,000","206,600,000","125,500,000","30,400,000","26,200,000","21,500,000","21,000,000","9,500,000","2,800,000","3,700,000","3,700,000","3,700,000","3,600,000","3,700,000","3,700,000","3,700,000","3,800,000","3,700,000","3,700,000","3,800,000","4,000,000","3,700,000","4,600,000","5,500,000"
			DepreciationAndAmortization,"82,481,000","23,190,000","23,818,000","25,170,000","10,303,000","10,670,000","11,250,000","11,680,000","-51,034,000","76,900,000","52,266,000","46,276,000","40,729,000","41,723,000","66,479,000","39,077,000","38,993,000","39,210,000","38,767,000","21,629,000","26,963,000","29,049,000","34,719,000","32,218,000","54,550,000","29,615,000","116,160,000","27,963,000","29,911,000","28,123,000","33,038,000","30,584,000","28,663,000","26,797,000","28,964,000","26,521,000","35,173,000","28,094,000","32,704,000","18,362,000","18,030,000","19,156,000","26,208,000","22,022,000","14,650,000","15,896,000","30,338,000","17,674,000","22,113,000","21,244,000","147,613,000","25,539,000","24,923,000","24,229,000","26,881,000","-180,607,000","188,640,000","80,055,000","114,094,000","84,691,000","92,909,000","71,117,000","93,137,000","69,612,000","119,099,000","124,052,000","136,579,000","24,232,000","195,590,000","187,213,000","237,188,000","203,724,000","201,106,000","215,460,000","168,498,000","247,949,000","139,388,000","129,907,000","60,039,000","138,722,000","98,330,000","83,436,000","-535,799,000","292,647,000","370,825,000","349,932,000","482,745,000","307,060,000","312,597,000","282,485,000","692,400,000","-180,200,000","192,200,000","237,600,000","244,900,000","190,300,000","206,600,000","125,500,000","30,400,000","26,200,000","21,500,000","21,000,000","9,500,000","2,800,000","3,700,000","3,700,000","3,700,000","3,600,000","3,700,000","3,700,000","3,700,000","3,800,000","3,700,000","3,700,000","3,800,000","4,000,000","3,700,000","4,600,000","5,500,000"
				Depreciation,"41,442,000","10,497,000","10,780,000","10,104,000","10,061,000","10,457,000","10,987,000","11,221,000","-5,675,000","24,738,000","25,247,000","23,090,000","21,091,000","18,971,000","18,373,000","18,925,000","18,805,000","19,257,000","18,775,000","17,263,000","18,339,000","19,888,000","20,355,000","17,951,000","17,575,000","15,795,000","15,512,000","15,625,000","15,500,000","15,568,000","16,948,000","14,133,000","15,257,000","14,818,000","14,368,000","13,489,000","17,036,000","14,016,000","14,991,000","13,150,000","12,225,000","12,115,000","13,346,000","17,484,000","12,450,000","13,439,000","13,289,000","15,364,000","17,349,000","17,895,000","16,253,000","15,289,000","16,877,000","16,214,000","-5,032,000","-180,370,000","184,029,000","72,424,000","96,297,000","70,420,000","67,747,000","69,369,000","82,263,000","72,860,000","88,195,000","95,892,000","93,602,000","6,879,000","115,669,000","119,526,000","157,392,000","124,348,000","123,003,000","122,228,000","121,980,000","127,404,000","96,864,000","94,709,000","81,485,000","110,828,000","71,768,000","59,321,000","5,062,000","142,948,000","146,530,000","137,599,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
