name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990
TotalRevenue,"6,970,572,000","1,911,530,000","1,757,325,000","1,643,976,000","1,657,741,000","1,699,677,000","1,755,249,000","1,874,958,000","1,654,691,000","1,590,550,000","1,840,171,000","1,892,207,000","2,026,995,000","2,126,639,000","2,188,018,000","1,876,335,000","1,813,366,000","1,675,629,000","1,744,800,000","1,755,003,000","1,711,377,000","1,682,262,000","1,719,977,000","1,665,819,000","1,669,474,000","1,611,174,000","1,534,714,000","1,636,578,000","1,539,271,000","1,527,530,000","1,671,162,000","1,686,169,000","1,604,727,000","1,476,712,000","1,447,498,000","1,505,323,000","1,489,214,000","1,427,642,000","1,494,945,000","1,578,584,000","1,549,302,000","1,463,082,000","1,502,366,000","1,696,702,000","1,674,200,000","1,569,058,000","1,662,451,000","1,687,768,000","1,625,170,000","1,527,451,000","1,478,302,000","1,353,960,000","1,209,150,000","1,195,107,000","1,419,264,000","1,703,579,000","1,903,253,000","1,817,431,000","2,532,926,000","2,505,416,000","2,488,359,000","2,611,689,000","2,778,790,000","2,717,306,000","2,707,900,000","2,668,418,000","2,861,797,000","2,765,302,000","2,831,264,000","2,885,402,000","3,252,706,000","3,302,157,000","3,069,783,000","2,862,386,000","2,970,281,000","2,732,013,000","2,648,907,000","2,443,553,000","2,536,961,000","2,602,302,000","2,617,626,000","2,411,241,000","1,130,461,000","600,737,000","776,602,000","1,191,138,000","1,390,343,000","1,271,979,000","1,000,632,000","555,312,000","459,700,000","348,500,000","309,500,000","281,100,000","260,200,000","194,200,000","197,100,000","172,100,000","159,100,000","114,200,000","105,400,000","96,700,000","88,900,000","78,500,000","71,200,000","63,200,000","52,200,000","49,100,000","44,600,000","39,300,000","34,700,000","30,300,000","28,900,000","27,900,000","28,000,000","24,700,000","22,100,000","21,300,000","20,400,000","19,100,000","15,900,000","16,200,000","13,900,000","14,800,000","14,700,000","14,700,000","14,700,000"
	OperatingRevenue,"6,970,572,000","1,911,530,000","1,757,325,000","1,643,976,000","1,657,741,000","1,699,677,000","1,755,249,000","1,874,958,000","1,654,691,000","1,590,550,000","1,840,171,000","1,892,207,000","2,026,995,000","2,126,639,000","2,188,018,000","1,876,335,000","1,813,366,000","1,675,629,000","1,744,800,000","1,755,003,000","1,711,377,000","1,682,262,000","1,719,977,000","1,665,819,000","1,669,474,000","1,611,174,000","1,534,714,000","1,636,578,000","1,539,271,000","1,527,530,000","1,671,162,000","1,686,169,000","1,604,727,000","1,476,712,000","1,447,498,000","1,505,323,000","1,489,214,000","1,427,642,000","1,494,945,000","1,578,584,000","1,549,302,000","1,463,082,000","1,502,366,000","1,696,702,000","1,674,200,000","1,569,058,000","1,662,451,000","1,687,768,000","1,625,170,000","1,527,451,000","1,478,302,000","1,353,960,000","1,209,150,000","1,195,107,000","1,419,264,000","1,703,579,000","1,903,253,000","1,817,431,000","2,532,926,000","2,505,416,000","2,488,359,000","2,611,689,000","2,778,790,000","2,717,306,000","2,707,900,000","2,668,418,000","2,861,797,000","2,765,302,000","2,831,264,000","2,885,402,000","3,252,706,000","3,302,157,000","3,069,783,000","2,862,386,000","2,970,281,000","2,732,013,000","2,648,907,000","2,443,553,000","2,536,961,000","2,602,302,000","2,617,626,000","2,411,241,000","1,130,461,000","600,737,000","776,602,000","1,191,138,000","1,390,343,000","1,271,979,000","1,000,632,000","555,312,000","459,700,000","348,500,000","309,500,000","281,100,000","260,200,000","194,200,000","197,100,000","172,100,000","159,100,000","114,200,000","105,400,000","96,700,000","88,900,000","78,500,000","71,200,000","63,200,000","52,200,000","49,100,000","44,600,000","39,300,000","34,700,000","30,300,000","28,900,000","27,900,000","28,000,000","24,700,000","22,100,000","21,300,000","20,400,000","19,100,000","15,900,000","16,200,000","13,900,000","14,800,000","14,700,000","14,700,000","14,700,000"
CostOfRevenue,"6,406,164,000","1,759,083,000","1,612,836,000","1,513,094,000","1,521,151,000","1,556,579,000","1,614,014,000","1,723,027,000","1,523,218,000","1,483,129,000","1,705,289,000","1,750,503,000","1,879,200,000","1,973,537,000","2,038,681,000","1,755,252,000","1,694,830,000","1,560,931,000","1,635,334,000","1,631,152,000","1,580,689,000","1,549,052,000","1,587,815,000","1,538,548,000","1,542,813,000","1,474,462,000","1,411,076,000","1,514,893,000","1,418,709,000","1,412,267,000","1,544,816,000","1,554,551,000","1,477,814,000","1,357,745,000","1,336,713,000","1,389,989,000","1,374,963,000","1,327,338,000","1,398,017,000","1,463,427,000","1,444,050,000","1,356,734,000","1,393,341,000","1,562,830,000","1,542,599,000","1,452,227,000","1,534,404,000","1,556,057,000","1,501,055,000","1,409,974,000","1,368,615,000","1,259,630,000","1,133,390,000","1,126,517,000","1,335,466,000","1,572,688,000","1,763,612,000","1,692,786,000","2,379,880,000","2,377,376,000","2,369,584,000","2,473,969,000","2,610,112,000","2,590,754,000","2,545,762,000","2,503,810,000","2,692,117,000","2,612,219,000","2,670,438,000","2,735,235,000","3,075,739,000","3,126,747,000","2,911,260,000","2,717,287,000","2,829,090,000","2,602,859,000","2,529,271,000","2,338,830,000","2,428,004,000","2,492,217,000","2,508,300,000","2,309,059,000","1,077,354,000","611,812,000","680,231,000","997,863,000","1,144,394,000","1,047,984,000","853,266,000","467,948,000","381,700,000","276,700,000","243,100,000","219,500,000","210,300,000","151,200,000","153,700,000","134,500,000","124,400,000","87,800,000","80,800,000","74,000,000","67,800,000","59,800,000","54,200,000","48,000,000","39,500,000","35,900,000","33,300,000","30,300,000","25,800,000","18,600,000","21,900,000","21,200,000","21,200,000","17,700,000","15,600,000",,,,,,,,,,
GrossProfit,"564,408,000","152,447,000","144,489,000","130,882,000","136,590,000","143,098,000","141,235,000","151,931,000","131,473,000","107,421,000","134,882,000","141,704,000","147,795,000","153,102,000","149,337,000","121,083,000","118,536,000","114,698,000","109,466,000","123,851,000","130,688,000","133,210,000","132,162,000","127,271,000","126,661,000","136,712,000","123,638,000","121,685,000","120,562,000","115,263,000","126,346,000","131,618,000","126,913,000","118,967,000","110,785,000","115,334,000","114,251,000","100,304,000","96,928,000","115,157,000","105,252,000","106,348,000","109,025,000","133,872,000","131,601,000","116,831,000","128,047,000","131,711,000","124,115,000","117,477,000","109,687,000","94,330,000","75,760,000","68,590,000","83,798,000","130,891,000","139,641,000","124,645,000","153,046,000","128,040,000","118,775,000","137,720,000","168,678,000","126,552,000","162,138,000","164,608,000","169,680,000","153,083,000","160,826,000","150,167,000","176,967,000","175,410,000","158,523,000","145,099,000","141,191,000","129,154,000","119,636,000","104,723,000","108,957,000","110,085,000","109,326,000","102,182,000","53,107,000","-11,075,000","96,371,000","193,275,000","245,949,000","223,995,000","147,366,000","87,364,000","78,000,000","71,800,000","66,400,000","61,600,000","49,900,000","43,000,000","43,400,000","37,600,000","34,700,000","26,400,000","24,600,000","22,700,000","21,100,000","18,700,000","17,000,000","15,200,000","12,700,000","13,200,000","11,300,000","9,000,000","8,900,000","11,700,000","7,000,000","6,700,000","6,800,000","7,000,000","6,500,000",,,,,,,,,,
OperatingExpense,"258,722,000","67,289,000","66,252,000","62,474,000","62,707,000","66,495,000","63,772,000","62,625,000","64,495,000","68,024,000","68,351,000","76,778,000","74,040,000","71,785,000","69,465,000","67,480,000","70,455,000","74,515,000","72,136,000","76,294,000","64,112,000","75,044,000","73,506,000","71,011,000","72,344,000","74,409,000","68,032,000","73,117,000","68,389,000","65,007,000","67,912,000","66,102,000","71,283,000","71,635,000","67,561,000","64,999,000","69,355,000","65,448,000","65,737,000","66,043,000","65,926,000","69,630,000","64,230,000","66,282,000","73,798,000","68,085,000","61,968,000","65,131,000","55,579,000","67,868,000","66,691,000","65,297,000","62,772,000","62,798,000","72,627,000","559,670,000","86,647,000","85,239,000","99,456,000","1,199,402,000","100,138,000","104,078,000","106,930,000","128,161,000","104,491,000","99,395,000","99,860,000","94,279,000","101,349,000","696,602,000","96,943,000","102,012,000","94,674,000","92,656,000","38,983,000","168,906,000","84,863,000","82,816,000","87,297,000","2,750,154,000","79,904,000","79,858,000","53,466,000","99,644,000","48,750,000","74,770,000","75,238,000","32,117,000","82,991,000","23,456,000","22,800,000","20,300,000","18,800,000","18,100,000","47,700,000","12,400,000","12,600,000","11,200,000","10,600,000","8,600,000","6,800,000","6,300,000","5,900,000","5,300,000","4,900,000","4,500,000","3,600,000","4,800,000","4,000,000","2,800,000","3,600,000","7,000,000","2,500,000","2,500,000","2,400,000","3,100,000","3,000,000",,,,,,,,,,
	SellingGeneralAndAdministration,"237,720,000","61,817,000","61,475,000","56,990,000","57,438,000","61,142,000","58,967,000","56,209,000","59,314,000","62,257,000","63,151,000","66,050,000","66,768,000","64,186,000","63,028,000","60,516,000","61,421,000","65,384,000","63,603,000","65,332,000","58,708,000","62,388,000","65,140,000","61,435,000","61,982,000","63,494,000","57,693,000","63,111,000","59,736,000","57,023,000","59,418,000","57,745,000","63,029,000","62,332,000","59,182,000","57,130,000","62,120,000","58,954,000","59,868,000","57,817,000","60,965,000","62,940,000","59,141,000","59,401,000","67,043,000","62,212,000","58,471,000","61,170,000","65,392,000","63,557,000","62,415,000","60,263,000","57,889,000","57,055,000","62,987,000","71,206,000","77,425,000","79,336,000","93,200,000","92,086,000","92,281,000","93,496,000","96,318,000","101,408,000","85,936,000","86,890,000","88,535,000","83,990,000","92,091,000","87,084,000","87,309,000","91,608,000","85,028,000","81,304,000","77,046,000","64,869,000","81,348,000","77,225,000","83,292,000","78,422,000","78,608,000","78,607,000","51,988,000","53,334,000","42,069,000","68,071,000","68,921,000","64,258,000","69,131,000","21,464,000","20,900,000","36,400,000","17,900,000","17,300,000","35,600,000","11,500,000","11,800,000","10,600,000","10,000,000","8,100,000","6,300,000","5,800,000","5,400,000","4,800,000","4,500,000","4,000,000","3,400,000","3,200,000","3,000,000","2,800,000","2,600,000","2,400,000","2,300,000","2,300,000","2,200,000","2,100,000","2,000,000",,,,,,,,,,
	ResearchAndDevelopment,"21,002,000","5,472,000","4,777,000","5,484,000","5,269,000","5,353,000","4,805,000","6,416,000","5,181,000","5,767,000","5,200,000","6,244,000","7,272,000","7,599,000","6,437,000","6,774,000","8,144,000","8,221,000","7,615,000","8,714,000","8,394,000","8,437,000","8,171,000","8,658,000","9,444,000","9,997,000","9,647,000","9,116,000","8,339,000","7,559,000","8,069,000","7,932,000","7,829,000","8,829,000","7,905,000","7,395,000","6,761,000","6,020,000","5,395,000","6,256,000","5,587,000","5,923,000","4,133,000","5,925,000","5,797,000","4,914,000","4,166,000","3,597,000","3,057,000","3,252,000","3,098,000","3,962,000","3,811,000","4,720,000","4,192,000","4,815,000","5,872,000","4,253,000","4,606,000","6,016,000","6,136,000","8,971,000","8,962,000","9,896,000","10,804,000","10,434,000","8,917,000","7,599,000","7,364,000","7,278,000","7,490,000","8,157,000","7,326,000","7,020,000","6,899,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,"190,000","890,000","910,000","918,000","918,000","918,000","918,000","918,000","918,000","918,000","918,000","692,000","890,000","314,000","425,000","425,000","425,000","425,000","474,000","474,000","474,000","474,000","474,000","474,000","672,000","672,000","767,000","956,000","956,000","958,000","959,000","958,000","392,000","926,000","1,059,000","1,178,000","1,072,000","1,072,000","1,023,000","1,650,000","1,650,000","1,650,000","1,650,000","1,650,000","1,650,000","1,721,000","1,611,000","1,650,000","3,069,000","2,181,000","2,071,000","2,233,000","2,690,000","1,894,000","2,071,000","2,030,000","2,087,000","2,059,000","2,281,000","2,120,000","1,733,000","1,626,000","1,628,000","1,609,000","2,671,732,000","1,296,000","1,251,000","1,478,000","6,002,000","6,681,000","6,699,000","6,317,000","6,310,000","5,110,000","1,992,000","1,900,000","900,000","900,000","800,000","800,000","900,000","800,000","600,000","600,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","200,000","1,600,000","1,000,000",,"1,000,000","4,600,000","200,000","200,000","200,000","1,000,000","1,000,000",,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,"190,000","890,000","910,000","918,000","918,000","918,000","918,000","918,000","918,000","918,000","918,000","692,000","890,000","314,000","425,000","425,000","425,000","425,000","474,000","474,000","474,000","474,000","474,000","474,000","672,000","672,000","767,000","956,000","956,000","958,000","959,000","958,000","392,000","926,000","1,059,000","1,178,000","1,072,000","1,072,000","1,023,000","1,650,000","1,650,000","1,650,000","1,650,000","1,650,000","1,650,000","1,721,000","1,611,000","1,650,000","3,069,000","2,181,000","2,071,000","2,233,000","2,690,000","1,894,000","2,071,000","2,030,000","2,087,000","2,059,000","2,281,000","2,120,000","1,733,000","1,626,000","1,628,000","1,609,000","2,671,732,000","1,296,000","1,251,000","1,478,000","6,002,000","6,681,000","6,699,000","6,317,000","6,310,000","5,110,000","1,992,000","1,900,000","900,000","900,000","800,000","800,000","900,000","800,000","600,000","600,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000","200,000","1,600,000","1,000,000",,"1,000,000","4,600,000","200,000","200,000","200,000","1,000,000","1,000,000",,,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,"190,000","890,000","910,000","918,000","918,000","918,000","918,000","918,000","918,000","918,000","918,000","692,000","890,000","314,000","425,000","425,000","425,000","425,000","474,000","474,000","474,000","474,000","474,000","474,000","672,000","672,000","767,000","956,000","956,000","958,000","959,000","958,000","392,000","926,000","1,059,000","1,178,000","1,072,000","1,072,000","1,023,000","1,650,000","1,650,000","1,650,000","1,650,000","1,650,000","1,650,000","1,721,000","1,611,000","1,650,000","3,069,000","2,181,000","2,071,000","2,233,000","2,690,000","1,894,000","2,071,000","2,030,000","2,087,000","2,059,000","2,281,000","2,120,000","1,733,000","1,626,000","1,628,000","1,609,000","2,671,732,000","1,296,000","1,251,000","1,478,000","6,002,000","6,681,000","6,699,000","6,317,000","6,310,000","5,110,000","1,992,000","1,900,000","900,000","900,000","800,000","800,000","900,000","800,000","600,000","600,000","500,000","500,000","500,000","500,000","500,000","500,000","500,000",,,,,,,,,,,,,,,,,,,,,
