name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998
TotalAssets,"1,145,026,000","1,037,460,000","1,088,366,000","1,128,448,000","1,127,667,000","1,140,127,000","1,206,943,000","1,167,939,000","1,184,936,000","1,181,397,000","1,285,722,000","1,303,537,000","1,285,954,000","727,046,000","837,253,000","854,344,000","810,927,000","940,228,000","1,013,424,000","970,675,000","872,256,000","910,499,000","983,282,000","933,537,000","869,216,000","897,948,000","977,358,000","961,954,000","910,103,000","958,618,000","995,421,000","996,395,000","937,539,000","990,630,000","974,717,000","957,981,000","905,072,000","923,410,000","939,905,000","868,550,000","856,603,000","850,649,000","874,180,000","873,251,000","864,962,000","854,331,000","875,443,000","892,525,000","874,580,000","854,060,000","835,316,000","922,874,000","891,920,000","939,757,000","1,046,309,000","1,009,186,000","953,876,000","997,537,000","1,185,162,000","1,036,272,000","955,886,000","939,486,000","922,212,000","816,010,000","783,128,000","757,320,000","717,084,000","627,027,000","605,534,000","627,388,000","394,468,000","367,854,000","377,141,000","359,666,000","332,441,000","317,912,000","317,322,000","309,328,000","308,351,000","300,802,000","304,744,000","282,849,000","274,400,000","264,193,000","243,205,000","231,696,000","236,495,000","218,781,000","188,671,000","170,959,000","170,400,000","148,300,000","132,500,000","110,800,000","106,000,000","98,300,000","83,000,000","79,400,000"
	CurrentAssets,"687,463,000","581,538,000","607,265,000","609,248,000","576,397,000","547,083,000","539,620,000","469,860,000","468,240,000","449,880,000","516,067,000","521,427,000","474,003,000","435,395,000","547,386,000","573,712,000","526,330,000","656,504,000","691,653,000","656,356,000","553,294,000","611,163,000","676,543,000","627,542,000","556,825,000","581,308,000","634,454,000","616,287,000","558,957,000","609,279,000","629,791,000","641,694,000","577,762,000","629,320,000","606,183,000","592,177,000","521,613,000","545,235,000","550,270,000","485,834,000","473,122,000","473,325,000","489,361,000","482,900,000","480,292,000","477,701,000","497,918,000","513,594,000","498,346,000","456,882,000","459,667,000","537,119,000","510,438,000","519,590,000","626,158,000","577,535,000","523,515,000","510,876,000","650,083,000","546,265,000","501,273,000","525,605,000","550,657,000","472,208,000","469,281,000","459,994,000","465,099,000","385,379,000","370,332,000","392,159,000","226,548,000","207,501,000","216,919,000","199,432,000","173,887,000","153,969,000","151,168,000","145,203,000","140,685,000","135,009,000","148,710,000","132,025,000","122,307,000","118,633,000","100,291,000","98,973,000","112,200,000","98,544,000","77,356,000","73,584,000","77,900,000","69,800,000","69,500,000","62,500,000","61,400,000","51,900,000","40,400,000","38,400,000"
		CashCashEquivalentsAndShortTermInvestments,"58,494,000","54,787,000","67,062,000","63,982,000","65,376,000","63,548,000","64,456,000","36,119,000","71,751,000","68,487,000","66,059,000","65,357,000","66,111,000","69,136,000","92,950,000","106,405,000","90,121,000","259,519,000","272,743,000","258,132,000","231,428,000","243,009,000","267,343,000","245,929,000","233,602,000","227,634,000","218,523,000","205,333,000","200,562,000","225,291,000","209,787,000","199,949,000","195,432,000","236,497,000","194,246,000","184,675,000","201,260,000","209,128,000","203,101,000","158,621,000","204,826,000","176,655,000","152,621,000","151,503,000","212,347,000","183,657,000","170,526,000","196,033,000","223,509,000","168,380,000","102,280,000","152,198,000","224,275,000","226,206,000","185,980,000","146,704,000","118,315,000","82,076,000","111,225,000","84,569,000","175,720,000","192,166,000","147,257,000","110,084,000","175,752,000","173,323,000","122,428,000","121,958,000","148,982,000","165,196,000","45,344,000","31,333,000","84,295,000","74,772,000","44,182,000","25,194,000","47,359,000","36,645,000","14,446,000","31,705,000","66,204,000","45,191,000","8,653,000","9,922,000","24,193,000","8,141,000","7,509,000","4,769,000","6,560,000","2,204,000","1,800,000","1,700,000","26,000,000","16,400,000","1,200,000","900,000","3,600,000","900,000"
			CashAndCashEquivalents,"58,494,000","54,787,000","67,062,000","63,982,000","65,376,000","63,548,000","64,456,000","36,119,000","71,751,000","68,487,000","66,059,000","65,357,000","66,111,000","69,136,000","92,950,000","106,405,000","90,121,000","244,519,000","257,743,000","202,332,000","175,628,000","193,709,000","192,243,000","170,829,000","174,801,000","187,534,000","183,923,000","145,753,000","141,282,000","173,291,000","170,787,000","170,949,000","131,432,000","173,997,000","141,746,000","149,675,000","186,260,000","194,128,000","203,101,000","158,621,000","204,826,000","176,655,000","152,621,000","151,503,000","212,347,000","183,657,000","170,526,000","196,033,000","223,509,000","168,380,000","102,280,000","152,198,000","224,275,000","226,206,000","185,980,000","146,704,000","118,315,000","82,076,000","111,225,000","84,569,000","120,157,000","116,991,000","133,942,000","97,419,000","175,752,000","173,323,000","122,428,000","121,958,000","106,467,000","165,196,000","45,344,000","31,333,000","84,295,000","74,772,000","44,182,000","25,194,000","47,359,000","36,645,000","14,446,000","31,705,000","66,204,000","45,191,000","8,653,000","9,922,000","24,193,000","8,141,000","7,509,000","4,769,000","6,560,000","2,204,000","1,800,000","1,700,000","26,000,000","16,400,000","1,200,000","900,000","3,600,000","900,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,"0","0","0","0","15,000,000","15,000,000","55,800,000","55,800,000","49,300,000","75,100,000","75,100,000","58,801,000","40,100,000","34,600,000","59,580,000","59,280,000","52,000,000","39,000,000","29,000,000","64,000,000","62,500,000","52,500,000","35,000,000","15,000,000","15,000,000",,,,,,,,,,,,,,,,,,,,,,,"55,563,000","75,175,000","13,315,000","12,665,000",,,,,"42,515,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"28,812,000","21,863,000","38,758,000","38,864,000","42,619,000","39,534,000","31,376,000","29,634,000","37,173,000","32,812,000","39,471,000","39,638,000","39,562,000","35,123,000","40,111,000","47,622,000","31,960,000","26,094,000","32,432,000","33,077,000","31,538,000","31,413,000","30,605,000","35,255,000","25,539,000","26,315,000","36,501,000","31,283,000","25,041,000","31,928,000","28,126,000","30,050,000","25,099,000","25,960,000","26,267,000","29,722,000","22,223,000","18,490,000","25,948,000","23,408,000","18,656,000","17,382,000","25,867,000","22,760,000","21,269,000","16,121,000","20,945,000","18,905,000","16,260,000","16,910,000","16,739,000","21,792,000","19,299,000","19,639,000","24,213,000","26,150,000","34,661,000","45,698,000","44,693,000","36,200,000","35,525,000","35,173,000","45,536,000","34,853,000","35,301,000","28,971,000","26,702,000","22,162,000","21,248,000","23,987,000","14,249,000","12,974,000","9,879,000","8,462,000","12,747,000","15,412,000","14,973,000","13,571,000","17,047,000","17,506,000","14,439,000","11,895,000","19,089,000","16,790,000","13,165,000","9,118,000","13,647,000","14,368,000","12,217,000","5,112,000","6,900,000","5,100,000","4,900,000","2,700,000","3,200,000","3,000,000","2,900,000","1,900,000"
			AccountsReceivable,"28,812,000","21,863,000","38,758,000","38,864,000","42,619,000","39,534,000","31,376,000","29,634,000","37,173,000","32,812,000","39,471,000","39,638,000","39,562,000","35,123,000","40,111,000","47,622,000","31,960,000","26,094,000","32,432,000","33,077,000","31,538,000","31,413,000","30,605,000","35,255,000","25,539,000","26,315,000","36,501,000","31,283,000","25,041,000","31,928,000","28,126,000","30,050,000","25,099,000","25,960,000","26,267,000","29,722,000","22,223,000","18,490,000","25,948,000","23,408,000","18,656,000","17,382,000","25,867,000","22,760,000","21,269,000","16,121,000","20,945,000","18,905,000","16,260,000","16,910,000","16,739,000","21,792,000","19,299,000","19,639,000","24,213,000","26,150,000","34,661,000","45,698,000","44,693,000","36,200,000","35,525,000","35,173,000","45,536,000","34,853,000","35,301,000","28,971,000","26,702,000","22,162,000","21,248,000","23,987,000","14,249,000","12,974,000","9,879,000","8,462,000","12,747,000","15,412,000","14,973,000","13,571,000","17,047,000","17,506,000","14,439,000","11,895,000","19,089,000","16,790,000","13,165,000",,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"549,167,000","428,813,000","441,817,000","461,391,000","417,808,000","388,141,000","427,629,000","381,022,000","335,795,000","327,165,000","389,815,000","386,174,000","341,174,000","303,466,000","376,858,000","366,461,000","334,680,000","324,435,000","363,788,000","311,047,000","257,298,000","286,343,000","325,463,000","296,584,000","250,280,000","268,831,000","327,324,000","314,030,000","281,059,000","297,631,000","342,455,000","338,979,000","304,291,000","322,422,000","337,172,000","325,695,000","251,285,000","266,976,000","266,400,000","239,012,000","193,852,000","212,916,000","256,425,000","244,061,000","192,714,000","210,523,000","232,902,000","214,301,000","182,356,000","206,227,000","250,599,000","262,986,000","181,984,000","211,227,000","232,776,000","219,100,000","179,065,000","285,280,000","392,685,000","333,870,000","231,077,000","239,039,000","300,404,000","254,626,000","215,326,000","214,702,000","261,160,000","180,708,000","158,200,000","161,969,000","143,367,000","136,563,000","100,731,000","96,128,000","95,893,000","87,321,000","70,374,000","75,417,000","84,343,000","62,261,000","49,772,000","59,095,000","79,304,000","68,600,000","48,404,000","68,105,000","77,784,000","62,914,000","47,715,000","56,021,000","57,700,000","46,400,000","28,200,000","35,300,000","40,900,000","30,800,000","18,000,000","20,300,000"
		PrepaidAssets,"50,990,000","66,617,000","59,628,000","45,011,000","50,594,000","50,302,000","16,159,000","23,085,000","23,521,000","15,878,000","20,722,000","30,258,000","27,156,000","20,491,000","37,467,000","53,224,000","69,569,000","38,498,000","22,690,000","54,100,000","33,030,000","30,234,000","33,673,000","31,071,000","31,045,000","41,194,000","33,587,000","50,260,000","38,684,000","37,127,000","32,859,000","56,546,000","40,007,000","30,569,000","33,856,000","39,508,000","36,327,000","38,370,000","36,709,000","45,899,000","40,808,000","46,491,000","39,462,000","50,056,000","41,313,000","46,860,000","45,424,000","46,111,000","44,188,000","45,713,000","48,992,000","52,236,000","45,704,000","42,674,000","81,460,000","78,167,000","72,048,000","67,628,000","83,976,000","76,510,000","46,669,000","35,721,000","48,219,000","65,245,000","42,902,000","36,955,000","54,809,000","60,551,000","41,902,000","37,223,000",,"26,631,000","19,360,000","17,416,000","20,772,000","25,749,000","18,169,000","19,277,000","20,297,000","18,986,000","14,448,000","11,997,000","12,706,000","20,766,000","11,974,000",,,,,,,,,,,,,
