name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
TotalRevenue,"423,323,000","100,710,000","119,129,000","105,618,000","0","90,202,000","88,413,000","80,236,000"
	OperatingRevenue,"423,323,000","100,710,000","119,129,000","105,618,000","0","90,202,000","88,413,000","80,236,000"
CostOfRevenue,"210,316,000","51,492,000","58,935,000","51,255,000",,"44,394,000","43,758,000","36,905,000"
GrossProfit,"213,007,000","49,218,000","60,194,000","54,363,000",,"45,808,000","44,655,000","43,331,000"
OperatingExpense,"336,646,000","99,807,000","98,732,000","83,884,000","899,990","58,201,000","57,314,000","38,255,000"
	SellingGeneralAndAdministration,"300,850,000","89,929,000","88,732,000","75,133,000","878,369","51,518,000","51,733,000","32,199,000"
		GeneralAndAdministrativeExpense,"246,442,000","75,418,000","73,372,000","62,641,000","878,369","40,008,000","42,625,000","25,861,000"
			OtherGandA,"246,442,000","75,418,000","73,372,000","62,641,000","878,369","40,008,000","42,625,000","25,861,000"
		SellingAndMarketingExpense,"54,408,000","14,511,000","15,360,000","12,492,000",,"11,510,000","9,108,000","6,338,000"
	DepreciationAmortizationDepletionIncomeStatement,"35,796,000","9,878,000","10,000,000","8,751,000",,"6,683,000","5,581,000","6,056,000"
		DepreciationAndAmortizationInIncomeStatement,"35,796,000","9,878,000","10,000,000","8,751,000",,"6,683,000","5,581,000","6,056,000"
	OtherTaxes,,,,,"21,621",,,
OperatingIncome,"-123,639,000","-50,589,000","-38,538,000","-29,521,000","-899,990","-12,393,000","-12,659,000","5,076,000"
NetNonOperatingInterestIncomeExpense,"-21,027,000","-463,000","-674,000","-12,816,000","8,319","-7,002,000","-7,502,000","-8,094,000"
	InterestIncomeNonOperating,"117,000","29,000","47,000","20,000","8,319","8,000","10,000","8,000"
	InterestExpenseNonOperating,"21,144,000","492,000","721,000","12,836,000",,"7,010,000","7,512,000","8,102,000"
OtherIncomeExpense,"50,582,000","12,845,000","47,822,000","-1,234,000","-27,000","-11,878,000","-9,439,000","41,000"
	GainOnSaleOfSecurity,"23,038,000","5,591,000","23,872,000","-5,039,000","-27,000","-4,771,000","-3,540,000","104,000"
	SpecialIncomeCharges,"26,053,000","6,777,000","23,970,000","3,828,000",,"-6,977,000","-5,805,000","-134,000"
		RestructuringAndMergernAcquisition,"-27,201,000","-6,777,000","-23,970,000","-4,976,000",,"6,977,000","5,805,000","134,000"
		OtherSpecialCharges,,,"0","1,148,000",,,,
	OtherNonOperatingIncomeExpenses,"1,491,000","477,000","-20,000","-23,000",,"-130,000","-94,000","71,000"
PretaxIncome,"-94,084,000","-38,207,000","8,610,000","-43,571,000","-918,671","-31,273,000","-29,600,000","-2,977,000"
TaxProvision,"-2,014,000","92,000","-1,501,000","-507,000","0","85,000","-863,000","-467,000"
EarningsFromEquityInterestNetOfTax,,,"0","0",,,"0","-3,902,000"
NetIncomeCommonStockholders,"-91,949,000","-38,201,000","10,209,000","-43,115,000","-918,671","-31,252,000","-29,470,000","-6,308,000"
	NetIncome,"-91,949,000","-38,201,000","10,209,000","-43,115,000","-918,671","-31,252,000","-28,666,000","-6,308,000"
		NetIncomeIncludingNoncontrollingInterests,"-92,070,000","-38,299,000","10,111,000","-43,064,000","-918,671","-31,358,000","-28,737,000","-6,412,000"
			NetIncomeContinuousOperations,"-92,070,000","-38,299,000","10,111,000","-43,064,000","-918,671","-31,358,000","-28,737,000","-6,412,000"
		MinorityInterests,"121,000","98,000","98,000","-51,000",,"106,000","71,000","104,000"
DilutedNIAvailtoComStockholders,"-91,949,000","-38,201,000","10,209,000","-43,115,000","-918,671","-31,252,000","-29,470,000","-6,308,000"
BasicEPS,,"-0.11","0.03","-0.13","-0.003","-0.094",,"-0.019"
DilutedEPS,,"-0.11","0.02","-0.13","-0.003","-0.094",,"-0.019"
BasicAverageShares,,"344,891,335","336,534,375","334,982,150","333,900,179","333,900,179",,"333,900,179"
DilutedAverageShares,,"344,891,335","411,141,721","334,982,150","333,900,179","333,900,179",,"333,900,179"
TotalOperatingIncomeAsReported,"-123,639,000","-50,589,000","-38,538,000","-29,521,000","-899,990","-12,393,000","-12,659,000","5,076,000"
TotalExpenses,"546,962,000","151,299,000","157,667,000","135,139,000","899,990","102,595,000","101,072,000","75,160,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-91,949,000","-38,201,000","10,209,000","-43,115,000","-918,671","-31,252,000","-28,666,000","-6,308,000"
NormalizedIncome,"-139,989,138.281","-45,621,800","-24,715,660","-41,918,091.414","-891,671","-22,675,960","-19,593,457.264","-6,282,706.08"
InterestIncome,"117,000","29,000","47,000","20,000","8,319","8,000","10,000","8,000"
InterestExpense,"21,144,000","492,000","721,000","12,836,000",,"7,010,000","7,512,000","8,102,000"
NetInterestIncome,"-21,027,000","-463,000","-674,000","-12,816,000","8,319","-7,002,000","-7,502,000","-8,094,000"
EBIT,"-72,940,000","-37,715,000","9,331,000","-30,735,000","-899,990","-24,263,000","-22,088,000","5,125,000"
EBITDA,"-37,144,000"
ReconciledCostOfRevenue,"210,316,000","51,492,000","58,935,000","51,255,000",,"44,394,000","43,758,000","36,905,000"
ReconciledDepreciation,"35,796,000","9,878,000","10,000,000","8,751,000",,"6,683,000","5,581,000","6,056,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-91,949,000","-38,201,000","10,209,000","-43,115,000","-918,671","-31,252,000","-28,666,000","-6,308,000"
TotalUnusualItemsExcludingGoodwill,"49,091,000","12,368,000","47,842,000","-1,211,000","-27,000","-11,748,000","-9,345,000","-30,000"
TotalUnusualItems,"49,091,000","12,368,000","47,842,000","-1,211,000","-27,000","-11,748,000","-9,345,000","-30,000"
NormalizedEBITDA,"-86,235,000","-40,205,000","-28,511,000","-20,773,000","-872,990","-5,832,000","-7,162,000","11,211,000"
TaxRateForCalcs,"0.021","0.4","0.27","0.012","0","0.27","0.029","0.157"
TaxEffectOfUnusualItems,"1,050,861.719","4,947,200","12,917,340","-14,091.414","0","-3,171,960","-272,457.264","-4,706.08"
