name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993
OperatingCashFlow,"1,080,000,000","116,000,000","542,000,000","142,000,000","280,000,000","342,000,000","376,000,000","481,000,000","64,000,000","263,000,000","184,000,000","357,000,000","427,000,000","40,000,000","570,200,000","251,100,000","270,500,000","34,700,000","556,400,000","224,700,000","338,900,000","60,300,000","442,600,000","230,900,000","327,800,000","34,400,000","397,700,000","150,900,000","286,600,000","32,700,000","255,600,000","220,000,000","279,800,000","46,400,000","204,000,000","214,800,000","283,700,000","16,300,000","336,100,000","232,500,000","279,300,000","30,800,000","235,100,000","223,500,000","291,000,000","-41,400,000","226,200,000","104,400,000","144,200,000","64,100,000","124,700,000","52,500,000","105,800,000","68,000,000","135,700,000","-2,000,000","192,600,000","74,500,000","237,400,000","142,700,000","140,800,000","82,600,000","171,400,000","37,500,000","185,100,000","48,100,000","143,900,000","69,500,000","140,700,000","42,400,000","105,900,000","99,200,000","154,800,000","66,700,000","86,500,000","65,100,000","126,100,000","29,200,000","94,300,000","45,800,000","96,300,000","25,000,000","36,300,000","60,900,000","96,700,000","1,900,000","144,500,000","43,200,000","91,300,000","23,300,000","112,100,000","49,400,000","83,300,000","99,700,000","98,500,000","6,900,000","17,000,000","10,200,000","53,200,000","30,200,000","43,500,000","40,500,000","104,300,000","-24,100,000","80,600,000","17,100,000","78,100,000","20,400,000","24,500,000","-10,800,000","69,200,000","28,100,000","28,500,000","31,900,000","44,600,000","7,000,000"
	CashFlowFromContinuingOperatingActivities,"1,080,000,000","116,000,000","542,000,000","142,000,000","280,000,000","342,000,000","376,000,000","481,000,000","64,000,000","263,000,000","184,000,000","357,000,000","427,000,000","40,000,000","570,200,000","251,100,000","270,500,000","34,700,000","556,400,000","224,700,000","338,900,000","60,300,000","442,600,000","230,900,000","327,800,000","34,400,000","397,700,000","150,900,000","286,600,000","32,700,000","255,600,000","220,000,000","279,800,000","46,400,000","204,000,000","214,800,000","283,700,000","16,300,000","336,100,000","232,500,000","279,300,000","30,800,000","235,100,000","223,500,000","291,000,000","-41,400,000","226,200,000","104,400,000","144,200,000","64,100,000","124,700,000","52,500,000","105,800,000","68,000,000","135,700,000","-2,000,000","192,600,000","74,500,000","237,400,000","142,700,000","140,800,000","82,600,000","171,400,000","37,500,000","185,100,000","48,100,000","143,900,000","69,500,000","140,700,000","42,400,000","105,900,000","99,200,000","154,800,000","66,700,000","86,500,000","65,100,000","126,100,000","29,200,000","94,300,000","45,800,000","96,300,000","25,000,000","36,300,000","60,900,000","96,700,000","1,900,000","144,500,000","43,200,000","91,300,000","23,300,000","112,100,000","49,400,000","83,300,000","99,700,000","98,500,000","6,900,000","17,000,000","10,200,000","53,200,000","30,200,000","43,500,000","40,500,000","104,300,000","-24,100,000","80,600,000","17,100,000","78,100,000","20,400,000","24,500,000","-10,800,000","69,200,000","28,100,000","28,500,000","31,900,000","44,600,000","7,000,000"
		NetIncomeFromContinuingOperations,"769,000,000","224,000,000","154,000,000","117,000,000","274,000,000","94,000,000","385,000,000","129,000,000","-84,000,000","137,000,000","237,000,000","207,000,000","182,000,000","171,000,000","247,600,000","215,900,000","284,300,000","236,800,000","-132,000,000","194,600,000","221,100,000","199,600,000","-281,500,000","93,100,000","175,400,000","173,200,000","135,400,000","165,900,000","157,400,000","187,700,000","147,400,000","173,000,000","199,900,000","167,200,000","149,400,000","172,900,000","180,100,000","148,600,000","126,600,000","105,900,000","126,200,000","163,700,000","148,700,000","146,700,000",,,"115,600,000","111,500,000","87,700,000","81,400,000","56,600,000","20,000,000","-33,200,000","-7,000,000","-81,400,000","-130,400,000","87,500,000","88,700,000","71,200,000","83,200,000","75,700,000","58,400,000","40,900,000","39,200,000","70,200,000","61,300,000","64,600,000","61,400,000","36,000,000","77,600,000","67,700,000","44,800,000","54,700,000","51,100,000","50,000,000","35,900,000","44,800,000","44,200,000","40,800,000","31,900,000","46,200,000","-238,000,000","2,200,000","18,400,000","24,700,000","21,100,000","7,700,000","5,200,000","40,100,000","41,000,000","36,500,000","27,400,000","36,300,000","32,100,000","31,800,000","17,300,000","19,600,000","26,000,000","27,200,000","21,600,000","29,600,000","24,800,000","-11,100,000","18,800,000","21,800,000","12,300,000","22,400,000","13,200,000","21,000,000","17,600,000","19,900,000","12,000,000","18,800,000","13,700,000","14,500,000","6,400,000"
		OperatingGainsLosses,,"-26,000,000","22,000,000","0",,,"5,000,000","7,000,000","-4,000,000","-4,000,000","-185,000,000","13,000,000","16,000,000","6,000,000","12,800,000","5,300,000","-15,900,000","-11,000,000","62,700,000","-13,300,000","-900,000","-9,500,000","132,400,000","2,000,000","-8,600,000","-15,700,000","12,600,000","9,900,000","-8,900,000","-20,600,000","8,200,000","10,500,000","-11,800,000","-9,000,000","6,900,000","-2,200,000","-10,400,000","-15,600,000","2,900,000","-11,100,000","34,300,000","-7,400,000","14,000,000","-1,500,000","-8,000,000","-12,300,000","12,900,000","7,500,000","-15,700,000","-11,000,000","2,200,000","-22,500,000",,,"11,400,000","-11,200,000","23,700,000","4,400,000","7,900,000","-3,700,000","5,000,000","6,800,000","9,100,000","5,700,000","15,000,000","5,400,000","4,800,000","-5,300,000","4,800,000","-3,000,000","-100,000","-800,000","20,100,000","12,400,000","1,300,000","1,400,000","3,900,000","2,600,000","13,200,000","4,000,000","-1,500,000","270,000,000","19,100,000","-4,200,000","-6,700,000","-4,000,000","5,100,000","28,300,000","-4,700,000","-2,700,000","-100,000","-11,700,000","400,000","-2,700,000","-2,200,000","-3,500,000","-1,700,000","-4,000,000","-500,000","-3,100,000","-4,300,000","-3,900,000","57,900,000","-3,700,000","-3,800,000","-3,700,000",,,,,,,,,,
			GainLossOnSaleOfBusiness,"3,000,000","-26,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"0",,,,,,,"7,000,000","-4,000,000","-4,000,000","-9,000,000","13,000,000","-10,000,000","6,000,000","6,600,000","5,300,000","-15,900,000","-11,000,000","-8,300,000","-13,300,000","-900,000","-9,500,000","5,300,000","2,000,000","-8,600,000","-15,700,000","-13,100,000","9,900,000","-8,900,000","-20,600,000","8,200,000","10,500,000","-11,800,000","-9,000,000","6,900,000","-2,200,000","-10,400,000","-15,600,000","2,900,000","-8,000,000","-500,000","-7,400,000","14,000,000","-1,500,000","-8,000,000","-12,300,000","12,900,000","7,500,000","-15,700,000","-11,000,000","3,200,000","-17,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,"4,000,000","0",,,"1,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"757,000,000","180,000,000","187,000,000","195,000,000","195,000,000","195,000,000","229,000,000","115,000,000","112,000,000","112,000,000","115,000,000","110,000,000","107,000,000","107,000,000","105,500,000","107,500,000","109,100,000","109,200,000","105,800,000","104,900,000","99,800,000","97,300,000","100,200,000","97,800,000","99,000,000","94,400,000","83,900,000","78,300,000","80,900,000","77,100,000","83,400,000","81,800,000","85,100,000","80,100,000","76,900,000","71,600,000","76,000,000","74,900,000","77,300,000","69,800,000","70,300,000","71,200,000","72,900,000","70,000,000","72,300,000","67,800,000","60,700,000","64,100,000","64,500,000","63,600,000","68,900,000","66,000,000","62,900,000","63,100,000","63,400,000","70,200,000","81,000,000","72,200,000","74,700,000","63,800,000","61,800,000","64,300,000","72,900,000","59,600,000","63,000,000","61,100,000","62,700,000","62,200,000","67,100,000","63,500,000","46,700,000","43,100,000","43,700,000","43,500,000","45,200,000","40,200,000","38,400,000","37,500,000","35,400,000","34,100,000","40,900,000","27,000,000","-5,600,000","36,100,000","36,100,000","37,600,000","35,800,000","35,900,000","36,600,000","37,200,000","36,400,000","30,300,000","30,500,000","26,200,000","21,400,000","23,200,000","23,500,000","23,500,000","23,200,000","21,200,000","21,800,000","20,900,000","21,700,000","21,800,000","20,300,000","21,000,000","19,300,000","18,300,000","20,400,000","19,600,000","16,700,000","18,200,000","18,000,000","17,600,000","15,700,000","18,100,000"
			DepreciationAndAmortization,"757,000,000","180,000,000","187,000,000","195,000,000","195,000,000","195,000,000","229,000,000","115,000,000","112,000,000","112,000,000","115,000,000","110,000,000","107,000,000","107,000,000","105,500,000","107,500,000","109,100,000","109,200,000","105,800,000","104,900,000","99,800,000","97,300,000","100,200,000","97,800,000","99,000,000","94,400,000","83,900,000","78,300,000","80,900,000","77,100,000","83,400,000","81,800,000","85,100,000","80,100,000","76,900,000","71,600,000","76,000,000","74,900,000","77,300,000","69,800,000","70,300,000","71,200,000","72,900,000","70,000,000","72,300,000","67,800,000","60,700,000","64,100,000","64,500,000","63,600,000","68,900,000","66,000,000","62,900,000","63,100,000","63,400,000","70,200,000","81,000,000","72,200,000","74,700,000","63,800,000","61,800,000","64,300,000","72,900,000","59,600,000","63,000,000","61,100,000","62,700,000","62,200,000","67,100,000","63,500,000","46,700,000","43,100,000","43,700,000","43,500,000","45,200,000","40,200,000","38,400,000","37,500,000","35,400,000","34,100,000","40,900,000","27,000,000","-5,600,000","36,100,000","36,100,000","37,600,000","35,800,000","35,900,000","36,600,000","37,200,000","36,400,000","30,300,000","30,500,000","26,200,000","21,400,000","23,200,000","23,500,000","23,500,000","23,200,000","21,200,000","21,800,000","20,900,000","21,700,000","21,800,000","20,300,000","21,000,000","19,300,000","18,300,000","20,400,000","19,600,000","16,700,000","18,200,000","18,000,000","17,600,000","15,700,000","18,100,000"
				Depreciation,"666,000,000","157,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,"74,000,000","76,600,000","72,700,000","76,900,000","74,900,000","77,300,000","74,100,000","70,300,000","64,900,000","69,300,000","68,200,000","70,400,000","63,000,000","63,000,000","63,800,000","65,200,000","62,000,000","64,100,000","60,900,000","53,300,000","56,700,000","57,400,000","57,100,000","61,700,000","58,800,000","56,800,000","57,300,000","57,400,000","66,800,000","68,700,000","66,800,000","65,800,000","59,500,000","57,600,000","60,200,000","65,500,000","56,100,000","69,600,000","47,900,000","47,400,000","47,900,000","52,300,000","38,000,000","38,600,000","32,900,000","33,600,000","33,700,000","34,000,000","30,300,000","30,500,000","29,700,000","27,300,000","26,600,000",,,,"25,600,000","25,800,000","27,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
